,21,22,23,24,25,"2,25,19,21,3","2,25,19,22,3","2,25,19,23,3","2,25,19,24,3","2,25,13,3","2,22,11,3","2,22,7,3",26
20,6.0,9.0,0.0,1.0,69.9,0.10903135236312589,0.16354702854468883,0.0,0.0936620661932199,1.0,0.125,0.4121184852417566,0.0
21,15.0,7.0,0.0,1.0,10.5,0.04094525035095929,0.019107783497114336,0.0,0.014069409084818438,0.9999724643088853,-0.125,0.6569865987187891,1.0
22,0.0,3.0,0.0,0.0,2.9,0.0,0.0022617376384339413,0.0,0.0,0.9478464369215823,-0.625,0.1411200080598672,1.0
23,7.0,1.0,0.0,1.0,25.5,0.04640461706442053,0.006629231009202933,0.0,0.03416856492027335,0.9999999999915765,-0.875,0.8414709848078965,0.0
24,4.0,4.0,1.0,0.0,30.4,0.03161233296937555,0.03161233296937555,0.445095168374817,0.0,0.9999999999999374,-0.5,-0.7568024953079282,1.0
25,14.0,4.0,0.0,1.0,4.0,0.014558311235896636,0.0041595174959704675,0.0,0.005359774889454643,0.9820137900379085,-0.5,-0.7568024953079282,1.0
26,7.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.625,0.4201670368266409,1.0
27,0.0,5.0,1.0,1.0,0.8,0.0,0.0010398793739926169,0.01171303074670571,0.0010719549778909286,0.6899744811276125,-0.375,-0.9589242746631385,1.0
28,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.375,-0.9589242746631385,1.0
29,10.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.625,0.4201670368266409,1.0
30,12.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.625,0.4201670368266409,1.0
31,3.0,13.0,0.0,1.0,2.7,0.0021057557323350498,0.009124941506785214,0.0,0.0036178480503818843,0.9370266439430035,0.625,0.4201670368266409,0.0
32,16.0,3.0,0.0,1.0,31.7,0.13185670462226382,0.024723132116674464,0.0,0.04247621599892804,0.9999999999999829,-0.625,0.1411200080598672,0.0
33,0.0,6.0,1.0,0.0,0.5,0.0,0.0007799095304944627,0.007320644216691069,0.0,0.6224593312018546,-0.25,-0.27941549819892586,1.0
34,5.0,0.0,1.0,1.0,8.6,0.011178703270420632,0.0,0.1259150805270864,0.011523516012327482,0.9998159280950366,-1.0,0.0,1.0
35,16.0,6.0,1.0,0.0,12.9,0.053657775698019036,0.020121665886757137,0.18887262079062958,0.0,0.9999975019559143,-0.25,-0.27941549819892586,1.0
36,6.0,7.0,0.0,1.0,23.9,0.03727967555763531,0.0434929548172412,0.0,0.03202465496449149,0.9999999999582783,-0.125,0.6569865987187891,1.0
37,11.0,2.0,1.0,0.0,1.0,0.0028596682784796964,0.0005199396869963084,0.014641288433382138,0.0,0.7310585786300049,-0.75,0.9092974268256817,1.0
38,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.625,0.4201670368266409,1.0
39,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.25,-0.27941549819892586,1.0
40,16.0,12.0,1.0,1.0,4.2,0.017469973483075964,0.013102480112306974,0.06149341142020498,0.005627763633927375,0.9852259683067269,0.5,-0.5365729180004349,1.0
41,6.0,8.0,0.0,1.0,3.1,0.004835439089065669,0.006447252118754225,0.0,0.004153825539327348,0.9568927450589139,0.0,0.9893582466233818,0.0
42,15.0,8.0,1.0,1.0,3.3,0.012868507253158634,0.006863203868351271,0.048316251830161056,0.00442181428380008,0.9644288107273639,0.0,0.9893582466233818,1.0
43,7.0,7.0,1.0,0.0,6.2,0.011282691207819892,0.011282691207819892,0.09077598828696926,0.0,0.9979746796109501,-0.125,0.6569865987187891,1.0
44,16.0,7.0,0.0,1.0,36.6,0.15223834035251912,0.06660427390422712,0.0,0.04904194023850999,0.9999999999999998,-0.125,0.6569865987187891,0.0
45,13.0,15.0,1.0,1.0,5.0,0.016898039827380026,0.019497738262361567,0.07320644216691069,0.006699718611818304,0.9933071490757153,0.875,0.6502878401571168,1.0
46,12.0,9.0,0.0,1.0,8.0,0.024957104975822805,0.018717828731867104,0.0,0.010719549778909286,0.9996646498695336,0.125,0.4121184852417566,1.0
47,1.0,10.0,0.0,1.0,115.6,0.030052513908386626,0.3005251390838663,0.0,0.15489749430523916,1.0,0.25,-0.5440211108893698,0.0
48,3.0,10.0,0.0,1.0,163.7,0.12767119014194353,0.42557063380647847,0.0,0.21934878735093125,1.0,0.25,-0.5440211108893698,0.0
49,5.0,10.0,1.0,1.0,29.7,0.0386055217594759,0.0772110435189518,0.43484626647144947,0.039796328554200726,0.9999999999998737,0.25,-0.5440211108893698,0.0
50,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.375,-0.9589242746631385,1.0
51,0.0,1.0,0.0,1.0,9.8,0.0,0.0025477044662819115,0.0,0.013131448479163876,0.9999445514752772,-0.875,0.8414709848078965,0.0
52,1.0,4.0,0.0,0.0,1.4,0.0003639577808974159,0.0014558311235896636,0.0,0.0,0.8021838885585817,-0.5,-0.7568024953079282,1.0
53,13.0,7.0,0.0,0.0,0.4,0.001351843186190402,0.0007279155617948319,0.0,0.0,0.598687660112452,-0.125,0.6569865987187891,1.0
54,15.0,4.0,0.0,1.0,3.1,0.012088597722664171,0.0032236260593771124,0.0,0.004153825539327348,0.9568927450589139,-0.5,-0.7568024953079282,1.0
55,15.0,16.0,1.0,1.0,4.0,0.015598190609889253,0.01663806998388187,0.05856515373352855,0.005359774889454643,0.9820137900379085,1.0,-0.2879033166650653,1.0
56,0.0,11.0,1.0,0.0,0.4,0.0,0.0011438673113918787,0.005856515373352855,0.0,0.598687660112452,0.375,-0.9999902065507035,1.0
57,15.0,6.0,0.0,1.0,9.8,0.03821556699422867,0.01528622679769147,0.0,0.013131448479163876,0.9999445514752772,-0.25,-0.27941549819892586,1.0
58,0.0,2.0,0.0,1.0,16.6,0.0,0.008630998804138722,0.0,0.02224306579123677,0.9999999382393905,-0.75,0.9092974268256817,0.0
59,0.0,11.0,0.0,1.0,154.3,0.0,0.44124681536941723,0.0,0.20675331636071287,1.0,0.375,-0.9999902065507035,0.0
60,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.875,0.8414709848078965,1.0
61,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.9893582466233818,1.0
62,10.0,8.0,1.0,0.0,1.8,0.004679457182966776,0.003743565746373421,0.02635431918008785,0.0,0.8581489350995123,0.0,0.9893582466233818,1.0
63,10.0,11.0,1.0,0.0,2.4,0.006239276243955701,0.006863203868351271,0.03513909224011713,0.0,0.9168273035060777,0.375,-0.9999902065507035,1.0
64,3.0,2.0,1.0,1.0,3.9,0.003041647168928404,0.0020277647792856027,0.05710102489019034,0.005225780517218277,0.9801596942659225,-0.75,0.9092974268256817,1.0
65,3.0,9.0,1.0,0.0,1.5,0.001169864295741694,0.003509592887225082,0.021961932650073207,0.0,0.8175744761936437,0.125,0.4121184852417566,1.0
66,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.625,0.4201670368266409,1.0
67,7.0,0.0,0.0,1.0,64.4,0.11719440544896795,0.0,0.0,0.08629237572021976,1.0,-1.0,0.0,0.0
68,11.0,12.0,1.0,0.0,0.3,0.0008579004835439089,0.0009358914365933551,0.004392386530014641,0.0,0.574442516811659,0.5,-0.5365729180004349,1.0
69,2.0,9.0,0.0,0.0,7.5,0.0038995476524723133,0.01754796443612541,0.0,0.0,0.9994472213630764,0.125,0.4121184852417566,1.0
70,15.0,0.0,0.0,1.0,44.2,0.17236000623927625,0.0,0.0,0.05922551252847381,1.0,-1.0,0.0,0.0
71,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.9906073556948704,1.0
72,9.0,2.0,1.0,0.0,0.5,0.001169864295741694,0.0002599698434981542,0.007320644216691069,0.0,0.6224593312018546,-0.75,0.9092974268256817,1.0
73,2.0,0.0,1.0,0.0,0.5,0.0002599698434981542,0.0,0.007320644216691069,0.0,0.6224593312018546,-1.0,0.0,1.0
74,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.375,-0.9589242746631385,1.0
75,6.0,15.0,1.0,1.0,2.4,0.0037435657463734204,0.009358914365933552,0.03513909224011713,0.003215864933672786,0.9168273035060777,0.875,0.6502878401571168,1.0
76,15.0,3.0,1.0,1.0,5.5,0.021447512088597725,0.0042895024177195444,0.08052708638360176,0.007369690473000134,0.995929862284104,-0.625,0.1411200080598672,1.0
77,12.0,8.0,0.0,1.0,18.1,0.0564654500077991,0.03764363333853273,0.0,0.02425298137478226,0.9999999862193447,0.0,0.9893582466233818,0.0
78,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.7568024953079282,1.0
79,15.0,2.0,1.0,1.0,2.3,0.00896895960068632,0.0011958612800915093,0.03367496339677892,0.0030818705614364195,0.9088770389851438,-0.75,0.9092974268256817,1.0
80,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.75,0.9092974268256817,1.0
81,12.0,6.0,0.0,1.0,2.4,0.007487131492746841,0.0037435657463734204,0.0,0.003215864933672786,0.9168273035060777,-0.25,-0.27941549819892586,1.0
82,13.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.9893582466233818,1.0
83,0.0,9.0,1.0,1.0,23.8,0.0,0.05568554047730464,0.3484626647144949,0.03189066059225513,0.9999999999538904,0.125,0.4121184852417566,1.0
84,14.0,11.0,1.0,1.0,4.8,0.017469973483075964,0.013726407736702542,0.07027818448023426,0.006431729867345572,0.9918374288468401,0.375,-0.9999902065507035,1.0
85,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.375,-0.9589242746631385,1.0
86,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.625,0.4201670368266409,1.0
87,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.375,-0.9589242746631385,1.0
88,7.0,3.0,0.0,0.0,4.7,0.008553007851089273,0.003665574793323975,0.0,0.0,0.990986701347152,-0.625,0.1411200080598672,1.0
89,10.0,6.0,0.0,1.0,54.0,0.14038371548900327,0.08423022929340197,0.0,0.07235696100763768,1.0,-0.25,-0.27941549819892586,0.0
90,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.875,0.8414709848078965,1.0
91,6.0,3.0,0.0,1.0,19.2,0.029948525970987364,0.014974262985493682,0.0,0.025726919469382287,0.9999999954128183,-0.625,0.1411200080598672,0.0
92,14.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.625,0.4201670368266409,1.0
93,5.0,7.0,0.0,1.0,167.6,0.21785472885145324,0.30499662039203457,0.0,0.22457456786814953,1.0,-0.125,0.6569865987187891,0.0
94,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.5365729180004349,1.0
95,0.0,4.0,0.0,1.0,8.9,0.0,0.009254926428534292,0.0,0.011925499129036581,0.9998636296729204,-0.5,-0.7568024953079282,1.0
96,5.0,15.0,0.0,0.0,2.6,0.003379607965476005,0.010138823896428015,0.0,0.0,0.9308615796566533,0.875,0.6502878401571168,1.0
97,0.0,14.0,1.0,1.0,4.2,0.0,0.01528622679769147,0.06149341142020498,0.005627763633927375,0.9852259683067269,0.75,0.9906073556948704,1.0
98,9.0,15.0,1.0,1.0,6.2,0.014506317267197007,0.024177195445328342,0.09077598828696926,0.008307651078654697,0.9979746796109501,0.875,0.6502878401571168,1.0
99,9.0,9.0,1.0,1.0,68.3,0.1598034627983154,0.1598034627983154,1.0,0.09151815623743803,1.0,0.125,0.4121184852417566,0.0
100,11.0,10.0,0.0,0.0,1.7,0.004861436073415484,0.004419487339468621,0.0,0.0,0.8455347349164652,0.25,-0.5440211108893698,1.0
101,5.0,8.0,0.0,1.0,50.1,0.06512244579628763,0.10419591327406022,0.0,0.06713118049041941,1.0,0.0,0.9893582466233818,0.0
102,14.0,2.0,1.0,1.0,0.8,0.0029116622471793275,0.0004159517495970468,0.01171303074670571,0.0010719549778909286,0.6899744811276125,-0.75,0.9092974268256817,1.0
103,6.0,15.0,0.0,1.0,9.5,0.01481828107939479,0.037045702698486976,0.0,0.012729465362454777,0.9999251537724895,0.875,0.6502878401571168,1.0
104,3.0,3.0,0.0,1.0,180.7,0.1409296521603494,0.1409296521603494,0.0,0.24212783063111348,1.0,-0.625,0.1411200080598672,0.0
105,14.0,15.0,1.0,1.0,0.7,0.002547704466281911,0.002729683356730619,0.010248901903367497,0.0009379606056545625,0.6681877721681662,0.875,0.6502878401571168,1.0
106,3.0,9.0,1.0,1.0,11.5,0.00896895960068632,0.026906878802058963,0.1683748169838946,0.015409352807182098,0.9999898700090192,0.125,0.4121184852417566,1.0
107,10.0,15.0,0.0,0.0,2.8,0.007279155617948318,0.010918733426922476,0.0,0.0,0.9426758241011313,0.875,0.6502878401571168,1.0
108,3.0,15.0,1.0,1.0,4.2,0.0032756200280767435,0.016378100140383715,0.06149341142020498,0.005627763633927375,0.9852259683067269,0.875,0.6502878401571168,1.0
109,1.0,8.0,1.0,0.0,0.4,0.0001039879373992617,0.0008319034991940936,0.005856515373352855,0.0,0.598687660112452,0.0,0.9893582466233818,1.0
110,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.625,0.4201670368266409,1.0
111,11.0,11.0,0.0,0.0,8.6,0.024593147194925388,0.024593147194925388,0.0,0.0,0.9998159280950366,0.375,-0.9999902065507035,1.0
112,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.5365729180004349,1.0
113,1.0,13.0,1.0,1.0,0.8,0.0002079758747985234,0.002703686372380804,0.01171303074670571,0.0010719549778909286,0.6899744811276125,0.625,0.4201670368266409,1.0
114,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.9893582466233818,1.0
115,4.0,16.0,1.0,0.0,4.6,0.004783445120366037,0.01913378048146415,0.06734992679355783,0.0,0.9900481981330957,1.0,-0.2879033166650653,1.0
116,4.0,0.0,0.0,1.0,27.3,0.02838870690999844,0.0,0.0,0.03658046362052794,0.9999999999986076,-1.0,0.0,0.0
117,9.0,12.0,0.0,1.0,7.9,0.018483855872718766,0.024645141163625022,0.0,0.010585555406672921,0.9996293938593735,0.5,-0.5365729180004349,1.0
118,4.0,9.0,0.0,1.0,81.5,0.08475016898039828,0.1906878802058961,0.0,0.10920541337263835,1.0,0.125,0.4121184852417566,0.0
119,15.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.5365729180004349,1.0
120,14.0,5.0,0.0,1.0,1.3,0.004731451151666406,0.0016898039827380024,0.0,0.001741926839072759,0.7858349830425586,-0.375,-0.9589242746631385,1.0
121,11.0,11.0,0.0,1.0,338.6,0.9682836790932253,0.9682836790932253,0.0,0.45370494439233555,1.0,0.375,-0.9999902065507035,0.0
122,10.0,7.0,1.0,1.0,13.0,0.03379607965476005,0.023657255758332035,0.1903367496339678,0.01741926839072759,0.999997739675702,-0.125,0.6569865987187891,1.0
123,0.0,0.0,1.0,1.0,26.5,0.0,0.0,0.3879941434846267,0.03550850864263701,0.9999999999969011,-1.0,0.0,0.0
124,8.0,10.0,1.0,0.0,2.0,0.0041595174959704675,0.0051993968699630844,0.029282576866764276,0.0,0.8807970779778823,0.25,-0.5440211108893698,1.0
125,4.0,8.0,0.0,0.0,0.9,0.0009358914365933552,0.0018717828731867104,0.0,0.0,0.7109495026250039,0.0,0.9893582466233818,1.0
126,4.0,3.0,0.0,0.0,2.8,0.002911662247179327,0.002183746685384495,0.0,0.0,0.9426758241011313,-0.625,0.1411200080598672,1.0
127,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.875,0.6502878401571168,1.0
128,8.0,11.0,1.0,1.0,14.0,0.029116622471793273,0.04003535589871575,0.20497803806734993,0.01875921211309125,0.9999991684719722,0.375,-0.9999902065507035,1.0
129,4.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.9906073556948704,1.0
130,3.0,8.0,0.0,1.0,46.6,0.036343784121041965,0.0969167576561119,0.0,0.06244137746214659,1.0,0.0,0.9893582466233818,0.0
131,10.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.625,0.4201670368266409,1.0
132,13.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.4121184852417566,1.0
133,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.75,0.9092974268256817,1.0
134,11.0,2.0,0.0,0.0,0.6,0.0017158009670878178,0.00031196381219778506,0.0,0.0,0.6456563062257954,-0.75,0.9092974268256817,1.0
135,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.625,0.1411200080598672,1.0
136,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.7568024953079282,1.0
137,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.875,0.8414709848078965,1.0
138,7.0,16.0,0.0,1.0,25.5,0.04640461706442053,0.10606769614724693,0.0,0.03416856492027335,0.9999999999915765,1.0,-0.2879033166650653,0.0
139,10.0,8.0,1.0,1.0,6.0,0.015598190609889253,0.012478552487911403,0.08784773060029283,0.008039662334181965,0.9975273768433653,0.0,0.9893582466233818,0.0
140,8.0,0.0,1.0,1.0,10.3,0.02142151510424791,0.0,0.15080527086383602,0.013801420340345706,0.9999663680359613,-1.0,0.0,1.0
141,9.0,16.0,1.0,0.0,5.2,0.01216658867571362,0.021629490979046432,0.07613469985358712,0.0,0.9945137011005495,1.0,-0.2879033166650653,1.0
142,5.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.9906073556948704,1.0
143,15.0,13.0,0.0,1.0,2.3,0.00896895960068632,0.007773098320594811,0.0,0.0030818705614364195,0.9088770389851438,0.625,0.4201670368266409,0.0
144,7.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.9893582466233818,1.0
145,16.0,0.0,1.0,1.0,40.7,0.16929236208599804,0.0,0.5959004392386531,0.054535709500201,1.0,-1.0,0.0,0.0
146,10.0,16.0,0.0,1.0,51.6,0.13414443924504757,0.21463110279207614,0.0,0.0691410960739649,1.0,1.0,-0.2879033166650653,0.0
147,12.0,7.0,1.0,1.0,0.9,0.0028076743097800658,0.0016378100140383716,0.013177159590043924,0.0012059493501272948,0.7109495026250039,-0.125,0.6569865987187891,1.0
148,10.0,3.0,0.0,1.0,84.8,0.22045442728643477,0.06613632818593043,0.0,0.11362722765643843,1.0,-0.625,0.1411200080598672,0.0
149,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.9906073556948704,1.0
150,7.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.5365729180004349,1.0
151,10.0,4.0,0.0,1.0,44.5,0.11568658035667863,0.046274632142671454,0.0,0.0596274956451829,1.0,-0.5,-0.7568024953079282,1.0
152,9.0,8.0,1.0,1.0,8.0,0.018717828731867104,0.01663806998388187,0.1171303074670571,0.010719549778909286,0.9996646498695336,0.0,0.9893582466233818,0.0
153,12.0,12.0,0.0,0.0,1.2,0.0037435657463734204,0.0037435657463734204,0.0,0.0,0.7685247834990175,0.5,-0.5365729180004349,1.0
154,2.0,5.0,1.0,1.0,0.7,0.0003639577808974159,0.0009098944522435398,0.010248901903367497,0.0009379606056545625,0.6681877721681662,-0.375,-0.9589242746631385,1.0
155,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,-0.5440211108893698,1.0
156,14.0,16.0,0.0,1.0,9.5,0.034575989185254515,0.039515416211719445,0.0,0.012729465362454777,0.9999251537724895,1.0,-0.2879033166650653,0.0
157,2.0,9.0,1.0,1.0,16.8,0.008734986741537982,0.03930744033692092,0.24597364568081992,0.0225110545357095,0.9999999494346891,0.125,0.4121184852417566,1.0
158,5.0,13.0,0.0,0.0,0.4,0.0005199396869963084,0.001351843186190402,0.0,0.0,0.598687660112452,0.625,0.4201670368266409,1.0
159,8.0,3.0,0.0,0.0,0.6,0.0012478552487911402,0.00046794571829667756,0.0,0.0,0.6456563062257954,-0.625,0.1411200080598672,1.0
160,14.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.875,0.6502878401571168,1.0
161,16.0,5.0,1.0,0.0,0.7,0.002911662247179327,0.0009098944522435398,0.010248901903367497,0.0,0.6681877721681662,-0.375,-0.9589242746631385,1.0
162,8.0,0.0,0.0,1.0,128.1,0.26641709561690846,0.0,0.0,0.17164679083478493,1.0,-1.0,0.0,0.0
163,7.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.9906073556948704,1.0
164,4.0,6.0,1.0,1.0,8.1,0.008423022929340196,0.012634534394010294,0.11859443631039532,0.010853544151145651,0.9996965529699712,-0.25,-0.27941549819892586,1.0
165,3.0,2.0,0.0,0.0,1.5,0.001169864295741694,0.0007799095304944627,0.0,0.0,0.8175744761936437,-0.75,0.9092974268256817,1.0
166,10.0,2.0,1.0,0.0,0.6,0.0015598190609889253,0.00031196381219778506,0.008784773060029283,0.0,0.6456563062257954,-0.75,0.9092974268256817,1.0
167,3.0,8.0,0.0,0.0,2.2,0.001715800967087818,0.004575469245567515,0.0,0.0,0.9002495108803148,0.0,0.9893582466233818,1.0
168,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.7568024953079282,1.0
169,14.0,15.0,0.0,1.0,26.3,0.09572089637602038,0.10255810326002184,0.0,0.03524051989816428,0.999999999996215,0.875,0.6502878401571168,0.0
170,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.9893582466233818,1.0
171,10.0,4.0,1.0,0.0,0.8,0.0020797587479852338,0.0008319034991940936,0.01171303074670571,0.0,0.6899744811276125,-0.5,-0.7568024953079282,1.0
172,4.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.5365729180004349,1.0
173,2.0,8.0,0.0,1.0,46.6,0.024229189414027973,0.0969167576561119,0.0,0.06244137746214659,1.0,0.0,0.9893582466233818,0.0
174,11.0,11.0,1.0,0.0,3.1,0.00886497166328706,0.00886497166328706,0.04538799414348463,0.0,0.9568927450589139,0.375,-0.9999902065507035,1.0
175,9.0,1.0,0.0,1.0,25.5,0.05966307908282639,0.006629231009202933,0.0,0.03416856492027335,0.9999999999915765,-0.875,0.8414709848078965,0.0
176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.875,0.8414709848078965,1.0
177,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.875,0.8414709848078965,1.0
178,1.0,9.0,0.0,1.0,131.8,0.03426402537305673,0.30837622835751055,0.0,0.1766045826075305,1.0,0.125,0.4121184852417566,0.0
179,11.0,8.0,0.0,1.0,54.5,0.15585192117714344,0.11334685176519524,0.0,0.0730269328688195,1.0,0.0,0.9893582466233818,0.0
180,13.0,3.0,1.0,1.0,6.5,0.021967451775594032,0.0050694119482140075,0.0951683748169839,0.008709634195363795,0.998498817743263,-0.625,0.1411200080598672,1.0
181,9.0,0.0,0.0,1.0,147.2,0.3444080486663547,0.0,0.0,0.19723971593193085,1.0,-1.0,0.0,0.0
182,0.0,11.0,1.0,1.0,40.5,0.0,0.11581656527842771,0.5929721815519766,0.05426772075572826,1.0,0.375,-0.9999902065507035,0.0
183,5.0,8.0,0.0,0.0,1.4,0.0018197889044870796,0.002911662247179327,0.0,0.0,0.8021838885585817,0.0,0.9893582466233818,1.0
184,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.9893582466233818,1.0
185,13.0,16.0,1.0,0.0,2.2,0.0074351375240472115,0.00915093849113503,0.032210834553440704,0.0,0.9002495108803148,1.0,-0.2879033166650653,1.0
186,8.0,15.0,0.0,0.0,1.3,0.002703686372380804,0.0050694119482140075,0.0,0.0,0.7858349830425586,0.875,0.6502878401571168,1.0
187,15.0,9.0,0.0,0.0,0.8,0.0031196381219778507,0.0018717828731867104,0.0,0.0,0.6899744811276125,0.125,0.4121184852417566,1.0
188,11.0,8.0,1.0,0.0,0.6,0.0017158009670878178,0.0012478552487911402,0.008784773060029283,0.0,0.6456563062257954,0.0,0.9893582466233818,1.0
