,21,22,23,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,"2,35,11,3","2,59,11,3","2,36,16,3","2,21,16,3","2,22,16,3","2,23,16,3","2,24,16,3","2,25,16,3","2,26,16,3","2,27,16,3","2,29,16,3","2,30,16,3","2,31,16,3","2,32,16,3","2,33,16,3","2,34,16,3","2,37,16,3","2,38,16,3","2,39,16,3","2,40,16,3","2,41,16,3","2,42,16,3","2,44,16,3","2,45,16,3","2,46,16,3","2,47,16,3","2,48,16,3","2,49,16,3","2,51,16,3","2,52,16,3","2,53,16,3","2,54,16,3","2,55,16,3","2,56,16,3","2,57,16,3","2,58,16,3","2,60,16,3","2,61,16,3","2,2,35,11,3,16,3","2,2,59,11,3,16,3","2,2,36,16,3,16,3","2,43,8,3","2,61,20,35,3","2,61,20,59,3","2,51,6,3",62
10,4.912,3.3307,0.0,0.0,0.0,3.0,42.1,2.0,1.0,0.0,0.0,3.1,0.881,9.863,4.0,0.987,1.12,0.0,0.0,1.271,1.0,0.0,0.0,0.0,2.264,-0.024,0.0,0.0,0.95,0.0,1.0,0.0,1.0,3.728,2.333,0.0,8.118,0.0,0.0,0.3634511683642896,-0.3120567375886527,0.001953125,0.44991539061697583,0.07345125236761575,0.0,0.0,0.0,0.0,0.004629629629629629,0.0008638375985314761,0.0005787037037037037,0.0,0.827014126024894,0.14377097845347897,0.007828155411766976,0.06642389905944379,0.24227321375638167,0.0,0.0,0.0,0.3735128457991349,0.0,0.0,0.0,0.47407197978007304,0.517943548638528,0.0,0.0001461133030191323,0.0,0.0005787037037037037,0.0,0.0029154518950437317,0.03314493862697114,0.0512524304263777,0.0,0.0,0.0,0.5240053593867597,0.48480604989760046,7.450580596923828e-09,0.5403023058681398,0.0,0.0,0.9025,0.0
11,4.263,3.1913,1.0,0.0,0.0,0.0,28.6,0.0,4.0,0.0,-1.68,3.41,2.187,9.533,4.0,1.038,1.135,0.0,0.0,1.159,0.0,0.0,0.0,0.0,2.0,0.015,0.0,19.933,4.143,0.0,0.0,0.0,2.0,3.643,3.379,0.0,8.478,0.0,0.0,0.2843618933493106,-0.23468729851708625,0.001953125,0.2828257287200376,0.06448328280618906,0.0005787037037037037,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.8000072280852211,0.1980677563649805,0.11975070060956576,0.18896680070452976,0.28334354737633904,0.0,0.0,0.0,0.24207064358190736,0.0,0.0,0.0,0.3129313174398419,0.5179502597904508,0.0,0.014162404040300582,0.0,0.0,0.0,0.023323615160349854,0.03028625648113551,0.19028319869352306,0.0,0.0,0.0,0.5114969911205263,0.4935369314561481,7.450580596923828e-09,1.0,0.0,0.0,17.164448999999998,1.0
12,4.817,2.0469,0.0,0.0,0.0,2.0,39.4,2.0,2.0,0.0,0.0,3.573,1.169,10.26,3.0,0.988,1.126,0.0,0.0,1.215,2.0,0.0,0.0,0.0,2.301,0.0,0.0,0.0,3.268,0.0,1.0,0.0,0.0,3.665,1.967,0.0,8.497,0.0,0.0,0.45859796285200716,-0.2306039114549756,0.000823974609375,0.42245903953863273,0.01624399669058233,0.0,0.0,0.0,0.0,0.0013717421124828531,0.0008638375985314761,0.004629629629629629,0.0,0.827014126024894,0.2308979017152914,0.018288380434758025,0.06870902611199903,0.2585702736305404,0.0,0.0,0.0,0.30476476742134384,0.0,0.0,0.0,0.4999246287710725,0.517948942845411,0.0,0.006938157865291439,0.0,0.0005787037037037037,0.0,0.0,0.031013526929393374,0.02392236116907658,0.0,0.0,0.0,0.5482243483698627,0.49386845369130156,5.594245067186421e-10,-0.4161468365471424,0.0,0.0,10.679823999999998,0.0
13,4.414,3.201,0.0,0.0,0.0,0.0,38.5,0.0,0.0,3.0,0.0,2.883,0.802,9.183,0.0,0.998,1.141,0.0,0.0,1.252,1.0,0.0,0.0,0.0,2.101,-0.081,0.0,0.0,0.975,0.0,1.0,4.0,2.0,3.579,2.381,2.0,7.834,0.0,0.0,0.2004793289394846,-0.3730926284117777,0.0,0.31754167321072946,0.06508264590193327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031696093163035313,0.827014126024894,0.11167797385849444,0.0059054747739735475,0.09181574460162123,0.3000788760325388,0.0,0.0,0.0,0.34949173158615054,0.0,0.0,0.0,0.36989538092578483,0.5177415714116613,0.0,0.00015997586187145525,0.0,0.0005787037037037037,0.010973936899862825,0.023323615160349854,0.02822001449854742,0.05554987826036571,0.015625,0.0,0.0,0.5040288287183032,0.47403310575162716,0.0,0.5403023058681398,0.0,0.0,0.9506249999999999,0.0
14,5.045,2.1704,0.0,4.0,0.0,4.0,53.3,0.0,0.0,5.0,0.0,3.772,0.0,10.481,0.0,0.98,1.1,0.0,0.0,1.338,4.0,0.0,0.0,1.0,2.385,0.0,0.0,0.0,2.901,0.0,2.0,4.0,1.0,3.886,1.951,1.0,8.877,0.0,0.0,0.5115638106650686,-0.14893617021276606,0.0,0.4901781455918271,0.01956648689968616,0.0,0.0,0.0013717421124828531,0.0,0.010973936899862825,0.0,0.0,0.001467411720510894,0.827014126024894,0.2752449964913509,0.0,0.05055726856411924,0.18919880466391326,0.0,0.0,0.0,0.46411014607909296,0.0,0.0,0.125,0.5617750442798829,0.517948942845411,0.0,0.0048458520490503474,0.0,0.004629629629629629,0.010973936899862825,0.0029154518950437317,0.03881542140839985,0.022932836853168107,0.001953125,0.0,0.0,0.5669374934535332,0.49834815021719714,0.0,-0.6536436208636119,0.0,0.0,8.415800999999998,0.0
15,5.325,2.5675,0.0,2.0,1.0,3.0,40.0,4.0,1.0,3.0,1.306,3.647,1.25,10.764,2.0,0.982,1.127,0.0,0.0,1.265,3.0,0.0,0.0,0.0,2.447,0.0,0.0,0.0,1.996,1.0,2.0,5.0,1.0,3.826,1.964,1.0,8.634,0.0,0.0,0.5793888556021569,-0.20116054158607377,0.000244140625,0.5821362641157314,0.03307759727985529,0.0,0.0,0.00017146776406035664,0.0004551661356395084,0.004629629629629629,0.006910700788251809,0.0005787037037037037,0.00031696093163035313,0.8397016357706412,0.24682892118524513,0.022359482762109768,0.055067556488140657,0.2613034010915283,0.0,0.0,0.0,0.3658489887479732,0.0,0.0,0.0,0.6103130161580375,0.517948942845411,0.0,0.0015615536306626892,0.001953125,0.004629629629629629,0.02143347050754458,0.0029154518950437317,0.036606557671284755,0.02373559309637317,0.001953125,0.0,0.0,0.5972479413655213,0.4959299626662626,1.4551915228366852e-11,-0.9899924966004454,0.0,0.0,3.984016,0.0
16,4.607,3.1116,0.0,0.0,0.0,2.0,46.7,0.0,2.0,0.0,0.0,3.151,1.187,9.631,4.0,1.02,1.111,0.0,0.0,1.253,1.0,0.0,0.0,0.0,2.194,-0.026,0.0,10.036,1.544,0.0,1.0,0.0,1.0,3.662,2.926,0.0,8.143,0.0,0.0,0.3078490113840622,-0.3066838598753494,0.001953125,0.3655041869633376,0.05969515278514296,0.0,0.0,0.0,0.0,0.0013717421124828531,0.0,0.004629629629629629,0.0,0.827014126024894,0.15200100159642407,0.019146256407825635,0.14430353910722782,0.21815298181805476,0.0,0.0,0.0,0.3507380020997868,0.0,0.0,0.0,0.42742472273887067,0.5179420845858496,0.0,0.0007094033403930629,0.0,0.0005787037037037037,0.0,0.0029154518950437317,0.03091383763251806,0.1176073281930446,0.0,0.0,0.0,0.5145875814546592,0.4855774263272327,7.450580596923828e-09,0.5403023058681398,0.0,0.0,2.3839360000000003,1.0
17,4.303,3.1827,0.0,0.0,0.0,0.0,25.0,2.0,2.0,2.0,0.0,2.996,1.837,9.389,0.0,0.998,1.159,0.0,0.0,1.112,0.0,0.0,0.0,0.0,2.0,0.044,0.0,0.0,3.193,0.0,0.0,2.0,3.0,3.139,2.685,1.0,7.43,0.0,0.0,0.2498502097064108,-0.4599183322587581,0.0,0.29178738520464514,0.06395492702158309,0.0,0.0,0.0,0.0,0.0,0.0008638375985314761,0.004629629629629629,9.391435011269723e-05,0.827014126024894,0.127808966375132,0.07096744710980446,0.09181574460162123,0.35135019823558844,0.0,0.0,0.0,0.193921234338386,0.0,0.0,0.0,0.3129313174398419,0.5179821821480101,0.0,0.006469670629599835,0.0,0.0,0.0013717421124828531,0.07871720116618075,0.01591086353155445,0.08702012464150978,0.001953125,0.0,0.0,0.5077984655722202,0.45135791673930525,0.0,1.0,0.0,0.0,10.195249,1.0
18,4.278,3.167,0.0,0.0,0.0,0.0,30.0,0.0,4.0,0.0,-1.74,3.192,1.922,9.464,4.0,1.036,1.146,0.0,0.0,1.114,0.0,0.0,0.0,0.0,2.0,-0.027,0.0,19.793,3.677,0.0,0.0,0.0,2.0,3.359,3.533,0.0,7.994,0.0,0.0,0.26782504493708803,-0.338706211046637,0.001953125,0.28616674163052797,0.06299770962071752,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.7970090588851946,0.15881342409197177,0.08128152885915019,0.18392687947120612,0.31416010301845576,0.0,0.0,0.0,0.19588947078215543,0.0,0.0,0.0,0.3129313174398419,0.5179412624219388,0.0,0.00989335937563305,0.0,0.0,0.0,0.023323615160349854,0.021662916453646895,0.21992982273823924,0.0,0.0,0.0,0.5096055793435927,0.4805714904035173,7.450580596923828e-09,1.0,0.0,0.0,13.520329,1.0
19,4.0,2.4305,1.0,0.0,0.0,0.0,27.3,2.0,0.0,0.0,0.0,3.494,0.811,8.318,0.0,0.979,1.137,0.0,0.0,1.386,0.0,1.0,0.0,0.0,1.732,-0.48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.874,2.021,0.0,11.569,0.0,1.0,-0.00683043738765754,0.42961530195572717,0.0,0.22797948495664544,0.027901225495253534,0.0005787037037037037,0.0,0.0,0.0,0.0,0.0008638375985314761,0.0,0.0,0.827014126024894,0.21460353033922422,0.006106526927053636,0.04830901637774676,0.2889023881669188,0.0,0.0,0.0,0.5348553867059452,1.0,0.0,0.0,0.18756634521403123,0.47479528778069535,0.0,0.0001745678650168845,0.0,0.0,0.0,0.0,0.25845086399060585,0.02738259789475186,0.0,0.0,5.080526342529086e-05,0.4999998406633992,0.5396468994241728,0.0,1.0,0.1202212070209185,0.08643789437289306,1.0,1.0
20,4.892,3.2952,0.0,2.0,0.0,2.0,36.7,2.0,3.0,1.0,-0.505,3.598,1.805,10.235,7.0,1.009,1.134,0.0,0.0,1.205,1.0,0.0,0.0,0.0,2.295,-0.001,0.0,11.03,2.809,0.0,2.0,0.0,1.0,3.712,2.456,1.0,8.522,0.0,0.0,0.45260635110844794,-0.2252310337416723,0.010467529296875,0.44404582167810275,0.07109443518205735,0.0,0.0,0.00017146776406035664,0.0,0.0013717421124828531,0.0008638375985314761,0.015625,1.1739293764087153e-05,0.8262805907686219,0.2362070329375332,0.06732298017585713,0.11777354529002437,0.2805714626902811,0.0,0.0,0.0,0.2931334196726111,0.0,0.0,0.0,0.4956752661925295,0.5179489424552051,0.0,0.004396987678429306,0.0,0.004629629629629629,0.0,0.0029154518950437317,0.032596735644395004,0.0626199439944611,0.001953125,0.0,0.0,0.5463587733213666,0.4942871253544774,1.1469184926227172e-06,0.5403023058681398,0.0,0.0,7.890481000000001,0.0
21,5.427,2.3997,0.0,0.0,2.0,2.0,42.9,4.0,2.0,0.0,0.0,3.875,0.68,11.012,10.0,0.985,1.119,0.0,0.0,1.261,2.0,0.0,0.0,0.0,2.381,0.0,0.0,0.0,4.151,0.0,0.0,0.0,0.0,3.702,2.042,0.0,8.847,0.0,0.0,0.6388256440982625,-0.15538362346873025,0.030517578125,0.618141090058748,0.02681457354608084,0.0,0.0,0.0,0.0036413290851160674,0.0013717421124828531,0.006910700788251809,0.004629629629629629,0.0,0.827014126024894,0.30012027285498916,0.0035996348845341183,0.06186751755269371,0.23957394772244767,0.0,0.0,0.0,0.3607799701670271,0.0,0.0,0.0,0.5587286899130094,0.517948942845411,0.0,0.014244748748439201,0.0,0.0,0.0,0.0,0.0322564996180625,0.028779262146208063,0.0,0.0,0.0,0.6303517988715011,0.4981242034246983,2.8421709430404007e-05,-0.4161468365471424,0.0,0.0,17.230801,0.0
22,5.495,2.7485,0.0,0.0,4.0,8.0,38.7,12.0,2.0,0.0,0.0,4.274,1.059,11.72,8.0,0.975,1.127,0.0,0.0,1.271,2.0,0.0,0.0,0.0,2.494,0.0,0.0,0.0,3.879,0.0,2.0,0.0,2.0,3.895,2.059,0.0,9.318,0.0,0.0,0.808508088675854,-0.05415860735009703,0.015625,0.642908915209817,0.04081544080300507,0.0,0.0,0.0,0.02913063268092854,0.0877914951989026,0.18658892128279883,0.004629629629629629,0.0,0.827014126024894,0.40962949539751575,0.013596264170341429,0.03936184344711047,0.2613034010915283,0.0,0.0,0.0,0.3735128457991349,0.0,0.0,0.0,0.6487857383154645,0.517948942845411,0.0,0.011619420728747954,0.0,0.004629629629629629,0.0,0.023323615160349854,0.03915269971176513,0.029931139282766323,0.0,0.0,0.0,0.764254938156264,0.49992057221179664,3.814697265625e-06,-0.4161468365471424,0.0,0.0,15.046641,0.0
23,4.842,2.9844,0.0,0.0,0.0,2.0,41.7,2.0,2.0,0.0,-0.87,3.39,1.258,10.136,4.0,0.998,1.121,0.0,0.0,1.238,1.0,0.0,0.0,0.0,2.278,0.004,0.0,10.482,2.113,0.0,0.0,0.0,1.0,3.718,2.611,0.0,8.382,0.0,0.0,0.4288795686039544,-0.2553191489361706,0.001953125,0.42958058605196175,0.052546179289732396,0.0,0.0,0.0,0.0,0.0013717421124828531,0.0008638375985314761,0.004629629629629629,0.0,0.8232634926324316,0.1942485658784101,0.022791538225788333,0.09181574460162123,0.24497730421447206,0.0,0.0,0.0,0.3322520935706985,0.0,0.0,0.0,0.4837555592878317,0.517948967818591,0.0,0.0018572139289485638,0.0,0.0,0.0,0.0029154518950437317,0.032801759238775006,0.07865772062392211,0.0,0.0,0.0,0.5394435573604318,0.4916781445344486,7.450580596923828e-09,0.5403023058681398,0.0,0.0,4.4647689999999995,1.0
24,4.931,2.9714,0.0,3.0,0.0,3.0,41.2,0.0,2.0,6.0,0.0,3.507,1.028,10.239,4.0,1.05,1.137,0.0,1.0,1.273,3.0,0.0,0.0,1.0,2.375,-0.002,0.0,20.668,1.723,0.0,1.0,6.0,1.0,3.966,2.875,3.0,8.841,0.0,0.0,0.4535650089874177,-0.15667311411992313,0.001953125,0.455535931551472,0.05184886608977851,0.0,0.0,0.0005787037037037037,0.0,0.004629629629629629,0.0,0.004629629629629629,0.002535687453042825,0.827014126024894,0.21723492660017485,0.012436868942309921,0.21961628213278206,0.2889023881669188,0.0,0.037037037037037035,0.0,0.3760836034411129,0.0,0.0,0.125,0.554178312441595,0.5179489397237635,0.0,0.0009955595500275457,0.0,0.0005787037037037037,0.037037037037037035,0.0029154518950437317,0.04186851745398555,0.11069280390268206,0.052734375,0.0,0.0,0.5466539729044224,0.498077114468346,7.450580596923828e-09,-0.9899924966004454,0.0,0.0,2.968729,0.0
25,5.022,1.587,2.0,14.0,0.0,10.0,44.7,4.0,4.0,22.0,-2.162,4.825,0.795,11.593,6.0,1.014,1.12,0.0,0.0,1.291,4.0,0.0,1.0,0.0,2.393,0.0,0.0,49.914,8.322,0.0,6.0,18.0,2.0,4.006,2.505,6.0,10.017,0.0,2.0,0.7780707010185739,0.09606705351386147,0.006591796875,0.48306113301236303,0.007011364897221293,0.004629629629629629,1.0,0.05881344307270233,0.0,0.17146776406035663,0.006910700788251809,0.037037037037037035,0.125,0.7694550350047424,0.5982512193631017,0.0057521883718217376,0.1297613254211667,0.24227321375638167,0.0,0.0,0.0,0.39958601990810905,0.0,1.0,0.0,0.5678984767891941,0.517948942845411,0.0,0.1149595831162854,0.0,0.125,0.9999999999999999,0.023323615160349854,0.04344204042291426,0.06747868631372067,0.421875,0.0,0.00040644210740232686,0.7355196731265723,0.5004432955953759,2.8642534743994474e-07,-0.6536436208636119,0.17251789873199344,0.1996605770190676,69.25568399999999,0.0
26,4.414,2.9195,0.0,0.0,0.0,0.0,27.3,0.0,2.0,0.0,-0.657,2.915,0.917,9.459,3.0,1.067,1.166,0.0,0.0,1.127,1.0,0.0,0.0,0.0,2.199,-0.087,0.0,20.069,1.101,0.0,0.0,2.0,2.0,3.556,3.405,2.0,7.873,0.0,0.0,0.2666267225883763,-0.36471093917902464,0.000823974609375,0.31754167321072946,0.04912525227201749,0.0,0.0,0.0,0.0,0.0,0.0,0.004629629629629629,0.0,0.8253988640600016,0.11612053134740778,0.008827540542985656,0.2642513384567614,0.3717245002936118,0.0,0.0,0.0,0.20885615018810696,0.0,0.0,0.0,0.43065995042344735,0.5176919910648023,0.0,0.00024132926035302446,0.0,0.0,0.0013717421124828531,0.023323615160349854,0.02749525792016389,0.1951040347592475,0.015625,0.0,0.0,0.5094772214179771,0.475744156956892,5.594245067186421e-10,0.5403023058681398,0.0,0.0,1.2122009999999999,1.0
