,23,29,30,31,"2,25,18,21,3","2,23,18,2,25,18,21,3,3","2,32,18,2,25,18,21,3,3","2,21,18,25,3","2,21,18,2,25,18,22,3,3","2,21,18,2,25,18,23,3,3","2,21,18,2,25,18,26,3,3","2,23,10,3","2,29,10,3","2,30,10,3","2,31,10,3","2,2,23,18,2,25,18,21,3,3,10,3","2,2,26,18,2,25,18,21,3,3,10,3","2,2,32,18,2,25,18,21,3,3,10,3","2,2,21,18,25,3,10,3","2,2,21,18,2,25,18,23,3,3,10,3","2,2,21,18,2,25,18,26,3,3,10,3","2,2,2,2,21,18,2,25,18,23,3,3,10,3,16,3,16,3","2,2,25,18,21,3,18,23,3","2,2,25,18,21,3,18,29,3","2,2,25,18,21,3,18,2,23,10,3,3","2,2,25,18,21,3,18,2,2,2,2,21,18,2,25,18,23,3,3,10,3,16,3,16,3,3","2,30,5,3","2,31,5,3",34
10,0.0,2.0,1.5,2.0,128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-127.0,-0.9587225543243536,1.4644687049903982,0.949410252061476,1.1722522366431198,1.05900309784673,1.0722903428659991,1.0730353576658824,1.0730353576658824,1.05900309784673,1.0722903428659991,0.9982638853936472,128.0,126.0,128.95872255432437,127.00173611460636,1.224744871391589,1.4142135623730951,1.0
11,1.0,1.0,0.0,0.0,193.0,-192.0,-193.0,-193.0,-192.0,-192.0,-192.0,0.21304945651652293,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,0.12867936565630977,0.12561635595543963,0.12628813479856044,0.12628813479856044,0.12867936565630977,0.12561635595543963,0.998263117394238,192.0,192.0,192.78695054348347,192.00173688260577,0.0,0.0,1.0
12,2.0,2.0,0.0,2.0,240.0,-238.0,-240.0,-240.0,-240.0,-238.0,-239.0,1.3848214673573993,1.4644687049903982,-0.62696903438022,1.1722522366431198,-0.5399908168555547,-0.5589017576568112,-0.5582829340439648,-0.5582829340439648,-0.5399908168555547,-0.5589017576568112,0.9982631156046039,238.0,238.0,238.6151785326426,239.0017368843954,0.0,1.4142135623730951,0.0
13,0.0,1.0,0.0,0.0,234.0,-234.0,-234.0,-234.0,-233.0,-234.0,-233.0,-0.9587225543243536,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,-0.4818455835936534,-0.47151646655737484,-0.4708908827023658,-0.4708908827023658,-0.4818455835936534,-0.47151646655737484,0.9982631167523492,234.0,233.0,234.95872255432437,233.00173688324764,0.0,0.0,1.0
14,0.0,1.0,0.0,0.0,29.0,-29.0,-29.0,-29.0,-28.0,-29.0,-28.0,-0.9587225543243536,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,2.498097621078786,2.5141476460066974,2.515004204802265,2.515004204802265,2.498097621078786,2.5141476460066974,1.0,29.0,28.0,29.958722554324353,28.0,0.0,0.0,1.0
15,2.0,1.0,0.0,0.0,142.0,-140.0,-142.0,-142.0,-141.0,-140.0,-141.0,1.3848214673573993,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,0.8845673980610261,0.8683913303006479,0.8691205712021516,0.8691205712021516,0.8845673980610261,0.8683913303006479,0.9982632694014384,140.0,141.0,140.6151785326426,141.00173673059857,0.0,0.0,1.0
16,1.0,1.0,1.0,3.0,141.0,-140.0,-141.0,-141.0,-140.0,-140.0,-140.0,0.21304945651652293,-0.6482074595859141,0.423950489914244,2.127420725759736,0.8845673980610261,0.8829555454838872,0.8836859130924181,0.8836859130924181,0.8845673980610261,0.8829555454838872,0.9982632694014384,140.0,140.0,140.78695054348347,140.00173673059857,1.0,1.7320508075688772,1.0
17,1.0,1.0,0.0,0.0,143.0,-142.0,-143.0,-143.0,-143.0,-142.0,-142.0,0.21304945651652293,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,0.8554947814300755,0.8538271151174085,0.8545552293118851,0.8545552293118851,0.8554947814300755,0.8538271151174085,0.9982632299174391,142.0,142.0,142.78695054348347,142.00173677008257,0.0,0.0,1.0
18,0.0,2.0,1.0,2.0,233.0,-233.0,-233.0,-233.0,-233.0,-233.0,-232.0,-0.9587225543243536,1.4644687049903982,0.423950489914244,1.1722522366431198,-0.4673092752781781,-0.4569522513741355,-0.4563255408120993,-0.4563255408120993,-0.4673092752781781,-0.4569522513741355,0.9982631169070132,233.0,231.0,233.95872255432437,232.00173688309297,1.0,1.4142135623730951,1.0
19,0.0,2.0,2.0,2.0,144.0,-144.0,-144.0,-144.0,-143.0,-144.0,-143.0,-0.9587225543243536,1.4644687049903982,1.474870014208708,1.1722522366431198,0.8264221647991249,0.8392628999341691,0.8399898874216186,0.8399898874216186,0.8264221647991249,0.8392628999341691,0.9982631998276733,144.0,142.0,144.95872255432437,143.00173680017232,1.4142135623730951,1.4142135623730951,0.0
20,2.0,1.0,0.0,0.0,241.0,-239.0,-241.0,-241.0,-240.0,-239.0,-240.0,1.3848214673573993,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,-0.55452712517103,-0.5734659728400505,-0.5728482759342313,-0.5728482759342313,-0.55452712517103,-0.5734659728400505,0.9982631151212779,239.0,240.0,239.6151785326426,240.0017368848787,0.0,0.0,1.0
21,0.0,2.0,1.0,2.0,549.0,-549.0,-549.0,-549.0,-548.0,-549.0,-547.0,-0.9587225543243536,1.4644687049903982,0.423950489914244,1.1722522366431198,-5.060782702968377,-5.044680034094539,-5.058973578136312,-5.058973578136312,-5.060782702968377,-5.044680034094539,0.0,549.0,547.0,549.9587225543244,549.0,1.0,1.4142135623730951,0.0
22,0.0,2.0,3.0,2.0,146.0,-146.0,-146.0,-146.0,-145.0,-146.0,-145.0,-0.9587225543243536,1.4644687049903982,2.525789538503172,1.1722522366431198,0.7973495481681743,0.8101344695676904,0.8108592036410857,0.8108592036410857,0.7973495481681743,0.8101344695676904,0.9982631771148918,146.0,144.0,146.95872255432437,145.0017368228851,1.7320508075688772,1.4142135623730951,0.0
23,1.0,1.0,0.0,0.0,144.0,-143.0,-144.0,-144.0,-143.0,-143.0,-143.0,0.21304945651652293,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,0.8409584731146001,0.8392628999341691,0.8399898874216186,0.8399898874216186,0.8409584731146001,0.8392628999341691,0.9982632138341376,143.0,143.0,143.78695054348347,143.00173678616585,0.0,0.0,1.0
24,2.0,1.0,0.0,0.0,121.0,-119.0,-121.0,-121.0,-120.0,-119.0,-120.0,1.3848214673573993,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,1.1898298726860077,1.1742398491486747,1.174992750897748,1.174992750897748,1.1898298726860077,1.1742398491486747,0.9982653084308194,119.0,120.0,119.6151785326426,120.00173469156918,0.0,0.0,1.0
25,0.0,2.0,1.0,2.0,231.0,-231.0,-231.0,-231.0,-230.0,-231.0,-230.0,-0.9587225543243536,1.4644687049903982,0.423950489914244,1.1722522366431198,-0.4382366586472275,-0.4278238210076567,-0.42719485703156634,-0.42719485703156634,-0.4382366586472275,-0.4278238210076567,0.9982631171209181,231.0,229.0,231.95872255432437,230.00173688287907,1.0,1.4142135623730951,0.0
26,1.0,2.0,2.0,2.0,163.0,-162.0,-163.0,-163.0,-163.0,-162.0,-162.0,0.21304945651652293,1.4644687049903982,1.474870014208708,1.1722522366431198,0.5647686151205692,0.562542811452621,0.5632483915065553,0.5632483915065553,0.5647686151205692,0.562542811452621,0.9982631200741472,162.0,161.0,162.78695054348347,162.00173687992586,1.4142135623730951,1.4142135623730951,1.0
27,1.0,1.0,0.0,0.0,152.0,-151.0,-152.0,-152.0,-152.0,-151.0,-151.0,0.21304945651652293,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,0.7246680065907977,0.7227491784682541,0.7234671522994867,0.7234671522994867,0.7246680065907977,0.7227491784682541,0.9982631426602984,151.0,151.0,151.78695054348347,151.0017368573397,0.0,0.0,1.0
28,0.0,2.0,0.0,0.0,231.0,-231.0,-231.0,-231.0,-230.0,-231.0,-230.0,-0.9587225543243536,1.4644687049903982,-0.62696903438022,-0.7380847415901124,-0.4382366586472275,-0.4278238210076567,-0.42719485703156634,-0.42719485703156634,-0.4382366586472275,-0.4278238210076567,0.9982631171209181,231.0,229.0,231.95872255432437,230.00173688287907,0.0,0.0,1.0
29,0.0,1.0,0.0,0.0,179.0,-179.0,-179.0,-179.0,-178.0,-179.0,-178.0,-0.9587225543243536,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,0.31765137375748886,0.32951536852079094,0.33020292126229134,0.33020292126229134,0.31765137375748886,0.32951536852079094,0.9982631174093289,179.0,178.0,179.95872255432437,178.00173688259068,0.0,0.0,1.0
30,0.0,2.0,1.5,2.0,213.0,-213.0,-213.0,-213.0,-212.0,-213.0,-212.0,-0.9587225543243536,1.4644687049903982,0.949410252061476,1.1722522366431198,-0.17658310896867183,-0.16566794770934792,-0.16501870300676943,-0.16501870300676943,-0.17658310896867183,-0.16566794770934792,0.9982631173941571,213.0,211.0,213.95872255432437,212.00173688260585,1.224744871391589,1.4142135623730951,0.0
31,0.0,2.0,1.0,2.0,185.0,-185.0,-185.0,-185.0,-184.0,-185.0,-184.0,-0.9587225543243536,1.4644687049903982,0.423950489914244,1.1722522366431198,0.23043352386463697,0.24213007742135464,0.24281086992069237,0.24281086992069237,0.23043352386463697,0.24213007742135464,0.9982631173950735,185.0,183.0,185.95872255432437,184.00173688260492,1.0,1.4142135623730951,0.0
32,0.0,2.0,1.5,2.0,232.0,-232.0,-232.0,-232.0,-231.0,-232.0,-231.0,-0.9587225543243536,1.4644687049903982,0.949410252061476,1.1722522366431198,-0.4527729669627028,-0.4423880361908961,-0.4417601989218328,-0.4417601989218328,-0.4527729669627028,-0.4423880361908961,0.9982631170276186,232.0,230.0,232.95872255432437,231.00173688297238,1.224744871391589,1.4142135623730951,0.0
33,1.0,1.0,0.0,0.0,172.0,-171.0,-172.0,-172.0,-171.0,-171.0,-171.0,0.21304945651652293,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,0.43394184028129135,0.43146487480346657,0.4321603144941568,0.4321603144941568,0.43394184028129135,0.43146487480346657,0.9982631176443657,171.0,171.0,171.78695054348347,171.00173688235563,0.0,0.0,1.0
34,3.0,1.0,0.0,0.0,202.0,-199.0,-202.0,-202.0,-201.0,-199.0,-201.0,2.556593478198276,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,0.02692520744798257,-0.005461580693714767,-0.0047999422138380095,-0.0047999422138380095,0.02692520744798257,-0.005461580693714767,0.9982631173942336,199.0,201.0,199.44340652180173,201.00173688260577,0.0,0.0,1.0
35,0.0,2.0,3.0,2.0,145.0,-145.0,-145.0,-145.0,-144.0,-145.0,-144.0,-0.9587225543243536,1.4644687049903982,2.525789538503172,1.1722522366431198,0.8118858564836495,0.8246986847509298,0.8254245455313521,0.8254245455313521,0.8118858564836495,0.8246986847509298,0.9982631876594836,145.0,143.0,145.95872255432437,144.0017368123405,1.7320508075688772,1.4142135623730951,0.0
36,0.0,2.0,2.0,2.0,183.0,-183.0,-183.0,-183.0,-182.0,-183.0,-182.0,-0.9587225543243536,1.4644687049903982,1.474870014208708,1.1722522366431198,0.2595061404955876,0.2712585077878334,0.27194155370122536,0.27194155370122536,0.2595061404955876,0.2712585077878334,0.9982631173966805,183.0,181.0,183.95872255432437,182.00173688260332,1.4142135623730951,1.4142135623730951,0.0
37,1.0,1.0,0.0,0.0,190.0,-189.0,-190.0,-190.0,-189.0,-189.0,-189.0,0.21304945651652293,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,0.1722882906027357,0.16930900150515776,0.1699841604693599,0.1699841604693599,0.1722882906027357,0.16930900150515776,0.9982631173942949,189.0,189.0,189.78695054348347,189.0017368826057,0.0,0.0,1.0
38,2.0,1.0,0.0,0.0,182.0,-180.0,-182.0,-182.0,-181.0,-180.0,-181.0,1.3848214673573993,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,0.30311506544201355,0.2858227229710728,0.28650689559149184,0.28650689559149184,0.30311506544201355,0.2858227229710728,0.9982631174041363,180.0,181.0,180.6151785326426,181.00173688259585,0.0,0.0,1.0
39,0.0,2.0,1.0,2.0,188.0,-188.0,-188.0,-188.0,-187.0,-188.0,-187.0,-0.9587225543243536,1.4644687049903982,0.423950489914244,1.1722522366431198,0.18682459891821102,0.1984374318716365,0.1991148442498929,0.1991148442498929,0.18682459891821102,0.1984374318716365,0.9982631173943607,188.0,186.0,188.95872255432437,187.00173688260563,1.0,1.4142135623730951,0.0
40,0.0,1.0,0.0,0.0,252.0,-252.0,-252.0,-252.0,-252.0,-252.0,-251.0,-0.9587225543243536,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,-0.7434991332722091,-0.7336723398556836,-0.7330670367271627,-0.7330670367271627,-0.7434991332722091,-0.7336723398556836,0.9982630855661849,252.0,251.0,252.95872255432437,251.00173691443382,0.0,0.0,1.0
41,0.0,2.0,5.0,2.0,181.0,-181.0,-181.0,-181.0,-180.0,-181.0,-180.0,-0.9587225543243536,1.4644687049903982,4.6276285870921,1.1722522366431198,0.28857875712653824,0.30038693815431217,0.3010722374817584,0.3010722374817584,0.28857875712653824,0.30038693815431217,0.9982631174005966,181.0,179.0,181.95872255432437,180.0017368825994,2.23606797749979,1.4142135623730951,0.0
42,1.0,1.0,0.0,0.0,141.0,-140.0,-141.0,-141.0,-140.0,-140.0,-140.0,0.21304945651652293,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,0.8845673980610261,0.8829555454838872,0.8836859130924181,0.8836859130924181,0.8845673980610261,0.8829555454838872,0.9982632694014384,140.0,140.0,140.78695054348347,140.00173673059857,0.0,0.0,1.0
43,1.0,1.0,0.0,0.0,186.0,-185.0,-186.0,-186.0,-185.0,-185.0,-185.0,0.21304945651652293,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,0.23043352386463697,0.22756586223811529,0.2282455280304259,0.2282455280304259,0.23043352386463697,0.22756586223811529,0.9982631173950735,185.0,185.0,185.78695054348347,185.00173688260492,0.0,0.0,1.0
44,1.0,1.0,0.0,0.0,226.0,-225.0,-226.0,-226.0,-225.0,-225.0,-225.0,0.21304945651652293,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,-0.3510188087543756,-0.35500274509145985,-0.3543681475802338,-0.3543681475802338,-0.3510188087543756,-0.35500274509145985,0.9982631173571433,225.0,225.0,225.78695054348347,225.00173688264286,0.0,0.0,1.0
45,0.0,1.0,0.0,0.0,209.0,-209.0,-209.0,-209.0,-208.0,-209.0,-208.0,-0.9587225543243536,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,-0.11843787570677057,-0.10741108697639042,-0.10675733544570347,-0.10675733544570347,-0.11843787570677057,-0.10741108697639042,0.9982631173942315,209.0,208.0,209.95872255432437,208.00173688260577,0.0,0.0,1.0
46,1.0,2.0,3.0,2.0,244.0,-243.0,-244.0,-244.0,-243.0,-243.0,-243.0,0.21304945651652293,1.4644687049903982,2.525789538503172,1.1722522366431198,-0.6126723584329312,-0.6171586183897686,-0.6165443016050307,-0.6165443016050307,-0.6126723584329312,-0.6171586183897686,0.9982631118180072,243.0,242.0,243.78695054348347,243.001736888182,1.7320508075688772,1.4142135623730951,0.0
47,2.0,1.0,0.0,0.0,254.0,-252.0,-254.0,-254.0,-253.0,-252.0,-253.0,1.3848214673573993,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,-0.7434991332722091,-0.7628007702221624,-0.7621977205076956,-0.7621977205076956,-0.7434991332722091,-0.7628007702221624,0.9982630855661849,252.0,253.0,252.6151785326426,253.00173691443382,0.0,0.0,1.0
48,0.0,2.0,0.0,0.0,205.0,-205.0,-205.0,-205.0,-204.0,-205.0,-203.0,-0.9587225543243536,1.4644687049903982,-0.62696903438022,-0.7380847415901124,-0.060292642444869315,-0.03459001106019352,-0.04849596788463749,-0.04849596788463749,-0.060292642444869315,-0.03459001106019352,0.9982631173942336,205.0,203.0,205.95872255432437,204.00173688260577,0.0,0.0,0.0
49,1.0,1.0,0.0,0.0,271.0,-270.0,-271.0,-271.0,-270.0,-270.0,-270.0,0.21304945651652293,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,-1.0051526829507647,-1.0103924283372319,-1.0098085326422261,-1.0098085326422261,-1.0051526829507647,-1.0103924283372319,0.9982626372473221,270.0,270.0,270.7869505434835,270.0017373627527,0.0,0.0,1.0
50,0.0,2.0,2.5,2.0,79.0,-79.0,-79.0,-79.0,-78.0,-79.0,-78.0,-0.9587225543243536,1.4644687049903982,2.00032977635594,1.1722522366431198,1.7712822053050203,1.7859368868447287,1.7867371102889407,1.7867371102889407,1.7712822053050203,1.7859368868447287,0.9983417994412924,79.0,77.0,79.95872255432435,78.00165820055871,1.5811388300841898,1.4142135623730951,0.0
51,0.0,1.0,0.0,0.0,215.0,-215.0,-215.0,-215.0,-214.0,-215.0,-213.0,-0.9587225543243536,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,-0.20565572559962245,-0.18023216289258728,-0.19414938678730242,-0.19414938678730242,-0.20565572559962245,-0.18023216289258728,0.9982631173939319,215.0,214.0,215.95872255432437,214.00173688260608,0.0,0.0,0.0
52,2.0,2.0,1.0,2.0,259.0,-257.0,-259.0,-259.0,-258.0,-257.0,-258.0,1.3848214673573993,1.4644687049903982,0.423950489914244,1.1722522366431198,-0.8161806748495857,-0.8356218461383593,-0.8350244299590281,-0.8350244299590281,-0.8161806748495857,-0.8356218461383593,0.9982630437120341,257.0,257.0,257.6151785326426,258.00173695628797,1.0,1.4142135623730951,1.0
53,1.0,1.0,0.0,0.0,222.0,-221.0,-222.0,-222.0,-221.0,-221.0,-221.0,0.21304945651652293,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,-0.29287357549247434,-0.2967458843585023,-0.2961067800191679,-0.2961067800191679,-0.29287357549247434,-0.2967458843585023,0.9982631173869657,221.0,221.0,221.78695054348347,221.00173688261305,0.0,0.0,1.0
54,2.0,1.0,0.0,0.0,105.0,-103.0,-105.0,-105.0,-104.0,-103.0,-104.0,1.3848214673573993,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,1.4224108057336127,1.407267292080505,1.408038221142012,1.408038221142012,1.4224108057336127,1.407267292080505,0.9982740446522931,103.0,104.0,103.6151785326426,104.00172595534771,0.0,0.0,1.0
55,0.0,1.0,0.0,0.0,132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-131.0,-0.9587225543243536,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,1.0008578645848287,1.0140334821330417,1.0147739901048165,1.0147739901048165,1.0008578645848287,1.0140334821330417,0.9982635793894394,132.0,131.0,132.95872255432437,131.00173642061057,0.0,0.0,1.0
56,0.0,2.0,1.0,2.0,426.0,-426.0,-426.0,-426.0,-425.0,-426.0,-426.0,-0.9587225543243536,1.4644687049903982,0.423950489914244,1.1722522366431198,-3.2728167801649137,-3.2824099969225746,-3.2674365256335327,-3.2674365256335327,-3.2728167801649137,-3.2824099969225746,0.9785124828867664,426.0,424.0,426.95872255432437,425.02148751711326,1.0,1.4142135623730951,0.0
57,0.0,1.0,0.0,0.0,447.0,-447.0,-447.0,-447.0,-446.0,-447.0,-446.0,-0.9587225543243536,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,-3.578079254789895,-3.5736943005873623,-3.573308705329129,-3.573308705329129,-3.578079254789895,-3.5736943005873623,0.9541938919283417,447.0,446.0,447.95872255432437,446.04580610807164,0.0,0.0,0.0
58,0.0,1.0,2.0,3.0,115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-114.0,-0.9587225543243536,-0.6482074595859141,1.474870014208708,2.127420725759736,1.247975105947909,1.2616251402481111,1.262384802239347,1.262384802239347,1.247975105947909,1.2616251402481111,0.9982664835880242,115.0,114.0,115.95872255432435,114.00173351641197,1.4142135623730951,1.7320508075688772,1.0
59,1.0,1.0,0.0,0.0,249.0,-248.0,-249.0,-249.0,-248.0,-248.0,-248.0,0.21304945651652293,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,-0.6853539000103078,-0.6899796943059655,-0.6893710110563632,-0.6893710110563632,-0.6853539000103078,-0.6899796943059655,0.9982631021002785,248.0,248.0,248.78695054348347,248.00173689789972,0.0,0.0,1.0
60,1.0,1.0,0.0,0.0,179.0,-178.0,-179.0,-179.0,-178.0,-178.0,-177.0,0.21304945651652293,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,0.3321876820729642,0.3440795837040303,0.33020292126229134,0.33020292126229134,0.3321876820729642,0.3440795837040303,0.9982631174168143,178.0,178.0,178.78695054348347,178.00173688258317,0.0,0.0,1.0
61,3.0,1.0,0.0,0.0,125.0,-122.0,-125.0,-125.0,-125.0,-122.0,-124.0,2.556593478198276,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,1.1462209477395817,1.1159829884157173,1.116731383336682,1.116731383336682,1.1462209477395817,1.1159829884157173,0.9982646830665906,122.0,124.0,122.44340652180172,124.0017353169334,0.0,0.0,1.0
62,1.0,1.0,0.0,0.0,235.0,-234.0,-235.0,-235.0,-234.0,-234.0,-234.0,0.21304945651652293,-0.6482074595859141,-0.62696903438022,-0.7380847415901124,-0.4818455835936534,-0.48608068174061425,-0.4854562245926323,-0.4854562245926323,-0.4818455835936534,-0.48608068174061425,0.9982631167523492,234.0,234.0,234.78695054348347,234.00173688324764,0.0,0.0,1.0
63,0.0,2.0,1.0,2.0,179.0,-179.0,-179.0,-179.0,-179.0,-179.0,-178.0,-0.9587225543243536,1.4644687049903982,0.423950489914244,1.1722522366431198,0.31765137375748886,0.32951536852079094,0.33020292126229134,0.33020292126229134,0.31765137375748886,0.32951536852079094,0.9982631174093289,179.0,177.0,179.95872255432437,178.00173688259068,1.0,1.4142135623730951,1.0
64,0.0,1.0,2.0,2.0,352.0,-352.0,-352.0,-352.0,-352.0,-352.0,-351.0,-0.9587225543243536,-0.6482074595859141,1.474870014208708,1.1722522366431198,-2.1971299648197404,-2.190093858179621,-2.189601225753812,-2.189601225753812,-2.1971299648197404,-2.190093858179621,0.9977161171281274,352.0,351.0,352.95872255432437,351.0022838828719,1.4142135623730951,1.4142135623730951,0.0
65,0.0,2.0,4.0,2.0,194.0,-194.0,-194.0,-194.0,-193.0,-194.0,-193.0,-0.9587225543243536,1.4644687049903982,3.5767090627976357,1.1722522366431198,0.09960674902535914,0.11105214077220026,0.11172279290829394,0.11172279290829394,0.09960674902535914,0.11105214077220026,0.998263117394234,194.0,192.0,194.95872255432437,193.00173688260577,2.0,1.4142135623730951,0.0
66,1.0,1.0,2.0,3.0,199.0,-198.0,-199.0,-199.0,-198.0,-198.0,-198.0,0.21304945651652293,-0.6482074595859141,1.474870014208708,2.127420725759736,0.041461515763457885,0.03823106485600337,0.038896083456961474,0.038896083456961474,0.041461515763457885,0.03823106485600337,0.9982631173942336,198.0,198.0,198.78695054348347,198.00173688260577,1.4142135623730951,1.7320508075688772,1.0
