,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,"2,21,16,3","2,22,16,3","2,23,16,3","2,24,16,3","2,25,16,3","2,27,16,3","2,28,16,3","2,29,16,3","2,31,16,3","2,33,16,3","2,34,16,3","2,35,16,3","2,36,16,3","2,37,16,3","2,38,16,3","2,39,16,3","2,40,16,3","2,41,16,3","2,25,6,3","2,30,6,3","2,26,6,3","2,26,9,3",42
12,100.0,7.0,3.0,6.0,362.0,2281.97,0.04,26.82,85.07,61212.81,0.76,3400.71,86.0,2.0,9.0,0.0,22.0,57.0,223.0,139.0,12.0,0.04186220697524698,0.003753127606338615,0.002442002442002442,0.0023594223256222287,0.09476854313434804,8e-06,0.17099977687257328,0.3194071219723835,0.08332839789644088,0.0353664509132415,9.391435011269723e-05,0.0037363155520931564,0.0,0.3574233829008761,0.438976,0.08409327031243251,0.11601384501574034,0.0024497565846960433,0.2078624951620783,0.06799818703140331,0.1904900437962812,1.0,1.0
13,56.0,7.0,1.0,5.0,123.0,603.55,0.08,12.16,49.64,7337.87,0.2,407.66,45.0,2.0,7.0,0.0,11.0,19.0,81.0,42.0,13.0,0.007351638829596828,0.003753127606338615,0.0,0.00136078310873096,0.003717524394336634,6.4e-05,0.015937490832718792,0.06346154129683565,0.0015185959669128317,0.005066798897375596,9.391435011269723e-05,0.001757964656197466,0.0,0.04467792286260951,0.01625837037037037,0.0040299690391977835,0.003200466540311999,0.0031150350086812453,0.0239976777975877,0.0009771308557640227,0.01332535932627799,1.0,0.0
14,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,2.637321676762236e-06,0.0,0.0,0.0,2.4971722820173566e-07,0.03759537500000001,2.9915275056739118e-05,0.00024056817813211776,0.0,0.0,0.0,0.0,0.0,0.0009063139874458729,1.8962962962962963e-05,2.0474363863220968e-07,3.4558541629543234e-07,0.0,3.965509583843562e-05,5.500602261841887e-09,4.9307940111790186e-06,0.999999999835293,0.0
15,57.0,9.0,1.0,6.0,121.0,599.46,0.07,14.76,40.61,8849.14,0.2,491.62,50.0,1.0,4.0,0.0,10.0,21.0,59.0,62.0,17.0,0.007752553586713525,0.007989113735130152,0.0,0.0023594223256222287,0.0035391144200823603,4.287500000000001e-05,0.028502194252292577,0.034746756086893135,0.0015185959669128317,0.00695034142301179,1.1739293764087153e-05,0.0003280167288531715,0.0,0.03356718472021752,0.021952,0.0015574090280979478,0.010295335136857224,0.006967692150565699,0.023223610326821437,0.00142106791126244,0.013145370740011745,1.0,0.0
16,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,2.930357418624707e-07,0.0,0.0,0.0,2.4971722820173566e-07,0.03759537500000001,2.9915275056739118e-05,0.00024056817813211776,0.0,0.0,0.0,0.0,0.0,0.0009063139874458729,1.8962962962962963e-05,2.0474363863220968e-07,3.4558541629543234e-07,0.0,3.965509583843562e-05,5.500602261841887e-09,4.9307940111790186e-06,0.999999999835293,0.0
17,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0884184697748912e-06,0.0,0.0,0.0,1.9977378256138854e-09,0.0,0.0,0.0,0.0,5.5602731384094325e-08,0.0,0.0,0.0,3.3567184720217515e-05,0.0,7.583097727118877e-09,0.0,0.0,1.5862038335374248e-06,0.0,0.0,0.0,0.0
18,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0884184697748912e-06,0.0,0.0,0.0,1.9977378256138854e-09,0.0,0.0,0.0,0.0,5.5602731384094325e-08,0.0,0.0,0.0,0.0,2.3703703703703703e-06,0.0,4.319817703692904e-08,0.0,1.5862038335374248e-06,0.0,0.0,0.0,0.0
19,7.0,2.0,1.0,2.0,13.0,44.97,0.29,3.5,12.85,157.4,0.01,8.74,5.0,0.0,0.0,0.0,7.0,4.0,9.0,4.0,3.0,1.431688910242357e-05,7.681840129932838e-05,0.0,7.681840129932838e-05,4.389030002873706e-06,0.0030486249999999993,0.00038003479053561176,0.001100841212927048,1.898244958641039e-07,6.950341423011791e-06,0.0,0.0,0.0,0.011513544359034608,0.0001517037037037037,5.528078243069661e-06,2.7646833303634587e-06,3.688110666016046e-05,0.0002680684478678248,4.4959570823937045e-07,7.397725212769844e-05,1.0,0.0
20,22.0,3.0,1.0,3.0,47.0,206.44,0.09,10.67,19.35,2202.02,0.07,122.33,14.0,2.0,2.0,0.0,12.0,9.0,31.0,16.0,5.0,0.00044570736337281794,0.00028532549054036257,0.0,0.00028532549054036257,0.00020741113426871042,9.112499999999999e-05,0.010767440521542125,0.0037588777833143404,6.510980208138767e-05,0.00015257389491795482,9.391435011269723e-05,4.1002091106646436e-05,0.0,0.05800409519653586,0.001728,0.00022590806438859846,0.00017693973314326136,0.00017589450868691912,0.003503924268284171,8.799443744616345e-05,0.001558978483148938,1.0,1.0
21,38.0,4.0,4.0,4.0,69.0,331.71,0.07,13.85,23.96,4592.87,0.11,255.16,27.0,6.0,3.0,0.0,15.0,13.0,45.0,24.0,7.0,0.002297023455962233,0.0006913656116939555,0.005917159763313609,0.0006913656116939555,0.0006562748553545918,4.287500000000001e-05,0.023548787101203863,0.007136343371211263,0.00025265640399512227,0.0010944285618331286,0.002535687453042825,0.0001383820574849317,0.0,0.11328924843073411,0.005207703703703704,0.0006910097803837077,0.0005971715993585071,0.00048512840299134145,0.007551916451471679,0.0003828080014627576,0.004025033960248263,1.0,0.0
22,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,2.930357418624707e-07,0.0,0.0,0.0,1.2785522083928866e-07,0.03759537500000001,2.9915275056739118e-05,7.855917685345892e-05,0.0,0.0,0.0,0.0,0.0,0.0009063139874458729,2.3703703703703703e-06,2.0474363863220968e-07,4.319817703692904e-08,0.0,2.5379261336598797e-05,2.613215304062253e-09,2.341167002483508e-06,0.9999997749296758,0.0
23,5.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,5.190918855849481e-06,0.0,0.0,0.0,1.2785522083928866e-07,0.03759537500000001,2.9915275056739118e-05,7.855917685345892e-05,0.0,1.5012737473705467e-06,0.0,0.0,0.0,0.0009063139874458729,2.3703703703703703e-06,2.0474363863220968e-07,4.319817703692904e-08,0.0,2.5379261336598797e-05,2.613215304062253e-09,2.341167002483508e-06,0.9999997749296758,0.0
24,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,4.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.637321676762236e-06,0.0,0.0,0.0,5.393892129157491e-08,0.125,8.863785201996775e-06,5.560273138409433e-05,0.0,0.0,0.0,0.0,0.0,0.0002685374777617401,2.3703703703703703e-06,6.066478181695102e-08,4.319817703692904e-08,0.0,1.4275834501836824e-05,4.09449099291004e-10,8.253528202114711e-07,0.9998503075449787,0.0
26,1.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.4971722820173566e-07,0.03759537500000001,2.9915275056739118e-05,0.00024056817813211776,0.0,0.0,0.0,0.0,0.0,0.0009063139874458729,1.8962962962962963e-05,2.0474363863220968e-07,3.4558541629543234e-07,0.0,3.965509583843562e-05,5.500602261841887e-09,4.9307940111790186e-06,0.999999999835293,0.0
27,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1.0,1.0,1.0,1.0,6.0,15.51,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4.3151137033259926e-07,0.0,0.0,0.0,1.898244958641039e-07,0.0,0.0,0.0,0.0,0.007250511899566983,0.0,1.6379491090576774e-06,0.0,0.0,5.7103338007347296e-05,0.0,8.799865128658327e-06,0.9999999999999325,0.0
29,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0884184697748912e-06,0.0,0.0,0.0,1.9977378256138854e-09,0.0,0.0,0.0,0.0,5.5602731384094325e-08,0.0,0.0,0.0,3.3567184720217515e-05,0.0,7.583097727118877e-09,0.0,0.0,1.5862038335374248e-06,0.0,0.0,0.0,0.0
30,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,2.930357418624707e-07,0.0,0.0,0.0,2.4971722820173566e-07,0.03759537500000001,2.9915275056739118e-05,0.00024056817813211776,0.0,0.0,0.0,0.0,0.0,0.0009063139874458729,1.8962962962962963e-05,2.0474363863220968e-07,3.4558541629543234e-07,0.0,3.965509583843562e-05,5.500602261841887e-09,4.9307940111790186e-06,0.999999999835293,0.0
31,21.0,2.0,1.0,2.0,61.0,279.68,0.16,6.43,43.51,1797.96,0.09,99.89,15.0,0.0,0.0,0.0,10.0,14.0,43.0,18.0,3.0,0.00038764442423521123,7.681840129932838e-05,0.0,7.681840129932838e-05,0.00045344852939566534,0.000512,0.0023564169712913742,0.04273488573193878,0.00013838205748493174,0.00018765921842131835,0.0,0.0,0.0,0.03356718472021752,0.006504296296296296,0.0006029093509900405,0.0002519317684793702,3.688110666016046e-05,0.0059022644645927574,5.86641458828158e-05,0.0028613780563025476,1.0,1.0
32,45.0,6.0,1.0,6.0,89.0,427.85,0.05,20.67,20.7,8842.33,0.14,491.24,37.0,3.0,3.0,0.0,16.0,12.0,58.0,31.0,11.0,0.0038146555630679687,0.0023594223256222287,0.0,0.0023594223256222287,0.0014083432371851951,1.5625000000000004e-05,0.07827816800763893,0.004601785099635057,0.0005208784166511013,0.00281644515279853,0.00031696093163035313,0.0001383820574849317,0.0,0.13749118861401094,0.004096,0.0014795533637336183,0.001286916892107153,0.001886610456077439,0.012564320565449942,0.001418881540892593,0.006696309109626214,1.0,0.0
33,35.0,6.0,3.0,5.0,125.0,630.55,0.05,21.37,29.51,13473.84,0.21,748.55,32.0,0.0,1.0,0.0,14.0,19.0,67.0,58.0,11.0,0.0017948020566587956,0.0023594223256222287,0.002442002442002442,0.00136078310873096,0.00390183169065212,1.5625000000000004e-05,0.08650332271546508,0.013332847928303247,0.001757964656197466,0.0018219903019940028,0.0,5.1252613883308045e-06,0.0,0.09210835487227687,0.01625837037037037,0.002280715221701455,0.008428482718029299,0.001886610456077439,0.024784434899022264,0.0032945452171817746,0.014544255003460056,1.0,0.0
34,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2785522083928866e-07,0.03759537500000001,2.9915275056739118e-05,7.855917685345892e-05,0.0,0.0,0.0,0.0,0.0,0.0009063139874458729,2.3703703703703703e-06,2.0474363863220968e-07,4.319817703692904e-08,0.0,2.5379261336598797e-05,2.613215304062253e-09,2.341167002483508e-06,0.9999997749296758,0.0
35,38.0,5.0,3.0,4.0,93.0,460.74,0.08,13.0,35.44,5989.62,0.15,332.76,34.0,0.0,2.0,0.0,13.0,18.0,57.0,36.0,9.0,0.002297023455962233,0.00136078310873096,0.002442002442002442,0.0006913656116939555,0.001606894404197308,6.4e-05,0.019473736088786917,0.023093855113832527,0.0006406576735413506,0.0021854097543204435,0.0,4.1002091106646436e-05,0.0,0.07374710483031788,0.013824,0.0014043366173783261,0.0020154541478349616,0.001032670986484493,0.013719076956265187,0.0006510453500505703,0.007765407597560182,1.0,1.0
36,21.0,1.0,1.0,1.0,52.0,208.0,0.1,10.29,20.22,2139.43,0.07,118.86,15.0,0.0,4.0,0.0,9.0,7.0,36.0,16.0,1.0,0.00038764442423521123,0.0,0.0,0.0,0.0002808979201839172,0.00012500000000000003,0.00965751402349242,0.004289026711046892,6.510980208138767e-05,0.00018765921842131835,0.0,0.0003280167288531715,0.0,0.02447047766103857,0.000813037037037037,0.0003537970075564583,0.00017693973314326136,0.0,0.004289095165885197,8.306323927403716e-05,0.0015826288936788514,1.0,0.0
37,49.0,5.0,3.0,4.0,100.0,516.99,0.07,14.64,35.31,7570.25,0.17,420.57,32.0,1.0,7.0,0.0,15.0,21.0,59.0,41.0,9.0,0.004925009851233708,0.00136078310873096,0.002442002442002442,0.0006913656116939555,0.0019977378256138853,4.287500000000001e-05,0.027812655299189564,0.02284064952343491,0.0009326077481803427,0.0018219903019940028,1.1739293764087153e-05,0.001757964656197466,0.0,0.11328924843073411,0.021952,0.0015574090280979478,0.0029772615595621867,0.001032670986484493,0.015862038335374248,0.0010399995337570056,0.009777249679595711,1.0,0.0
38,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.637321676762236e-06,0.0,0.0,0.0,1.9977378256138854e-09,0.0,0.0,0.0,0.0,5.5602731384094325e-08,0.0,5.1252613883308045e-06,0.0,3.3567184720217515e-05,0.0,7.583097727118877e-09,0.0,0.0,1.5862038335374248e-06,0.0,0.0,0.0,0.0
39,29.0,3.0,1.0,3.0,46.0,216.22,0.11,9.33,23.17,2018.06,0.07,112.11,16.0,8.0,1.0,2.0,14.0,12.0,30.0,16.0,5.0,0.0010209365246488479,0.00028532549054036257,0.0,0.00028532549054036257,0.00019445180899395315,0.000166375,0.007198867073082006,0.0064534715309708165,6.510980208138767e-05,0.00022774878774925035,0.006010518407212622,5.1252613883308045e-06,0.004629629629629629,0.09210835487227687,0.004096,0.00020474363863220968,0.00017693973314326136,0.00017589450868691912,0.003356407311765191,7.390619601059455e-05,0.001710189148316711,1.0,0.0
40,30.0,3.0,1.0,3.0,53.0,221.01,0.09,10.63,20.8,2348.19,0.07,130.44,21.0,5.0,2.0,0.0,10.0,8.0,36.0,17.0,5.0,0.0011302388563635495,0.00028532549054036257,0.0,0.00028532549054036257,0.0002974172142639184,9.112499999999999e-05,0.010646798058472746,0.004668800342301589,6.510980208138767e-05,0.0005149368953480975,0.001467411720510894,4.1002091106646436e-05,0.0,0.03356718472021752,0.0012136296296296296,0.0003537970075564583,0.0002122326437824324,0.00017589450868691912,0.004455646568406626,0.00010006430177254716,0.0017868013400088232,1.0,0.0
41,49.0,4.0,1.0,4.0,109.0,559.09,0.09,11.74,47.63,6563.25,0.19,364.63,41.0,0.0,3.0,0.0,12.0,23.0,64.0,45.0,7.0,0.004925009851233708,0.0006913656116939555,0.0,0.0006913656116939555,0.0025871284185669243,9.112499999999999e-05,0.014342455592941018,0.056060509657399234,0.0013020062171318887,0.003832195849723165,0.0,0.0001383820574849317,0.0,0.05800409519653586,0.028840296296296294,0.001987863570577851,0.003936433882490159,0.00048512840299134145,0.018845687746258145,0.0007817188695246197,0.011434465520160808,1.0,0.0
42,13.0,1.0,1.0,1.0,20.0,78.14,0.33,3.0,26.05,234.41,0.03,13.02,9.0,0.0,0.0,0.0,6.0,9.0,11.0,9.0,1.0,9.19294984471408e-05,0.0,0.0,0.0,1.5981902604911082e-05,0.0044921250000000005,0.00023932220045391295,0.009171460079915093,5.1252613883308045e-06,4.0534391179004765e-05,0.0,0.0,0.0,0.007250511899566983,0.001728,1.0093103074795225e-05,3.1491471059921275e-05,0.0,0.00063448153341497,9.971602793282555e-07,0.00022335682839558048,1.0,0.0
43,5.0,1.0,1.0,1.0,3.0,4.75,2.0,0.5,9.51,2.38,0.0,0.13,3.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,5.190918855849481e-06,0.0,0.0,0.0,5.393892129157491e-08,1.0,1.107973150249597e-06,0.00044622803080609987,0.0,1.5012737473705467e-06,0.0,0.0,0.0,3.3567184720217515e-05,1.8962962962962963e-05,7.583097727118877e-09,3.4558541629543234e-07,0.0,1.4275834501836824e-05,1.0279372755784877e-10,8.253528202114711e-07,0.9998503075449787,0.0
44,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,2.637321676762236e-06,0.0,0.0,0.0,1.2785522083928866e-07,0.03759537500000001,2.9915275056739118e-05,7.855917685345892e-05,0.0,4.448218510727546e-07,0.0,0.0,0.0,0.0009063139874458729,2.3703703703703703e-06,2.0474363863220968e-07,4.319817703692904e-08,0.0,2.5379261336598797e-05,2.613215304062253e-09,2.341167002483508e-06,0.9999997749296758,0.0
45,5.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,8.0,8.0,0.0,0.44,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,5.190918855849481e-06,0.0,0.0,0.0,1.2785522083928866e-07,0.125,8.863785201996775e-06,0.0002656349762347285,0.0,4.448218510727546e-07,0.0,0.0,0.0,0.0002685374777617401,1.8962962962962963e-05,6.066478181695102e-08,3.4558541629543234e-07,0.0,2.5379261336598797e-05,1.1614290240276679e-09,2.341167002483508e-06,0.9999997749296758,0.0
46,17.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.00020562736628977946,7.681840129932838e-05,0.0,7.681840129932838e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.688110666016046e-05,0.0,0.0,0.0,0.0,0.0
47,11.0,2.0,1.0,2.0,21.0,77.71,0.13,7.88,9.87,611.96,0.03,34.0,8.0,0.0,1.0,0.0,9.0,4.0,14.0,7.0,3.0,5.567679095386943e-05,7.681840129932838e-05,0.0,7.681840129932838e-05,1.8501050003010194e-05,0.000274625,0.004337084419913324,0.0004988462997939107,5.1252613883308045e-06,2.8468598468656294e-05,0.0,5.1252613883308045e-06,0.0,0.02447047766103857,0.0001517037037037037,2.08080201632142e-05,1.4816974723666662e-05,3.688110666016046e-05,0.0006995158905900044,6.796084541698265e-06,0.00022090535218847212,1.0,0.0
48,4.0,1.0,1.0,1.0,9.0,28.53,0.33,3.0,9.51,85.59,0.01,4.75,2.0,0.0,0.0,0.0,6.0,3.0,6.0,3.0,1.0,2.637321676762236e-06,0.0,0.0,0.0,1.4563508748725225e-06,0.0044921250000000005,0.00023932220045391295,0.00044622803080609987,1.898244958641039e-07,4.448218510727546e-07,0.0,0.0,0.0,0.007250511899566983,6.4e-05,1.6379491090576774e-06,1.1663507799970842e-06,0.0,0.00012848251051653141,1.329409425492678e-07,2.977528750612154e-05,1.0,0.0
49,19.0,2.0,1.0,2.0,47.0,218.26,0.15,6.68,32.68,1457.67,0.07,80.98,16.0,0.0,0.0,0.0,11.0,14.0,30.0,17.0,3.0,0.0002870913025275463,7.681840129932838e-05,0.0,7.681840129932838e-05,0.00020741113426871042,0.00042187499999999994,0.00264209610356784,0.018107622867579647,6.510980208138767e-05,0.00022774878774925035,0.0,0.0,0.0,0.04467792286260951,0.006504296296296296,0.00020474363863220968,0.0002122326437824324,3.688110666016046e-05,0.003503924268284171,3.855947678736767e-05,0.001742612087192455,1.0,0.0
