,21,22,23,24,25,26,27,28,29,30,31,"2,27,16,3","2,21,18,27,3","2,22,18,27,3","2,23,18,27,3","2,24,18,27,3","2,25,18,27,3","2,28,18,27,3","2,29,18,27,3","2,30,18,27,3","2,31,18,27,3","2,2,27,16,3,18,27,3",32
12,6.5,0.33,0.38,8.3,0.048,68.0,174.0,0.99492,3.14,0.5,9.6,0.06184050241299447,-167.5,-173.67,-173.62,-165.7,-173.952,-173.00508,-170.86,-173.5,-164.4,-173.938159497587,5.0
13,9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,3.33,0.86,12.0,0.0003471904934394555,-21.8,-30.69,-30.64,-28.8,-30.921,-30.00385,-27.67,-30.14,-19.0,-30.99965280950656,7.0
14,7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,0.04456481998968254,-148.9,-155.83,-155.6,-141.45,-155.953,-155.00055,-152.66,-155.22,-146.9,-155.9554351800103,6.0
15,10.5,0.36,0.47,2.2,0.074,9.0,23.0,0.99638,3.23,0.76,12.0,0.00014029665552307466,-12.5,-22.64,-22.53,-20.8,-22.926,-22.00362,-19.77,-22.24,-11.0,-22.999859703344477,6.0
16,6.3,0.26,0.24,7.2,0.039,38.0,172.0,0.9958,3.49,0.64,9.7,0.059732401650530106,-165.7,-171.74,-171.76,-164.8,-171.961,-171.0042,-168.51,-171.36,-162.3,-171.94026759834946,6.0
17,6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,0.00018089123629445715,-18.4,-24.39,-24.99,-23.1,-24.92,-24.00254,-21.31,-24.27,-14.5,-24.999819108763706,5.0
18,6.7,0.53,0.29,4.3,0.069,20.0,114.0,0.99014,3.22,0.59,13.4,0.01738978864803658,-107.3,-113.47,-113.71,-109.7,-113.931,-113.00986,-110.78,-113.41,-100.6,-113.98261021135197,6.0
19,8.5,0.2,0.4,1.1,0.046,31.0,106.0,0.99194,3.0,0.35,10.5,0.013979186461122693,-97.5,-105.8,-105.6,-104.9,-105.954,-105.00806,-103.0,-105.65,-95.5,-105.98602081353887,4.0
20,6.2,0.28,0.57,1.0,0.043,50.0,92.0,0.99004,3.17,0.36,11.5,0.009138734668091288,-85.8,-91.72,-91.43,-91.0,-91.957,-91.00996,-88.83,-91.64,-80.5,-91.99086126533192,6.0
21,6.4,0.3,0.16,7.5,0.05,55.0,191.0,0.9959,3.17,0.49,9.0,0.08179555629977649,-184.6,-190.7,-190.84,-183.5,-190.95,-190.0041,-187.83,-190.51,-182.0,-190.91820444370023,5.0
22,6.6,0.43,0.24,11.9,0.04,54.0,159.0,0.99622,3.14,0.54,9.8,0.04718577657926067,-152.4,-158.57,-158.76,-147.1,-158.96,-158.00378,-155.86,-158.46,-149.2,-158.95281422342075,6.0
23,7.7,0.35,0.49,8.65,0.033,42.0,186.0,0.9931,3.14,0.38,12.4,0.07553832076771795,-178.3,-185.65,-185.51,-177.35,-185.967,-185.0069,-182.86,-185.62,-173.6,-185.92446167923228,8.0
24,6.1,0.18,0.36,2.0,0.038,20.0,249.5,0.9923,3.37,0.79,11.3,0.18232603255802768,-243.4,-249.32,-249.14,-247.5,-249.462,-248.5077,-246.13,-248.71,-238.2,-249.31767396744198,6.0
25,5.6,0.16,0.27,1.4,0.044,53.0,168.0,0.9918,3.28,0.37,10.1,0.05566101642068401,-162.4,-167.84,-167.73,-166.6,-167.956,-167.0082,-164.72,-167.63,-157.9,-167.9443389835793,6.0
26,7.0,0.33,0.78,9.9,0.042,21.0,251.0,0.99435,3.01,0.55,11.0,0.18563433387744313,-244.0,-250.67,-250.22,-241.1,-250.958,-250.00565,-247.99,-250.45,-240.0,-250.81436566612257,6.0
27,7.8,0.3,0.74,1.8,0.033,33.0,156.0,0.991,3.29,0.52,12.8,0.04456481998968254,-148.2,-155.7,-155.26,-154.2,-155.967,-155.009,-152.71,-155.48,-143.2,-155.9554351800103,6.0
28,7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5,0.029527216118974006,-128.9,-135.69,-135.75,-124.8,-135.952,-135.00337,-132.86,-135.6,-126.5,-135.97047278388104,5.0
29,7.2,0.5,0.0,0.8,0.034,46.0,114.0,0.9932,3.19,0.34,9.2,0.01738978864803658,-106.8,-113.5,-114.0,-113.2,-113.966,-113.0068,-110.81,-113.66,-104.8,-113.98261021135197,4.0
30,7.6,0.39,0.46,11.7,0.084,55.0,170.0,0.99773,2.91,0.51,9.0,0.057672760815603116,-162.4,-169.61,-169.54,-158.3,-169.916,-169.00227,-167.09,-169.49,-161.0,-169.9423272391844,5.0
31,5.9,0.33,0.32,8.1,0.038,9.0,34.0,0.9911,3.22,0.36,12.7,0.0004588666781931171,-28.1,-33.67,-33.68,-25.9,-33.962,-33.0089,-30.78,-33.64,-21.3,-33.999541133321806,7.0
32,6.2,0.24,0.28,12.2,0.049,54.0,133.0,0.9952,3.19,0.37,10.7,0.027615831200924344,-126.8,-132.76,-132.72,-120.8,-132.951,-132.0048,-129.81,-132.63,-122.3,-132.97238416879907,6.0
33,6.4,0.17,0.27,9.9,0.047,26.0,101.0,0.99596,3.34,0.5,9.9,0.012092501079782977,-94.6,-100.83,-100.73,-91.1,-100.953,-100.00404,-97.66,-100.5,-91.1,-100.98790749892022,6.0
34,7.0,0.35,0.17,1.1,0.049,7.0,119.0,0.99297,3.13,0.36,9.7,0.01978009100887089,-112.0,-118.65,-118.83,-117.9,-118.951,-118.00703,-115.87,-118.64,-109.3,-118.98021990899113,6.0
35,7.9,0.43,0.21,1.6,0.106,10.0,37.0,0.9966,3.17,0.91,9.5,0.0005920962609503236,-29.1,-36.57,-36.79,-35.4,-36.894,-36.0034,-33.83,-36.09,-27.5,-36.99940790373905,5.0
36,10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,0.0032213760309121745,-54.1,-64.63,-64.42,-61.0,-64.929,-64.00065,-61.78,-64.22,-54.9,-64.99677862396909,5.0
37,7.3,0.18,0.29,1.2,0.044,12.0,143.0,0.9918,3.2,0.48,11.3,0.0343256763517338,-135.7,-142.82,-142.71,-141.8,-142.956,-142.0082,-139.8,-142.52,-131.7,-142.96567432364827,7.0
38,7.3,0.34,0.21,3.2,0.05,14.0,136.0,0.9936,3.25,0.44,10.2,0.029527216118974006,-128.7,-135.66,-135.79,-132.8,-135.95,-135.0064,-132.75,-135.56,-125.8,-135.97047278388104,5.0
39,8.3,0.16,0.37,7.9,0.025,38.0,107.0,0.99306,2.93,0.37,11.9,0.014378640422923685,-98.7,-106.84,-106.63,-99.1,-106.975,-106.00694,-104.07,-106.63,-95.1,-106.98562135957708,6.0
40,8.5,0.21,0.26,9.25,0.034,73.0,142.0,0.9945,3.05,0.37,11.4,0.033610528501527945,-133.5,-141.79,-141.74,-132.75,-141.966,-141.0055,-138.95,-141.63,-130.6,-141.96638947149847,6.0
41,8.0,0.5,0.39,2.6,0.082,12.0,46.0,0.9985,3.43,0.62,10.7,0.0011401231013639873,-38.0,-45.5,-45.61,-43.4,-45.918,-45.0015,-42.57,-45.38,-35.3,-45.998859876898635,6.0
42,7.0,0.31,0.39,7.5,0.055,42.0,218.0,0.99652,3.37,0.54,10.3,0.12161957961388518,-211.0,-217.69,-217.61,-210.5,-217.945,-217.00348,-214.63,-217.46,-207.7,-217.87838042038612,5.0
43,6.3,0.26,0.25,7.8,0.058,44.0,166.0,0.9961,3.24,0.41,9.0,0.05369660497824327,-159.7,-165.74,-165.75,-158.2,-165.942,-165.0039,-162.76,-165.59,-157.0,-165.94630339502174,5.0
44,6.0,0.16,0.22,1.6,0.042,36.0,106.0,0.9905,3.24,0.32,11.4,0.013979186461122693,-100.0,-105.84,-105.78,-104.4,-105.958,-105.0095,-102.76,-105.68,-94.6,-105.98602081353887,6.0
45,5.9,0.34,0.3,3.8,0.035,57.0,135.0,0.99016,3.09,0.34,12.0,0.02888060243954413,-129.1,-134.66,-134.7,-131.2,-134.965,-134.00984,-131.91,-134.66,-123.0,-134.97111939756044,6.0
46,6.9,0.24,0.4,15.4,0.052,81.0,198.0,0.9986,3.2,0.69,9.4,0.09112269537122229,-191.1,-197.76,-197.6,-182.6,-197.948,-197.0014,-194.8,-197.31,-188.6,-197.9088773046288,5.0
47,7.1,0.66,0.0,3.9,0.086,17.0,45.0,0.9976,3.46,0.54,9.5,0.0010672101629108188,-37.9,-44.34,-45.0,-41.1,-44.914,-44.0024,-41.54,-44.46,-35.5,-44.99893278983709,5.0
48,6.5,0.21,0.4,7.3,0.041,49.0,115.0,0.99268,3.21,0.43,11.0,0.017851507981847814,-108.5,-114.79,-114.6,-107.7,-114.959,-114.00731999999999,-111.79,-114.57,-104.0,-114.98214849201815,6.0
49,5.7,0.25,0.22,9.8,0.049,50.0,125.0,0.99571,3.2,0.45,10.1,0.022925830578270624,-119.3,-124.75,-124.78,-115.2,-124.951,-124.00429,-121.8,-124.55,-114.9,-124.97707416942173,6.0
50,6.2,0.32,0.12,4.8,0.054,6.0,97.0,0.99424,3.16,0.5,9.3,0.010711627931438218,-90.8,-96.68,-96.88,-92.2,-96.946,-96.00576,-93.84,-96.5,-87.7,-96.98928837206856,5.0
51,5.8,0.26,0.3,2.6,0.034,75.0,129.0,0.9902,3.2,0.38,11.5,0.025198140998291412,-123.2,-128.74,-128.7,-126.4,-128.966,-128.0098,-125.8,-128.62,-117.5,-128.9748018590017,4.0
52,6.9,0.19,0.49,6.6,0.036,49.0,172.0,0.9932,3.2,0.27,11.5,0.059732401650530106,-165.1,-171.81,-171.51,-165.4,-171.964,-171.0068,-168.8,-171.73,-160.5,-171.94026759834946,6.0
53,7.6,0.26,0.58,7.9,0.041,62.0,180.0,0.9966,3.07,0.38,9.0,0.06846119914090691,-172.4,-179.74,-179.42,-172.1,-179.959,-179.0034,-176.93,-179.62,-171.0,-179.9315388008591,5.0
54,7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,0.0029328469371588373,-55.3,-62.57,-62.75,-60.4,-62.927,-62.00385,-59.63,-62.42,-52.5,-62.997067153062844,6.0
55,7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,0.38,9.0,0.02888060243954413,-127.2,-134.7,-134.71,-118.15,-134.946,-134.0002,-131.84,-134.62,-126.0,-134.97111939756044,6.0
56,6.2,0.21,0.27,1.7,0.038,41.0,150.0,0.9933,3.49,0.71,10.5,0.03961768122439829,-143.8,-149.79,-149.73,-148.3,-149.962,-149.0067,-146.51,-149.29,-139.5,-149.9603823187756,7.0
57,6.4,0.35,0.28,12.6,0.039,19.0,124.0,0.99539,3.2,0.43,10.6,0.022379940294739664,-117.6,-123.65,-123.72,-111.4,-123.961,-123.00461,-120.8,-123.57,-113.4,-123.97762005970526,6.0
58,6.6,0.25,0.39,1.45,0.04,40.0,89.0,0.9911,3.35,0.4,11.4,0.008273323476684247,-82.4,-88.75,-88.61,-87.55,-88.96,-88.0089,-85.65,-88.6,-77.6,-88.99172667652331,7.0
59,6.0,0.2,0.26,14.7,0.045,53.0,125.0,0.998365,2.99,0.69,9.4,0.022925830578270624,-119.0,-124.8,-124.74,-110.3,-124.955,-124.001635,-122.01,-124.31,-115.6,-124.97707416942173,6.0
60,10.1,0.28,0.46,1.8,0.05,5.0,13.0,0.9974,3.04,0.79,10.2,2.3255599915589563e-05,-2.9000000000000004,-12.72,-12.54,-11.2,-12.95,-12.0026,-9.96,-12.21,-2.8000000000000007,-12.999976744400085,6.0
61,6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.9997,3.28,0.39,8.7,0.046301018982673976,-151.4,-157.79,-157.51,-139.85,-157.958,-157.0003,-154.72,-157.61,-149.3,-157.95369898101734,6.0
62,6.5,0.16,0.34,1.4,0.029,29.0,133.0,0.99108,3.33,0.64,11.5,0.027615831200924344,-126.5,-132.84,-132.66,-131.6,-132.971,-132.00892,-129.67,-132.36,-121.5,-132.97238416879907,7.0
63,10.9,0.21,0.49,2.8,0.088,11.0,32.0,0.9972,3.22,0.68,11.7,0.00038213845959226227,-21.1,-31.79,-31.51,-29.2,-31.912,-31.0028,-28.78,-31.32,-20.3,-31.999617861540408,6.0
64,6.7,0.24,0.32,10.3,0.079,37.0,122.0,0.99662,3.02,0.45,8.8,0.021314291461858516,-115.3,-121.76,-121.68,-111.7,-121.921,-121.00338,-118.98,-121.55,-113.2,-121.97868570853814,5.0
65,8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,0.002795273804695034,-54.0,-61.33,-61.7,-60.0,-61.94,-61.0042,-58.74,-61.44,-51.8,-61.99720472619531,6.0
66,7.4,0.3,0.22,5.25,0.053,33.0,180.0,0.9926,3.13,0.45,11.6,0.06846119914090691,-172.6,-179.7,-179.78,-174.75,-179.947,-179.0074,-176.87,-179.55,-168.4,-179.9315388008591,6.0
67,6.2,0.31,0.26,4.8,0.037,36.0,148.0,0.9928,3.21,0.41,10.4,0.03805390941543522,-141.8,-147.69,-147.74,-143.2,-147.963,-147.0072,-144.79,-147.59,-137.6,-147.96194609058458,6.0
68,9.1,0.28,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,1.04,10.6,0.0011401231013639873,-36.9,-45.72,-45.52,-44.2,-45.933,-45.0033,-42.68,-44.96,-35.4,-45.998859876898635,6.0
69,6.5,0.29,0.25,2.5,0.142,8.0,111.0,0.9927,3.0,0.44,9.9,0.016052527086610757,-104.5,-110.71,-110.75,-108.5,-110.858,-110.0073,-108.0,-110.56,-101.1,-110.98394747291339,4.0
70,6.4,0.16,0.22,1.4,0.04,41.0,149.0,0.9933,3.49,0.58,10.0,0.038830547842298245,-142.6,-148.84,-148.78,-147.6,-148.96,-148.0067,-145.51,-148.42,-139.0,-148.9611694521577,6.0
71,8.8,0.17,0.38,1.8,0.04,39.0,148.0,0.9942,3.16,0.67,10.2,0.03805390941543522,-139.2,-147.83,-147.62,-146.2,-147.96,-147.0058,-144.84,-147.33,-137.8,-147.96194609058458,6.0
72,5.9,0.3,0.47,7.85,0.03,19.0,133.0,0.9933,3.52,0.43,11.5,0.027615831200924344,-127.1,-132.7,-132.53,-125.15,-132.97,-132.0067,-129.48,-132.57,-121.5,-132.97238416879907,7.0
73,4.5,0.19,0.21,0.95,0.033,89.0,159.0,0.99332,3.34,0.42,8.0,0.04718577657926067,-154.5,-158.81,-158.79,-158.05,-158.967,-158.00668,-155.66,-158.58,-151.0,-158.95281422342075,5.0
74,6.0,0.615,0.04,0.8,0.032,8.0,50.0,0.99036,3.14,0.4,11.0,0.0014648797475350472,-44.0,-49.385,-49.96,-49.2,-49.968,-49.00964,-46.86,-49.6,-39.0,-49.99853512025246,4.0
75,6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,12.9,0.016052527086610757,-104.2,-110.83,-110.66,-109.0,-110.96,-110.01,-107.76,-110.55,-98.1,-110.98394747291339,6.0
76,7.0,0.745,0.12,1.8,0.114,15.0,64.0,0.99588,3.22,0.59,9.5,0.003074857533917488,-57.0,-63.255,-63.88,-62.2,-63.886,-63.00412,-60.78,-63.41,-54.5,-63.99692514246608,6.0
77,5.8,0.36,0.5,1.0,0.127,63.0,178.0,0.99212,3.1,0.45,9.7,0.06620433767065337,-172.2,-177.64,-177.5,-177.0,-177.873,-177.00788,-174.9,-177.55,-168.3,-177.93379566232935,5.0
78,8.3,0.675,0.26,2.1,0.084,11.0,43.0,0.9976,3.31,0.53,9.2,0.0009308227021236812,-34.7,-42.325,-42.74,-40.9,-42.916,-42.0024,-39.69,-42.47,-33.8,-42.999069177297876,4.0
79,8.6,0.49,0.51,2.0,0.422,16.0,62.0,0.9979,3.03,1.17,9.0,0.002795273804695034,-53.4,-61.51,-61.49,-60.0,-61.578,-61.0021,-58.97,-60.83,-53.0,-61.99720472619531,5.0
80,6.6,0.13,0.29,13.9,0.056,33.0,95.0,0.99702,3.17,0.39,9.4,0.010062466818802037,-88.4,-94.87,-94.71,-81.1,-94.944,-94.00298,-91.83,-94.61,-85.6,-94.98993753318119,6.0
81,5.3,0.16,0.39,1.0,0.028,40.0,101.0,0.99156,3.57,0.59,10.6,0.012092501079782977,-95.7,-100.84,-100.61,-100.0,-100.972,-100.00844,-97.43,-100.41,-90.4,-100.98790749892022,6.0
82,7.2,0.3,0.3,8.1,0.05,40.0,188.0,0.99652,3.15,0.49,9.1,0.07800141867377011,-180.8,-187.7,-187.7,-179.9,-187.95,-187.00348,-184.85,-187.51,-178.9,-187.92199858132622,6.0
83,6.5,0.27,0.4,10.0,0.039,74.0,227.0,0.99582,3.18,0.5,9.4,0.137313306016084,-220.5,-226.73,-226.6,-217.0,-226.961,-226.00418,-223.82,-226.5,-217.6,-226.8626866939839,5.0
84,6.0,0.49,0.0,2.3,0.068,15.0,33.0,0.99292,3.58,0.59,12.5,0.0004193403758630868,-27.0,-32.51,-33.0,-30.7,-32.932,-32.00708,-29.42,-32.41,-20.5,-32.99958065962414,6.0
85,9.0,0.8,0.12,2.4,0.083,8.0,28.0,0.99836,3.33,0.65,10.4,0.0002551659362772614,-19.0,-27.2,-27.88,-25.6,-27.917,-27.00164,-24.67,-27.35,-17.6,-27.999744834063723,6.0
86,6.4,0.16,0.32,8.75,0.038,38.0,118.0,0.99449,3.19,0.41,10.7,0.019285548526466023,-111.6,-117.84,-117.68,-109.25,-117.962,-117.00551,-114.81,-117.59,-107.3,-117.98071445147353,5.0
87,7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36,11.8,0.04808173349049626,-152.9,-159.56,-159.73,-151.6,-159.943,-159.00743,-156.84,-159.64,-148.2,-159.9519182665095,6.0
88,6.9,0.33,0.62,7.5,0.038,46.0,132.0,0.99143,3.23,0.43,13.4,0.026997532769852065,-125.1,-131.67,-131.38,-124.5,-131.962,-131.00857,-128.77,-131.57,-118.6,-131.97300246723015,7.0
89,6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,0.18563433387744313,-244.3,-250.82,-250.7,-244.6,-250.952,-250.0044,-247.71,-250.48,-241.0,-250.81436566612257,5.0
90,7.2,0.33,0.28,1.4,0.034,26.0,109.0,0.99246,3.28,0.57,10.6,0.015200228719588224,-101.8,-108.67,-108.72,-107.6,-108.966,-108.00754,-105.72,-108.43,-98.4,-108.98479977128041,6.0
91,7.1,0.35,0.24,15.4,0.055,46.0,198.0,0.9988,3.12,0.49,8.8,0.09112269537122229,-190.9,-197.65,-197.76,-182.6,-197.945,-197.0012,-194.88,-197.51,-189.2,-197.9088773046288,5.0
92,7.8,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,0.0008065502232208891,-33.2,-40.265,-40.92,-38.6,-40.908,-40.0026,-37.76,-40.29,-31.2,-40.999193449776776,6.0
93,6.3,0.12,0.36,2.1,0.044,47.0,146.0,0.9914,3.27,0.74,11.4,0.03653183568365547,-139.7,-145.88,-145.64,-143.9,-145.956,-145.0086,-142.73,-145.26,-134.6,-145.96346816431634,7.0
94,8.3,0.18,0.3,1.1,0.033,20.0,57.0,0.99109,3.02,0.51,11.0,0.0021715048488571485,-48.7,-56.82,-56.7,-55.9,-56.967,-56.00891,-53.98,-56.49,-46.0,-56.99782849515114,6.0
95,7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.99176,3.05,0.52,10.9,0.030849251777779675,-130.1,-137.79,-137.61,-136.0,-137.943,-137.00824,-134.95,-137.48,-127.1,-137.96915074822223,5.0
96,7.6,0.54,0.13,2.5,0.097,24.0,66.0,0.99785,3.39,0.61,9.4,0.0033724728640840843,-58.4,-65.46,-65.87,-63.5,-65.903,-65.00215,-62.61,-65.39,-56.6,-65.99662752713591,5.0
97,6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,0.97,10.6,0.002287947198964535,-51.9,-57.68,-57.75,-55.7,-57.929,-57.00367,-54.58,-57.03,-47.4,-57.997712052801035,5.0
98,5.7,0.28,0.36,1.8,0.041,38.0,90.0,0.99002,3.27,0.98,11.9,0.00855543116046594,-84.3,-89.72,-89.64,-88.2,-89.959,-89.00998,-86.73,-89.02,-78.1,-89.99144456883954,7.0
99,6.8,0.39,0.34,7.4,0.02,38.0,133.0,0.99212,3.18,0.44,12.0,0.027615831200924344,-126.2,-132.61,-132.66,-125.6,-132.98,-132.00788,-129.82,-132.56,-121.0,-132.97238416879907,7.0
100,9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,0.0026620677005848906,-51.1,-60.65,-60.59,-58.7,-60.917,-60.0018,-57.79,-60.5,-51.5,-60.997337932299416,5.0
101,8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,0.05083750447150833,-155.0,-162.78,-162.58,-148.4,-162.956,-161.9997,-159.79,-162.31,-154.4,-162.9491624955285,7.0
102,6.9,0.22,0.49,7.0,0.063,50.0,168.0,0.9957,3.54,0.5,10.3,0.05566101642068401,-161.1,-167.78,-167.51,-161.0,-167.937,-167.0043,-164.46,-167.5,-157.7,-167.9443389835793,6.0
103,6.1,0.55,0.15,9.8,0.031,19.0,125.0,0.9957,3.36,0.47,10.2,0.022925830578270624,-118.9,-124.45,-124.85,-115.2,-124.969,-124.0043,-121.64,-124.53,-114.8,-124.97707416942173,6.0
104,6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.9956,3.21,0.42,9.2,0.10716961106118507,-202.6,-208.75,-208.26,-201.2,-208.955,-208.0044,-205.79,-208.58,-199.8,-208.89283038893882,6.0
105,7.1,0.29,0.49,1.2,0.031,32.0,99.0,0.9893,3.07,0.33,12.2,0.011388118189255362,-91.9,-98.71,-98.51,-97.8,-98.969,-98.0107,-95.93,-98.67,-86.8,-98.98861188181074,6.0
106,6.5,0.29,0.31,1.7,0.035,24.0,79.0,0.99053,3.27,0.69,11.4,0.005785408640686823,-72.5,-78.71,-78.69,-77.3,-78.965,-78.00947,-75.73,-78.31,-67.6,-78.99421459135931,7.0
107,9.1,0.64,0.23,3.1,0.095,13.0,38.0,0.9998,3.28,0.59,9.7,0.0006416244669290577,-28.9,-37.36,-37.77,-34.9,-37.905,-37.0002,-34.72,-37.41,-28.3,-37.99935837553307,5.0
108,6.4,0.41,0.01,6.1,0.048,20.0,70.0,0.99362,3.19,0.42,10.0,0.00402405227736772,-63.6,-69.59,-69.99,-63.9,-69.952,-69.00638000000001,-66.81,-69.58,-60.0,-69.99597594772263,5.0
109,5.7,0.22,0.22,16.65,0.044,39.0,110.0,0.99855,3.24,0.48,9.0,0.015622503926334146,-104.3,-109.78,-109.78,-93.35,-109.956,-109.00145,-106.76,-109.52,-101.0,-109.98437749607366,6.0
110,7.6,0.15,0.4,1.3,0.036,24.0,112.0,0.9932,3.14,0.76,10.0,0.01649036863635924,-104.4,-111.85,-111.6,-110.7,-111.964,-111.0068,-108.86,-111.24,-102.0,-111.98350963136365,5.0
111,6.9,0.3,0.36,4.5,0.054,31.0,203.0,0.99513,3.4,0.57,10.4,0.09820191833694544,-196.1,-202.7,-202.64,-198.5,-202.946,-202.00487,-199.6,-202.43,-192.6,-202.90179808166306,4.0
112,6.6,0.24,0.27,1.4,0.057,33.0,152.0,0.9934,3.22,0.56,9.5,0.0412237145980742,-145.4,-151.76,-151.73,-150.6,-151.943,-151.0066,-148.78,-151.44,-142.5,-151.95877628540194,6.0
113,8.0,0.45,0.36,8.8,0.026,50.0,151.0,0.9927,3.07,0.25,12.7,0.040415379997676554,-143.0,-150.55,-150.64,-142.2,-150.974,-150.0073,-147.93,-150.75,-138.3,-150.95958462000232,8.0
114,5.8,0.34,0.21,6.6,0.04,50.0,167.0,0.9941,3.29,0.62,10.0,0.05467292929837444,-161.2,-166.66,-166.79,-160.4,-166.96,-166.0059,-163.71,-166.38,-157.0,-166.94532707070164,5.0
115,6.0,0.28,0.35,1.9,0.037,16.0,120.0,0.9933,3.16,0.69,10.6,0.020283015368277136,-114.0,-119.72,-119.65,-118.1,-119.963,-119.0067,-116.84,-119.31,-109.4,-119.97971698463172,5.0
116,8.4,0.22,0.28,18.8,0.028,55.0,130.0,0.998,2.96,0.35,11.6,0.025788758104476787,-121.6,-129.78,-129.72,-111.2,-129.972,-129.002,-127.04,-129.65,-118.4,-129.97421124189552,5.0
117,8.2,0.38,0.32,2.5,0.08,24.0,71.0,0.99624,3.27,0.85,11.0,0.004199097330543569,-62.8,-70.62,-70.68,-68.5,-70.92,-70.00376,-67.73,-70.15,-60.0,-70.99580090266946,6.0
118,7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,9.137889436797031e-05,-12.8,-19.48,-19.93,-18.6,-19.926,-19.0027,-16.68,-19.19,-10.4,-19.999908621105632,6.0
