lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap,target
1.0,1.0,1199.0,75.0,59.0,0.4,0.4,19530.0,29379.0,2.0,3011.0,1707638.0,95.0
1.0,0.0,1190.0,59.0,62.0,0.2,0.2,132309.0,105665.0,2.8,366.0,1513949.0,81.0
1.0,0.0,2054.0,344.0,308.0,0.6,3.6,10011.0,57033.0,2.6,231.0,1696379.0,89.0
75.0,45.0,3882.0,199.0,97.0,11.0,35.0,125564.0,27633.0,1.8,262.0,1106469.0,62.0
14.0,6.0,1493.0,167.0,88.0,2.0,2.4,145001.0,61683.0,5.2,2137.0,1554117.0,91.0
6.0,5.0,1109.0,77.0,121.0,0.4,0.2,38758.0,90756.0,2.5,327.0,1059706.0,95.0
12.0,16.0,413.0,19.0,11.0,0.2,0.2,8327.0,2462.0,1.4,4607.0,1828310.0,98.0
5.0,2.0,2935.0,336.0,212.0,0.6,0.6,65027.0,96604.0,1.5,288.0,1090358.0,88.0
6.0,0.0,1474.0,217.0,222.0,4.6,2.8,168369.0,45720.0,1.8,3704.0,1820309.0,77.0
1.0,0.0,1220.0,42.0,50.0,1.0,1.0,8192.0,13230.0,3.2,314.0,1711651.0,97.0
62.0,19.0,5210.0,820.0,696.0,1.2,2.8,361705.0,40816.0,3.6,657.0,1399072.0,76.0
17.0,6.0,3386.0,545.0,378.0,6.8,5.2,947563.0,119175.0,2.0,2521.0,1091992.0,74.0
6.0,1.0,3869.0,308.0,184.0,1.0,1.2,89698.0,41172.0,3.0,220.0,997363.0,85.0
7.0,5.0,1982.0,152.0,219.0,1.8,7.2,281627.0,349582.0,4.8,1387.0,1613800.0,88.0
1.0,1.0,231.0,23.0,29.0,0.2,0.2,19505.0,2909.0,1.0,7261.0,1868646.0,98.0
3.0,3.0,1293.0,94.0,103.0,0.2,0.2,80560.0,26332.0,1.7,697.0,1047581.0,95.0
3.0,3.0,449.0,76.0,64.0,0.4,0.4,1633.0,12751.0,2.0,690.0,1722080.0,96.0
0.0,0.0,1297.0,103.0,45.0,0.2,0.2,346042.0,11105.0,4.0,1286.0,1712987.0,95.0
1.0,1.0,1107.0,47.0,26.0,0.2,0.2,9887.0,13536.0,1.0,8188.0,1836408.0,97.0
5.0,5.0,2175.0,83.0,77.0,0.6,0.6,17319.0,29789.0,1.5,425.0,988923.0,94.0
8.0,5.0,4299.0,206.0,143.0,1.4,1.8,207260.0,38473.0,3.2,607.0,1443460.0,86.0
11.0,4.0,3632.0,313.0,124.0,7.4,18.2,233748.0,21962.0,5.4,428.0,1094683.0,72.0
4.0,1.0,3290.0,341.0,307.0,2.0,3.6,342177.0,33866.0,1.3,340.0,1093653.0,86.0
23.0,12.0,6085.0,634.0,548.0,9.8,3.2,595452.0,318636.0,1.0,639.0,1008197.0,63.0
11.0,5.0,2010.0,257.0,106.0,3.2,3.8,315118.0,101709.0,3.8,1839.0,1576246.0,86.0
2.0,1.0,330.0,47.0,35.0,0.4,0.4,5114.0,11775.0,2.0,998.0,1723549.0,98.0
0.0,0.0,2173.0,89.0,119.0,0.2,0.2,390646.0,11791.0,3.8,718.0,1708427.0,85.0
1.0,0.0,3347.0,257.0,153.0,0.4,1.8,555900.0,47401.0,4.4,278.0,1041150.0,85.0
10.0,4.0,1519.0,118.0,68.0,1.4,2.0,419241.0,196810.0,4.0,229.0,1538755.0,90.0
0.0,0.0,1201.0,65.0,61.0,0.4,0.4,109352.0,58703.0,1.4,6854.0,1877461.0,96.0
3.0,1.0,1996.0,150.0,83.0,1.0,1.6,440788.0,73466.0,2.0,133.0,1120213.0,82.0
2.0,1.0,2441.0,136.0,80.0,0.4,1.8,81726.0,39191.0,1.2,527.0,1743094.0,94.0
8.0,1.0,7167.0,520.0,381.0,3.79,2.59,141684.0,51961.0,1.6,165.0,1063446.0,77.0
13.0,9.0,709.0,78.0,99.0,0.8,0.6,47868.0,37038.0,1.0,503.0,969976.0,94.0
23.0,33.0,162.0,8.0,17.0,0.2,0.2,7001.0,18992.0,1.2,7579.0,1878621.0,98.0
6.0,2.0,2810.0,467.0,250.0,0.4,1.8,292182.0,101724.0,4.4,3058.0,1605155.0,90.0
0.0,0.0,1665.0,117.0,80.0,0.4,0.8,4611.0,45409.0,2.6,433.0,1754104.0,86.0
2.0,0.0,996.0,69.0,62.0,0.2,0.4,2317.0,30113.0,2.0,577.0,1527410.0,96.0
3.0,1.0,1875.0,192.0,167.0,0.8,3.59,106247.0,23835.0,1.7,457.0,1089844.0,90.0
476.0,142.0,3768.0,618.0,528.0,1.6,5.8,553559.0,484708.0,1.0,177.0,1017134.0,73.0
1.0,0.0,3577.0,170.0,171.0,0.8,1.8,30635.0,73013.0,2.0,903.0,991962.0,91.0
12.0,8.0,5073.0,133.0,86.0,2.8,8.4,78122.0,29148.0,3.0,674.0,1445475.0,77.0
7.0,1.0,2766.0,314.0,264.0,6.99,2.4,246241.0,11230.0,3.2,7164.0,1858774.0,81.0
10.0,3.0,1629.0,77.0,59.0,6.41,18.84,75901.0,17091.0,2.0,178.0,1107962.0,77.0
1.0,0.0,538.0,95.0,48.0,0.2,0.2,139284.0,97012.0,3.2,1083.0,1749909.0,94.0
30.0,41.0,1972.0,156.0,137.0,0.4,0.4,108058.0,183512.0,6.0,141.0,1053814.0,88.0
0.0,0.0,201.0,14.0,15.0,0.2,0.2,705.0,4909.0,1.0,7549.0,1870232.0,98.0
7.0,0.0,3216.0,570.0,72.0,6.8,21.2,1510447.0,52634.0,2.8,201.0,1108710.0,74.0
0.0,0.0,1108.0,87.0,48.0,0.6,0.6,199489.0,36309.0,1.4,462.0,989240.0,95.0
49.0,48.0,4918.0,402.0,238.0,2.39,3.98,202001.0,157198.0,3.0,169.0,1005745.0,78.0
10.0,0.0,1036.0,177.0,75.0,2.6,5.8,288087.0,190120.0,3.6,1605.0,1732917.0,90.0
1.0,0.0,2439.0,262.0,138.0,0.2,0.2,256393.0,169970.0,6.0,3168.0,1602259.0,91.0
1.0,0.0,711.0,72.0,82.0,1.0,0.8,57329.0,28539.0,1.2,682.0,1752805.0,95.0
18.0,12.0,2385.0,334.0,124.0,5.8,16.0,928637.0,33286.0,2.8,672.0,1097338.0,80.0
16.0,4.0,3431.0,479.0,196.0,1.2,2.4,602937.0,571768.0,2.2,257.0,1043798.0,86.0
10.0,9.0,3362.0,172.0,192.0,0.2,0.2,422528.0,189987.0,4.4,3634.0,1341744.0,92.0
6.0,1.0,2961.0,458.0,401.0,2.4,0.8,260714.0,202105.0,2.7,217.0,1006899.0,87.0
7.0,0.0,2864.0,429.0,343.0,7.39,2.0,514791.0,52432.0,2.0,7441.0,1859318.0,79.0
0.0,0.0,308.0,10.0,15.0,0.2,0.2,13642.0,34486.0,2.0,178.0,1760056.0,97.0
9.0,2.0,1831.0,158.0,119.0,0.6,0.8,104249.0,56308.0,5.8,480.0,1521358.0,90.0
0.0,0.0,2047.0,168.0,804.0,0.2,0.2,38632.0,107808.0,2.2,827.0,1704214.0,92.0
0.0,0.0,230.0,35.0,14.0,0.2,0.2,169196.0,5037.0,1.0,7398.0,1869339.0,98.0
4.0,2.0,3367.0,215.0,174.0,0.4,0.4,8468.0,23881.0,2.2,497.0,1015256.0,88.0
4.0,1.0,3028.0,204.0,158.0,1.6,0.6,303218.0,17160.0,2.8,161.0,1709837.0,92.0
33.0,47.0,967.0,78.0,46.0,0.4,0.6,36104.0,46064.0,1.0,2953.0,1014126.0,95.0
34.0,45.0,2253.0,374.0,185.0,1.8,2.0,538610.0,219894.0,6.6,726.0,978285.0,85.0
1.0,0.0,544.0,55.0,62.0,0.2,0.2,1943.0,19308.0,400.0,97.0,3.0,0.0
8.0,6.0,1473.0,123.0,130.0,0.4,0.6,138254.0,30008.0,4.5,2512.0,1095232.0,93.0
2.0,1.0,159.0,8.0,13.0,0.2,0.2,6994.0,10941.0,1.2,7260.0,1875328.0,98.0
1.0,1.0,177.0,13.0,15.0,0.2,0.2,7030.0,7013.0,1.0,7441.0,1870565.0,98.0
2.0,1.0,415.0,58.0,31.0,1.4,1.2,126763.0,56055.0,3.4,824.0,1722403.0,95.0
65.0,77.0,2089.0,183.0,143.0,0.8,1.4,143046.0,144665.0,3.4,791.0,1631507.0,86.0
1.0,1.0,2021.0,93.0,96.0,0.2,0.2,105905.0,9499.0,2.0,630.0,1718893.0,95.0
27.0,0.0,2052.0,163.0,87.0,6.6,19.4,536165.0,28955.0,2.0,126.0,1089085.0,74.0
4.0,0.0,1799.0,313.0,115.0,0.8,3.4,904098.0,27923.0,4.6,159.0,1110357.0,91.0
4.0,1.0,2893.0,380.0,188.0,2.6,2.6,168579.0,263824.0,2.4,243.0,1535341.0,79.0
54.0,62.0,1101.0,104.0,81.0,1.8,1.6,241932.0,82941.0,2.8,262.0,1536664.0,90.0
1.0,1.0,187.0,11.0,9.0,0.2,0.2,11769.0,6159.0,1.0,11982.0,1888734.0,98.0
70.0,37.0,3511.0,278.0,184.0,0.6,1.8,136622.0,69549.0,2.8,305.0,1339018.0,92.0
10.0,7.0,1507.0,144.0,91.0,0.4,1.8,23105.0,26379.0,2.2,1074.0,975830.0,91.0
2.0,0.0,2959.0,372.0,250.0,1.4,1.4,946962.0,160148.0,1.0,152.0,1034645.0,82.0
25.0,31.0,989.0,119.0,66.0,1.8,0.8,349572.0,9053.0,3.6,284.0,1709568.0,94.0
23.0,30.0,1036.0,65.0,35.0,3.6,8.2,147215.0,29783.0,1.8,8581.0,1834046.0,87.0
7.0,3.0,4821.0,472.0,459.0,2.59,3.59,520991.0,570078.0,4.5,1133.0,988041.0,68.0
5.0,4.0,706.0,70.0,218.0,0.2,0.2,5138.0,794374.0,1.0,631.0,961905.0,93.0
21.0,31.0,2350.0,110.0,104.0,0.2,0.2,8605.0,77964.0,1.0,664.0,1060856.0,93.0
5.0,4.0,1972.0,264.0,136.0,0.6,0.6,6710.0,29148.0,1.0,1245.0,971048.0,91.0
1.0,0.0,3930.0,342.0,185.0,0.4,0.6,242555.0,187798.0,3.8,3440.0,1338127.0,90.0
52.0,67.0,5028.0,397.0,361.0,5.4,5.2,114224.0,251581.0,1.8,462.0,995160.0,73.0
26.0,13.0,2127.0,175.0,173.0,2.6,3.0,75457.0,39145.0,1.5,428.0,1065411.0,86.0
1.0,0.0,386.0,77.0,60.0,0.2,0.2,4932.0,10494.0,2.0,6282.0,1722634.0,97.0
20.0,8.0,2659.0,167.0,106.0,2.8,3.6,366490.0,256385.0,4.8,174.0,1539835.0,85.0
26.0,8.0,6214.0,156.0,118.0,3.8,10.2,163996.0,9697.0,4.0,618.0,1322598.0,74.0
1.0,1.0,369.0,166.0,52.0,0.2,0.2,328107.0,281166.0,2.6,5463.0,1828022.0,96.0
8.0,6.0,1152.0,138.0,96.0,0.4,0.4,16017.0,23243.0,181.0,93.0,7.0,0.0
81.0,100.0,2467.0,86.0,79.0,2.0,8.8,31296.0,67249.0,3.0,141.0,1526331.0,87.0
3.0,0.0,551.0,131.0,44.0,0.6,0.6,33213.0,18076.0,2.0,528.0,1749958.0,90.0
2.0,2.0,1148.0,62.0,40.0,0.2,0.2,3507.0,39776.0,1.0,588.0,1065888.0,96.0
2.0,1.0,1563.0,58.0,37.0,0.6,0.6,27841.0,7395.0,1.4,8415.0,1868611.0,94.0
168.0,12.0,1667.0,193.0,48.0,5.8,5.8,1176816.0,24624.0,4.6,7632.0,1862787.0,80.0
0.0,0.0,449.0,64.0,45.0,0.2,0.2,1695.0,19282.0,3.0,1300.0,1713592.0,98.0
4.0,0.0,655.0,78.0,98.0,2.6,3.4,272364.0,232714.0,2.4,2060.0,1795691.0,76.0
0.0,0.0,159.0,8.0,27.0,0.2,0.2,2061.0,27692.0,1.0,7641.0,1878904.0,97.0
5.0,0.0,1891.0,107.0,86.0,0.6,0.6,99766.0,32066.0,1.5,271.0,1081690.0,93.0
11.0,2.0,4641.0,332.0,293.0,0.6,0.6,635586.0,444475.0,1.0,1563.0,1025074.0,73.0
0.0,0.0,199.0,19.0,17.0,0.2,0.2,32998.0,10272.0,1.0,7198.0,1867335.0,98.0
18.0,1.0,4378.0,189.0,150.0,5.0,4.8,640892.0,100275.0,3.8,2809.0,1637317.0,86.0
5.0,0.0,2807.0,198.0,142.0,1.4,2.6,270295.0,56991.0,2.8,906.0,1064958.0,87.0
9.0,0.0,2548.0,166.0,102.0,2.2,4.6,102717.0,26704.0,3.8,178.0,1112818.0,88.0
1.0,0.0,2596.0,211.0,195.0,0.2,0.2,299110.0,67609.0,2.8,266.0,1715549.0,90.0
0.0,0.0,131.0,6.0,10.0,0.2,0.2,419.0,6684.0,1.0,1913.0,1781405.0,99.0
48.0,46.0,1392.0,216.0,143.0,2.2,2.59,37374.0,28050.0,2.5,301.0,989464.0,89.0
8.0,6.0,3296.0,326.0,204.0,1.0,1.8,296167.0,47802.0,2.0,374.0,994989.0,80.0
137.0,128.0,1222.0,169.0,139.0,0.8,0.8,79344.0,90148.0,1.0,733.0,990430.0,91.0
0.0,0.0,3398.0,148.0,107.0,0.2,0.2,8555.0,16085.0,5.6,217.0,1022944.0,91.0
0.0,0.0,210.0,30.0,25.0,0.2,0.2,3772.0,9781.0,1.8,1187.0,1766979.0,93.0
17.0,8.0,4051.0,662.0,579.0,6.4,4.0,565623.0,421622.0,1.2,756.0,1117955.0,70.0
1.0,0.0,660.0,108.0,59.0,0.4,1.0,175527.0,166176.0,3.0,137.0,1719968.0,88.0
11.0,1.0,4485.0,217.0,251.0,0.8,0.6,35065.0,90454.0,1.8,726.0,1065044.0,88.0
10.0,15.0,220.0,19.0,30.0,0.2,0.2,15758.0,32757.0,1.4,2033.0,1770843.0,88.0
4.0,1.0,5301.0,448.0,310.0,3.0,1.8,97917.0,10751.0,4.2,228.0,1388955.0,82.0
1.0,0.0,1522.0,214.0,101.0,0.4,0.8,48317.0,22956.0,1.0,1792.0,1074664.0,94.0
1.0,1.0,368.0,26.0,23.0,0.2,0.2,3796.0,10090.0,1.6,165.0,1741878.0,91.0
35.0,45.0,1346.0,102.0,26.0,1.4,6.6,34154.0,22581.0,1.2,6841.0,1826680.0,92.0
18.0,11.0,1424.0,242.0,242.0,2.0,2.0,238848.0,453209.0,272.0,79.0,21.0,0.0
0.0,0.0,133.0,8.0,9.0,0.2,0.2,977.0,6114.0,1.0,11958.0,1884974.0,98.0
3.0,1.0,403.0,45.0,13.0,2.2,2.2,109630.0,25486.0,1.4,11474.0,1885897.0,90.0
7.0,1.0,1879.0,176.0,135.0,1.6,3.01,23947.0,64669.0,1.2,583.0,1110095.0,90.0
5.0,0.0,3300.0,395.0,219.0,2.0,0.8,133693.0,89066.0,4.8,2230.0,1555064.0,89.0
29.0,17.0,3626.0,229.0,331.0,2.4,1.8,95892.0,649135.0,1.0,252.0,999570.0,76.0
2.0,0.0,2727.0,167.0,149.0,0.8,1.0,748996.0,23904.0,2.8,257.0,1708933.0,92.0
2.0,1.0,523.0,76.0,53.0,0.6,0.6,86956.0,13855.0,2.0,210.0,1756472.0,89.0
2.0,0.0,1053.0,127.0,47.0,0.4,0.2,311277.0,30292.0,1.8,493.0,1748054.0,87.0
15.0,1.0,643.0,60.0,19.0,1.2,1.4,361682.0,5234.0,2.2,7005.0,1876323.0,93.0
184.0,203.0,977.0,72.0,41.0,0.2,0.2,52830.0,69155.0,1.4,318.0,1753752.0,92.0
17.0,8.0,2515.0,293.0,132.0,2.2,2.2,513694.0,197703.0,1.2,441.0,1017961.0,82.0
3.0,0.0,1599.0,141.0,59.0,3.0,4.4,306725.0,30076.0,2.0,350.0,1030334.0,88.0
60.0,31.0,6355.0,358.0,264.0,6.0,13.8,251366.0,242337.0,3.8,3155.0,1653723.0,62.0
3.0,1.0,5627.0,271.0,223.0,2.0,1.6,39191.0,19973.0,2.4,552.0,1384080.0,84.0
1.0,1.0,224.0,27.0,22.0,0.2,0.2,93905.0,10793.0,2.2,7426.0,1869323.0,97.0
8.0,1.0,2491.0,175.0,91.0,1.8,10.18,606224.0,610887.0,1881.0,80.0,20.0,0.0
12.0,6.0,2557.0,140.0,81.0,1.2,2.0,34223.0,30138.0,1.0,193.0,967147.0,86.0
1.0,0.0,212.0,29.0,21.0,0.2,0.2,75166.0,10225.0,1.2,2852.0,1775840.0,97.0
7.0,2.0,1655.0,143.0,82.0,0.6,1.0,169343.0,32311.0,2.0,711.0,971296.0,90.0
2.0,0.0,2306.0,184.0,135.0,0.4,0.6,56480.0,71830.0,1.0,1172.0,1097932.0,88.0
12.0,10.0,2643.0,131.0,161.0,0.4,1.8,86268.0,58754.0,473.0,90.0,10.0,0.0
48.0,1.0,4398.0,245.0,165.0,12.6,35.0,103091.0,51490.0,1.8,212.0,1095352.0,60.0
13.0,21.0,324.0,19.0,14.0,0.2,0.2,644.0,4682.0,1.8,1230.0,1750204.0,91.0
23.0,9.0,5404.0,618.0,116.0,3.4,14.6,420330.0,347477.0,3.8,323.0,1546792.0,64.0
3.0,0.0,845.0,73.0,59.0,0.4,0.6,136822.0,23071.0,1.8,206.0,987451.0,94.0
172.0,0.0,3252.0,205.0,174.0,1.6,0.6,516331.0,33097.0,5.6,1616.0,1369450.0,81.0
27.0,31.0,1258.0,181.0,172.0,3.4,1.0,82577.0,7863.0,1.6,5292.0,1860475.0,91.0
0.0,0.0,179.0,10.0,30.0,0.2,0.2,2182.0,20065.0,1.0,7167.0,1873768.0,98.0
7.0,2.0,1210.0,151.0,82.0,3.4,2.4,327843.0,26844.0,1.8,239.0,1020592.0,88.0
1486.0,1.0,7266.0,157.0,192.0,1.6,1.0,98595.0,73892.0,2.8,2451.0,1712099.0,64.0
27.0,2.0,4332.0,507.0,422.0,7.8,3.2,375370.0,26815.0,1.5,1970.0,1077070.0,72.0
39.0,0.0,3920.0,291.0,155.0,9.98,29.74,509907.0,56912.0,2.8,298.0,1087858.0,64.0
4.0,0.0,1297.0,85.0,84.0,0.8,4.0,135129.0,145989.0,2.4,375.0,1534925.0,95.0
1.0,0.0,2521.0,196.0,162.0,0.4,1.8,185731.0,50125.0,1.0,159.0,1014073.0,89.0
0.0,0.0,1215.0,79.0,42.0,0.2,0.2,109593.0,52797.0,1.4,8520.0,1867833.0,95.0
6.0,5.0,1893.0,237.0,136.0,0.4,0.4,708874.0,681925.0,247.0,86.0,14.0,0.0
5.0,1.0,3972.0,199.0,148.0,3.6,6.6,97157.0,48932.0,1.8,139.0,1013686.0,84.0
1.0,0.0,262.0,15.0,13.0,0.2,0.2,1020.0,4421.0,2.0,4587.0,1731637.0,98.0
1.0,1.0,600.0,158.0,41.0,0.6,1.0,476298.0,133721.0,3.0,6006.0,1835992.0,91.0
18.0,6.0,1590.0,105.0,91.0,0.6,0.6,23101.0,25903.0,1.0,322.0,992837.0,92.0
24.0,15.0,3052.0,203.0,173.0,1.8,2.2,115480.0,178745.0,2.6,227.0,1519690.0,88.0
5.0,1.0,7488.0,364.0,278.0,2.2,4.2,380096.0,236477.0,1.0,218.0,1003992.0,74.0
21.0,1.0,3154.0,167.0,145.0,11.4,3.8,166556.0,83679.0,2.4,406.0,1716117.0,85.0
28.0,15.0,3407.0,244.0,145.0,1.8,4.59,454752.0,124782.0,7.8,211.0,1313086.0,74.0
72.0,91.0,1273.0,81.0,52.0,1.6,1.8,145574.0,47053.0,3.0,578.0,1063845.0,88.0
21.0,9.0,5964.0,189.0,156.0,3.0,8.6,70316.0,116504.0,2.8,301.0,1535931.0,72.0
0.0,0.0,1228.0,57.0,72.0,0.2,0.2,10301.0,108556.0,1.8,6800.0,1860962.0,95.0
37.0,4.0,3418.0,305.0,186.0,7.2,20.2,176489.0,65081.0,1.0,185.0,1093237.0,72.0
3.0,0.0,1492.0,143.0,129.0,0.8,1.0,34802.0,41505.0,3.6,164.0,1027489.0,90.0
81.0,94.0,5480.0,729.0,683.0,9.0,6.6,476209.0,430097.0,2.2,1473.0,1037573.0,61.0
1.0,1.0,195.0,20.0,20.0,0.2,0.2,10290.0,7876.0,1.0,7189.0,1867223.0,98.0
73.0,98.0,3147.0,279.0,181.0,1.4,2.2,388256.0,56469.0,4.0,219.0,1393995.0,79.0
10.0,5.0,5022.0,184.0,84.0,2.2,8.0,265707.0,10060.0,3.2,1181.0,1397485.0,83.0
0.0,0.0,2416.0,133.0,90.0,0.2,0.2,71249.0,55485.0,1.2,262.0,1127160.0,92.0
5.0,2.0,1065.0,82.0,32.0,1.2,7.4,313886.0,8359.0,2.0,3223.0,1741526.0,92.0
17.0,23.0,277.0,46.0,22.0,0.2,0.2,263599.0,11435.0,1.6,7170.0,1873640.0,97.0
12.0,3.0,2857.0,159.0,132.0,1.6,3.0,126476.0,116554.0,2.2,2989.0,1547434.0,89.0
119.0,0.0,2773.0,289.0,109.0,13.2,38.8,104786.0,39867.0,1.5,821.0,1086093.0,56.0
47.0,1.0,3817.0,210.0,151.0,12.0,34.8,229231.0,34353.0,2.6,162.0,1095566.0,58.0
0.0,0.0,4714.0,171.0,139.0,0.2,0.2,90210.0,17821.0,2.2,775.0,1769904.0,84.0
8.0,2.0,2306.0,411.0,208.0,1.6,2.0,1166192.0,126960.0,2.5,387.0,1072661.0,85.0
1.0,0.0,266.0,50.0,40.0,0.2,0.2,986.0,7095.0,2.0,6343.0,1724179.0,97.0
15.0,15.0,419.0,189.0,62.0,0.2,0.2,322341.0,310319.0,2.4,5333.0,1825789.0,97.0
4.0,1.0,4855.0,922.0,121.0,1.8,3.81,2486203.0,62381.0,1.0,240.0,1036099.0,77.0
0.0,0.0,2351.0,180.0,98.0,0.2,0.2,51956.0,50448.0,1.8,687.0,1769155.0,89.0
2.0,0.0,977.0,119.0,88.0,1.6,2.2,229909.0,44485.0,2.6,458.0,1053327.0,90.0
28.0,16.0,3269.0,431.0,269.0,2.59,7.39,503221.0,204217.0,5.4,150.0,1534435.0,81.0
1.0,0.0,255.0,28.0,26.0,0.4,0.6,104467.0,22583.0,2.0,454.0,1746654.0,90.0
10.0,0.0,1113.0,83.0,124.0,1.2,3.2,129474.0,140520.0,2.2,122.0,1533229.0,91.0
10.0,4.0,2685.0,362.0,243.0,2.79,1.0,765585.0,659609.0,144.0,84.0,16.0,0.0
1.0,0.0,2678.0,165.0,134.0,0.2,0.2,7384.0,66002.0,2.0,1834.0,1112656.0,91.0
5.0,1.0,1259.0,183.0,171.0,3.2,1.0,103477.0,6816.0,1.4,5299.0,1860629.0,91.0
3.0,1.0,494.0,58.0,43.0,2.2,2.2,196572.0,50883.0,2.4,11075.0,1873811.0,87.0
44.0,59.0,5763.0,262.0,205.0,0.4,0.4,152480.0,57054.0,1.5,142.0,1071472.0,84.0
30.0,41.0,3447.0,298.0,226.0,2.4,2.2,202350.0,106970.0,3.6,191.0,1053651.0,84.0
29.0,38.0,486.0,50.0,46.0,2.2,2.2,125028.0,61574.0,2.6,10805.0,1870795.0,86.0
1.0,0.0,1763.0,72.0,61.0,0.8,1.2,4240.0,9021.0,1.4,1345.0,1746206.0,94.0
1.0,0.0,1266.0,242.0,97.0,1.4,4.4,736445.0,228457.0,2.6,486.0,1757878.0,91.0
17.0,13.0,4231.0,893.0,481.0,0.6,0.8,103959.0,65253.0,3.2,608.0,1540382.0,85.0
67.0,63.0,5337.0,234.0,146.0,6.4,18.0,141332.0,43164.0,5.6,316.0,1543805.0,68.0
2.0,0.0,260.0,41.0,37.0,0.2,0.2,3108.0,4041.0,1.6,472.0,1747073.0,92.0
5.0,1.0,2410.0,176.0,150.0,0.6,0.6,74357.0,96317.0,2.2,170.0,1065320.0,86.0
20.0,2.0,1169.0,194.0,195.0,0.4,0.8,312017.0,259833.0,227.0,86.0,13.0,0.0
70.0,92.0,4371.0,237.0,203.0,1.2,1.0,205153.0,71432.0,1.0,131.0,1003590.0,83.0
3.0,0.0,2271.0,199.0,284.0,0.6,0.6,189869.0,199051.0,3.2,294.0,1047448.0,86.0
0.0,0.0,181.0,10.0,15.0,0.2,0.2,5478.0,46886.0,1.0,7854.0,1874812.0,98.0
2.0,0.0,2166.0,87.0,78.0,0.6,0.6,25562.0,73636.0,2.4,4718.0,1727878.0,94.0
32.0,43.0,1579.0,171.0,601.0,0.2,0.2,24849.0,93532.0,2.8,1334.0,1704886.0,92.0
13.0,11.0,1092.0,85.0,46.0,0.6,3.0,23660.0,15429.0,2.2,4908.0,1673408.0,95.0
1.0,1.0,857.0,90.0,44.0,0.2,0.2,46735.0,82746.0,1.0,6709.0,1818845.0,96.0
1.0,1.0,809.0,33.0,28.0,0.4,0.4,7506.0,3989.0,1.0,4950.0,1828000.0,97.0
15.0,1.0,4171.0,681.0,474.0,9.2,4.0,446678.0,105973.0,6.8,964.0,1539776.0,70.0
11.0,15.0,188.0,15.0,41.0,0.2,0.2,2710.0,8658.0,1.0,3557.0,1847944.0,98.0
7.0,0.0,273.0,62.0,32.0,0.2,0.2,115125.0,10672.0,1.4,1653.0,1774815.0,97.0
10.0,1.0,4521.0,213.0,164.0,0.6,0.6,158060.0,198081.0,3.0,1082.0,1378862.0,88.0
1.0,0.0,1927.0,73.0,68.0,0.8,1.4,5096.0,9534.0,2.2,2957.0,1706870.0,96.0
1.0,0.0,267.0,87.0,44.0,0.2,0.2,289921.0,232622.0,3.2,702.0,1727416.0,95.0
13.0,1.0,4124.0,286.0,122.0,11.02,33.67,186591.0,25774.0,1.7,221.0,1080034.0,60.0
