,21,22,23,24,26,27,28,29,31,32,33,"2,24,16,3","2,27,16,3","2,31,16,3","2,32,16,3","2,30,15,3","2,30,7,3","2,37,15,3","2,27,8,3","2,31,8,3","2,32,14,3","2,21,6,3","2,22,6,3","2,23,6,3","2,26,6,3","2,28,6,3","2,29,6,3","2,2,24,16,3,6,3","2,2,27,16,3,6,3","2,2,30,16,3,6,3","2,2,31,16,3,6,3","2,2,33,16,3,6,3","2,2,37,6,3,6,3","2,2,38,6,3,6,3","2,2,32,16,3,6,3","2,2,27,8,3,6,3","2,2,31,8,3,6,3","2,2,32,14,3,6,3",39
10,107.0,57.0,106.0,172.0,6.0,255.0,26.0,28.0,280.0,957.0,264.0,0.12196683054066568,0.882110681751617,0.9107517669183609,0.8297872480612909,0.005917159763313609,-0.6019998676776046,0.0055248618784530384,-0.8623036078310824,-0.9217395798793158,6.863803391452954,0.6929347826086957,0.9030100334448161,0.9177142857142858,0.010018552875695731,0.0,0.8967391304347827,0.01487590775213545,0.7781192548603025,0.44145207782117635,0.8294687809449164,0.9076507557637133,0.028144477146814364,0.0038321995464852886,0.6885468770451303,0.7450608810274273,0.85043085031915,0.9589725077002607,0.0
11,87.0,41.0,76.0,165.0,7.0,148.0,45.0,19.0,171.0,327.0,152.0,0.1034639301840479,0.10676526299765697,0.12923459232067758,0.02740054809412769,0.007142857142857143,0.9802396594403116,0.005319148936170213,-0.9410263090291437,0.21510526876214117,5.7899601708972535,0.2536231884057971,0.24749163879598662,0.3977142857142857,0.01484230055658627,0.44302134646962243,0.13043478260869568,0.010704784849129532,0.01139882138295886,0.05278951545820466,0.016701579852291735,0.01524515647210663,0.16853185595567863,0.20036281179138338,0.0007507900358586045,0.8877634850240685,0.044813984429897404,0.30469896890448633,0.0
12,84.0,43.0,70.0,123.0,8.0,151.0,45.0,19.0,173.0,332.0,176.0,0.02182041721112317,0.11845736080094872,0.13741803464609442,0.028953432572242442,0.00684931506849315,0.9964691731217737,0.0055248618784530384,0.9793545963764285,-0.9775269404025313,5.805134968916488,0.1955389492753623,0.31772575250836116,0.3142857142857143,0.02040816326530612,0.44302134646962243,0.13043478260869568,0.00047613060726748,0.014032146327926143,0.09399469991114136,0.01888371624599521,0.05360363890788584,0.028144477146814364,0.008669890149937553,0.0008383012577153896,0.9617518645738158,0.9566870691233963,0.3131711649523681,0.0
13,80.0,36.0,69.0,127.0,7.0,128.0,53.0,18.0,147.0,240.0,133.0,0.02763872350363837,0.040234594076257194,0.04515830437798905,0.007241485680823894,0.008064516129032258,-0.9956869868891794,0.00546448087431694,-0.6928958219201651,-0.7931364191664784,5.480638923341991,0.12126358695652173,0.08653846153846151,0.30104761904761906,0.01484230055658627,0.7004926108374385,0.06340579710144933,0.0007638990369105718,0.0016188225604811906,0.0030259568720676874,0.0020392724542951054,0.0034700564789140343,0.055782981301939,0.10006247396917951,5.24391148655775e-05,0.4802253945498701,0.6292655471359523,0.13683576185924862,1.0
14,113.0,48.0,98.0,208.0,9.0,203.0,33.0,23.0,216.0,613.0,183.0,0.24330195553188858,0.40456969396206166,0.3633185424726124,0.2136994043436511,0.006622516556291391,0.20214988141565363,0.0051813471502590676,-0.35907242107165305,-0.7179850839697136,6.418364935936212,0.842391304347826,0.5079431438127091,0.7622857142857143,0.026716141001855286,0.13563218390804596,0.4347826086956522,0.05919584156564106,0.16367663727255624,0.14109259010017108,0.13200036330442347,0.07247746373200435,0.3475900365340042,0.5669731434240366,0.045667435416831284,0.12722423692659107,0.5153799726074625,0.6740967792059291,2.0
15,85.0,40.0,72.0,139.0,5.0,132.0,50.0,18.0,159.0,260.0,150.0,0.04741108548137475,0.052023002788133946,0.08402977067957433,0.010819083756384308,0.007407407407407408,0.08836868610400143,0.005235602094240838,0.9985900724399912,-0.34249477911590703,5.560681631015528,0.21467391304347827,0.21362876254180602,0.3413333333333333,0.005936920222634509,0.5990147783251232,0.06340579710144933,0.002247811026522223,0.0027063928190941924,0.02909423740640384,0.00706100236046185,0.01342151832372777,0.2676895333964612,0.20036281179138338,0.00011705257332765879,0.9999967884300076,0.11604827462073582,0.1793898757195831,2.0
16,84.0,42.0,76.0,156.0,7.0,151.0,44.0,19.0,179.0,339.0,157.0,0.08187724930103282,0.11845736080094872,0.16312571481681326,0.031207406129948087,0.006993006993006993,-0.9983453608739179,0.0053475935828877,0.9793545963764285,-0.9974960526543551,5.82600010738045,0.1955389492753623,0.28219063545150497,0.3977142857142857,0.01484230055658627,0.4137931034482759,0.13043478260869568,0.006703883953103477,0.014032146327926143,0.07148504490653713,0.02660999883449629,0.020568171246061213,0.14083654566397188,0.14564348188254922,0.0009739021973595214,0.9617518645738158,0.9962386224801162,0.32485652589609515,0.0
17,95.0,46.0,76.0,162.0,11.0,162.0,42.0,20.0,175.0,381.0,172.0,0.09599860968307583,0.1654548173676061,0.1457928938956442,0.04679562835975268,0.0064516129032258064,-0.8733119827746476,0.005434782608695652,0.20648222933781113,0.5984842190140996,5.9427993751267,0.4184782608695653,0.4293478260869565,0.3977142857142857,0.04155844155844156,0.3573070607553367,0.20108695652173914,0.009215733061083538,0.027375296590147886,0.18857187135170522,0.02125556791046657,0.04464252177771503,0.07326587144553123,0.14564348188254922,0.002189830833584089,0.04047654679416933,0.3576136088069735,0.3910432741255119,3.0
18,84.0,44.0,77.0,150.0,5.0,152.0,44.0,19.0,175.0,344.0,177.0,0.06880141916084967,0.12245958182233606,0.1457928938956442,0.032875456465090075,0.006993006993006993,-0.9983453608739179,0.00546448087431694,0.35904428689111606,0.5984842190140996,5.840641657373398,0.1955389492753623,0.3540969899665552,0.41228571428571426,0.005936920222634509,0.4137931034482759,0.13043478260869568,0.00473363527854693,0.01499634918010142,0.07148504490653713,0.02125556791046657,0.05604109859112881,0.055782981301939,0.03525197834235736,0.0010807956377880327,0.12720392804421793,0.3576136088069735,0.3330814458221827,2.0
19,102.0,51.0,108.0,193.0,10.0,212.0,31.0,24.0,219.0,663.0,184.0,0.18714519698840376,0.47215013434993947,0.3829472139248251,0.27194774512193554,0.006172839506172839,-0.9784503507933796,0.005235602094240838,-0.057472430847665464,0.6125720663156844,6.4967749901858625,0.5746150362318841,0.6321070234113713,0.9584761904761906,0.03376623376623377,0.09359605911330052,0.519927536231884,0.035023324755828436,0.2229257493666659,0.2963320554519881,0.14664856865278578,0.07553861102970777,0.2676895333964612,0.42205793882178744,0.07395557607690521,0.0009398042827976124,0.37472327726519483,0.7228574454875365,1.0
20,88.0,40.0,79.0,183.0,7.0,176.0,38.0,21.0,200.0,462.0,150.0,0.15423749255436697,0.23521762690734976,0.26753189083407986,0.08808750539433517,0.007246376811594203,-0.2280522595008612,0.005291005291005291,0.9974939203271522,0.48718767500700594,6.135564891081739,0.2734375,0.21362876254180602,0.44199999999999995,0.01484230055658627,0.2522167487684729,0.2753623188405797,0.0237892041094584,0.05532733200792519,0.042257715624817886,0.07157331261325803,0.01342151832372777,0.19887911449205714,0.3382965431070388,0.0077594086065970284,0.9977973775953177,0.23643864347070184,0.503151177218542,1.0
21,90.0,48.0,81.0,144.0,9.0,150.0,44.0,19.0,173.0,333.0,200.0,0.056730906560916367,0.11450779981768931,0.13741803464609442,0.02926968480468462,0.00641025641025641,-0.8817846188147811,0.005405405405405406,0.6992508064783751,-0.9775269404025313,5.808142489980444,0.3137454710144928,0.5079431438127091,0.4724761904761905,0.026716141001855286,0.4137931034482759,0.13043478260869568,0.003218395759223422,0.013112036219088009,0.20194878607769395,0.01888371624599521,0.13947003071422553,0.09324298469387757,0.20036281179138338,0.0008567144485655859,0.48911855652638897,0.9566870691233963,0.31485291806838656,3.0
22,82.0,41.0,70.0,155.0,7.0,148.0,45.0,19.0,172.0,328.0,152.0,0.07962642400204316,0.10676526299765697,0.1333025246748955,0.027707360502223374,0.007246376811594203,-0.2280522595008612,0.0053475935828877,-0.9410263090291437,-0.7055510066862999,5.793013608384143,0.1579483695652174,0.24749163879598662,0.3142857142857143,0.01484230055658627,0.44302134646962243,0.13043478260869568,0.0063403673993531525,0.01139882138295886,0.042257715624817886,0.017769563084701127,0.01524515647210663,0.14083654566397188,0.20036281179138338,0.0007676978260001679,0.8877634850240685,0.49762930567774116,0.3064019423165145,0.0
23,94.0,49.0,87.0,159.0,10.0,157.0,43.0,20.0,179.0,363.0,203.0,0.08880472491797121,0.14327279347029476,0.16312571481681326,0.039668852754538075,0.006329113924050633,0.7958240965274552,0.00546448087431694,0.9968309933617175,-0.9974960526543551,5.8944028342648505,0.39707880434782605,0.548494983277592,0.5684761904761905,0.03376623376623377,0.38522167487684733,0.20108695652173914,0.007886279167756534,0.020527093348781736,0.23064137020889794,0.02660999883449629,0.15508679166811717,0.055782981301939,0.17184408840066667,0.001573617878861223,0.9964683979711362,0.9962386224801162,0.3634589625740221,3.0
24,107.0,53.0,108.0,211.0,11.0,219.0,31.0,25.0,228.0,704.0,198.0,0.2555587311316404,0.5288399441152611,0.4451343403805988,0.32675538148748307,0.005952380952380952,-0.9971732887740798,0.005263157894736842,0.6125720663156844,-0.23238842122852268,6.556778356158042,0.6929347826086957,0.7190635451505016,0.9584761904761906,0.04155844155844156,0.09359605911330052,0.6086956521739131,0.06531026505761404,0.27967168649183255,0.4181473187459053,0.1981445809860708,0.1297602173572349,0.2319182825484767,0.5160516451478553,0.1067690793310306,0.37481900870963164,0.05257006849244809,0.7605714911856944,2.0
25,97.0,47.0,88.0,183.0,7.0,197.0,33.0,23.0,214.0,596.0,201.0,0.15423749255436697,0.36271751836141025,0.35053196570428335,0.1959280663568314,0.006756756756756757,-0.3383333943242765,0.005208333333333333,-0.6055518643146514,0.9317114137542325,6.390240667065349,0.4619565217391305,0.46822742474916385,0.5851428571428572,0.01484230055658627,0.13563218390804596,0.4347826086956522,0.0237892041094584,0.13156399812626,0.11131785548123115,0.12287265898050888,0.1445323930188166,0.3062332523036914,0.10006247396917951,0.03838780718632693,0.3662229809971892,0.8689656873905868,0.6567514776108438,0.0
26,105.0,51.0,93.0,160.0,7.0,217.0,30.0,24.0,240.0,703.0,208.0,0.09117283726332337,0.5122662142785775,0.5360319308509128,0.3253396586106405,0.006060606060606061,0.9977972794498907,0.005319148936170213,-0.9736420181192547,0.32578130553514806,6.555356891810665,0.6449275362318841,0.6321070234113713,0.6713333333333333,0.01484230055658627,0.07356321839080462,0.519927536231884,0.008312486254644444,0.26241667429130555,0.3535180025021164,0.2873302308917578,0.18412232312743626,0.16853185595567863,0.048242984693877694,0.10584589346488811,0.9505370944520553,0.1048473140323264,0.759674045544116,0.0
27,87.0,42.0,76.0,159.0,5.0,155.0,42.0,19.0,184.0,362.0,157.0,0.08880472491797121,0.1347856925350095,0.1859078786689627,0.03929295799554305,0.007246376811594203,-0.2280522595008612,0.005291005291005291,-0.48716134980334147,-0.21513470736462095,5.891644211825771,0.2536231884057971,0.28219063545150497,0.3977142857142857,0.005936920222634509,0.3573070607553367,0.13043478260869568,0.007886279167756534,0.018167182912142112,0.042257715624817886,0.034561739351193756,0.020568171246061213,0.19887911449205714,0.14564348188254922,0.0015439365480395104,0.2361821231146792,0.044826686092737586,0.361893440498422,0.0
28,92.0,42.0,69.0,153.0,8.0,140.0,48.0,18.0,165.0,290.0,151.0,0.07521115624455939,0.07783176884777453,0.10581063776504697,0.017315399238472015,0.007246376811594203,-0.2280522595008612,0.005025125628140704,-0.19781357400426822,-0.06633693633562374,5.66988092298052,0.3549592391304348,0.28219063545150497,0.30104761904761906,0.02040816326530612,0.5346469622331692,0.06340579710144933,0.005656718023643522,0.006057784241973405,0.042257715624817886,0.011195891064245985,0.014312783481418146,0.6571052719910683,0.6768420059350276,0.00029982305078767724,0.03695358695846375,0.0028252920245780554,0.23843990194964748,1.0
29,105.0,54.0,108.0,234.0,12.0,215.0,31.0,24.0,226.0,687.0,228.0,0.3616437165186983,0.49599519247563617,0.43088060267932055,0.303231185699683,0.005952380952380952,-0.9971732887740798,0.005291005291005291,0.19778402522372224,0.9811113543339269,6.532334292222349,0.6449275362318841,0.7637959866220736,0.9584761904761906,0.05009276437847866,0.09359605911330052,0.519927536231884,0.13078617769745657,0.24601123095894337,0.4181473187459053,0.1856580937652945,0.3457758891956798,0.19887911449205714,0.42205793882178744,0.09194915198083563,0.036941836632002525,0.9637275938570913,0.7451657578019382,2.0
30,104.0,50.0,106.0,209.0,10.0,207.0,32.0,23.0,223.0,635.0,220.0,0.24734857582962824,0.43388238688539527,0.40996816541077735,0.23820621623913568,0.006329113924050633,0.7958240965274552,0.005319148936170213,0.9410365074429887,-0.9985916721566993,6.453624998892692,0.6212635869565218,0.5898829431438128,0.9177142857142858,0.03376623376623377,0.1142857142857143,0.4347826086956522,0.061181317964945324,0.18825392564936783,0.23064137020889794,0.1680738966502785,0.2713852654642346,0.16853185595567863,0.23123340535193704,0.05674220145496587,0.8877827790771412,0.9984317910255991,0.6959506079826863,2.0
31,93.0,44.0,90.0,166.0,10.0,153.0,44.0,19.0,170.0,348.0,143.0,0.1060135581963896,0.12651481162382572,0.12521396096938842,0.03424528749284452,0.00641025641025641,-0.8817846188147811,0.005154639175257732,-0.5913696841443247,0.9379947521194415,5.8522024797744745,0.3759057971014492,0.3540969899665552,0.6190476190476191,0.03376623376623377,0.4137931034482759,0.13043478260869568,0.011238874521459281,0.016005997560212107,0.20194878607769395,0.015678536021643527,0.008234252164661426,0.39180069534739115,0.5160516451478553,0.0011727397154675733,0.3491595874642661,0.8807470748302891,0.33959034660370424,3.0
32,89.0,45.0,81.0,246.0,43.0,155.0,44.0,20.0,200.0,347.0,177.0,0.42599744332855927,0.1347856925350095,0.26753189083407986,0.03389985762151318,0.00625,0.21942525837900473,0.00546448087431694,-0.48716134980334147,0.48718767500700594,5.849324779946859,0.2934782608695652,0.391304347826087,0.4724761904761905,0.6827458256029685,0.4137931034482759,0.20108695652173914,0.18147382172246898,0.018167182912142112,0.2620487235830646,0.07157331261325803,0.05604109859112881,0.055782981301939,0.12172741247859706,0.0011492003467588653,0.2361821231146792,0.23643864347070184,0.33796895917786207,3.0
33,98.0,40.0,77.0,171.0,6.0,172.0,37.0,21.0,197.0,457.0,141.0,0.11922898474439941,0.21409967289746518,0.2511827555849299,0.08506758639619018,0.007194244604316547,0.6960801312247415,0.005025125628140704,-0.7055510066862999,-0.6055518643146514,6.124683390894204,0.48403532608695643,0.21362876254180602,0.41228571428571426,0.010018552875695731,0.22758620689655176,0.2753623188405797,0.01421555080318022,0.04583866993480158,0.04733941579349278,0.06309277670323864,0.007056678873281222,0.6571052719910683,0.42205793882178744,0.00723649425527328,0.4980151988902825,0.3661474956220185,0.4967274542932423,0.0
34,106.0,53.0,98.0,203.0,11.0,220.0,30.0,25.0,228.0,710.0,214.0,0.22364598077925948,0.5372411964011921,0.4451343403805988,0.33533449981338137,0.005988023952095809,-0.47555018687189876,0.005319148936170213,0.9960851708717215,-0.23238842122852268,6.5652649700353605,0.6688179347826088,0.7190635451505016,0.7622857142857143,0.04155844155844156,0.07356321839080462,0.6086956521739131,0.050017524718716885,0.28862810311058423,0.3957391147839252,0.1981445809860708,0.22442327421413288,0.16853185595567863,0.26448979591836774,0.11244922676509067,0.9949742925972158,0.05257006849244809,0.765933588255475,1.0
35,89.0,35.0,70.0,138.0,7.0,126.0,53.0,17.0,147.0,237.0,112.0,0.04562549879962294,0.034609618524522684,0.04515830437798905,0.006753335200549659,0.0078125,0.7210377105017316,0.005025125628140704,0.9439841391523142,-0.7931364191664784,5.468060141135131,0.2934782608695652,0.05685618729096992,0.3142857142857143,0.01484230055658627,0.7004926108374385,0.0,0.0020816861407143934,0.0011978256944129837,0.008981306997417154,0.0020392724542951054,3.746921291309061e-05,0.6571052719910683,0.73586052107918,4.560753633098311e-05,0.893368073277573,0.6292655471359523,0.1302044435063061,3.0
36,90.0,48.0,85.0,157.0,11.0,161.0,43.0,20.0,175.0,375.0,186.0,0.08415711710674081,0.16090681515634947,0.1457928938956442,0.04434321348448434,0.005988023952095809,-0.47555018687189876,0.005405405405405406,-0.7117747556357236,0.5984842190140996,5.926926025970411,0.3137454710144928,0.5079431438127091,0.5357142857142857,0.04155844155844156,0.38522167487684733,0.20108695652173914,0.007082420359717684,0.025891003163759616,0.3957391147839252,0.02125556791046657,0.08195662992814172,0.09324298469387757,0.20036281179138338,0.001966320582130554,0.5068822348584305,0.3576136088069735,0.38197117049758056,3.0
37,102.0,52.0,98.0,225.0,10.0,214.0,31.0,24.0,228.0,682.0,199.0,0.3175127897955802,0.48797232523188294,0.4451343403805988,0.2965297352064051,0.006097560975609756,0.5949327780232085,0.0053475935828877,0.9317114137542325,-0.23238842122852268,6.5250296578434615,0.5746150362318841,0.6751672240802675,0.7622857142857143,0.03376623376623377,0.09359605911330052,0.519927536231884,0.10081437168377225,0.23811699019221055,0.3336589972604337,0.1981445809860708,0.13454694142509285,0.14083654566397188,0.23123340535193704,0.08792988386158071,0.8702282472928832,0.05257006849244809,0.7405732198536756,1.0
38,89.0,44.0,82.0,136.0,6.0,149.0,45.0,19.0,170.0,332.0,168.0,0.04213121361095695,0.11061055013058353,0.12521396096938842,0.028953432572242442,0.006944444444444444,-0.49102159389846933,0.005319148936170213,-0.22374095013558368,0.9379947521194415,5.805134968916488,0.2934782608695652,0.3540969899665552,0.488,0.010018552875695731,0.44302134646962243,0.13043478260869568,0.0017750391603320835,0.012234693800190332,0.07854513019315866,0.015678536021643527,0.0368527255026372,0.16853185595567863,0.14564348188254922,0.0008383012577153896,0.047940331978286566,0.8807470748302891,0.3131711649523681,1.0
39,96.0,46.0,74.0,202.0,5.0,163.0,39.0,20.0,185.0,408.0,191.0,0.21982890798654356,0.1700593157787086,0.19061589594000644,0.05882041129699899,0.006711409395973154,-0.9746486480944947,0.00510204081632653,0.9349004048997503,-0.9380052012169503,6.0112671744041615,0.44010416666666663,0.4293478260869565,0.3691428571428571,0.005936920222634509,0.277504105090312,0.20108695652173914,0.04832474878655622,0.02892017088312252,0.12072117638408579,0.03633441978501136,0.09983629702761776,0.4889479337441348,0.3789156210953772,0.0034598407851481267,0.8762118678781029,0.8807667330523073,0.4304527627272716,0.0
40,92.0,37.0,75.0,184.0,6.0,154.0,42.0,19.0,184.0,363.0,127.0,0.15737188026928736,0.13062339894739206,0.1859078786689627,0.039668852754538075,0.007633587786259542,-0.8116033871367004,0.005050505050505051,-0.9980810948185003,-0.21513470736462095,5.8944028342648505,0.3549592391304348,0.11705685618729095,0.3833333333333333,0.010018552875695731,0.3573070607553367,0.13043478260869568,0.024765908699490906,0.017062472352569545,0.015943869601954912,0.034561739351193756,0.0017606996828803073,0.5980056814969756,0.4677582908163265,0.001573617878861223,0.9989752329510879,0.044826686092737586,0.3634589625740221,0.0
41,100.0,46.0,104.0,184.0,9.0,197.0,34.0,23.0,222.0,578.0,198.0,0.15737188026928736,0.36271751836141025,0.4031210916739539,0.17818483520862405,0.006802721088435374,0.6090440218832924,0.005291005291005291,-0.6055518643146514,-0.49489841458940237,6.359573868672377,0.5288722826086957,0.4293478260869565,0.8777142857142858,0.026716141001855286,0.15763546798029557,0.4347826086956522,0.024765908699490906,0.13156399812626,0.10241433425008734,0.16250661455240034,0.1297602173572349,0.19887911449205714,0.26448979591836774,0.03174983549832451,0.3662229809971892,0.24403277694337977,0.637924913537931,2.0
42,105.0,55.0,96.0,181.0,9.0,219.0,30.0,25.0,231.0,713.0,216.0,0.14807073823787012,0.5288399441152611,0.4669886484969345,0.3396788185391987,0.005714285714285714,-0.8011345951780408,0.0053475935828877,0.6125720663156844,0.09280621889587708,6.569481420414296,0.6449275362318841,0.8093645484949834,0.7253333333333334,0.026716141001855286,0.07356321839080462,0.6086956521739131,0.02192494352230784,0.27967168649183255,0.6014920118550617,0.21807839782499344,0.23929847006844765,0.14083654566397188,0.17184408840066667,0.11538169976418586,0.37481900870963164,0.007049669952821755,0.76860024702806,1.0
43,103.0,49.0,107.0,179.0,12.0,208.0,32.0,24.0,214.0,644.0,183.0,0.1420387709397327,0.44139016223302274,0.35053196570428335,0.24873506163053452,0.006289308176100629,0.9395197317131483,0.005235602094240838,0.7931180595679168,0.9317114137542325,6.467698726104353,0.5978260869565218,0.548494983277592,0.9380000000000001,0.05009276437847866,0.1142857142857143,0.519927536231884,0.02017501245006984,0.19482527531609414,0.2459957738030775,0.12287265898050888,0.07247746373200435,0.2676895333964612,0.3789156210953772,0.061869130884345806,0.6299329380530424,0.8689656873905868,0.7047067923501431,1.0
44,97.0,41.0,88.0,184.0,9.0,175.0,38.0,21.0,192.0,459.0,147.0,0.15737188026928736,0.22984694237858416,0.22502036801471142,0.08626767031184245,0.007142857142857143,0.9802396594403116,0.00510204081632653,0.5984842190140996,-0.9348897059372352,6.129050210060545,0.4619565217391305,0.24749163879598662,0.5851428571428572,0.026716141001855286,0.2522167487684729,0.2753623188405797,0.024765908699490906,0.05282961692078419,0.05278951545820466,0.05063416602147616,0.010982286378601276,0.4889479337441348,0.6205581007913371,0.007442110941032742,0.35766894701996643,0.8749151531886473,0.49930396768097185,2.0
