,21,22,23,24,25,"2,21,16,3","2,22,16,3","2,23,16,3","2,24,16,3","2,21,19,25,3","2,22,19,25,3",26
61,2.0,0.0,0.0,1.0,157.7,0.001953125,0.0,0.0,1.0,0.08468023411910003,0.0,0.0
62,13.0,8.0,1.0,0.0,0.0,0.536376953125,0.125,1.0,0.0,0.0,0.0,1.0
63,14.0,15.0,1.0,0.0,0.0,0.669921875,0.823974609375,1.0,0.0,0.0,0.0,1.0
64,7.0,1.0,1.0,1.0,1.6,0.083740234375,0.000244140625,1.0,1.0,0.003007034312409386,0.00042957633034419805,1.0
65,7.0,15.0,0.0,0.0,0.8,0.083740234375,0.823974609375,0.0,0.0,0.001503517156204693,0.003221822477581485,1.0
66,4.0,5.0,0.0,1.0,11.2,0.015625,0.030517578125,0.0,1.0,0.012028137249637543,0.01503517156204693,0.0
67,7.0,16.0,0.0,1.0,25.5,0.083740234375,1.0,0.0,1.0,0.04792460935402459,0.10954196423777049,0.0
68,12.0,4.0,1.0,1.0,0.0,0.421875,0.015625,1.0,1.0,0.0,0.0,1.0
69,10.0,3.0,1.0,1.0,11.1,0.244140625,0.006591796875,1.0,1.0,0.029801857917628738,0.00894055737528862,0.0
70,0.0,7.0,0.0,1.0,27.8,0.0,0.083740234375,0.0,1.0,0.0,0.05224722117811308,0.0
71,7.0,15.0,0.0,1.0,20.3,0.083740234375,0.823974609375,0.0,1.0,0.038151747838694086,0.08175374536863018,1.0
72,11.0,10.0,1.0,0.0,0.9,0.324951171875,0.244140625,1.0,0.0,0.0026580035440047253,0.002416366858186114,1.0
73,10.0,13.0,1.0,1.0,0.0,0.244140625,0.536376953125,1.0,1.0,0.0,0.0,1.0
74,11.0,7.0,1.0,0.0,0.6,0.324951171875,0.083740234375,1.0,0.0,0.0017720023626698167,0.00112763786715352,1.0
75,3.0,2.0,1.0,0.0,0.5,0.006591796875,0.001953125,1.0,0.0,0.0004027278096976856,0.00026848520646512375,1.0
76,10.0,7.0,0.0,0.0,10.5,0.244140625,0.083740234375,0.0,0.0,0.028190946678837994,0.019733662675186597,1.0
77,7.0,9.0,0.0,1.0,92.4,0.083740234375,0.177978515625,0.0,1.0,0.17365623154164206,0.22327229769639692,0.0
78,4.0,7.0,0.0,1.0,40.8,0.015625,0.083740234375,0.0,1.0,0.04381678569510819,0.07667937496643934,0.0
79,2.0,3.0,0.0,1.0,61.3,0.001953125,0.006591796875,0.0,1.0,0.03291628631262417,0.049374429468936255,0.0
80,10.0,12.0,0.0,1.0,3.8,0.244140625,0.421875,0.0,1.0,0.010202437845674702,0.012242925414809641,1.0
81,9.0,1.0,1.0,0.0,0.5,0.177978515625,0.000244140625,1.0,0.0,0.001208183429093057,0.00013424260323256188,1.0
82,15.0,6.0,1.0,0.0,0.0,0.823974609375,0.052734375,1.0,0.0,0.0,0.0,1.0
83,1.0,0.0,0.0,1.0,112.9,0.000244140625,0.0,0.0,1.0,0.030311979809912473,0.0,0.0
84,11.0,4.0,0.0,0.0,0.7,0.324951171875,0.015625,0.0,0.0,0.0020673360897814526,0.0007517585781023464,1.0
85,8.0,11.0,0.0,1.0,293.2,0.125,0.324951171875,0.0,1.0,0.6297589002845942,0.8659184878913171,0.0
86,6.0,13.0,1.0,1.0,0.0,0.052734375,0.536376953125,1.0,1.0,0.0,0.0,1.0
87,6.0,4.0,0.0,0.0,6.0,0.052734375,0.015625,0.0,0.0,0.009665467432744455,0.00644364495516297,1.0
88,1.0,12.0,0.0,0.0,0.5,0.000244140625,0.421875,0.0,0.0,0.00013424260323256188,0.0016109112387907424,1.0
89,0.0,7.0,0.0,0.0,0.0,0.0,0.083740234375,0.0,0.0,0.0,0.0,1.0
90,5.0,14.0,0.0,0.0,0.0,0.030517578125,0.669921875,0.0,0.0,0.0,0.0,1.0
91,2.0,13.0,1.0,1.0,0.0,0.001953125,0.536376953125,1.0,1.0,0.0,0.0,1.0
92,1.0,0.0,1.0,0.0,0.0,0.000244140625,0.0,1.0,0.0,0.0,0.0,1.0
93,10.0,4.0,0.0,0.0,3.9,0.244140625,0.015625,0.0,0.0,0.010470923052139827,0.004188369220855931,1.0
94,5.0,3.0,1.0,1.0,12.8,0.030517578125,0.006591796875,1.0,1.0,0.01718305321376792,0.010309831928260753,0.0
95,9.0,11.0,1.0,0.0,2.3,0.177978515625,0.324951171875,1.0,0.0,0.005557643773828062,0.00679267572356763,1.0
96,3.0,11.0,0.0,0.0,5.1,0.006591796875,0.324951171875,0.0,0.0,0.004107823658916393,0.015062020082693441,1.0
97,9.0,15.0,0.0,0.0,3.3,0.177978515625,0.823974609375,0.0,0.0,0.007974010632014175,0.013290017720023625,1.0
98,0.0,1.0,0.0,0.0,0.0,0.0,0.000244140625,0.0,0.0,0.0,0.0,1.0
99,9.0,0.0,0.0,1.0,147.2,0.177978515625,0.0,0.0,1.0,0.35568920152499595,0.0,0.0
100,4.0,16.0,0.0,0.0,11.2,0.015625,1.0,0.0,0.0,0.012028137249637543,0.04811254899855017,1.0
101,6.0,15.0,1.0,1.0,2.4,0.052734375,0.823974609375,1.0,1.0,0.003866186973097782,0.009665467432744455,1.0
102,15.0,7.0,1.0,1.0,6.8,0.823974609375,0.083740234375,1.0,1.0,0.027385491059442622,0.012779895827739892,1.0
103,12.0,8.0,1.0,1.0,1.1,0.421875,0.125,1.0,1.0,0.0035440047253396337,0.002362669816893089,1.0
104,16.0,10.0,0.0,0.0,10.8,1.0,0.244140625,0.0,0.0,0.04639424367717339,0.028996402298233366,1.0
105,10.0,2.0,1.0,1.0,8.0,0.244140625,0.001953125,1.0,1.0,0.0214788165172099,0.00429576330344198,1.0
106,15.0,11.0,1.0,1.0,16.2,0.823974609375,0.324951171875,1.0,1.0,0.06524190517102507,0.04784406379208505,1.0
107,7.0,14.0,0.0,0.0,0.7,0.083740234375,0.669921875,0.0,0.0,0.0013155775116791063,0.0026311550233582125,1.0
108,6.0,3.0,1.0,0.0,0.0,0.052734375,0.006591796875,1.0,0.0,0.0,0.0,1.0
109,9.0,9.0,1.0,0.0,7.0,0.177978515625,0.177978515625,1.0,0.0,0.016914568007302795,0.016914568007302795,1.0
110,4.0,14.0,0.0,1.0,3.2,0.015625,0.669921875,0.0,1.0,0.0034366106427535844,0.012028137249637545,1.0
111,10.0,15.0,1.0,1.0,8.4,0.244140625,0.823974609375,1.0,1.0,0.022552757343070395,0.03382913601460559,1.0
112,0.0,15.0,0.0,0.0,0.4,0.0,0.823974609375,0.0,0.0,0.0,0.0016109112387907424,1.0
113,16.0,11.0,1.0,1.0,30.5,1.0,0.324951171875,1.0,1.0,0.1310207807549804,0.09007678676904902,0.0
114,1.0,7.0,1.0,1.0,14.0,0.000244140625,0.083740234375,1.0,1.0,0.0037587928905117324,0.02631155023358213,1.0
115,3.0,9.0,1.0,1.0,11.5,0.006591796875,0.177978515625,1.0,1.0,0.00926273962304677,0.02778821886914031,1.0
116,1.0,2.0,0.0,1.0,45.7,0.000244140625,0.001953125,0.0,1.0,0.012269773935456156,0.024539547870912313,0.0
117,0.0,1.0,1.0,1.0,9.2,0.0,0.000244140625,1.0,1.0,0.0,0.0024700638994791385,1.0
118,5.0,13.0,1.0,0.0,0.0,0.030517578125,0.536376953125,1.0,0.0,0.0,0.0,1.0
119,13.0,7.0,1.0,1.0,7.3,0.536376953125,0.083740234375,1.0,1.0,0.025479246093540242,0.013719594050367824,1.0
120,7.0,6.0,0.0,1.0,31.4,0.083740234375,0.052734375,0.0,1.0,0.059013048381034196,0.05058261289802931,1.0
121,6.0,1.0,1.0,1.0,0.8,0.052734375,0.000244140625,1.0,1.0,0.0012887289910325941,0.00021478816517209902,1.0
122,9.0,14.0,1.0,0.0,0.0,0.177978515625,0.669921875,1.0,0.0,0.0,0.0,1.0
123,8.0,0.0,1.0,0.0,0.6,0.125,0.0,1.0,0.0,0.001288728991032594,0.0,1.0
124,12.0,1.0,0.0,0.0,0.0,0.421875,0.000244140625,0.0,0.0,0.0,0.0,1.0
125,13.0,1.0,0.0,1.0,30.8,0.536376953125,0.000244140625,0.0,1.0,0.10750147666863556,0.008269344359125812,0.0
126,11.0,10.0,0.0,0.0,1.7,0.324951171875,0.244140625,0.0,0.0,0.005020673360897814,0.0045642485099071034,1.0
127,5.0,15.0,1.0,1.0,8.7,0.030517578125,0.823974609375,1.0,1.0,0.011679106481232883,0.03503731944369865,1.0
128,15.0,1.0,1.0,1.0,2.3,0.823974609375,0.000244140625,1.0,1.0,0.00926273962304677,0.0006175159748697846,1.0
129,7.0,16.0,0.0,0.0,18.1,0.083740234375,1.0,0.0,0.0,0.03401707565913118,0.07775331579229984,1.0
130,3.0,8.0,0.0,0.0,2.2,0.006591796875,0.125,0.0,0.0,0.0017720023626698169,0.004725339633786178,1.0
131,5.0,0.0,0.0,0.0,12.2,0.030517578125,0.0,0.0,0.0,0.01637759759437255,0.0,1.0
132,9.0,4.0,0.0,0.0,1.5,0.177978515625,0.015625,0.0,0.0,0.0036245502872791708,0.0016109112387907424,1.0
133,15.0,14.0,1.0,0.0,0.0,0.823974609375,0.669921875,1.0,0.0,0.0,0.0,1.0
134,8.0,6.0,1.0,0.0,0.0,0.125,0.052734375,1.0,0.0,0.0,0.0,1.0
135,11.0,12.0,1.0,1.0,0.0,0.324951171875,0.421875,1.0,1.0,0.0,0.0,1.0
136,4.0,15.0,0.0,1.0,16.5,0.015625,0.823974609375,0.0,1.0,0.017720023626698167,0.06645008860011813,1.0
137,13.0,12.0,1.0,0.0,0.0,0.536376953125,0.421875,1.0,0.0,0.0,0.0,1.0
138,13.0,10.0,1.0,0.0,0.0,0.536376953125,0.244140625,1.0,0.0,0.0,0.0,1.0
139,8.0,2.0,0.0,0.0,0.0,0.125,0.001953125,0.0,0.0,0.0,0.0,1.0
140,7.0,13.0,1.0,0.0,0.0,0.083740234375,0.536376953125,1.0,0.0,0.0,0.0,1.0
141,3.0,6.0,1.0,0.0,0.0,0.006591796875,0.052734375,1.0,0.0,0.0,0.0,1.0
142,12.0,14.0,1.0,1.0,2.1,0.421875,0.669921875,1.0,1.0,0.0067658272029211194,0.00789346507007464,1.0
143,8.0,5.0,0.0,0.0,0.0,0.125,0.030517578125,0.0,0.0,0.0,0.0,1.0
144,12.0,7.0,0.0,1.0,5.9,0.421875,0.083740234375,0.0,1.0,0.019008752617730766,0.011088439027009612,1.0
145,5.0,8.0,1.0,1.0,5.1,0.030517578125,0.125,1.0,1.0,0.006846372764860656,0.010954196423777048,0.0
146,10.0,0.0,1.0,1.0,19.5,0.244140625,0.0,1.0,1.0,0.05235461526069913,0.0,1.0
147,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0
148,10.0,10.0,1.0,1.0,51.5,0.244140625,0.244140625,1.0,1.0,0.13826988132953874,0.13826988132953874,0.0
149,1.0,10.0,1.0,1.0,12.8,0.000244140625,0.244140625,1.0,1.0,0.0034366106427535844,0.03436610642753584,1.0
150,16.0,2.0,0.0,1.0,33.7,1.0,0.001953125,0.0,1.0,0.14476722332599473,0.01809590291574934,0.0
151,16.0,14.0,1.0,0.0,1.4,1.0,0.669921875,1.0,0.0,0.006014068624818771,0.005262310046716425,1.0
152,16.0,4.0,1.0,1.0,18.9,1.0,0.015625,1.0,1.0,0.08118992643505342,0.020297481608763355,1.0
153,9.0,7.0,0.0,0.0,12.3,0.177978515625,0.083740234375,0.0,0.0,0.0297213123556892,0.023116576276647156,1.0
154,4.0,1.0,1.0,0.0,0.0,0.015625,0.000244140625,1.0,0.0,0.0,0.0,1.0
155,12.0,5.0,0.0,1.0,1.4,0.421875,0.030517578125,0.0,1.0,0.004510551468614078,0.0018793964452558662,1.0
156,4.0,1.0,0.0,1.0,14.6,0.015625,0.000244140625,0.0,1.0,0.015679536057563226,0.0039198840143908065,0.0
157,2.0,2.0,0.0,0.0,1.5,0.001953125,0.001953125,0.0,0.0,0.0008054556193953712,0.0008054556193953712,1.0
158,14.0,12.0,1.0,1.0,0.0,0.669921875,0.421875,1.0,1.0,0.0,0.0,1.0
159,14.0,10.0,0.0,0.0,0.6,0.669921875,0.244140625,0.0,0.0,0.00225527573430704,0.0016109112387907424,1.0
160,6.0,6.0,1.0,0.0,1.0,0.052734375,0.052734375,1.0,0.0,0.0016109112387907424,0.0016109112387907424,1.0
161,12.0,15.0,1.0,0.0,0.0,0.421875,0.823974609375,1.0,0.0,0.0,0.0,1.0
162,3.0,2.0,1.0,1.0,3.9,0.006591796875,0.001953125,1.0,1.0,0.003141276915641948,0.0020941846104279654,1.0
163,16.0,2.0,1.0,0.0,7.5,1.0,0.001953125,1.0,0.0,0.032218224775814853,0.004027278096976857,1.0
164,8.0,3.0,0.0,1.0,49.8,0.125,0.006591796875,0.0,1.0,0.10696450625570529,0.04011168984588948,0.0
165,4.0,12.0,1.0,0.0,0.0,0.015625,0.421875,1.0,0.0,0.0,0.0,1.0
166,5.0,10.0,0.0,0.0,28.1,0.030517578125,0.244140625,0.0,0.0,0.03772217150834989,0.07544434301669978,0.0
167,0.0,2.0,0.0,1.0,16.6,0.0,0.001953125,0.0,1.0,0.0,0.00891370885464211,0.0
168,0.0,2.0,1.0,1.0,4.8,0.0,0.001953125,1.0,1.0,0.0,0.002577457982065188,1.0
169,11.0,9.0,1.0,0.0,0.6,0.324951171875,0.177978515625,1.0,0.0,0.0017720023626698167,0.0014498201149116682,1.0
170,3.0,9.0,1.0,0.0,1.5,0.006591796875,0.177978515625,1.0,0.0,0.001208183429093057,0.0036245502872791708,1.0
171,13.0,0.0,0.0,1.0,97.1,0.536376953125,0.0,0.0,1.0,0.3389088761209257,0.0,0.0
172,2.0,8.0,1.0,0.0,0.0,0.001953125,0.125,1.0,0.0,0.0,0.0,1.0
173,1.0,0.0,0.0,0.0,5.2,0.000244140625,0.0,0.0,0.0,0.0013961230736186435,0.0,1.0
174,12.0,0.0,0.0,0.0,1.1,0.421875,0.0,0.0,0.0,0.0035440047253396337,0.0,1.0
175,5.0,2.0,1.0,0.0,2.2,0.030517578125,0.001953125,1.0,0.0,0.0029533372711163615,0.0011813349084465446,1.0
176,16.0,6.0,0.0,0.0,3.7,1.0,0.052734375,0.0,0.0,0.015894324222735328,0.0059603715835257485,1.0
177,10.0,5.0,0.0,1.0,8.7,0.244140625,0.030517578125,0.0,1.0,0.023358212962465767,0.011679106481232883,1.0
178,7.0,11.0,1.0,1.0,2.6,0.083740234375,0.324951171875,1.0,1.0,0.004886430757665252,0.00767867690490254,1.0
179,12.0,2.0,1.0,1.0,0.0,0.421875,0.001953125,1.0,1.0,0.0,0.0,1.0
180,5.0,3.0,0.0,1.0,118.1,0.030517578125,0.006591796875,0.0,1.0,0.15854051441765557,0.09512430865059333,0.0
181,11.0,14.0,1.0,1.0,4.0,0.324951171875,0.669921875,1.0,1.0,0.011813349084465446,0.01503517156204693,1.0
182,1.0,7.0,0.0,1.0,106.5,0.000244140625,0.083740234375,0.0,1.0,0.02859367448853568,0.20015572141974977,0.0
183,9.0,5.0,1.0,0.0,0.0,0.177978515625,0.030517578125,1.0,0.0,0.0,0.0,1.0
184,5.0,16.0,1.0,0.0,7.3,0.030517578125,1.0,1.0,0.0,0.009799710035977016,0.03135907211512645,1.0
185,9.0,6.0,1.0,1.0,13.4,0.177978515625,0.052734375,1.0,1.0,0.03237931589969393,0.02158621059979595,1.0
186,3.0,3.0,0.0,1.0,180.7,0.006591796875,0.006591796875,0.0,1.0,0.14554583042474356,0.14554583042474356,0.0
187,14.0,4.0,1.0,1.0,0.0,0.669921875,0.015625,1.0,1.0,0.0,0.0,1.0
188,5.0,6.0,1.0,1.0,17.0,0.030517578125,0.052734375,1.0,1.0,0.02282124254953552,0.027385491059442622,1.0
189,11.0,4.0,1.0,0.0,0.0,0.324951171875,0.015625,1.0,0.0,0.0,0.0,1.0
190,12.0,12.0,0.0,1.0,22.9,0.421875,0.421875,0.0,1.0,0.07377973473661599,0.07377973473661599,0.0
191,15.0,11.0,1.0,0.0,0.0,0.823974609375,0.324951171875,1.0,0.0,0.0,0.0,1.0
192,7.0,0.0,1.0,0.0,3.1,0.083740234375,0.0,1.0,0.0,0.005826128980293185,0.0,1.0
193,6.0,8.0,1.0,1.0,0.8,0.052734375,0.125,1.0,1.0,0.0012887289910325941,0.0017183053213767922,1.0
194,15.0,13.0,1.0,1.0,0.0,0.823974609375,0.536376953125,1.0,1.0,0.0,0.0,1.0
195,7.0,8.0,1.0,0.0,0.0,0.083740234375,0.125,1.0,0.0,0.0,0.0,1.0
196,15.0,5.0,0.0,1.0,2.9,0.823974609375,0.030517578125,0.0,1.0,0.011679106481232883,0.0038930354937442946,1.0
197,3.0,6.0,0.0,1.0,35.0,0.006591796875,0.052734375,0.0,1.0,0.028190946678837994,0.05638189335767599,0.0
198,0.0,13.0,0.0,1.0,4.1,0.0,0.536376953125,0.0,1.0,0.0,0.014310261504591096,1.0
199,2.0,0.0,0.0,0.0,6.5,0.001953125,0.0,0.0,0.0,0.0034903076840466086,0.0,1.0
200,16.0,12.0,0.0,1.0,3.3,1.0,0.421875,0.0,1.0,0.014176018901358533,0.0106320141760189,1.0
201,6.0,5.0,1.0,0.0,0.0,0.052734375,0.030517578125,1.0,0.0,0.0,0.0,1.0
202,9.0,12.0,0.0,1.0,7.9,0.177978515625,0.421875,0.0,1.0,0.0190892981796703,0.025452397572893734,1.0
203,13.0,6.0,1.0,0.0,0.8,0.536376953125,0.052734375,1.0,0.0,0.002792246147237287,0.0012887289910325941,1.0
204,4.0,6.0,1.0,1.0,8.1,0.015625,0.052734375,1.0,1.0,0.00869892068947001,0.013048381034205013,1.0
205,10.0,14.0,1.0,0.0,0.0,0.244140625,0.669921875,1.0,0.0,0.0,0.0,1.0
206,7.0,10.0,1.0,0.0,4.9,0.083740234375,0.244140625,1.0,0.0,0.009209042581753746,0.013155775116791064,1.0
207,14.0,14.0,0.0,0.0,0.0,0.669921875,0.669921875,0.0,0.0,0.0,0.0,1.0
208,3.0,14.0,1.0,0.0,0.7,0.006591796875,0.669921875,1.0,0.0,0.0005638189335767597,0.0026311550233582125,1.0
209,15.0,8.0,0.0,0.0,0.0,0.823974609375,0.125,0.0,0.0,0.0,0.0,1.0
210,6.0,14.0,0.0,0.0,0.5,0.052734375,0.669921875,0.0,0.0,0.0008054556193953712,0.0018793964452558662,1.0
211,7.0,12.0,0.0,1.0,3.8,0.083740234375,0.421875,0.0,1.0,0.007141706491972291,0.012242925414809641,1.0
212,10.0,10.0,0.0,0.0,20.4,0.244140625,0.244140625,0.0,0.0,0.054770982118885245,0.054770982118885245,1.0
213,1.0,3.0,0.0,1.0,62.6,0.000244140625,0.006591796875,0.0,1.0,0.016807173924716746,0.05042152177415024,0.0
214,16.0,6.0,0.0,1.0,20.9,1.0,0.052734375,0.0,1.0,0.08978145304193738,0.033668044890726515,1.0
215,3.0,1.0,1.0,1.0,4.3,0.006591796875,0.000244140625,1.0,1.0,0.003463459163400096,0.001154486387800032,1.0
216,15.0,13.0,1.0,0.0,0.0,0.823974609375,0.536376953125,1.0,0.0,0.0,0.0,1.0
217,10.0,12.0,1.0,0.0,0.0,0.244140625,0.421875,1.0,0.0,0.0,0.0,1.0
218,9.0,12.0,1.0,0.0,0.0,0.177978515625,0.421875,1.0,0.0,0.0,0.0,1.0
219,2.0,16.0,1.0,0.0,1.3,0.001953125,1.0,1.0,0.0,0.0006980615368093217,0.005584492294474574,1.0
220,1.0,1.0,1.0,1.0,8.1,0.000244140625,0.000244140625,1.0,1.0,0.0021747301723675024,0.0021747301723675024,1.0
221,12.0,16.0,1.0,1.0,0.8,0.421875,1.0,1.0,1.0,0.0025774579820651883,0.0034366106427535844,1.0
222,8.0,14.0,1.0,1.0,6.8,0.125,0.669921875,1.0,1.0,0.014605595231702732,0.025559791655479783,1.0
223,4.0,10.0,1.0,0.0,8.5,0.015625,0.244140625,1.0,0.0,0.009128497019814207,0.02282124254953552,1.0
224,16.0,13.0,0.0,1.0,1.7,1.0,0.536376953125,0.0,1.0,0.007302797615851366,0.005933523062879234,0.0
