,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,"2,37,18,37,3","2,37,18,38,3","2,38,18,37,3","2,38,18,38,3","2,37,14,3","2,38,14,3",39
12,98.0,39.0,68.0,121.0,49.0,7.0,134.0,51.0,18.0,142.0,164.0,261.0,134.0,75.0,4.0,1.0,186.0,186.0,0.0,0.0,0.0,0.0,5.225746673713201,5.225746673713201,3.0
13,89.0,41.0,75.0,162.0,66.0,5.0,153.0,43.0,19.0,136.0,175.0,352.0,154.0,72.0,2.0,0.0,188.0,195.0,0.0,-7.0,7.0,0.0,5.236441962829949,5.272999558563747,0.0
14,92.0,45.0,74.0,187.0,74.0,7.0,157.0,41.0,19.0,143.0,179.0,375.0,183.0,70.0,8.0,6.0,195.0,201.0,0.0,-6.0,6.0,0.0,5.272999558563747,5.303304908059076,0.0
15,83.0,46.0,71.0,156.0,70.0,6.0,151.0,44.0,19.0,147.0,174.0,338.0,198.0,80.0,3.0,11.0,181.0,186.0,0.0,-5.0,5.0,0.0,5.198497031265825,5.225746673713201,0.0
16,109.0,54.0,103.0,205.0,63.0,11.0,222.0,30.0,25.0,175.0,229.0,720.0,213.0,71.0,6.0,14.0,187.0,200.0,0.0,-13.0,13.0,0.0,5.231108616854587,5.298317366548036,2.0
17,84.0,43.0,76.0,180.0,75.0,7.0,155.0,43.0,19.0,143.0,180.0,359.0,173.0,77.0,5.0,12.0,185.0,190.0,0.0,-5.0,5.0,0.0,5.220355825078324,5.247024072160486,0.0
18,79.0,39.0,72.0,127.0,53.0,9.0,142.0,48.0,19.0,135.0,165.0,295.0,144.0,77.0,7.0,21.0,181.0,189.0,0.0,-8.0,8.0,0.0,5.198497031265825,5.241747015059643,1.0
19,82.0,44.0,63.0,123.0,54.0,7.0,151.0,45.0,19.0,147.0,166.0,329.0,185.0,81.0,3.0,4.0,179.0,182.0,0.0,-3.0,3.0,0.0,5.187385805840755,5.204006687076795,0.0
20,108.0,51.0,100.0,206.0,63.0,10.0,196.0,34.0,23.0,159.0,214.0,576.0,201.0,65.0,7.0,16.0,194.0,205.0,0.0,-11.0,11.0,0.0,5.267858159063328,5.323009979138408,2.0
21,82.0,37.0,66.0,126.0,54.0,7.0,132.0,52.0,18.0,127.0,148.0,252.0,142.0,72.0,17.0,7.0,183.0,187.0,0.0,-4.0,4.0,0.0,5.2094861528414205,5.231108616854587,2.0
22,104.0,49.0,105.0,209.0,61.0,11.0,207.0,32.0,24.0,157.0,217.0,637.0,168.0,64.0,0.0,19.0,193.0,207.0,0.0,-14.0,14.0,0.0,5.262690188904886,5.332718793265369,2.0
23,106.0,53.0,98.0,154.0,47.0,4.0,237.0,28.0,26.0,164.0,263.0,838.0,222.0,82.0,4.0,17.0,185.0,184.0,0.0,1.0,-1.0,0.0,5.220355825078324,5.214935757608986,0.0
24,81.0,43.0,68.0,125.0,57.0,8.0,149.0,46.0,19.0,146.0,169.0,323.0,172.0,83.0,6.0,18.0,179.0,184.0,0.0,-5.0,5.0,0.0,5.187385805840755,5.214935757608986,0.0
25,97.0,45.0,72.0,187.0,71.0,5.0,161.0,40.0,20.0,144.0,178.0,399.0,186.0,70.0,7.0,7.0,196.0,203.0,0.0,-7.0,7.0,0.0,5.278114659230517,5.313205979041787,0.0
26,104.0,51.0,108.0,193.0,59.0,11.0,217.0,31.0,24.0,163.0,232.0,694.0,203.0,72.0,15.0,22.0,190.0,201.0,0.0,-11.0,11.0,0.0,5.247024072160486,5.303304908059076,2.0
27,95.0,57.0,104.0,228.0,74.0,10.0,212.0,31.0,24.0,175.0,224.0,670.0,223.0,74.0,0.0,4.0,186.0,193.0,0.0,-7.0,7.0,0.0,5.225746673713201,5.262690188904886,1.0
28,98.0,58.0,101.0,208.0,65.0,12.0,226.0,30.0,25.0,182.0,225.0,748.0,216.0,71.0,6.0,1.0,185.0,196.0,0.0,-11.0,11.0,0.0,5.220355825078324,5.278114659230517,1.0
29,80.0,37.0,57.0,116.0,55.0,6.0,125.0,54.0,18.0,125.0,142.0,229.0,132.0,81.0,8.0,5.0,178.0,184.0,0.0,-6.0,6.0,0.0,5.181783550292085,5.214935757608986,1.0
30,95.0,46.0,92.0,159.0,63.0,11.0,160.0,42.0,20.0,157.0,176.0,372.0,171.0,70.0,7.0,21.0,189.0,200.0,0.0,-11.0,11.0,0.0,5.241747015059643,5.298317366548036,3.0
31,91.0,52.0,98.0,196.0,62.0,9.0,193.0,34.0,22.0,161.0,216.0,562.0,244.0,69.0,3.0,1.0,190.0,199.0,0.0,-9.0,9.0,0.0,5.247024072160486,5.293304824724492,1.0
32,82.0,45.0,68.0,150.0,69.0,5.0,148.0,45.0,19.0,144.0,169.0,322.0,184.0,80.0,5.0,0.0,181.0,184.0,0.0,-3.0,3.0,0.0,5.198497031265825,5.214935757608986,0.0
33,86.0,41.0,66.0,133.0,56.0,6.0,136.0,49.0,18.0,136.0,155.0,274.0,162.0,74.0,5.0,14.0,183.0,189.0,0.0,-6.0,6.0,0.0,5.2094861528414205,5.241747015059643,2.0
34,84.0,44.0,80.0,140.0,58.0,11.0,156.0,44.0,20.0,157.0,166.0,349.0,176.0,74.0,5.0,17.0,183.0,193.0,0.0,-10.0,10.0,0.0,5.2094861528414205,5.262690188904886,3.0
35,85.0,35.0,64.0,129.0,57.0,6.0,116.0,57.0,17.0,125.0,138.0,200.0,123.0,65.0,1.0,23.0,196.0,203.0,0.0,-7.0,7.0,0.0,5.278114659230517,5.313205979041787,3.0
36,97.0,45.0,76.0,175.0,60.0,9.0,157.0,42.0,20.0,149.0,180.0,370.0,169.0,63.0,16.0,12.0,198.0,206.0,0.0,-8.0,8.0,0.0,5.288267030694535,5.327876168789581,2.0
37,94.0,45.0,85.0,163.0,68.0,10.0,157.0,44.0,20.0,156.0,170.0,357.0,176.0,73.0,17.0,11.0,187.0,195.0,0.0,-8.0,8.0,0.0,5.231108616854587,5.272999558563747,3.0
38,95.0,48.0,83.0,178.0,72.0,10.0,162.0,42.0,20.0,159.0,176.0,379.0,184.0,70.0,6.0,16.0,187.0,197.0,0.0,-10.0,10.0,0.0,5.231108616854587,5.2832037287379885,3.0
39,91.0,45.0,79.0,176.0,59.0,9.0,163.0,40.0,20.0,148.0,184.0,404.0,179.0,62.0,0.0,10.0,199.0,208.0,0.0,-9.0,9.0,0.0,5.293304824724492,5.337538079701318,2.0
40,106.0,49.0,106.0,211.0,64.0,9.0,208.0,32.0,24.0,158.0,224.0,645.0,184.0,68.0,1.0,24.0,190.0,202.0,0.0,-12.0,12.0,0.0,5.247024072160486,5.308267697401204,2.0
41,100.0,49.0,80.0,206.0,70.0,6.0,183.0,35.0,21.0,156.0,206.0,517.0,198.0,73.0,3.0,13.0,198.0,199.0,0.0,-1.0,1.0,0.0,5.288267030694535,5.293304824724492,0.0
42,110.0,56.0,109.0,199.0,57.0,5.0,251.0,27.0,27.0,169.0,272.0,928.0,268.0,82.0,11.0,10.0,183.0,183.0,0.0,0.0,0.0,0.0,5.2094861528414205,5.2094861528414205,0.0
43,92.0,39.0,91.0,191.0,62.0,8.0,176.0,37.0,21.0,137.0,196.0,466.0,151.0,67.0,3.0,23.0,192.0,200.0,0.0,-8.0,8.0,0.0,5.2574953720277815,5.298317366548036,1.0
44,96.0,44.0,68.0,190.0,70.0,7.0,155.0,41.0,19.0,145.0,179.0,372.0,166.0,67.0,5.0,7.0,202.0,206.0,0.0,-4.0,4.0,0.0,5.308267697401204,5.327876168789581,0.0
45,96.0,50.0,94.0,215.0,67.0,9.0,187.0,35.0,22.0,158.0,214.0,525.0,214.0,67.0,8.0,6.0,193.0,201.0,0.0,-8.0,8.0,0.0,5.262690188904886,5.303304908059076,2.0
46,94.0,44.0,70.0,186.0,72.0,8.0,153.0,42.0,19.0,144.0,171.0,361.0,178.0,67.0,7.0,2.0,199.0,206.0,0.0,-7.0,7.0,0.0,5.293304824724492,5.327876168789581,0.0
47,83.0,39.0,69.0,127.0,54.0,5.0,135.0,49.0,18.0,131.0,155.0,274.0,162.0,69.0,16.0,6.0,187.0,190.0,0.0,-3.0,3.0,0.0,5.231108616854587,5.247024072160486,1.0
48,89.0,47.0,81.0,147.0,64.0,11.0,156.0,44.0,20.0,163.0,170.0,352.0,188.0,76.0,6.0,13.0,184.0,193.0,0.0,-9.0,9.0,0.0,5.214935757608986,5.262690188904886,3.0
49,97.0,43.0,73.0,173.0,65.0,6.0,153.0,42.0,19.0,143.0,176.0,361.0,172.0,66.0,13.0,1.0,200.0,204.0,0.0,-4.0,4.0,0.0,5.298317366548036,5.318119993844216,0.0
50,109.0,47.0,96.0,206.0,64.0,9.0,198.0,33.0,23.0,150.0,219.0,586.0,191.0,70.0,4.0,13.0,190.0,198.0,0.0,-8.0,8.0,0.0,5.247024072160486,5.288267030694535,2.0
51,89.0,48.0,85.0,189.0,64.0,8.0,169.0,39.0,20.0,153.0,188.0,427.0,190.0,64.0,16.0,5.0,195.0,201.0,0.0,-6.0,6.0,0.0,5.272999558563747,5.303304908059076,2.0
52,86.0,47.0,75.0,165.0,68.0,6.0,154.0,43.0,19.0,146.0,176.0,356.0,190.0,74.0,7.0,3.0,188.0,194.0,0.0,-6.0,6.0,0.0,5.236441962829949,5.267858159063328,0.0
53,107.0,54.0,98.0,203.0,65.0,11.0,218.0,31.0,25.0,167.0,229.0,696.0,216.0,72.0,1.0,28.0,187.0,199.0,0.0,-12.0,12.0,0.0,5.231108616854587,5.293304824724492,2.0
54,97.0,46.0,101.0,210.0,66.0,8.0,192.0,35.0,22.0,151.0,208.0,546.0,169.0,66.0,1.0,32.0,191.0,200.0,0.0,-9.0,9.0,0.0,5.25227342804663,5.298317366548036,1.0
55,86.0,48.0,75.0,136.0,58.0,10.0,161.0,43.0,20.0,163.0,170.0,371.0,185.0,75.0,3.0,1.0,183.0,192.0,0.0,-9.0,9.0,0.0,5.2094861528414205,5.2574953720277815,3.0
56,85.0,45.0,70.0,130.0,58.0,8.0,151.0,45.0,19.0,146.0,171.0,334.0,187.0,79.0,2.0,5.0,181.0,186.0,0.0,-5.0,5.0,0.0,5.198497031265825,5.225746673713201,0.0
57,107.0,45.0,92.0,197.0,62.0,10.0,188.0,35.0,22.0,148.0,202.0,526.0,159.0,64.0,12.0,20.0,195.0,203.0,0.0,-8.0,8.0,0.0,5.272999558563747,5.313205979041787,1.0
58,108.0,54.0,103.0,212.0,65.0,11.0,208.0,32.0,24.0,162.0,228.0,648.0,240.0,71.0,9.0,0.0,189.0,197.0,0.0,-8.0,8.0,0.0,5.241747015059643,5.2832037287379885,2.0
59,97.0,48.0,105.0,212.0,64.0,11.0,201.0,33.0,23.0,155.0,212.0,602.0,162.0,64.0,2.0,7.0,193.0,202.0,0.0,-9.0,9.0,0.0,5.262690188904886,5.308267697401204,1.0
60,101.0,55.0,105.0,182.0,59.0,10.0,215.0,31.0,24.0,177.0,221.0,678.0,223.0,74.0,12.0,26.0,186.0,195.0,0.0,-9.0,9.0,0.0,5.225746673713201,5.272999558563747,1.0
61,89.0,35.0,70.0,138.0,58.0,7.0,126.0,53.0,17.0,128.0,147.0,237.0,112.0,64.0,4.0,19.0,199.0,207.0,0.0,-8.0,8.0,0.0,5.293304824724492,5.332718793265369,3.0
62,95.0,41.0,82.0,170.0,65.0,9.0,145.0,46.0,19.0,145.0,163.0,314.0,140.0,64.0,4.0,8.0,199.0,207.0,0.0,-8.0,8.0,0.0,5.293304824724492,5.332718793265369,3.0
63,113.0,48.0,98.0,208.0,62.0,9.0,203.0,33.0,23.0,151.0,216.0,613.0,183.0,64.0,17.0,29.0,193.0,204.0,0.0,-11.0,11.0,0.0,5.262690188904886,5.318119993844216,2.0
64,97.0,37.0,78.0,181.0,62.0,8.0,161.0,41.0,20.0,131.0,182.0,389.0,117.0,62.0,2.0,28.0,203.0,211.0,0.0,-8.0,8.0,0.0,5.313205979041787,5.351858133476067,1.0
65,112.0,50.0,104.0,197.0,58.0,11.0,208.0,32.0,24.0,159.0,223.0,639.0,186.0,67.0,15.0,22.0,191.0,202.0,0.0,-11.0,11.0,0.0,5.25227342804663,5.308267697401204,2.0
66,82.0,44.0,72.0,136.0,61.0,7.0,147.0,46.0,19.0,143.0,173.0,317.0,183.0,81.0,6.0,17.0,181.0,185.0,0.0,-4.0,4.0,0.0,5.198497031265825,5.220355825078324,0.0
67,98.0,51.0,96.0,203.0,66.0,10.0,188.0,35.0,22.0,157.0,207.0,533.0,231.0,68.0,10.0,1.0,191.0,199.0,0.0,-8.0,8.0,0.0,5.25227342804663,5.293304824724492,2.0
68,101.0,55.0,108.0,228.0,69.0,12.0,215.0,31.0,24.0,168.0,229.0,684.0,214.0,71.0,2.0,16.0,188.0,199.0,0.0,-11.0,11.0,0.0,5.236441962829949,5.293304824724492,2.0
69,96.0,37.0,74.0,187.0,68.0,8.0,159.0,42.0,20.0,134.0,183.0,378.0,134.0,69.0,3.0,16.0,190.0,197.0,0.0,-7.0,7.0,0.0,5.247024072160486,5.2832037287379885,2.0
70,87.0,43.0,65.0,127.0,56.0,8.0,149.0,46.0,19.0,143.0,169.0,322.0,171.0,85.0,6.0,3.0,180.0,182.0,0.0,-2.0,2.0,0.0,5.19295685089021,5.204006687076795,0.0
71,88.0,42.0,66.0,133.0,57.0,6.0,123.0,54.0,17.0,144.0,147.0,227.0,160.0,66.0,8.0,4.0,193.0,198.0,0.0,-5.0,5.0,0.0,5.262690188904886,5.288267030694535,3.0
72,106.0,52.0,101.0,213.0,64.0,11.0,201.0,33.0,23.0,158.0,214.0,607.0,204.0,65.0,2.0,4.0,192.0,204.0,0.0,-12.0,12.0,0.0,5.2574953720277815,5.318119993844216,2.0
73,86.0,40.0,66.0,139.0,59.0,7.0,122.0,54.0,17.0,139.0,145.0,225.0,143.0,63.0,7.0,11.0,202.0,208.0,0.0,-6.0,6.0,0.0,5.308267697401204,5.337538079701318,3.0
74,103.0,57.0,105.0,221.0,69.0,11.0,218.0,30.0,24.0,173.0,226.0,706.0,250.0,73.0,10.0,2.0,187.0,195.0,0.0,-8.0,8.0,0.0,5.231108616854587,5.272999558563747,1.0
75,84.0,44.0,77.0,150.0,59.0,5.0,152.0,44.0,19.0,143.0,175.0,344.0,177.0,77.0,8.0,2.0,183.0,187.0,0.0,-4.0,4.0,0.0,5.2094861528414205,5.231108616854587,2.0
76,101.0,56.0,101.0,231.0,72.0,10.0,217.0,31.0,24.0,171.0,232.0,698.0,216.0,72.0,2.0,6.0,187.0,197.0,0.0,-10.0,10.0,0.0,5.231108616854587,5.2832037287379885,2.0
77,87.0,37.0,52.0,116.0,54.0,6.0,115.0,58.0,17.0,126.0,135.0,196.0,144.0,74.0,11.0,22.0,186.0,190.0,0.0,-4.0,4.0,0.0,5.225746673713201,5.247024072160486,3.0
78,90.0,42.0,63.0,144.0,59.0,7.0,131.0,50.0,18.0,142.0,154.0,259.0,162.0,65.0,15.0,3.0,197.0,204.0,0.0,-7.0,7.0,0.0,5.2832037287379885,5.318119993844216,3.0
79,85.0,36.0,51.0,115.0,56.0,5.0,119.0,57.0,17.0,124.0,139.0,207.0,127.0,81.0,13.0,5.0,181.0,184.0,0.0,-3.0,3.0,0.0,5.198497031265825,5.214935757608986,3.0
80,86.0,38.0,86.0,175.0,60.0,9.0,170.0,39.0,21.0,134.0,191.0,433.0,138.0,68.0,1.0,28.0,191.0,199.0,0.0,-8.0,8.0,0.0,5.25227342804663,5.293304824724492,2.0
81,89.0,46.0,78.0,150.0,63.0,11.0,160.0,43.0,20.0,160.0,170.0,367.0,176.0,73.0,5.0,9.0,185.0,194.0,0.0,-9.0,9.0,0.0,5.220355825078324,5.267858159063328,3.0
82,107.0,57.0,106.0,179.0,51.0,8.0,257.0,26.0,28.0,172.0,275.0,954.0,232.0,83.0,2.0,20.0,181.0,184.0,0.0,-3.0,3.0,0.0,5.198497031265825,5.214935757608986,0.0
83,108.0,53.0,104.0,181.0,56.0,11.0,220.0,31.0,25.0,167.0,226.0,712.0,214.0,72.0,15.0,18.0,189.0,199.0,0.0,-10.0,10.0,0.0,5.241747015059643,5.293304824724492,2.0
84,85.0,35.0,47.0,110.0,55.0,3.0,117.0,57.0,17.0,122.0,136.0,203.0,139.0,89.0,5.0,9.0,180.0,184.0,0.0,-4.0,4.0,0.0,5.19295685089021,5.214935757608986,3.0
85,95.0,47.0,73.0,195.0,70.0,7.0,167.0,38.0,20.0,152.0,184.0,430.0,185.0,69.0,9.0,19.0,200.0,206.0,0.0,-6.0,6.0,0.0,5.298317366548036,5.327876168789581,0.0
86,86.0,44.0,78.0,164.0,68.0,9.0,142.0,46.0,18.0,147.0,168.0,305.0,171.0,70.0,1.0,11.0,190.0,201.0,0.0,-11.0,11.0,0.0,5.247024072160486,5.303304908059076,3.0
87,89.0,38.0,80.0,169.0,59.0,7.0,161.0,41.0,20.0,131.0,186.0,389.0,137.0,68.0,5.0,15.0,192.0,197.0,0.0,-5.0,5.0,0.0,5.2574953720277815,5.2832037287379885,2.0
88,90.0,38.0,79.0,185.0,69.0,6.0,160.0,40.0,20.0,130.0,178.0,393.0,133.0,66.0,2.0,14.0,198.0,205.0,0.0,-7.0,7.0,0.0,5.288267030694535,5.323009979138408,0.0
89,86.0,42.0,65.0,125.0,54.0,7.0,150.0,45.0,19.0,140.0,171.0,327.0,172.0,85.0,2.0,8.0,180.0,182.0,0.0,-2.0,2.0,0.0,5.19295685089021,5.204006687076795,0.0
90,93.0,41.0,75.0,124.0,51.0,7.0,140.0,49.0,18.0,141.0,164.0,284.0,149.0,77.0,5.0,15.0,184.0,185.0,0.0,-1.0,1.0,0.0,5.214935757608986,5.220355825078324,3.0
91,92.0,37.0,75.0,191.0,71.0,6.0,161.0,40.0,20.0,128.0,180.0,393.0,135.0,69.0,1.0,14.0,195.0,202.0,0.0,-7.0,7.0,0.0,5.272999558563747,5.308267697401204,0.0
92,81.0,42.0,63.0,125.0,55.0,8.0,149.0,46.0,19.0,145.0,166.0,320.0,172.0,86.0,7.0,7.0,179.0,182.0,0.0,-3.0,3.0,0.0,5.187385805840755,5.204006687076795,0.0
93,91.0,40.0,98.0,192.0,64.0,9.0,177.0,38.0,21.0,135.0,194.0,465.0,165.0,66.0,9.0,35.0,195.0,205.0,0.0,-10.0,10.0,0.0,5.272999558563747,5.323009979138408,2.0
94,85.0,45.0,70.0,120.0,54.0,7.0,149.0,45.0,19.0,145.0,169.0,326.0,186.0,81.0,8.0,4.0,181.0,184.0,0.0,-3.0,3.0,0.0,5.198497031265825,5.214935757608986,0.0
95,97.0,49.0,76.0,203.0,73.0,7.0,178.0,36.0,21.0,157.0,194.0,487.0,186.0,72.0,0.0,7.0,197.0,200.0,0.0,-3.0,3.0,0.0,5.2832037287379885,5.298317366548036,0.0
96,78.0,36.0,51.0,116.0,56.0,4.0,120.0,57.0,17.0,124.0,135.0,209.0,135.0,84.0,1.0,12.0,177.0,184.0,0.0,-7.0,7.0,0.0,5.176149732573829,5.214935757608986,1.0
97,87.0,38.0,85.0,177.0,61.0,8.0,164.0,40.0,20.0,129.0,186.0,402.0,130.0,63.0,1.0,25.0,198.0,205.0,0.0,-7.0,7.0,0.0,5.288267030694535,5.323009979138408,1.0
98,105.0,51.0,93.0,160.0,51.0,7.0,217.0,30.0,24.0,165.0,240.0,703.0,208.0,81.0,9.0,25.0,188.0,188.0,0.0,0.0,0.0,0.0,5.236441962829949,5.236441962829949,0.0
99,95.0,43.0,83.0,198.0,69.0,6.0,177.0,36.0,21.0,139.0,189.0,484.0,163.0,68.0,6.0,4.0,196.0,198.0,0.0,-2.0,2.0,0.0,5.278114659230517,5.288267030694535,0.0
100,89.0,38.0,74.0,138.0,59.0,7.0,136.0,49.0,18.0,133.0,167.0,278.0,128.0,72.0,7.0,7.0,189.0,193.0,0.0,-4.0,4.0,0.0,5.241747015059643,5.262690188904886,3.0
101,92.0,38.0,74.0,178.0,62.0,9.0,161.0,41.0,20.0,135.0,181.0,388.0,132.0,63.0,7.0,29.0,197.0,206.0,0.0,-9.0,9.0,0.0,5.2832037287379885,5.327876168789581,1.0
102,89.0,36.0,77.0,172.0,62.0,8.0,157.0,42.0,19.0,125.0,174.0,367.0,126.0,63.0,5.0,22.0,198.0,205.0,0.0,-7.0,7.0,0.0,5.288267030694535,5.323009979138408,1.0
103,104.0,57.0,103.0,216.0,69.0,11.0,219.0,30.0,25.0,176.0,228.0,708.0,219.0,73.0,4.0,3.0,186.0,196.0,0.0,-10.0,10.0,0.0,5.225746673713201,5.278114659230517,1.0
104,109.0,53.0,109.0,221.0,69.0,12.0,221.0,31.0,25.0,169.0,226.0,712.0,212.0,72.0,13.0,28.0,188.0,201.0,0.0,-13.0,13.0,0.0,5.236441962829949,5.303304908059076,2.0
105,90.0,44.0,72.0,157.0,64.0,8.0,137.0,48.0,18.0,144.0,159.0,283.0,171.0,65.0,9.0,4.0,196.0,203.0,0.0,-7.0,7.0,0.0,5.278114659230517,5.313205979041787,3.0
106,90.0,34.0,66.0,158.0,59.0,7.0,140.0,47.0,18.0,124.0,165.0,298.0,117.0,61.0,1.0,3.0,201.0,207.0,0.0,-6.0,6.0,0.0,5.303304908059076,5.332718793265369,2.0
107,106.0,54.0,101.0,222.0,67.0,12.0,222.0,30.0,25.0,173.0,228.0,721.0,200.0,70.0,3.0,4.0,187.0,201.0,0.0,-14.0,14.0,0.0,5.231108616854587,5.303304908059076,2.0
108,104.0,49.0,89.0,168.0,54.0,4.0,212.0,31.0,24.0,153.0,238.0,682.0,198.0,78.0,1.0,23.0,190.0,189.0,0.0,1.0,-1.0,0.0,5.247024072160486,5.241747015059643,0.0
109,87.0,39.0,74.0,152.0,58.0,6.0,151.0,44.0,19.0,136.0,174.0,337.0,140.0,70.0,1.0,33.0,187.0,196.0,0.0,-9.0,9.0,0.0,5.231108616854587,5.278114659230517,2.0
110,97.0,37.0,70.0,173.0,66.0,7.0,151.0,43.0,19.0,129.0,167.0,346.0,119.0,65.0,0.0,16.0,201.0,208.0,0.0,-7.0,7.0,0.0,5.303304908059076,5.337538079701318,0.0
111,109.0,53.0,103.0,210.0,63.0,11.0,219.0,30.0,25.0,172.0,229.0,707.0,212.0,71.0,6.0,3.0,188.0,199.0,0.0,-11.0,11.0,0.0,5.236441962829949,5.293304824724492,2.0
112,90.0,43.0,72.0,157.0,64.0,8.0,136.0,49.0,18.0,145.0,158.0,279.0,167.0,64.0,4.0,6.0,201.0,209.0,0.0,-8.0,8.0,0.0,5.303304908059076,5.342334251964811,3.0
113,93.0,43.0,78.0,166.0,59.0,7.0,151.0,44.0,19.0,141.0,182.0,342.0,174.0,68.0,15.0,2.0,193.0,197.0,0.0,-4.0,4.0,0.0,5.262690188904886,5.2832037287379885,1.0
114,81.0,43.0,68.0,139.0,62.0,7.0,149.0,46.0,19.0,145.0,172.0,323.0,171.0,83.0,1.0,14.0,180.0,184.0,0.0,-4.0,4.0,0.0,5.19295685089021,5.214935757608986,0.0
115,107.0,53.0,108.0,211.0,63.0,11.0,219.0,31.0,25.0,168.0,228.0,704.0,198.0,69.0,10.0,21.0,190.0,203.0,0.0,-13.0,13.0,0.0,5.247024072160486,5.313205979041787,2.0
116,86.0,38.0,89.0,176.0,59.0,9.0,169.0,39.0,20.0,132.0,190.0,428.0,148.0,67.0,7.0,33.0,193.0,202.0,0.0,-9.0,9.0,0.0,5.262690188904886,5.308267697401204,1.0
117,86.0,37.0,69.0,150.0,63.0,8.0,138.0,48.0,18.0,134.0,163.0,284.0,124.0,71.0,1.0,6.0,189.0,195.0,0.0,-6.0,6.0,0.0,5.241747015059643,5.272999558563747,3.0
118,77.0,38.0,63.0,135.0,59.0,5.0,130.0,52.0,18.0,130.0,145.0,247.0,139.0,79.0,13.0,21.0,183.0,187.0,0.0,-4.0,4.0,0.0,5.2094861528414205,5.231108616854587,1.0
119,107.0,53.0,108.0,213.0,64.0,12.0,206.0,32.0,23.0,163.0,216.0,627.0,202.0,65.0,21.0,22.0,194.0,205.0,0.0,-11.0,11.0,0.0,5.267858159063328,5.323009979138408,2.0
120,93.0,45.0,83.0,142.0,56.0,10.0,157.0,43.0,20.0,155.0,180.0,364.0,188.0,75.0,1.0,21.0,184.0,197.0,0.0,-13.0,13.0,0.0,5.214935757608986,5.2832037287379885,3.0
121,92.0,35.0,58.0,136.0,58.0,6.0,122.0,55.0,17.0,132.0,142.0,222.0,116.0,64.0,6.0,17.0,197.0,203.0,0.0,-6.0,6.0,0.0,5.2832037287379885,5.313205979041787,3.0
122,85.0,36.0,72.0,127.0,56.0,7.0,127.0,54.0,18.0,125.0,144.0,233.0,123.0,70.0,3.0,30.0,184.0,194.0,0.0,-10.0,10.0,0.0,5.214935757608986,5.267858159063328,1.0
123,85.0,33.0,50.0,104.0,53.0,4.0,115.0,59.0,17.0,118.0,136.0,193.0,127.0,83.0,1.0,30.0,179.0,185.0,0.0,-6.0,6.0,0.0,5.187385805840755,5.220355825078324,2.0
