,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,"2,28,19,35,3","2,28,19,59,3","2,2,28,19,35,3,19,2,28,19,59,3,3","2,2,28,19,35,3,19,21,3","2,2,28,19,35,3,19,22,3","2,2,28,19,35,3,19,23,3","2,2,28,19,35,3,19,24,3","2,2,28,19,35,3,19,25,3","2,2,28,19,35,3,19,26,3","2,2,28,19,35,3,19,27,3","2,2,28,19,35,3,19,29,3","2,2,28,19,35,3,19,30,3","2,2,28,19,35,3,19,31,3","2,2,28,19,35,3,19,32,3","2,2,28,19,35,3,19,33,3","2,2,28,19,35,3,19,34,3","2,2,28,19,35,3,19,36,3","2,2,28,19,35,3,19,37,3","2,2,28,19,35,3,19,38,3","2,2,28,19,35,3,19,39,3","2,2,28,19,35,3,19,40,3","2,2,28,19,35,3,19,41,3","2,2,28,19,35,3,19,42,3","2,2,28,19,35,3,19,43,3","2,2,28,19,35,3,19,44,3","2,2,28,19,35,3,19,45,3","2,2,28,19,35,3,19,46,3","2,2,28,19,35,3,19,47,3","2,2,28,19,35,3,19,48,3","2,2,28,19,35,3,19,49,3","2,2,28,19,35,3,19,51,3","2,2,28,19,35,3,19,52,3","2,2,28,19,35,3,19,53,3","2,2,28,19,35,3,19,54,3","2,2,28,19,35,3,19,55,3","2,2,28,19,35,3,19,56,3","2,2,28,19,35,3,19,57,3","2,2,28,19,35,3,19,58,3","2,2,28,19,35,3,19,60,3","2,2,28,19,35,3,19,61,3","2,2,28,19,35,3,19,2,2,28,19,35,3,19,2,28,19,59,3,3,3",62
10,4.599,1.8586,2.0,0.0,4.0,0.0,0.0,26.7,0.0,2.0,0.0,0.0,3.676,0.0,10.013,0.0,1.007,1.139,0.0,0.0,0.0,1.215,2.0,0.0,0.0,0.0,2.211,-0.001,0.0,0.0,3.499,0.0,0.0,4.0,0.0,4.125,1.905,2.0,8.885,0.0,0.0,267.3471,237.2295,0.13798814054937752,0.3470182064131026,0.15762576758689456,0.08573918789371983,0.0,0.135342759319236,0.0,0.0,0.0,0.09348712035285119,0.0,0.5324980739740284,0.28410296797049606,0.0,0.0,0.39517459547715533,0.4274156969859892,0.0,0.0,0.0,0.3305456281347929,0.06859135031497587,0.0,0.0,0.0,0.35265051238762285,0.5699117222093072,0.0,0.1498915068404899,0.0,0.0,0.11303453712933093,0.0,0.18041539942149848,0.2211388057712576,0.16955180569399636,0.0,0.0,0.06070254810778231,0.0
11,3.802,2.7308,0.0,0.0,0.0,0.0,0.0,22.2,2.0,2.0,0.0,0.0,2.753,1.95,8.394,0.0,1.01,1.166,0.0,0.0,0.0,1.058,0.0,0.0,0.0,0.0,1.848,0.141,0.0,0.0,2.885,0.0,0.0,2.0,3.0,2.955,2.929,1.0,6.944,0.0,0.0,186.3468,154.1568,0.06250031659800198,0.19996197866209814,0.16142754335841727,0.0,0.0,0.0,0.0,0.0,0.032581287994088375,0.06516257598817675,0.0,0.5324980739740284,0.14830402608945423,0.22458267745198002,0.0,0.2762659635814325,0.30498027793807175,0.0,0.0,0.0,0.20062602521165795,0.0,0.0,0.0,0.0,0.2054490821108844,0.6525350733529929,0.0,0.08614406515223841,0.0,0.0,0.03939377738440403,0.22495654105421745,0.09008523136503906,0.23699316088547012,0.05909066607660603,0.0,0.0,0.01916433873462545,1.0
12,3.414,2.4719,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,0.0,0.0,2.263,1.0,7.408,1.0,0.998,1.146,0.0,0.0,0.0,1.141,0.0,0.0,0.0,0.0,1.618,-0.611,0.0,0.0,1.707,0.0,0.0,0.0,1.0,2.974,3.125,0.0,6.631,0.0,0.0,222.24,198.93,0.09618782451095781,0.214140651110416,0.17426851483194625,0.0,0.0,0.0,0.0,0.0,0.01942846736248275,0.0388569347249655,0.0,0.5324980739740284,0.14538900783530379,0.13735419654802997,0.01165708041748965,0.32556434726953837,0.3574852375086028,0.0,0.0,0.0,0.25804029802519257,0.0,0.0,0.0,0.0,0.2145265481378475,0.14804752078078498,0.0,0.06078737017253246,0.0,0.0,0.0,0.08942885287698223,0.10812779987967583,0.301555151832042,0.0,0.0,0.0,0.035174830445642784,1.0
13,4.805,2.8459,0.0,0.0,0.0,0.0,2.0,40.0,2.0,1.0,0.0,0.0,3.266,1.455,9.947,2.0,0.981,1.125,0.0,0.0,0.0,1.25,1.0,0.0,0.0,0.0,2.251,-0.007,0.0,0.0,2.041,0.0,1.0,0.0,1.0,3.657,2.197,0.0,8.148,0.0,0.0,397.88,325.91999999999996,0.28213743405783687,0.5395837660020829,0.35920100991918524,0.0,0.0,0.0,0.0,0.1043493330748466,0.06956622204989774,0.06956622204989774,0.0,0.5324980739740284,0.37565837901155896,0.357795444727688,0.04173973322993864,0.5729347787739961,0.6282838521638684,0.0,0.0,0.0,0.5061063476032636,0.05104062558247798,0.0,0.0,0.0,0.534327963778894,0.5620740230132946,0.0,0.1301225961354776,0.0,0.06546991712595818,0.0,0.16010597544408606,0.23804071349943245,0.37955670567691796,0.0,0.0,0.0,0.1847151442589707,0.0
14,5.077,2.4109,0.0,0.0,0.0,0.0,4.0,47.1,3.0,0.0,0.0,0.0,3.66,0.703,10.481,0.0,0.969,1.11,0.0,0.0,0.0,1.324,2.0,0.0,0.0,0.0,2.366,0.0,0.0,0.0,2.693,0.0,0.0,0.0,0.0,3.76,1.875,0.0,8.68,0.0,0.0,493.6551,408.828,0.4390983971162433,0.7073659737001073,0.377544918376222,0.0,0.0,0.0,0.0,0.2589352591434438,0.1294676295717219,0.0,0.0,0.5324980739740284,0.5223113989476805,0.21448585556845381,0.0,0.7021525452594242,0.7691266734444937,0.0,0.0,0.0,0.6651066272022165,0.12665358965507553,0.0,0.0,0.0,0.6968168877364883,0.5707439469352693,0.0,0.2130186298970139,0.0,0.0,0.0,0.0,0.3036586429075897,0.40190129220616055,0.0,0.0,0.0,0.35667704651207294,0.0
15,4.732,2.3414,0.0,0.0,0.0,0.0,1.0,47.1,0.0,1.0,0.0,0.0,3.124,0.0,9.688,2.0,0.992,1.11,0.0,0.0,0.0,1.243,2.0,0.0,0.0,0.0,2.348,0.013,0.0,0.0,1.659,0.0,0.0,0.0,0.0,3.639,2.0,0.0,8.158,0.0,0.0,456.30480000000006,384.2418,0.38146723083900286,0.6094150101747434,0.33891942068770164,0.0,0.0,0.0,0.0,0.0598360077898503,0.0,0.07978134371980039,0.0,0.5324980739740284,0.4120888396621945,0.0,0.04786880623188024,0.6644323644274402,0.7109339960242588,0.0,0.0,0.0,0.5771727623650231,0.11707088794755958,0.0,0.0,0.0,0.6391950880203343,0.5892095513228144,0.0,0.12129950505837177,0.0,0.0,0.0,0.0,0.27165097403524735,0.39625936139867407,0.0,0.0,0.0,0.28641908690386936,1.0
16,4.732,3.0271,0.0,0.0,1.0,0.0,1.0,40.0,0.0,0.0,2.0,0.0,3.08,1.187,9.642,0.0,0.976,1.129,0.0,0.0,0.0,1.27,1.0,0.0,0.0,0.0,2.194,-0.024,0.0,0.0,1.659,0.0,1.0,2.0,0.0,3.601,1.963,1.0,7.982,0.0,0.0,385.67999999999995,319.28000000000003,0.26791462681741907,0.5150925020385387,0.37035626076197514,0.0,0.0,0.04881200826027563,0.0,0.05057486023462707,0.0,0.0,0.07337959576153305,0.5324980739740284,0.3434018460277533,0.28294208002498494,0.0,0.5525365421086844,0.6111844926550519,0.0,0.0,0.0,0.49843726169177816,0.0494755918232887,0.0,0.0,0.0,0.5048287044169673,0.5419299505410033,0.0,0.1025253144628608,0.0,0.06346244505162246,0.08153288417948118,0.0,0.2272084157871848,0.328731953422169,0.12229932626922173,0.0,0.0,0.17002517282926397,0.0
17,4.414,2.1543,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,2.736,0.802,9.183,0.0,0.97,1.149,0.0,0.0,0.0,1.165,1.0,0.0,0.0,0.0,2.101,-0.064,0.0,0.0,0.975,0.0,0.0,2.0,2.0,3.143,1.833,1.0,7.083,0.0,0.0,275.49,212.49,0.12736260312525674,0.3432033683338362,0.18826857029475155,0.0,0.0,0.034866262589772185,0.0,0.0,0.0,0.0,0.052414812373845536,0.5324980739740284,0.21789472801802945,0.13655258054727978,0.0,0.3922488171465617,0.4443008395140581,0.0,0.0,0.0,0.3265964248957975,0.03534025822287338,0.0,0.0,0.0,0.3453124131952896,0.5158592904555879,0.0,0.04303958353000528,0.0,0.0,0.05823868041538392,0.2217130550673131,0.14165254895039692,0.21926171483147236,0.08735802062307586,0.0,0.0,0.057734771037076506,1.0
18,5.372,2.8994,1.0,0.0,3.0,0.0,1.0,34.5,1.0,2.0,3.0,0.0,3.649,2.108,10.403,6.0,1.001,1.129,0.0,0.0,0.0,1.249,1.0,0.0,0.0,0.0,2.327,0.001,0.0,23.192,3.163,0.0,1.0,2.0,1.0,4.705,2.542,1.0,9.481,0.0,0.0,358.9035,327.0945,0.25541625130549367,0.5441605721618319,0.33010464256055866,0.05755082928188426,0.0,0.136269450891738,0.0,0.04706361322914976,0.0313757421527665,0.125502968611066,0.10242763591863482,0.5324980739740284,0.3785962844027244,0.4675930038007359,0.11295267174995943,0.5273462236476327,0.5687519538467706,0.0,0.0,0.0,0.45616272457878326,0.04604066342550741,0.0,0.0,0.0,0.49825810956451166,0.5718611775576862,0.0,0.1819007505346834,0.0,0.05905645521568395,0.07587232290269245,0.14442192358951578,0.27625585740332426,0.39613912881954116,0.11380848435403866,0.0,0.0,0.15083978406580767,0.0
19,4.414,2.9065,0.0,0.0,0.0,0.0,0.0,30.8,1.0,3.0,0.0,-0.549,2.875,0.917,9.459,3.0,1.049,1.144,0.0,0.0,0.0,1.119,1.0,0.0,0.0,0.0,2.199,-0.085,0.0,10.009,1.101,0.0,0.0,0.0,0.0,3.512,2.929,0.0,7.713,0.0,0.0,291.3372,237.56040000000002,0.15058009998389116,0.36294569080891675,0.2686161210455824,0.0,0.0,0.0,0.0,0.0,0.025469021245847323,0.15281412747508394,0.0,0.4908763438382134,0.24213556386207455,0.1651144119286215,0.04584423824252519,0.4485961060694479,0.467814019389571,0.0,0.0,0.0,0.3317459964859836,0.03737316010718685,0.0,0.0,0.0,0.38220949380790675,0.49365714920390086,0.0,0.051397366415766164,0.0,0.0,0.0,0.0,0.16738811663583955,0.3705184307512787,0.0,0.0,0.0,0.07218603787544771,1.0
20,5.459,3.1356,1.0,0.0,2.0,0.0,4.0,41.7,0.0,3.0,2.0,0.0,3.784,1.029,10.764,6.0,1.029,1.113,0.0,0.0,0.0,1.28,3.0,0.0,0.0,0.0,2.462,0.0,0.0,22.286,1.583,0.0,2.0,2.0,3.0,4.748,2.906,1.0,9.674,0.0,0.0,448.85880000000003,403.4058,0.3939575912749003,0.6915701059525331,0.44647403159555993,0.07197532531856454,0.0,0.11361594821249435,0.0,0.23543840567395177,0.0,0.23543840567395175,0.08540001373679429,0.5324980739740284,0.491004714686453,0.28545971199064407,0.14126304340437107,0.6779679881861261,0.701223035651303,0.0,0.0,0.0,0.5846546063289578,0.17274078076455493,0.0,0.0,0.0,0.6592924338651917,0.5707439469352693,0.0,0.1138539924716946,0.0,0.14771664038030077,0.09488890415199365,0.5418591737005776,0.34865398072138465,0.5663694981978986,0.14233335622799045,0.0,0.0,0.29097045917721986,0.0
21,5.534,2.6742,4.0,0.0,0.0,1.0,8.0,45.5,2.0,2.0,0.0,0.0,5.001,0.74,11.131,4.0,1.019,1.094,0.0,0.0,0.0,1.4,2.0,1.0,0.0,0.0,2.475,0.0,1.0,0.0,2.978,0.0,6.0,0.0,2.0,6.896,2.361,0.0,12.971,0.0,4.0,506.4605,590.1805,0.650321371927418,0.7910393864487312,0.4296405540811028,0.3248474508999521,0.0,0.0,0.09786005774367616,0.5313040655851348,0.08855067759752246,0.1771013551950449,0.0,0.5324980739740284,0.7321957849715726,0.23163117145879236,0.10626081311702695,0.7575369703599504,0.7777037042464389,0.0,0.0,0.0,0.7215281459826113,0.12993898035998086,0.8333650086099161,0.0,0.0,0.747826897769323,0.5707439469352693,0.8333650086099161,0.24167285817184656,0.0,0.5000190051659497,0.0,0.407597026120436,0.5713694370579097,0.5192016558569241,0.0,0.0,0.1884712223211541,0.5419550757155052,0.0
22,4.86,3.3466,1.0,0.0,0.0,0.0,3.0,40.0,0.0,2.0,0.0,0.0,3.453,1.273,9.967,4.0,1.02,1.122,0.0,0.0,0.0,1.25,1.0,0.0,1.0,0.0,2.282,-0.008,0.0,0.0,1.634,0.0,3.0,0.0,0.0,3.932,2.374,0.0,8.641,0.0,1.0,398.68,345.64,0.2998099468321499,0.5468573990183314,0.42324716756433056,0.06392906343376872,0.0,0.0,0.0,0.1568387156062626,0.0,0.1394121916500112,0.0,0.5324980739740284,0.3979658611534933,0.31366969215508195,0.08364731499000673,0.5969097745924171,0.6278683228549878,0.0,0.0,0.0,0.5071239536103074,0.051143250747014986,0.0,0.6348330816378654,0.0,0.542775690805607,0.5608155398944877,0.0,0.1043840414079426,0.0,0.1968046639170881,0.0,0.0,0.2564555679137397,0.41096010774876035,0.0,0.0,0.037090605740722975,0.19667998608433773,0.0
23,5.197,3.9762,0.0,0.0,0.0,1.0,0.0,30.4,3.0,2.0,0.0,0.168,3.027,1.436,10.091,2.0,0.993,1.145,0.0,0.0,0.0,1.177,0.0,0.0,0.0,0.0,2.194,0.044,0.0,10.538,2.176,0.0,0.0,0.0,0.0,3.434,2.546,0.0,7.817,0.0,0.0,306.7664,237.6368,0.1586058043294796,0.4499599711694156,0.38693838518176193,0.0,0.0,0.0,0.05927446981120868,0.0,0.08045357708296878,0.10727143611062505,0.0,0.5459093133459946,0.26843862230133025,0.2722588051039495,0.032181430833187516,0.44713751369173066,0.4930200059311601,0.0,0.0,0.0,0.3674209490568813,0.0,0.0,0.0,0.0,0.40153620688305625,0.6127610013924624,0.0,0.1069607122751716,0.0,0.0,0.0,0.0,0.17233847846372347,0.3391256908359321,0.0,0.0,0.0,0.08006017745272999,0.0
24,4.923,3.2457,0.0,0.0,0.0,0.0,2.0,44.4,1.0,2.0,0.0,-0.863,3.239,1.185,9.911,4.0,1.011,1.116,0.0,0.0,0.0,1.248,1.0,0.0,0.0,0.0,2.267,0.014,0.0,10.422,1.563,0.0,0.0,0.0,1.0,3.73,2.8,0.0,8.28,0.0,0.0,440.04839999999996,367.63199999999995,0.3519746165660876,0.6114256525051165,0.4530797225396625,0.0,0.0,0.0,0.0,0.11540855800908145,0.03846951933636048,0.15387807734544193,0.0,0.4336739246596651,0.41203696992607275,0.3222838188117874,0.09232684640726516,0.6530338163919981,0.6893121078200021,0.0,0.0,0.0,0.5588492772470888,0.05645004931780563,0.0,0.0,0.0,0.5951579860047181,0.5899215188161717,0.0,0.11020899188603842,0.0,0.0,0.0,0.17707444034535375,0.2685242126182068,0.5349990119672454,0.0,0.0,0.0,0.25485987904243634,1.0
25,5.318,2.6699,2.0,0.0,0.0,0.0,2.0,36.4,0.0,3.0,0.0,0.0,3.7,0.985,10.545,9.0,1.02,1.107,0.0,0.0,0.0,1.317,3.0,0.0,0.0,0.0,2.402,0.001,0.0,0.0,1.511,0.0,1.0,0.0,0.0,4.706,2.293,0.0,9.538,0.0,0.0,383.83799999999997,347.1832,0.2899374138456181,0.5761156520350231,0.32509386005482177,0.12309824345485562,0.0,0.0,0.0,0.10066663141847534,0.0,0.20133326283695066,0.0,0.5324980739740284,0.410557965227989,0.23367050797868827,0.1811999365532556,0.5746881058994787,0.5964126615334395,0.0,0.0,0.0,0.5144147404182501,0.14771789214582676,0.0,0.0,0.0,0.5500488612081097,0.5719387961569883,0.0,0.09293301724862511,0.0,0.06315934967777605,0.0,0.0,0.2955112808528119,0.3821611409127495,0.0,0.0,0.0,0.18312258505745463,0.0
26,5.512,2.2581,0.0,0.0,0.0,1.0,4.0,40.4,4.0,4.0,0.0,0.0,4.013,1.555,10.927,4.0,0.998,1.124,0.0,0.0,0.0,1.227,2.0,0.0,0.0,0.0,2.426,0.0,0.0,0.0,4.054,0.0,2.0,0.0,2.0,3.787,2.301,0.0,8.93,0.0,0.0,441.45079999999996,360.772,0.346507567314464,0.6867598399767996,0.3162214189149474,0.0,0.0,0.0,0.08529865760309448,0.23155271220145518,0.1543684748009701,0.3087369496019402,0.0,0.5324980739740284,0.5121253318958062,0.42426031102163997,0.09262108488058206,0.6466911516991338,0.6964659448438039,0.0,0.0,0.0,0.5511966036923275,0.11325990246247798,0.0,0.0,0.0,0.6389301817603532,0.5707439469352693,0.0,0.2867633584813407,0.0,0.14527871363822226,0.0,0.35527752560858616,0.27349650888422905,0.4410556900070354,0.0,0.0,0.0,0.25170086822677523,0.0
