,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,"2,21,8,3","2,23,8,3","2,24,8,3","2,26,8,3","2,27,8,3","2,28,8,3","2,29,8,3","2,30,8,3","2,31,8,3","2,32,8,3","2,34,8,3","2,35,8,3","2,36,8,3","2,37,8,3","2,38,8,3","2,39,8,3","2,40,8,3","2,25,8,3","2,28,13,3",41
14,3.0,48.0,1.0,9.0,8858.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,35.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,-0.9899924966004454,0.5403023058681398,-0.9111302618846769,-0.6536436208636119,0.5403023058681398,-0.4161468365471424,-0.9899924966004454,-0.4161468365471424,0.5403023058681398,-0.4161468365471424,0.5403023058681398,1.0,-0.4161468365471424,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.27588777748974036,0.8807970779778823,1.0
15,0.0,36.0,2.0,4.0,8086.0,0.0,3.0,2.0,3.0,2.0,4.0,0.0,42.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,-0.4161468365471424,-0.6536436208636119,1.0,-0.9899924966004454,-0.4161468365471424,-0.9899924966004454,-0.4161468365471424,-0.6536436208636119,1.0,0.5403023058681398,0.5403023058681398,-0.6536436208636119,1.0,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.8962786436749485,0.8807970779778823,0.0
16,3.0,60.0,1.0,4.0,13756.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,63.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.9899924966004454,0.5403023058681398,-0.6536436208636119,-0.6536436208636119,-0.9899924966004454,-0.4161468365471424,-0.9899924966004454,-0.4161468365471424,-0.6536436208636119,-0.4161468365471424,1.0,1.0,0.5403023058681398,1.0,0.5403023058681398,0.5403023058681398,0.5403023058681398,-0.5111878153569469,0.8807970779778823,1.0
17,3.0,12.0,2.0,9.0,1503.0,2.0,0.0,4.0,2.0,2.0,4.0,3.0,41.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,-0.9899924966004454,-0.4161468365471424,-0.9111302618846769,-0.4161468365471424,1.0,-0.6536436208636119,-0.4161468365471424,-0.4161468365471424,-0.6536436208636119,-0.9899924966004454,0.5403023058681398,-0.4161468365471424,0.5403023058681398,0.5403023058681398,0.5403023058681398,1.0,0.5403023058681398,0.24942335327759768,0.9820137900379085,1.0
18,3.0,18.0,3.0,6.0,1126.0,4.0,2.0,4.0,0.0,2.0,2.0,3.0,21.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,-0.9899924966004454,-0.9899924966004454,0.960170286650366,-0.6536436208636119,-0.4161468365471424,-0.6536436208636119,1.0,-0.4161468365471424,-0.4161468365471424,-0.9899924966004454,0.5403023058681398,-0.4161468365471424,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.25801426589663984,0.9820137900379085,1.0
19,0.0,8.0,3.0,3.0,1237.0,2.0,0.0,3.0,0.0,2.0,4.0,3.0,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.9899924966004454,-0.9899924966004454,-0.4161468365471424,1.0,-0.9899924966004454,1.0,-0.4161468365471424,-0.6536436208636119,-0.9899924966004454,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,1.0,0.5403023058681398,0.7056150900157746,0.9525741268224334,0.0
20,0.0,24.0,3.0,6.0,3758.0,1.0,4.0,1.0,0.0,2.0,4.0,2.0,23.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,-0.9899924966004454,0.960170286650366,0.5403023058681398,-0.6536436208636119,0.5403023058681398,1.0,-0.4161468365471424,-0.6536436208636119,-0.4161468365471424,0.5403023058681398,-0.4161468365471424,0.5403023058681398,-0.4161468365471424,0.5403023058681398,1.0,0.5403023058681398,0.7929344239469869,0.7310585786300049,1.0
21,0.0,18.0,1.0,6.0,1245.0,2.0,0.0,4.0,2.0,2.0,2.0,0.0,33.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5403023058681398,0.960170286650366,-0.4161468365471424,1.0,-0.6536436208636119,-0.4161468365471424,-0.4161468365471424,-0.4161468365471424,1.0,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,1.0,0.5403023058681398,0.5983876159263619,0.9820137900379085,0.0
22,3.0,24.0,1.0,4.0,1940.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.9899924966004454,0.5403023058681398,-0.6536436208636119,-0.9899924966004454,-0.9899924966004454,-0.6536436208636119,-0.9899924966004454,-0.4161468365471424,-0.6536436208636119,-0.9899924966004454,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.0664873253504517,0.9820137900379085,1.0
23,2.0,24.0,1.0,0.0,1275.0,3.0,0.0,2.0,1.0,2.0,4.0,3.0,36.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,-0.4161468365471424,0.5403023058681398,1.0,-0.9899924966004454,1.0,-0.4161468365471424,0.5403023058681398,-0.4161468365471424,-0.6536436208636119,-0.9899924966004454,0.5403023058681398,0.5403023058681398,-0.4161468365471424,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.8839197667849534,0.8807970779778823,1.0
24,1.0,12.0,1.0,4.0,2121.0,2.0,0.0,4.0,3.0,2.0,2.0,1.0,30.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.5403023058681398,0.5403023058681398,-0.6536436208636119,-0.4161468365471424,1.0,-0.6536436208636119,-0.9899924966004454,-0.4161468365471424,-0.4161468365471424,0.5403023058681398,0.5403023058681398,0.5403023058681398,-0.4161468365471424,0.5403023058681398,0.5403023058681398,1.0,0.5403023058681398,-0.9110557087109028,0.9820137900379085,1.0
25,1.0,18.0,3.0,3.0,2039.0,2.0,0.0,1.0,0.0,2.0,4.0,3.0,20.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.5403023058681398,-0.9899924966004454,-0.9899924966004454,-0.4161468365471424,1.0,0.5403023058681398,1.0,-0.4161468365471424,-0.6536436208636119,-0.9899924966004454,1.0,-0.4161468365471424,0.5403023058681398,0.5403023058681398,0.5403023058681398,1.0,0.5403023058681398,-0.9943482751141183,0.7310585786300049,0.0
26,0.0,24.0,3.0,4.0,1201.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,26.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.9899924966004454,-0.6536436208636119,-0.4161468365471424,-0.4161468365471424,-0.6536436208636119,-0.9899924966004454,-0.4161468365471424,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,1.0,0.5403023058681398,0.6124767556977625,0.9820137900379085,1.0
27,0.0,7.0,3.0,6.0,2329.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,45.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.9899924966004454,0.960170286650366,-0.4161468365471424,-0.4161468365471424,0.5403023058681398,1.0,0.5403023058681398,0.5403023058681398,-0.9899924966004454,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,1.0,0.5403023058681398,-0.47146621727247745,0.7310585786300049,1.0
28,0.0,9.0,3.0,6.0,1082.0,2.0,3.0,4.0,3.0,2.0,4.0,0.0,27.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,-0.9899924966004454,0.960170286650366,-0.4161468365471424,-0.9899924966004454,-0.6536436208636119,-0.9899924966004454,-0.4161468365471424,-0.6536436208636119,1.0,0.5403023058681398,0.5403023058681398,-0.4161468365471424,-0.9899924966004454,0.5403023058681398,1.0,0.5403023058681398,0.2750763948093979,0.9820137900379085,1.0
29,0.0,18.0,1.0,4.0,884.0,2.0,3.0,4.0,3.0,2.0,4.0,0.0,36.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5403023058681398,-0.6536436208636119,-0.4161468365471424,-0.9899924966004454,-0.6536436208636119,-0.9899924966004454,-0.4161468365471424,-0.6536436208636119,1.0,1.0,0.5403023058681398,0.5403023058681398,0.5403023058681398,-0.4161468365471424,0.5403023058681398,0.5403023058681398,-0.35071265449036204,0.9820137900379085,0.0
30,3.0,18.0,3.0,0.0,1568.0,0.0,0.0,3.0,0.0,2.0,4.0,1.0,24.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,-0.9899924966004454,-0.9899924966004454,1.0,1.0,1.0,-0.9899924966004454,1.0,-0.4161468365471424,-0.6536436208636119,0.5403023058681398,0.5403023058681398,-0.4161468365471424,0.5403023058681398,-0.9899924966004454,0.5403023058681398,1.0,0.5403023058681398,-0.9409855068229195,0.9525741268224334,1.0
31,3.0,36.0,3.0,4.0,3079.0,4.0,0.0,4.0,3.0,2.0,4.0,3.0,36.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.9899924966004454,-0.9899924966004454,-0.6536436208636119,-0.6536436208636119,1.0,-0.6536436208636119,-0.9899924966004454,-0.4161468365471424,-0.6536436208636119,-0.9899924966004454,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,1.0,0.5403023058681398,0.971527948831398,0.9820137900379085,1.0
32,3.0,24.0,1.0,3.0,5150.0,2.0,3.0,4.0,3.0,2.0,4.0,0.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.9899924966004454,0.5403023058681398,-0.9899924966004454,-0.4161468365471424,-0.9899924966004454,-0.6536436208636119,-0.9899924966004454,-0.4161468365471424,-0.6536436208636119,1.0,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,-0.5981219125804218,0.9820137900379085,1.0
33,3.0,21.0,1.0,4.0,12680.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,30.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.9899924966004454,0.5403023058681398,-0.6536436208636119,-0.6536436208636119,-0.9899924966004454,-0.6536436208636119,-0.9899924966004454,-0.4161468365471424,-0.6536436208636119,-0.4161468365471424,0.5403023058681398,1.0,0.5403023058681398,1.0,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.861768858306436,0.9820137900379085,0.0
34,3.0,24.0,3.0,0.0,1258.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.9899924966004454,-0.9899924966004454,1.0,-0.4161468365471424,0.5403023058681398,-0.6536436208636119,-0.9899924966004454,-0.4161468365471424,0.5403023058681398,-0.9899924966004454,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.20636424882458945,0.9820137900379085,1.0
35,3.0,12.0,1.0,3.0,1592.0,3.0,1.0,3.0,0.0,2.0,2.0,1.0,35.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.9899924966004454,0.5403023058681398,-0.9899924966004454,-0.9899924966004454,0.5403023058681398,-0.9899924966004454,1.0,-0.4161468365471424,-0.4161468365471424,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,1.0,1.0,-0.7056364498432659,0.9525741268224334,1.0
36,3.0,15.0,3.0,9.0,3029.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,33.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.9899924966004454,-0.9899924966004454,-0.9111302618846769,-0.4161468365471424,0.5403023058681398,-0.4161468365471424,-0.9899924966004454,-0.4161468365471424,-0.4161468365471424,1.0,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,1.0,0.5403023058681398,0.8753283102219109,0.8807970779778823,1.0
37,1.0,24.0,3.0,5.0,1755.0,2.0,3.0,4.0,0.0,1.0,4.0,3.0,58.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.5403023058681398,-0.9899924966004454,0.28366218546322625,-0.4161468365471424,-0.9899924966004454,-0.6536436208636119,1.0,0.5403023058681398,-0.6536436208636119,-0.9899924966004454,0.5403023058681398,0.5403023058681398,0.5403023058681398,-0.9899924966004454,0.5403023058681398,0.5403023058681398,0.5403023058681398,-0.40821965789886033,0.9820137900379085,1.0
38,1.0,21.0,2.0,2.0,3414.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,26.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.5403023058681398,-0.4161468365471424,-0.4161468365471424,-0.4161468365471424,-0.4161468365471424,-0.4161468365471424,-0.9899924966004454,-0.4161468365471424,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,-0.4161468365471424,0.5403023058681398,0.5403023058681398,1.0,0.5403023058681398,-0.6127864826408534,0.8807970779778823,0.0
39,3.0,36.0,2.0,3.0,7678.0,1.0,1.0,2.0,0.0,2.0,4.0,0.0,40.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,-0.9899924966004454,-0.4161468365471424,-0.9899924966004454,0.5403023058681398,0.5403023058681398,-0.4161468365471424,1.0,-0.4161468365471424,-0.6536436208636119,1.0,0.5403023058681398,0.5403023058681398,-0.4161468365471424,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.9986250565954025,0.8807970779778823,1.0
40,3.0,18.0,3.0,3.0,1533.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,43.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,-0.9899924966004454,-0.9899924966004454,-0.9899924966004454,-0.4161468365471424,-0.4161468365471424,-0.6536436208636119,-0.4161468365471424,1.0,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,-0.9899924966004454,-0.4161468365471424,1.0,0.5403023058681398,0.9952783469249029,0.9820137900379085,0.0
41,3.0,6.0,3.0,4.0,672.0,2.0,4.0,1.0,0.0,2.0,4.0,3.0,54.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,-0.9899924966004454,-0.9899924966004454,-0.6536436208636119,-0.4161468365471424,-0.6536436208636119,0.5403023058681398,1.0,-0.4161468365471424,-0.6536436208636119,-0.9899924966004454,0.5403023058681398,0.5403023058681398,0.5403023058681398,-0.4161468365471424,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.9550915099898928,0.7310585786300049,1.0
42,3.0,12.0,1.0,3.0,1935.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,43.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,-0.9899924966004454,0.5403023058681398,-0.9899924966004454,-0.4161468365471424,-0.9899924966004454,-0.6536436208636119,-0.9899924966004454,-0.4161468365471424,-0.6536436208636119,-0.9899924966004454,0.5403023058681398,0.5403023058681398,-0.9899924966004454,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.9756623738760296,0.9820137900379085,1.0
43,3.0,15.0,2.0,9.0,3594.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,46.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,-0.9899924966004454,-0.4161468365471424,-0.9111302618846769,-0.4161468365471424,-0.4161468365471424,0.5403023058681398,1.0,-0.4161468365471424,-0.4161468365471424,0.5403023058681398,0.5403023058681398,0.5403023058681398,-0.4161468365471424,-0.9899924966004454,0.5403023058681398,1.0,0.5403023058681398,0.9998379270899335,0.7310585786300049,1.0
44,1.0,33.0,1.0,3.0,4281.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,23.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.5403023058681398,0.5403023058681398,-0.9899924966004454,0.5403023058681398,1.0,0.5403023058681398,1.0,-0.4161468365471424,-0.6536436208636119,1.0,0.5403023058681398,0.5403023058681398,-0.4161468365471424,0.5403023058681398,0.5403023058681398,1.0,0.5403023058681398,-0.548031869700968,0.7310585786300049,0.0
45,0.0,12.0,2.0,6.0,585.0,2.0,0.0,4.0,2.0,0.0,4.0,3.0,20.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,-0.4161468365471424,0.960170286650366,-0.4161468365471424,1.0,-0.6536436208636119,-0.4161468365471424,1.0,-0.6536436208636119,-0.9899924966004454,0.5403023058681398,-0.4161468365471424,-0.4161468365471424,0.5403023058681398,0.5403023058681398,1.0,0.5403023058681398,0.7876773704301162,0.9820137900379085,1.0
46,1.0,36.0,1.0,2.0,8065.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,25.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.5403023058681398,0.5403023058681398,-0.4161468365471424,-0.4161468365471424,1.0,-0.9899924966004454,1.0,-0.4161468365471424,-0.4161468365471424,-0.4161468365471424,0.5403023058681398,0.5403023058681398,-0.4161468365471424,1.0,0.5403023058681398,0.5403023058681398,0.5403023058681398,-0.8619675915697909,0.9525741268224334,0.0
47,1.0,21.0,1.0,4.0,1602.0,2.0,3.0,4.0,2.0,2.0,3.0,0.0,30.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5403023058681398,0.5403023058681398,-0.6536436208636119,-0.4161468365471424,-0.9899924966004454,-0.6536436208636119,-0.4161468365471424,-0.4161468365471424,-0.9899924966004454,1.0,0.5403023058681398,0.5403023058681398,-0.4161468365471424,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.9775587030351314,0.9820137900379085,1.0
48,1.0,13.0,1.0,0.0,1797.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,28.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.5403023058681398,0.5403023058681398,1.0,-0.4161468365471424,-0.4161468365471424,-0.9899924966004454,-0.9899924966004454,-0.4161468365471424,0.5403023058681398,0.5403023058681398,1.0,0.5403023058681398,-0.4161468365471424,-0.9899924966004454,0.5403023058681398,1.0,0.5403023058681398,0.9999594809515867,0.9525741268224334,1.0
49,3.0,18.0,3.0,6.0,1453.0,2.0,2.0,3.0,0.0,2.0,1.0,3.0,26.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.9899924966004454,-0.9899924966004454,0.960170286650366,-0.4161468365471424,-0.4161468365471424,-0.9899924966004454,1.0,-0.4161468365471424,0.5403023058681398,-0.9899924966004454,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,1.0,0.5403023058681398,-0.01339731391202852,0.9525741268224334,1.0
50,3.0,36.0,3.0,4.0,909.0,1.0,3.0,4.0,3.0,2.0,4.0,1.0,36.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.9899924966004454,-0.9899924966004454,-0.6536436208636119,0.5403023058681398,-0.9899924966004454,-0.6536436208636119,-0.9899924966004454,-0.4161468365471424,-0.6536436208636119,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,1.0,0.5403023058681398,-0.4715725491514069,0.9820137900379085,1.0
51,3.0,10.0,3.0,4.0,1309.0,4.0,0.0,4.0,3.0,1.0,4.0,1.0,27.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,-0.9899924966004454,-0.9899924966004454,-0.6536436208636119,-0.6536436208636119,1.0,-0.6536436208636119,-0.9899924966004454,0.5403023058681398,-0.6536436208636119,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,-0.9899924966004454,0.5403023058681398,1.0,0.5403023058681398,-0.5026485608693819,0.9820137900379085,0.0
52,3.0,18.0,1.0,6.0,629.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,32.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,-0.9899924966004454,0.5403023058681398,0.960170286650366,0.5403023058681398,-0.9899924966004454,-0.6536436208636119,-0.9899924966004454,-0.4161468365471424,-0.9899924966004454,0.5403023058681398,1.0,0.5403023058681398,-0.4161468365471424,1.0,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.7766480054775746,0.9820137900379085,1.0
