checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
1,33.0,1,3,4281.0,1,0,1.0,0,2,4.0,0,23.0,1,1,2.0,1,1.0,0,1,0
0,12.0,2,6,585.0,2,0,4.0,2,0,4.0,3,20.0,1,2,2.0,1,1.0,0,1,1
1,36.0,1,2,8065.0,2,0,3.0,0,2,2.0,2,25.0,1,1,2.0,0,1.0,1,1,0
1,21.0,1,4,1602.0,2,3,4.0,2,2,3.0,0,30.0,1,1,2.0,1,1.0,1,1,1
1,13.0,1,0,1797.0,2,2,3.0,3,2,1.0,1,28.0,0,1,2.0,3,1.0,0,1,1
3,18.0,3,6,1453.0,2,2,3.0,0,2,1.0,3,26.0,1,1,1.0,1,1.0,0,1,1
3,36.0,3,4,909.0,1,3,4.0,3,2,4.0,1,36.0,1,1,1.0,1,1.0,0,1,1
3,10.0,3,4,1309.0,4,0,4.0,3,1,4.0,1,27.0,1,1,1.0,3,1.0,0,1,0
3,18.0,1,6,629.0,1,3,4.0,3,2,3.0,1,32.0,0,1,2.0,0,1.0,1,1,1
1,15.0,1,3,1478.0,2,3,4.0,3,2,4.0,0,44.0,1,1,2.0,1,2.0,1,1,1
3,30.0,3,6,1867.0,4,3,4.0,3,2,4.0,0,58.0,1,1,1.0,1,1.0,1,1,1
1,9.0,3,3,2136.0,2,0,3.0,3,2,2.0,3,25.0,1,1,1.0,1,1.0,0,1,1
1,12.0,3,2,1200.0,4,0,4.0,0,2,4.0,1,23.0,0,2,1.0,1,1.0,1,1,1
1,12.0,3,6,1498.0,2,0,4.0,0,2,1.0,0,23.0,0,1,1.0,1,1.0,0,1,1
2,18.0,3,3,3049.0,2,2,1.0,0,2,1.0,1,45.0,2,1,1.0,3,1.0,0,1,1
3,15.0,3,1,874.0,4,2,4.0,0,2,1.0,3,24.0,1,1,1.0,1,1.0,0,1,1
3,12.0,3,3,1574.0,2,0,4.0,3,2,2.0,3,50.0,1,1,1.0,1,1.0,0,1,1
3,28.0,0,9,7824.0,4,2,3.0,3,1,4.0,3,40.0,0,2,2.0,1,2.0,1,1,1
3,4.0,1,6,1544.0,2,1,2.0,3,2,1.0,3,42.0,1,1,3.0,3,2.0,0,1,1
0,24.0,2,0,6967.0,0,1,4.0,3,2,4.0,0,36.0,1,2,1.0,0,1.0,1,1,1
3,6.0,1,4,6761.0,2,1,1.0,3,2,3.0,2,45.0,1,1,2.0,0,2.0,1,1,1
1,24.0,3,3,4020.0,2,0,2.0,3,2,2.0,0,27.0,2,1,1.0,1,1.0,0,1,1
0,6.0,2,0,1449.0,0,3,1.0,1,2,2.0,0,31.0,0,1,2.0,1,2.0,0,1,1
3,15.0,1,6,1360.0,2,0,4.0,3,2,2.0,1,31.0,1,1,2.0,1,1.0,0,1,1
1,6.0,1,4,609.0,2,1,4.0,0,2,3.0,1,37.0,1,1,2.0,1,1.0,0,0,1
3,12.0,3,6,1262.0,2,0,3.0,3,2,2.0,0,25.0,1,1,1.0,1,1.0,0,1,1
0,12.0,3,3,1922.0,2,0,4.0,3,2,2.0,1,37.0,1,1,1.0,3,1.0,0,1,0
1,18.0,3,6,3190.0,2,0,2.0,0,2,2.0,3,24.0,1,1,1.0,1,1.0,0,1,0
1,10.0,1,4,1038.0,2,1,4.0,3,0,3.0,1,49.0,1,1,2.0,1,1.0,1,1,1
1,18.0,3,6,1936.0,4,1,2.0,2,2,4.0,0,23.0,1,2,2.0,3,1.0,0,1,1
1,30.0,1,9,10623.0,2,3,3.0,3,2,4.0,2,38.0,1,0,3.0,0,2.0,1,1,1
1,42.0,3,6,3965.0,2,2,4.0,3,2,3.0,0,34.0,1,1,1.0,1,1.0,0,1,0
0,36.0,3,6,2671.0,0,0,4.0,0,0,4.0,2,50.0,1,0,1.0,1,1.0,0,1,0
0,21.0,2,4,2353.0,2,0,1.0,1,2,4.0,1,47.0,1,1,2.0,1,1.0,0,1,1
0,36.0,3,9,9398.0,2,2,1.0,2,2,4.0,0,28.0,1,2,1.0,0,1.0,1,1,0
3,24.0,3,6,999.0,4,3,4.0,3,2,2.0,0,25.0,1,1,2.0,1,1.0,0,1,1
3,12.0,3,6,2171.0,2,2,2.0,0,2,2.0,0,29.0,0,1,1.0,1,1.0,0,1,1
3,18.0,1,6,1098.0,2,4,4.0,0,2,4.0,0,65.0,1,1,2.0,2,1.0,0,1,1
3,36.0,3,6,3835.0,4,3,2.0,0,2,4.0,3,45.0,1,1,1.0,3,1.0,1,1,1
0,18.0,3,0,1941.0,3,0,4.0,3,2,2.0,1,35.0,1,1,1.0,3,1.0,1,1,1
0,45.0,1,6,4746.0,2,2,4.0,3,2,2.0,1,25.0,1,1,2.0,3,1.0,0,1,0
3,9.0,3,0,1449.0,2,1,3.0,0,2,2.0,0,27.0,1,1,2.0,1,1.0,0,1,1
0,18.0,3,6,866.0,2,0,4.0,2,1,2.0,3,25.0,1,1,1.0,3,1.0,0,1,1
0,12.0,3,3,983.0,3,2,1.0,0,2,4.0,3,19.0,1,2,1.0,3,1.0,0,1,1
1,36.0,0,3,2746.0,2,3,4.0,3,2,4.0,0,31.0,0,1,1.0,1,1.0,0,1,0
1,12.0,3,4,1228.0,2,0,4.0,0,2,2.0,3,24.0,1,1,1.0,3,1.0,0,1,0
3,24.0,3,6,2397.0,1,3,3.0,3,2,2.0,0,35.0,0,1,2.0,1,1.0,1,1,0
0,48.0,3,4,6560.0,0,1,3.0,3,2,2.0,1,24.0,1,1,1.0,1,1.0,0,1,0
0,12.0,1,4,1995.0,0,2,4.0,3,2,1.0,0,27.0,1,1,1.0,1,1.0,0,1,1
3,9.0,1,2,936.0,1,3,4.0,3,2,2.0,0,52.0,1,1,2.0,1,1.0,1,1,1
0,24.0,1,0,1935.0,2,3,4.0,1,2,4.0,3,31.0,1,1,2.0,1,1.0,1,1,0
3,12.0,1,6,1655.0,2,3,2.0,3,2,4.0,3,63.0,1,1,2.0,3,1.0,1,1,1
1,12.0,3,4,1168.0,2,0,4.0,2,2,3.0,3,27.0,1,1,1.0,3,1.0,0,1,1
1,24.0,3,6,2439.0,2,2,4.0,0,2,4.0,3,35.0,1,1,1.0,1,1.0,1,1,0
0,48.0,0,4,12169.0,4,4,4.0,3,0,4.0,2,36.0,1,0,1.0,0,1.0,1,1,1
3,24.0,3,9,9277.0,4,0,2.0,1,2,4.0,2,48.0,1,0,1.0,1,1.0,1,1,1
3,36.0,1,4,6614.0,2,3,4.0,3,2,4.0,0,34.0,1,1,2.0,0,1.0,1,1,1
0,36.0,3,2,3711.0,4,0,2.0,2,2,2.0,0,27.0,1,1,1.0,1,1.0,0,1,1
1,15.0,3,4,3959.0,2,0,3.0,0,2,2.0,1,29.0,1,1,1.0,1,1.0,1,1,0
1,24.0,3,4,1381.0,4,0,4.0,0,2,2.0,1,35.0,1,1,1.0,1,1.0,0,1,0
1,12.0,3,6,1680.0,1,3,3.0,2,2,1.0,3,35.0,1,1,1.0,1,1.0,0,1,1
3,36.0,1,9,5842.0,2,3,2.0,3,2,2.0,1,35.0,1,1,2.0,1,2.0,1,1,1
0,21.0,3,0,2767.0,0,3,4.0,1,2,2.0,0,61.0,0,2,2.0,3,1.0,0,1,0
1,12.0,3,3,2578.0,2,4,3.0,0,2,4.0,2,55.0,1,0,1.0,0,1.0,0,1,1
3,6.0,1,6,700.0,4,3,4.0,3,2,4.0,2,36.0,1,0,2.0,1,1.0,0,1,1
0,12.0,3,6,6468.0,4,4,2.0,3,2,1.0,2,52.0,1,1,1.0,0,1.0,1,1,0
3,12.0,1,6,976.0,4,3,4.0,3,2,4.0,0,35.0,1,1,2.0,1,1.0,0,1,1
3,9.0,1,2,1244.0,4,3,4.0,0,2,4.0,1,41.0,1,2,2.0,3,1.0,0,1,1
3,10.0,3,9,2901.0,4,2,1.0,0,2,4.0,3,31.0,1,2,1.0,1,1.0,0,1,1
0,24.0,3,6,2039.0,2,2,1.0,2,2,1.0,1,22.0,1,1,1.0,1,1.0,1,1,0
3,12.0,1,6,797.0,4,3,4.0,0,2,3.0,1,33.0,0,1,1.0,3,2.0,0,1,0
3,6.0,3,3,4611.0,2,2,1.0,0,2,4.0,1,32.0,1,1,1.0,1,1.0,0,1,0
2,15.0,1,6,1271.0,4,0,3.0,3,2,4.0,2,39.0,1,0,2.0,1,1.0,1,1,0
0,12.0,3,4,2002.0,2,1,3.0,3,2,4.0,1,30.0,1,2,1.0,1,2.0,1,1,1
0,9.0,3,3,918.0,2,0,4.0,0,2,1.0,1,30.0,1,1,1.0,1,1.0,0,1,0
3,42.0,1,3,4042.0,1,0,4.0,3,2,4.0,3,36.0,1,1,2.0,1,1.0,1,1,1
0,18.0,1,0,1887.0,4,0,4.0,2,2,4.0,3,28.0,0,1,2.0,1,1.0,0,1,1
3,12.0,3,3,1736.0,2,1,3.0,0,2,4.0,3,31.0,1,1,1.0,3,1.0,0,1,1
3,36.0,1,4,3535.0,2,1,4.0,3,2,4.0,0,37.0,1,1,2.0,1,1.0,1,1,1
3,18.0,3,9,3378.0,4,0,2.0,3,2,1.0,1,31.0,1,1,1.0,1,1.0,1,1,1
3,24.0,3,6,1413.0,2,0,4.0,2,2,2.0,1,28.0,1,1,1.0,1,1.0,0,1,1
0,24.0,3,6,1967.0,2,3,4.0,0,2,4.0,0,20.0,1,1,1.0,1,1.0,1,1,1
3,24.0,1,3,3777.0,3,0,4.0,3,2,4.0,3,50.0,1,1,1.0,1,1.0,1,1,1
2,42.0,1,9,4796.0,2,3,4.0,3,2,4.0,2,56.0,1,0,1.0,1,1.0,0,1,1
0,18.0,2,7,6204.0,2,0,2.0,3,2,4.0,3,44.0,1,1,1.0,3,2.0,1,1,1
1,12.0,3,3,1657.0,2,0,2.0,3,2,2.0,3,27.0,1,1,1.0,1,1.0,0,1,1
1,24.0,3,4,1371.0,4,0,4.0,0,2,4.0,3,25.0,1,2,1.0,1,1.0,0,1,0
0,26.0,3,9,7966.0,2,2,2.0,3,2,3.0,0,30.0,1,1,2.0,1,1.0,0,1,1
0,12.0,3,4,7472.0,4,4,1.0,0,2,2.0,3,24.0,1,2,1.0,2,1.0,0,1,1
0,6.0,2,4,1209.0,2,4,4.0,3,2,4.0,1,47.0,1,1,1.0,0,1.0,1,1,0
1,24.0,3,9,6579.0,2,4,4.0,3,2,2.0,2,29.0,1,0,1.0,0,1.0,1,1,1
1,12.0,0,8,339.0,2,3,4.0,2,2,1.0,0,45.0,0,1,1.0,3,1.0,0,1,1
3,15.0,3,3,2221.0,1,0,2.0,0,2,4.0,0,20.0,1,2,1.0,1,1.0,0,1,1
3,24.0,1,9,4042.0,4,1,3.0,3,2,4.0,1,43.0,1,1,2.0,1,1.0,1,1,1
1,18.0,3,9,7511.0,4,3,1.0,3,2,4.0,1,51.0,1,0,1.0,1,2.0,1,1,0
0,9.0,1,2,1136.0,3,3,4.0,3,2,3.0,2,32.0,1,0,2.0,1,2.0,0,1,0
1,30.0,3,3,2406.0,2,1,4.0,0,2,4.0,3,23.0,1,2,1.0,1,1.0,0,1,0
3,9.0,3,3,1980.0,2,2,2.0,0,0,2.0,0,19.0,1,2,2.0,1,1.0,0,1,0
0,24.0,3,6,5084.0,4,3,2.0,0,2,4.0,0,42.0,1,1,1.0,1,1.0,1,1,1
3,4.0,3,3,601.0,2,2,1.0,0,2,3.0,3,23.0,1,2,1.0,3,2.0,0,1,1
0,18.0,3,3,1924.0,4,2,4.0,0,2,3.0,3,27.0,1,2,1.0,1,1.0,0,1,0
0,15.0,3,7,2631.0,0,0,3.0,0,2,2.0,3,25.0,1,1,1.0,3,1.0,0,1,1
0,18.0,1,4,1056.0,2,3,3.0,3,1,3.0,3,30.0,0,1,2.0,1,1.0,0,1,0
1,21.0,3,3,3599.0,2,1,1.0,0,2,4.0,0,26.0,1,2,1.0,3,1.0,0,1,1
3,18.0,3,4,1820.0,2,0,2.0,2,2,2.0,1,30.0,1,1,1.0,0,1.0,1,1,1
0,24.0,3,9,2760.0,4,3,4.0,3,2,4.0,2,36.0,0,0,1.0,1,1.0,1,1,1
3,21.0,3,9,5248.0,4,0,1.0,3,2,3.0,0,26.0,1,1,1.0,1,1.0,0,1,1
0,6.0,0,4,931.0,0,2,1.0,0,2,1.0,1,32.0,2,1,1.0,3,1.0,0,1,0
3,18.0,3,0,1950.0,2,1,4.0,3,2,1.0,0,34.0,2,1,2.0,1,1.0,1,1,1
1,18.0,3,4,4380.0,0,0,3.0,3,2,4.0,0,35.0,1,1,1.0,3,2.0,1,1,1
2,24.0,3,3,3749.0,2,2,2.0,0,2,4.0,0,26.0,1,1,1.0,1,1.0,0,1,1
3,48.0,3,6,10222.0,4,1,4.0,3,2,3.0,0,37.0,2,1,1.0,1,1.0,1,1,1
1,24.0,3,3,7721.0,4,2,1.0,0,2,2.0,1,30.0,1,1,1.0,1,1.0,1,0,1
3,24.0,2,9,4679.0,2,1,3.0,3,2,3.0,0,35.0,1,1,2.0,3,1.0,1,1,1
1,12.0,3,4,1893.0,2,0,4.0,0,1,4.0,1,29.0,1,1,1.0,1,1.0,1,1,1
1,12.0,3,3,1282.0,2,0,2.0,0,2,4.0,0,20.0,1,2,1.0,1,1.0,0,1,0
1,24.0,3,6,1603.0,2,3,4.0,0,2,4.0,0,55.0,1,1,1.0,1,1.0,0,1,1
1,10.0,3,6,2315.0,2,3,3.0,3,2,4.0,3,52.0,1,1,1.0,3,1.0,0,1,1
3,18.0,1,3,3780.0,2,2,3.0,1,2,2.0,0,35.0,1,1,2.0,0,1.0,1,1,1
3,12.0,1,6,1240.0,4,3,4.0,0,2,2.0,3,38.0,1,1,2.0,1,1.0,1,1,1
3,21.0,1,9,3275.0,2,3,1.0,3,2,4.0,0,36.0,1,1,1.0,0,1.0,1,1,1
3,24.0,3,9,2670.0,2,3,4.0,3,2,4.0,0,35.0,1,1,1.0,0,1.0,1,1,1
1,18.0,3,3,2473.0,2,4,4.0,3,2,1.0,0,25.0,1,1,1.0,2,1.0,0,1,0
3,54.0,4,9,9436.0,4,0,2.0,3,2,2.0,1,39.0,1,1,1.0,3,2.0,0,1,1
1,12.0,2,4,1344.0,2,0,4.0,3,2,2.0,3,43.0,1,1,2.0,3,2.0,0,1,1
3,15.0,3,9,3812.0,0,2,1.0,0,2,4.0,0,23.0,1,1,1.0,1,1.0,1,1,1
0,9.0,0,4,1437.0,0,1,2.0,3,2,3.0,2,29.0,1,1,1.0,1,1.0,0,1,0
1,12.0,3,4,1372.0,2,1,2.0,1,2,3.0,0,36.0,1,1,1.0,1,1.0,0,1,0
0,18.0,1,3,1295.0,2,2,4.0,0,2,1.0,1,27.0,1,1,2.0,1,1.0,0,1,1
3,12.0,1,0,1412.0,2,0,4.0,0,1,2.0,3,29.0,1,1,2.0,0,1.0,1,1,1
2,12.0,1,4,1480.0,1,4,2.0,3,2,4.0,2,66.0,0,0,3.0,2,1.0,0,1,1
0,24.0,3,3,4057.0,2,1,3.0,1,2,3.0,0,43.0,1,1,1.0,1,1.0,1,1,0
1,24.0,0,4,1193.0,2,4,1.0,0,0,4.0,2,29.0,1,2,2.0,2,1.0,0,1,0
1,12.0,3,3,652.0,2,3,4.0,0,2,4.0,1,24.0,1,2,1.0,1,1.0,0,1,1
0,12.0,4,8,1410.0,2,0,2.0,3,2,2.0,3,31.0,1,1,1.0,3,1.0,1,1,1
0,12.0,3,4,1295.0,2,2,3.0,0,2,1.0,0,25.0,1,2,1.0,1,1.0,0,1,0
1,15.0,3,4,2511.0,2,4,1.0,0,2,4.0,0,23.0,1,2,1.0,1,1.0,0,1,1
3,9.0,3,3,1388.0,2,0,4.0,0,2,2.0,3,26.0,1,2,1.0,1,1.0,0,1,1
3,11.0,1,4,1393.0,2,2,4.0,0,2,4.0,0,35.0,1,1,2.0,0,1.0,0,1,1
3,60.0,2,6,15653.0,2,1,2.0,3,2,4.0,0,21.0,1,1,2.0,1,1.0,1,1,1
0,6.0,3,6,484.0,2,1,3.0,2,1,3.0,3,28.0,0,1,1.0,3,1.0,0,1,1
0,30.0,1,4,2181.0,4,3,4.0,3,2,4.0,3,36.0,1,1,2.0,1,1.0,0,1,1
0,12.0,3,4,1007.0,3,0,4.0,2,2,1.0,3,22.0,1,1,1.0,1,1.0,0,1,1
1,21.0,3,6,2606.0,2,2,4.0,0,2,4.0,1,28.0,1,2,1.0,0,1.0,1,1,1
3,15.0,3,2,4623.0,0,0,3.0,3,2,2.0,1,40.0,1,1,1.0,0,1.0,1,1,0
0,48.0,4,5,18424.0,2,0,1.0,0,2,2.0,1,32.0,0,1,1.0,0,1.0,1,0,0
1,6.0,3,9,1352.0,1,4,1.0,0,2,2.0,1,23.0,1,2,1.0,2,1.0,1,1,1
3,12.0,4,3,2759.0,2,3,2.0,3,2,4.0,1,34.0,1,1,2.0,1,1.0,0,1,1
1,12.0,3,3,708.0,2,0,2.0,3,1,3.0,1,38.0,1,1,1.0,3,2.0,0,1,1
3,24.0,3,6,1376.0,1,1,4.0,0,2,1.0,0,28.0,1,1,1.0,1,1.0,0,1,1
3,24.0,3,3,929.0,4,1,4.0,3,2,2.0,0,31.0,2,1,1.0,1,1.0,1,1,1
3,9.0,3,2,3832.0,4,3,1.0,3,2,4.0,3,64.0,1,1,1.0,3,1.0,0,1,1
2,9.0,4,6,1337.0,2,2,4.0,3,2,2.0,0,34.0,1,1,2.0,0,1.0,1,1,0
0,30.0,1,4,5234.0,2,4,4.0,2,2,2.0,0,28.0,1,1,2.0,0,1.0,0,1,0
3,12.0,3,2,719.0,2,3,4.0,3,2,4.0,0,41.0,0,1,1.0,3,2.0,0,1,0
3,12.0,3,6,1963.0,2,1,4.0,3,2,2.0,0,31.0,1,2,2.0,0,2.0,1,1,1
0,7.0,3,6,2576.0,2,0,2.0,3,1,2.0,3,35.0,1,1,1.0,1,1.0,0,1,1
2,18.0,0,6,1445.0,4,1,4.0,3,2,4.0,0,49.0,0,1,1.0,3,1.0,0,1,1
2,10.0,1,4,781.0,2,3,4.0,3,2,4.0,2,63.0,1,0,2.0,1,1.0,1,1,1
3,6.0,3,3,2978.0,1,0,1.0,3,2,2.0,0,32.0,1,1,1.0,1,1.0,1,1,1
3,36.0,2,9,8947.0,4,1,3.0,3,2,2.0,0,31.0,2,1,1.0,0,2.0,1,1,1
1,12.0,3,2,684.0,2,0,4.0,3,2,4.0,0,40.0,1,2,1.0,3,2.0,0,1,0
3,36.0,3,6,2299.0,1,3,4.0,3,2,4.0,0,39.0,1,1,1.0,1,1.0,0,1,1
3,6.0,3,4,3518.0,2,0,2.0,3,1,3.0,1,26.0,1,2,1.0,1,1.0,0,1,1
0,7.0,3,6,2415.0,2,0,3.0,3,1,2.0,3,34.0,1,1,1.0,1,1.0,0,1,1
3,24.0,3,6,1278.0,2,3,4.0,3,2,1.0,3,36.0,1,1,1.0,0,1.0,1,1,1
3,36.0,1,0,6304.0,4,3,4.0,3,2,4.0,3,36.0,1,1,2.0,1,1.0,0,1,1
3,18.0,1,3,1817.0,2,0,4.0,0,2,2.0,2,28.0,1,1,2.0,1,1.0,0,1,1
0,9.0,3,0,1391.0,2,0,2.0,2,2,1.0,3,27.0,0,1,1.0,1,1.0,1,1,1
1,24.0,0,5,1358.0,4,3,4.0,3,2,3.0,0,40.0,2,1,1.0,0,1.0,1,1,0
3,12.0,1,2,701.0,2,0,4.0,3,2,2.0,0,32.0,1,1,2.0,1,1.0,0,1,1
3,36.0,3,2,1819.0,2,0,4.0,3,2,4.0,2,37.0,2,0,1.0,1,1.0,1,1,0
0,60.0,3,2,6288.0,2,0,4.0,3,2,4.0,2,42.0,1,0,1.0,1,1.0,0,1,0
0,18.0,3,7,3872.0,2,4,2.0,0,2,4.0,0,67.0,1,1,1.0,1,1.0,1,1,1
3,36.0,2,0,7980.0,4,2,4.0,3,2,4.0,0,27.0,1,2,2.0,1,1.0,1,1,0
1,12.0,1,9,1526.0,2,3,4.0,3,2,4.0,2,66.0,1,0,2.0,0,1.0,0,1,1
0,12.0,3,9,2028.0,4,0,4.0,3,2,2.0,0,30.0,1,1,1.0,1,1.0,0,1,1
3,36.0,3,3,3349.0,2,0,4.0,0,2,2.0,0,28.0,1,1,1.0,0,1.0,1,1,0
3,27.0,2,9,8613.0,3,0,2.0,3,2,2.0,0,27.0,1,1,2.0,1,1.0,0,1,1
0,18.0,3,0,1913.0,3,2,3.0,2,2,3.0,3,36.0,0,1,1.0,1,1.0,1,1,1
3,48.0,2,6,12749.0,1,1,4.0,3,2,1.0,0,37.0,1,1,1.0,0,1.0,1,1,1
1,36.0,2,2,6887.0,2,0,4.0,3,2,3.0,1,29.0,2,1,1.0,1,1.0,1,1,0
3,24.0,2,3,4151.0,0,0,2.0,3,2,3.0,1,35.0,1,1,2.0,1,1.0,0,1,1
3,18.0,3,6,2051.0,2,2,4.0,3,2,1.0,3,33.0,1,1,1.0,1,1.0,0,1,1
1,24.0,0,3,2483.0,1,0,4.0,3,2,4.0,3,22.0,2,1,1.0,1,1.0,1,1,1
3,12.0,3,9,4675.0,4,2,1.0,0,2,4.0,0,20.0,1,2,1.0,1,1.0,0,1,1
0,48.0,3,6,10961.0,3,1,1.0,3,0,2.0,2,27.0,0,1,2.0,1,1.0,1,1,0
1,6.0,1,6,338.0,1,3,4.0,3,2,4.0,0,52.0,1,1,2.0,1,1.0,0,1,1
3,21.0,2,0,2580.0,1,2,4.0,3,2,2.0,3,41.0,0,1,1.0,3,2.0,0,1,0
2,10.0,3,4,3949.0,2,2,1.0,3,1,1.0,1,37.0,1,1,1.0,3,2.0,0,1,1
0,36.0,3,2,12612.0,0,0,1.0,3,2,4.0,2,47.0,1,0,1.0,1,2.0,1,1,0
0,60.0,2,6,7418.0,4,0,1.0,3,2,1.0,3,27.0,1,1,1.0,3,1.0,0,1,1
0,24.0,2,6,6403.0,2,2,1.0,3,2,2.0,0,33.0,1,1,1.0,1,1.0,0,1,1
0,18.0,3,0,2622.0,0,0,4.0,3,2,4.0,0,34.0,1,1,1.0,1,1.0,0,1,1
0,48.0,3,6,3979.0,4,1,4.0,3,2,1.0,0,41.0,1,1,2.0,1,2.0,1,1,1
1,12.0,3,6,727.0,0,2,4.0,2,2,3.0,2,33.0,1,1,1.0,3,1.0,1,1,0
1,24.0,1,9,6419.0,2,3,2.0,0,2,4.0,2,44.0,1,0,2.0,0,2.0,1,1,1
3,9.0,1,3,2406.0,2,4,2.0,3,2,3.0,0,31.0,1,1,1.0,0,1.0,0,1,1
