season,year,month,hour,holiday,weekday,workingday,weather,temp,feel_temp,humidity,windspeed,target
3,0.0,12.0,2.0,0,4.0,1,2,13.12,16.665,0.7,8.9981,7.0
2,1.0,6.0,8.0,0,3.0,1,2,28.7,33.335,0.79,7.0015,643.0
3,0.0,9.0,6.0,0,2.0,1,2,25.42,27.275,0.94,7.0015,124.0
1,0.0,3.0,10.0,0,6.0,0,2,13.94,16.665,0.93,12.998,103.0
3,0.0,11.0,9.0,0,6.0,0,0,12.3,13.635,0.56,19.9995,141.0
3,0.0,10.0,5.0,0,5.0,1,2,22.96,26.515,0.94,11.0014,17.0
2,0.0,5.0,13.0,0,0.0,0,0,25.42,29.545,0.73,19.0012,456.0
0,1.0,7.0,1.0,0,1.0,1,2,28.7,33.335,0.74,12.998,11.0
2,0.0,5.0,2.0,0,3.0,1,2,22.96,26.515,0.94,0.0,8.0
3,0.0,10.0,4.0,0,2.0,1,0,15.58,19.695,0.87,8.9981,5.0
1,0.0,3.0,6.0,0,6.0,0,0,9.02,10.605,0.75,16.997899999999998,4.0
0,1.0,8.0,14.0,0,2.0,1,0,34.44,37.12,0.38,22.0028,251.0
2,0.0,5.0,3.0,0,5.0,1,0,14.76,18.18,0.71,7.0015,9.0
3,1.0,11.0,3.0,0,0.0,0,0,13.94,18.18,0.81,0.0,48.0
3,1.0,11.0,16.0,0,5.0,1,0,16.400000000000002,20.455,0.43,8.9981,405.0
3,0.0,11.0,18.0,0,3.0,1,3,18.86,22.725,0.88,26.0027,189.0
1,0.0,3.0,16.0,0,2.0,1,0,13.94,17.424999999999997,0.34,6.0032,102.0
3,0.0,10.0,15.0,0,5.0,1,2,14.76,16.665,0.43,16.997899999999998,215.0
0,0.0,7.0,15.0,0,5.0,1,0,33.62,34.85,0.21,16.997899999999998,381.0
3,1.0,10.0,12.0,0,5.0,1,0,29.52,32.575,0.42,11.0014,468.0
0,0.0,9.0,6.0,0,5.0,1,2,25.42,25.76,1.0,8.9981,57.0
2,0.0,5.0,0.0,0,5.0,1,2,21.32,25.0,0.83,11.0014,52.0
3,1.0,10.0,18.0,0,6.0,0,0,18.86,22.725,0.44,8.9981,473.0
0,1.0,9.0,16.0,0,0.0,0,0,27.880000000000003,31.82,0.36,19.0012,701.0
1,1.0,1.0,12.0,0,3.0,1,2,4.1000000000000005,5.305,0.46,12.998,84.0
0,0.0,9.0,23.0,0,5.0,1,2,26.24,30.305,0.73,11.0014,98.0
3,1.0,12.0,17.0,0,4.0,1,0,13.12,16.665,0.42,7.0015,550.0
0,1.0,9.0,7.0,0,3.0,1,0,21.32,25.0,0.63,15.0013,545.0
0,1.0,9.0,9.0,0,2.0,1,2,27.06,30.305,0.83,39.0007,293.0
3,0.0,9.0,9.0,0,4.0,1,0,25.42,29.545,0.78,16.997899999999998,225.0
3,0.0,10.0,7.0,0,2.0,1,2,21.32,25.0,0.88,6.0032,352.0
3,1.0,11.0,7.0,0,4.0,1,2,12.3,14.395,0.65,12.998,410.0
2,1.0,3.0,23.0,0,4.0,1,0,17.22,21.21,0.47,19.9995,94.0
1,0.0,1.0,4.0,0,0.0,0,0,3.28,4.545,0.53,12.998,1.0
3,1.0,11.0,14.0,0,5.0,1,2,16.400000000000002,20.455,0.4,32.9975,262.0
2,1.0,5.0,12.0,0,3.0,1,0,28.7,32.575,0.54,12.998,330.0
1,1.0,1.0,10.0,0,2.0,1,2,13.12,15.909999999999998,0.57,12.998,144.0
3,1.0,10.0,22.0,0,6.0,0,0,18.04,21.97,0.62,8.9981,185.0
2,0.0,6.0,9.0,0,3.0,1,0,24.6,31.06,0.49,0.0,207.0
1,1.0,12.0,3.0,0,6.0,0,0,10.66,10.605,0.48,30.0026,7.0
3,0.0,12.0,20.0,0,3.0,1,3,13.94,14.395,0.87,43.000600000000006,26.0
1,0.0,3.0,11.0,0,6.0,0,2,16.400000000000002,20.455,0.76,15.0013,159.0
1,1.0,3.0,21.0,0,0.0,0,0,17.22,21.21,0.54,15.0013,147.0
1,0.0,3.0,4.0,0,6.0,0,0,21.32,25.0,0.34,27.9993,3.0
0,0.0,9.0,22.0,0,3.0,1,2,25.42,27.275,0.94,0.0,127.0
3,0.0,10.0,4.0,0,4.0,1,2,22.14,25.76,1.0,7.0015,7.0
1,0.0,2.0,8.0,0,3.0,1,2,9.02,11.365,0.55,11.0014,230.0
3,0.0,11.0,2.0,0,3.0,1,0,13.12,15.909999999999998,0.7,11.0014,5.0
2,0.0,4.0,20.0,0,6.0,0,0,18.04,21.97,0.62,8.9981,224.0
3,0.0,10.0,17.0,0,3.0,1,0,26.24,31.06,0.47,16.997899999999998,591.0
2,1.0,5.0,13.0,0,2.0,1,0,33.62,38.635000000000005,0.52,26.0027,239.0
1,0.0,1.0,12.0,0,3.0,1,3,9.02,9.85,0.93,22.0028,48.0
3,1.0,12.0,21.0,0,2.0,1,0,14.76,17.424999999999997,0.5,15.0013,168.0
2,1.0,5.0,2.0,0,5.0,1,2,25.42,28.79,0.83,0.0,23.0
2,0.0,4.0,21.0,0,3.0,1,0,18.86,22.725,0.41,19.0012,102.0
1,1.0,1.0,3.0,0,0.0,0,2,6.5600000000000005,6.819999999999999,0.48,26.0027,25.0
3,0.0,11.0,19.0,0,0.0,0,0,20.5,24.24,0.29,23.9994,157.0
3,1.0,11.0,0.0,0,0.0,0,0,9.02,10.605,0.47,16.997899999999998,34.0
3,0.0,11.0,23.0,0,2.0,1,0,13.94,18.18,0.87,0.0,72.0
3,1.0,11.0,11.0,0,3.0,1,0,13.12,15.15,0.49,16.997899999999998,151.0
3,0.0,11.0,20.0,0,2.0,1,0,16.400000000000002,20.455,0.71,0.0,209.0
2,1.0,5.0,23.0,0,6.0,0,0,28.7,33.335,0.74,16.997899999999998,150.0
0,0.0,7.0,0.0,0,2.0,1,0,30.34,34.85,0.66,7.0015,51.0
3,0.0,12.0,12.0,0,0.0,0,0,14.76,17.424999999999997,0.81,11.0014,329.0
2,1.0,6.0,3.0,0,3.0,1,0,18.86,22.725,0.82,0.0,8.0
3,1.0,12.0,22.0,0,4.0,1,3,13.94,16.665,0.87,12.998,21.0
2,0.0,4.0,10.0,0,0.0,0,0,17.22,21.21,0.44,30.0026,211.0
0,1.0,9.0,16.0,0,6.0,0,0,30.34,33.335,0.51,22.0028,680.0
2,0.0,5.0,11.0,0,1.0,1,0,24.6,31.06,0.46,15.0013,125.0
1,0.0,3.0,6.0,0,1.0,1,0,8.200000000000001,9.09,0.75,26.0027,34.0
0,1.0,7.0,12.0,0,5.0,1,3,27.880000000000003,31.82,0.83,11.0014,274.0
1,0.0,2.0,11.0,0,3.0,1,2,9.84,11.365,0.93,12.998,52.0
2,1.0,4.0,3.0,1,1.0,0,0,23.78,27.275,0.68,12.998,8.0
1,0.0,3.0,22.0,0,0.0,0,0,12.3,13.635,0.56,22.0028,37.0
2,0.0,6.0,5.0,0,4.0,1,0,27.06,31.06,0.39,15.0013,31.0
1,1.0,3.0,23.0,0,6.0,0,0,17.22,21.21,0.24,0.0,106.0
2,1.0,6.0,9.0,0,5.0,1,0,25.42,31.06,0.53,11.0014,382.0
0,1.0,7.0,12.0,0,5.0,1,2,31.16,34.09,0.4,7.0015,379.0
3,1.0,11.0,23.0,0,0.0,0,2,12.3,15.15,0.56,11.0014,53.0
0,0.0,8.0,3.0,0,4.0,1,0,27.06,31.06,0.74,22.0028,4.0
2,0.0,3.0,12.0,0,4.0,1,3,11.48,13.635,0.93,12.998,90.0
2,1.0,5.0,1.0,0,4.0,1,0,24.6,27.275,0.88,6.0032,30.0
2,0.0,4.0,9.0,0,0.0,0,2,15.58,19.695,0.94,8.9981,81.0
0,1.0,7.0,19.0,0,2.0,1,0,31.16,35.605,0.62,11.0014,632.0
1,1.0,1.0,5.0,0,0.0,0,2,6.5600000000000005,6.819999999999999,0.47,22.0028,5.0
0,1.0,9.0,3.0,0,4.0,1,0,28.7,33.335,0.84,7.0015,9.0
0,1.0,8.0,8.0,0,2.0,1,2,27.06,29.545,0.89,6.0032,618.0
2,1.0,3.0,3.0,0,4.0,1,0,21.32,25.0,0.83,6.0032,7.0
3,1.0,10.0,9.0,0,1.0,1,2,21.32,25.0,0.63,0.0,340.0
3,0.0,11.0,0.0,1,5.0,0,0,13.94,15.909999999999998,0.53,16.997899999999998,66.0
2,1.0,5.0,11.0,0,5.0,1,0,22.96,26.515,0.35,16.997899999999998,291.0
2,0.0,5.0,19.0,0,0.0,0,2,18.86,22.725,0.84,7.0015,178.0
1,0.0,2.0,2.0,0,5.0,1,2,5.74,8.334999999999999,0.63,7.0015,1.0
2,0.0,4.0,1.0,0,5.0,1,3,10.66,12.88,1.0,11.0014,4.0
3,1.0,10.0,12.0,0,3.0,1,2,21.32,25.0,0.48,11.0014,332.0
0,0.0,8.0,2.0,0,0.0,0,2,28.7,33.335,0.84,15.0013,66.0
3,0.0,11.0,15.0,0,3.0,1,2,17.22,21.21,0.54,30.0026,207.0
2,1.0,6.0,21.0,0,5.0,1,0,27.06,31.06,0.5,7.0015,333.0
1,1.0,3.0,16.0,0,2.0,1,0,25.42,30.305,0.66,15.0013,431.0
1,0.0,1.0,20.0,0,5.0,1,2,9.84,11.365,0.7,12.998,62.0
1,0.0,3.0,4.0,0,0.0,0,0,10.66,12.88,0.56,15.0013,3.0
0,1.0,9.0,11.0,1,1.0,0,2,30.34,34.85,0.7,19.0012,459.0
3,1.0,12.0,2.0,0,4.0,1,0,9.84,10.605,0.52,19.0012,9.0
0,0.0,7.0,18.0,0,1.0,1,0,35.26,41.665,0.53,26.0027,472.0
2,0.0,5.0,11.0,0,5.0,1,2,22.14,25.76,0.49,22.0028,165.0
3,0.0,9.0,20.0,0,1.0,1,0,26.24,28.79,0.89,8.9981,251.0
3,0.0,11.0,4.0,0,1.0,1,0,18.04,21.97,0.82,6.0032,4.0
3,1.0,10.0,14.0,0,5.0,1,0,22.96,26.515,0.37,31.0009,371.0
2,0.0,3.0,18.0,0,4.0,1,2,12.3,13.635,0.61,19.9995,214.0
3,0.0,10.0,8.0,0,0.0,0,0,18.04,21.97,0.62,12.998,99.0
1,0.0,2.0,9.0,0,0.0,0,0,9.02,10.605,0.47,19.0012,55.0
3,1.0,11.0,13.0,0,2.0,1,0,13.94,15.909999999999998,0.53,16.997899999999998,218.0
2,1.0,3.0,17.0,0,6.0,0,3,20.5,24.24,0.88,15.0013,115.0
0,1.0,9.0,1.0,0,0.0,0,0,22.14,25.76,0.64,0.0,117.0
3,0.0,12.0,13.0,0,5.0,1,0,15.58,19.695,0.5,12.998,168.0
2,0.0,5.0,6.0,0,0.0,0,2,21.32,25.0,1.0,8.9981,17.0
1,1.0,2.0,21.0,0,3.0,1,0,13.94,16.665,0.53,11.0014,178.0
1,1.0,2.0,10.0,0,3.0,1,0,13.94,17.424999999999997,0.71,6.0032,139.0
0,0.0,9.0,15.0,0,1.0,1,0,30.34,33.335,0.48,6.0032,212.0
3,0.0,11.0,3.0,1,4.0,0,0,11.48,14.395,0.65,8.9981,5.0
3,0.0,12.0,18.0,0,0.0,0,0,9.84,11.365,0.48,12.998,163.0
3,0.0,11.0,14.0,0,2.0,1,0,20.5,24.24,0.48,16.997899999999998,150.0
0,0.0,8.0,13.0,0,2.0,1,0,31.16,34.09,0.48,19.9995,192.0
3,1.0,10.0,8.0,0,2.0,1,0,18.04,21.97,0.62,0.0,835.0
0,1.0,6.0,16.0,0,6.0,0,0,34.44,35.605,0.26,19.9995,513.0
3,0.0,10.0,12.0,0,6.0,0,3,9.84,9.85,0.87,32.9975,50.0
1,1.0,3.0,18.0,0,5.0,1,3,14.76,17.424999999999997,0.87,12.998,160.0
2,0.0,4.0,19.0,0,2.0,1,0,14.76,16.665,0.43,19.9995,160.0
2,0.0,3.0,11.0,0,3.0,1,2,13.94,16.665,0.87,12.998,71.0
3,1.0,10.0,5.0,0,6.0,0,2,20.5,24.24,0.82,12.998,9.0
1,1.0,3.0,17.0,0,0.0,0,0,13.94,14.395,0.31,36.9974,263.0
1,1.0,1.0,2.0,0,1.0,1,2,7.38,10.605,0.86,7.0015,2.0
0,1.0,8.0,0.0,0,1.0,1,0,25.42,28.79,0.83,0.0,32.0
1,0.0,1.0,3.0,0,0.0,0,0,0.8200000000000001,3.03,0.62,8.9981,5.0
3,0.0,10.0,15.0,0,2.0,1,0,22.96,26.515,0.37,7.0015,234.0
0,0.0,9.0,15.0,0,4.0,1,2,24.6,29.545,0.69,27.9993,135.0
3,1.0,10.0,0.0,0,2.0,1,2,15.58,19.695,0.82,15.0013,31.0
1,0.0,2.0,16.0,0,2.0,1,0,9.02,11.365,0.51,11.0014,86.0
2,1.0,4.0,22.0,0,3.0,1,0,20.5,24.24,0.51,0.0,192.0
0,0.0,8.0,13.0,0,6.0,0,2,30.34,35.605,0.74,22.0028,153.0
3,1.0,12.0,15.0,0,2.0,1,2,15.58,19.695,0.5,15.0013,270.0
3,1.0,11.0,2.0,0,5.0,1,0,13.12,15.909999999999998,0.66,11.0014,10.0
3,0.0,10.0,15.0,0,1.0,1,0,18.04,21.97,0.47,11.0014,168.0
2,0.0,3.0,18.0,0,2.0,1,0,14.76,18.18,0.21,6.0032,294.0
1,1.0,1.0,18.0,0,1.0,1,0,13.94,16.665,0.23,11.0014,410.0
0,1.0,7.0,10.0,0,1.0,1,2,30.34,34.85,0.66,15.0013,189.0
3,0.0,10.0,15.0,0,2.0,1,0,23.78,27.275,0.56,19.0012,194.0
0,0.0,7.0,10.0,0,2.0,1,0,32.800000000000004,34.85,0.31,15.0013,138.0
3,0.0,10.0,5.0,0,4.0,1,0,17.22,21.21,0.62,12.998,24.0
2,0.0,4.0,7.0,0,1.0,1,0,18.86,22.725,0.63,0.0,168.0
1,0.0,3.0,10.0,0,3.0,1,2,14.76,17.424999999999997,0.81,11.0014,68.0
0,1.0,9.0,18.0,0,2.0,1,2,24.6,27.275,0.88,11.0014,281.0
1,0.0,2.0,16.0,0,3.0,1,0,13.94,18.18,0.25,0.0,94.0
1,1.0,2.0,22.0,0,2.0,1,0,13.12,15.909999999999998,0.57,12.998,118.0
3,0.0,10.0,8.0,0,0.0,0,0,18.86,22.725,0.88,0.0,107.0
3,0.0,11.0,23.0,0,2.0,1,2,18.86,22.725,0.94,7.0015,80.0
1,0.0,1.0,13.0,0,2.0,1,2,10.66,13.635,0.56,8.9981,93.0
3,1.0,10.0,19.0,0,1.0,1,2,22.14,25.76,0.68,7.0015,516.0
2,1.0,5.0,12.0,0,3.0,1,0,28.7,32.575,0.54,0.0,253.0
1,1.0,2.0,10.0,0,2.0,1,0,9.84,11.365,0.7,12.998,85.0
0,1.0,8.0,2.0,0,3.0,1,0,27.880000000000003,31.82,0.65,0.0,8.0
1,0.0,1.0,6.0,0,6.0,0,0,5.74,8.334999999999999,0.63,7.0015,3.0
0,1.0,8.0,17.0,0,0.0,0,2,26.24,29.545,0.78,7.0015,343.0
1,0.0,2.0,14.0,0,4.0,1,0,8.200000000000001,9.09,0.27,19.0012,48.0
3,1.0,10.0,6.0,0,0.0,0,0,16.400000000000002,20.455,0.82,11.0014,24.0
3,0.0,11.0,20.0,0,4.0,1,0,17.22,21.21,0.71,7.0015,209.0
3,0.0,10.0,17.0,0,3.0,1,3,22.96,26.515,0.94,11.0014,181.0
2,1.0,4.0,7.0,0,4.0,1,3,18.86,22.725,0.82,23.9994,225.0
1,1.0,3.0,2.0,0,0.0,0,2,14.76,17.424999999999997,0.4,11.0014,80.0
0,0.0,7.0,12.0,0,3.0,1,0,33.62,40.15,0.59,0.0,149.0
1,1.0,2.0,3.0,0,3.0,1,0,11.48,15.909999999999998,0.75,0.0,3.0
0,0.0,8.0,16.0,0,3.0,1,0,30.34,33.335,0.42,8.9981,309.0
2,1.0,5.0,4.0,0,1.0,1,3,22.96,26.515,0.88,19.9995,7.0
2,0.0,6.0,15.0,0,4.0,1,2,28.7,32.575,0.61,19.9995,159.0
2,0.0,6.0,3.0,0,4.0,1,2,29.52,35.605,0.84,7.0015,2.0
1,1.0,2.0,20.0,0,6.0,0,0,18.04,21.97,0.44,11.0014,148.0
3,0.0,10.0,16.0,0,5.0,1,0,20.5,24.24,0.45,16.997899999999998,302.0
1,1.0,2.0,11.0,0,5.0,1,2,14.76,18.18,0.81,7.0015,163.0
2,1.0,5.0,13.0,0,6.0,0,0,26.24,31.06,0.36,12.998,659.0
3,0.0,10.0,21.0,0,6.0,0,0,16.400000000000002,20.455,0.76,0.0,157.0
2,1.0,4.0,14.0,0,3.0,1,0,22.96,26.515,0.22,23.9994,223.0
2,0.0,5.0,21.0,0,5.0,1,0,19.68,23.485,0.67,8.9981,152.0
3,0.0,10.0,17.0,0,2.0,1,2,24.6,28.79,0.78,16.997899999999998,604.0
3,0.0,10.0,12.0,0,5.0,1,0,24.6,31.06,0.53,0.0,235.0
2,1.0,4.0,13.0,0,5.0,1,0,25.42,31.06,0.43,12.998,381.0
0,0.0,9.0,16.0,0,6.0,0,0,30.34,34.09,0.55,12.998,431.0
2,1.0,4.0,7.0,0,5.0,1,0,15.58,19.695,0.5,19.0012,315.0
2,0.0,6.0,23.0,0,3.0,1,0,25.42,31.06,0.53,0.0,107.0
1,1.0,2.0,18.0,0,5.0,1,0,15.58,19.695,0.4,8.9981,385.0
2,1.0,3.0,13.0,0,5.0,1,2,28.7,32.575,0.48,0.0,428.0
3,0.0,10.0,19.0,0,1.0,1,3,19.68,23.485,0.82,0.0,237.0
0,1.0,7.0,1.0,0,0.0,0,0,30.34,34.85,0.7,8.9981,93.0
