,21,22,23,24,25,26,27,28,29,30,31,32,"2,21,5,3","2,22,5,3","2,23,5,3","2,24,5,3","2,25,5,3","2,26,5,3","2,27,5,3","2,28,5,3","2,31,5,3","2,29,11,3","2,30,11,3",33
10,1.0,1.0,3.0,23.0,0.0,4.0,1.0,0.0,19.68,23.485,0.72,12.998,1.0,1.0,1.7320508075688772,4.795831523312719,0.0,2.0,1.0,0.0,0.848528137423857,-0.061224489795918435,-0.04610073111291646,97.0
11,1.0,1.0,2.0,10.0,0.0,4.0,1.0,3.0,13.12,16.665,0.7,8.9981,1.0,1.0,1.4142135623730951,3.1622776601683795,0.0,2.0,1.0,1.7320508075688772,0.8366600265340756,-0.3877551020408164,-0.32311129163281893,44.0
12,0.0,0.0,8.0,11.0,0.0,3.0,1.0,0.0,29.52,33.335,0.54,19.9995,0.0,0.0,2.8284271247461903,3.3166247903554,0.0,1.7320508075688772,1.0,0.0,0.7348469228349535,0.4285714285714286,0.35398050365556455,185.0
13,1.0,1.0,1.0,6.0,0.0,3.0,1.0,0.0,13.94,14.395,0.36,35.0008,1.0,1.0,1.0,2.449489742783178,0.0,1.7320508075688772,1.0,0.0,0.6,-0.34693877551020413,-0.4153127538586515,88.0
14,1.0,1.0,2.0,22.0,0.0,3.0,1.0,2.0,18.04,21.97,0.47,16.997899999999998,1.0,1.0,1.4142135623730951,4.69041575982343,0.0,1.7320508075688772,1.0,1.4142135623730951,0.6855654600401044,-0.1428571428571429,-0.10763606823720562,147.0
15,1.0,1.0,2.0,6.0,0.0,1.0,1.0,0.0,6.5600000000000005,9.09,0.86,7.0015,1.0,1.0,1.4142135623730951,2.449489742783178,0.0,1.0,1.0,0.0,0.9273618495495703,-0.7142857142857143,-0.6307879772542648,72.0
16,1.0,1.0,1.0,14.0,0.0,0.0,0.0,2.0,6.5600000000000005,8.334999999999999,0.8,11.0014,1.0,1.0,1.0,3.7416573867739413,0.0,0.0,0.0,1.4142135623730951,0.8944271909999159,-0.7142857142857143,-0.6614541023558083,182.0
17,2.0,0.0,3.0,9.0,0.0,4.0,1.0,3.0,10.66,12.12,0.93,16.997899999999998,1.4142135623730951,0.0,1.7320508075688772,3.0,0.0,2.0,1.0,1.7320508075688772,0.9643650760992956,-0.5102040816326531,-0.5077173030056865,132.0
18,3.0,1.0,11.0,17.0,0.0,2.0,1.0,0.0,13.12,15.15,0.53,15.0013,1.7320508075688772,1.0,3.3166247903554,4.123105625617661,0.0,1.4142135623730951,1.0,0.0,0.7280109889280518,-0.3877551020408164,-0.3846466287571081,627.0
19,2.0,1.0,5.0,10.0,0.0,2.0,1.0,2.0,23.78,27.275,0.68,27.9993,1.4142135623730951,1.0,2.23606797749979,3.1622776601683795,0.0,1.4142135623730951,1.0,1.4142135623730951,0.8246211251235321,0.1428571428571428,0.1078391551584077,157.0
20,1.0,1.0,2.0,13.0,0.0,4.0,1.0,2.0,17.22,21.21,0.77,0.0,1.0,1.0,1.4142135623730951,3.605551275463989,0.0,2.0,1.0,1.4142135623730951,0.8774964387392122,-0.1836734693877552,-0.13850528025995124,137.0
21,3.0,0.0,11.0,8.0,0.0,2.0,1.0,0.0,14.76,16.665,0.71,16.997899999999998,1.7320508075688772,0.0,3.3166247903554,2.8284271247461903,0.0,1.4142135623730951,1.0,0.0,0.8426149773176358,-0.30612244897959184,-0.32311129163281893,419.0
22,0.0,0.0,7.0,20.0,0.0,3.0,1.0,0.0,32.800000000000004,41.665,0.75,15.0013,0.0,0.0,2.6457513110645907,4.47213595499958,0.0,1.7320508075688772,1.0,0.0,0.8660254037844386,0.5918367346938778,0.6923233143785539,309.0
23,1.0,0.0,1.0,20.0,0.0,1.0,1.0,3.0,6.5600000000000005,8.334999999999999,0.59,11.0014,1.0,0.0,1.0,4.47213595499958,0.0,1.0,1.0,1.7320508075688772,0.7681145747868608,-0.7142857142857143,-0.6614541023558083,78.0
24,2.0,0.0,6.0,18.0,0.0,2.0,1.0,0.0,25.42,31.06,0.51,22.0028,1.4142135623730951,0.0,2.449489742783178,4.242640687119285,0.0,1.4142135623730951,1.0,0.0,0.714142842854285,0.22448979591836737,0.26157595450852944,538.0
25,3.0,0.0,10.0,12.0,0.0,1.0,1.0,0.0,17.22,21.21,0.44,15.0013,1.7320508075688772,0.0,3.1622776601683795,3.4641016151377544,0.0,1.0,1.0,0.0,0.6633249580710799,-0.1836734693877552,-0.13850528025995124,170.0
26,3.0,0.0,11.0,10.0,0.0,3.0,1.0,3.0,18.86,22.725,0.94,0.0,1.7320508075688772,0.0,3.3166247903554,3.1622776601683795,0.0,1.7320508075688772,1.0,1.7320508075688772,0.9695359714832658,-0.10204081632653061,-0.07696994313566208,36.0
27,2.0,0.0,3.0,5.0,0.0,4.0,1.0,2.0,11.48,13.635,0.93,15.0013,1.4142135623730951,0.0,1.7320508075688772,2.23606797749979,0.0,2.0,1.0,1.4142135623730951,0.9643650760992956,-0.4693877551020408,-0.44618196588139725,9.0
28,2.0,1.0,5.0,17.0,1.0,1.0,0.0,0.0,33.62,39.395,0.56,19.9995,1.4142135623730951,1.0,2.23606797749979,4.123105625617661,1.0,1.0,0.0,0.0,0.7483314773547883,0.6326530612244896,0.6001218521527214,405.0
29,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,17.22,21.21,0.77,7.0015,1.4142135623730951,0.0,2.23606797749979,1.4142135623730951,0.0,0.0,0.0,0.0,0.8774964387392122,-0.1836734693877552,-0.13850528025995124,50.0
30,1.0,1.0,2.0,23.0,0.0,5.0,1.0,2.0,12.3,15.909999999999998,0.7,6.0032,1.0,1.0,1.4142135623730951,4.795831523312719,0.0,2.23606797749979,1.0,1.4142135623730951,0.8366600265340756,-0.4285714285714286,-0.35377741673436236,65.0
31,1.0,1.0,1.0,7.0,0.0,3.0,1.0,0.0,13.12,14.395,0.42,23.9994,1.0,1.0,1.0,2.6457513110645907,0.0,1.7320508075688772,1.0,0.0,0.648074069840786,-0.3877551020408164,-0.4153127538586515,263.0
32,0.0,0.0,8.0,13.0,0.0,5.0,1.0,0.0,31.98,35.605,0.52,16.997899999999998,0.0,0.0,2.8284271247461903,3.605551275463989,0.0,2.23606797749979,1.0,0.0,0.7211102550927979,0.5510204081632653,0.446181965881397,204.0
33,2.0,0.0,4.0,23.0,0.0,1.0,1.0,2.0,26.24,31.06,0.47,15.0013,1.4142135623730951,0.0,2.0,4.795831523312719,0.0,1.0,1.0,1.4142135623730951,0.6855654600401044,0.26530612244897944,0.26157595450852944,48.0
34,1.0,0.0,3.0,22.0,0.0,5.0,1.0,0.0,25.42,31.06,0.5,11.0014,1.0,0.0,1.7320508075688772,4.69041575982343,0.0,2.23606797749979,1.0,0.0,0.7071067811865476,0.22448979591836737,0.26157595450852944,118.0
35,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,10.66,14.395,0.65,6.0032,1.0,0.0,1.7320508075688772,1.4142135623730951,0.0,1.0,1.0,0.0,0.806225774829855,-0.5102040816326531,-0.4153127538586515,1.0
36,0.0,0.0,8.0,8.0,0.0,6.0,0.0,2.0,28.7,33.335,0.84,16.997899999999998,0.0,0.0,2.8284271247461903,2.8284271247461903,0.0,2.449489742783178,0.0,1.4142135623730951,0.916515138991168,0.3877551020408163,0.35398050365556455,76.0
37,1.0,0.0,2.0,20.0,0.0,4.0,1.0,0.0,19.68,23.485,0.59,22.0028,1.0,0.0,1.4142135623730951,4.47213595499958,0.0,2.0,1.0,0.0,0.7681145747868608,-0.061224489795918435,-0.04610073111291646,139.0
38,2.0,1.0,5.0,14.0,0.0,3.0,1.0,0.0,25.42,30.305,0.69,6.0032,1.4142135623730951,1.0,2.23606797749979,3.7416573867739413,0.0,1.7320508075688772,1.0,0.0,0.8306623862918074,0.22448979591836737,0.230909829406986,240.0
39,3.0,0.0,12.0,18.0,0.0,1.0,1.0,0.0,18.04,21.97,0.77,0.0,1.7320508075688772,0.0,3.4641016151377544,4.242640687119285,0.0,1.0,1.0,0.0,0.8774964387392122,-0.1428571428571429,-0.10763606823720562,399.0
40,0.0,0.0,7.0,16.0,0.0,6.0,0.0,0.0,31.16,34.09,0.45,19.0012,0.0,0.0,2.6457513110645907,4.0,0.0,2.449489742783178,0.0,0.0,0.6708203932499369,0.510204081632653,0.3846466287571082,425.0
41,0.0,0.0,6.0,18.0,0.0,2.0,1.0,3.0,32.800000000000004,37.88,0.55,19.9995,0.0,0.0,2.449489742783178,4.242640687119285,0.0,1.4142135623730951,1.0,1.7320508075688772,0.7416198487095663,0.5918367346938778,0.5385865150284321,504.0
42,1.0,0.0,3.0,20.0,0.0,5.0,1.0,0.0,12.3,15.15,0.56,11.0014,1.0,0.0,1.7320508075688772,4.47213595499958,0.0,2.23606797749979,1.0,0.0,0.7483314773547883,-0.4285714285714286,-0.3846466287571081,76.0
43,3.0,0.0,12.0,16.0,0.0,1.0,1.0,2.0,13.12,16.665,0.57,6.0032,1.7320508075688772,0.0,3.4641016151377544,4.0,0.0,1.0,1.0,1.4142135623730951,0.7549834435270749,-0.3877551020408164,-0.32311129163281893,214.0
44,2.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,18.04,21.97,0.72,7.0015,1.4142135623730951,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.848528137423857,-0.1428571428571429,-0.10763606823720562,48.0
45,3.0,1.0,10.0,21.0,0.0,4.0,1.0,2.0,22.14,25.76,0.77,12.998,1.7320508075688772,1.0,3.1622776601683795,4.58257569495584,0.0,2.0,1.0,1.4142135623730951,0.8774964387392122,0.061224489795918435,0.04630381803411865,283.0
46,0.0,0.0,8.0,5.0,0.0,3.0,1.0,0.0,26.24,30.305,0.73,0.0,0.0,0.0,2.8284271247461903,2.23606797749979,0.0,1.7320508075688772,1.0,0.0,0.8544003745317531,0.26530612244897944,0.230909829406986,28.0
47,1.0,0.0,1.0,9.0,0.0,3.0,1.0,3.0,9.02,10.605,0.87,19.9995,1.0,0.0,1.0,3.0,0.0,1.7320508075688772,1.0,1.7320508075688772,0.9327379053088815,-0.5918367346938775,-0.5692526401299756,58.0
48,2.0,1.0,5.0,15.0,0.0,0.0,0.0,2.0,28.7,31.82,0.39,27.9993,1.4142135623730951,1.0,2.23606797749979,3.872983346207417,0.0,0.0,0.0,1.4142135623730951,0.6244997998398398,0.3877551020408163,0.2924451665312753,502.0
49,1.0,1.0,1.0,2.0,0.0,5.0,1.0,0.0,10.66,13.635,0.48,8.9981,1.0,1.0,1.0,1.4142135623730951,0.0,2.23606797749979,1.0,0.0,0.6928203230275509,-0.5102040816326531,-0.44618196588139725,11.0
50,1.0,1.0,3.0,5.0,0.0,4.0,1.0,0.0,17.22,21.21,0.77,15.0013,1.0,1.0,1.7320508075688772,2.23606797749979,0.0,2.0,1.0,0.0,0.8774964387392122,-0.1836734693877552,-0.13850528025995124,29.0
51,2.0,0.0,6.0,7.0,0.0,0.0,0.0,2.0,27.06,30.305,0.78,11.0014,1.4142135623730951,0.0,2.449489742783178,2.6457513110645907,0.0,0.0,0.0,1.4142135623730951,0.8831760866327847,0.30612244897959173,0.230909829406986,71.0
52,1.0,1.0,2.0,15.0,0.0,4.0,1.0,0.0,22.14,25.76,0.33,8.9981,1.0,1.0,1.4142135623730951,3.872983346207417,0.0,2.0,1.0,0.0,0.5744562646538028,0.061224489795918435,0.04630381803411865,217.0
53,2.0,1.0,4.0,1.0,0.0,2.0,1.0,2.0,13.12,16.665,0.81,8.9981,1.4142135623730951,1.0,2.0,1.0,0.0,1.4142135623730951,1.0,1.4142135623730951,0.9,-0.3877551020408164,-0.32311129163281893,7.0
54,2.0,0.0,3.0,21.0,0.0,6.0,0.0,2.0,10.66,12.88,0.44,12.998,1.4142135623730951,0.0,1.7320508075688772,4.58257569495584,0.0,2.449489742783178,0.0,1.4142135623730951,0.6633249580710799,-0.5102040816326531,-0.4768480909829407,51.0
55,3.0,0.0,11.0,22.0,0.0,3.0,1.0,3.0,17.22,21.21,0.88,15.0013,1.7320508075688772,0.0,3.3166247903554,4.69041575982343,0.0,1.7320508075688772,1.0,1.7320508075688772,0.938083151964686,-0.1836734693877552,-0.13850528025995124,46.0
56,0.0,0.0,7.0,9.0,0.0,6.0,0.0,0.0,28.7,32.575,0.54,15.0013,0.0,0.0,2.6457513110645907,3.0,0.0,2.449489742783178,0.0,0.0,0.7348469228349535,0.3877551020408163,0.32311129163281893,222.0
57,2.0,1.0,5.0,5.0,0.0,6.0,0.0,0.0,22.96,26.515,0.88,6.0032,1.4142135623730951,1.0,2.23606797749979,2.23606797749979,0.0,2.449489742783178,0.0,0.0,0.938083151964686,0.10204081632653073,0.07696994313566208,22.0
58,1.0,0.0,12.0,20.0,0.0,6.0,0.0,0.0,10.66,13.635,0.56,8.9981,1.0,0.0,3.4641016151377544,4.47213595499958,0.0,2.449489742783178,0.0,0.0,0.7483314773547883,-0.5102040816326531,-0.44618196588139725,24.0
59,3.0,0.0,12.0,15.0,0.0,5.0,1.0,0.0,17.22,21.21,0.41,6.0032,1.7320508075688772,0.0,3.4641016151377544,3.872983346207417,0.0,2.23606797749979,1.0,0.0,0.6403124237432849,-0.1836734693877552,-0.13850528025995124,199.0
60,2.0,0.0,6.0,13.0,0.0,2.0,1.0,0.0,26.24,31.06,0.44,15.0013,1.4142135623730951,0.0,2.449489742783178,3.605551275463989,0.0,1.4142135623730951,1.0,0.0,0.6633249580710799,0.26530612244897944,0.26157595450852944,209.0
61,3.0,0.0,10.0,15.0,0.0,1.0,1.0,0.0,22.96,26.515,0.6,16.997899999999998,1.7320508075688772,0.0,3.1622776601683795,3.872983346207417,0.0,1.0,1.0,0.0,0.7745966692414834,0.10204081632653073,0.07696994313566208,208.0
62,2.0,1.0,6.0,16.0,0.0,0.0,0.0,0.0,27.06,31.06,0.54,19.9995,1.4142135623730951,1.0,2.449489742783178,4.0,0.0,0.0,0.0,0.0,0.7348469228349535,0.30612244897959173,0.26157595450852944,580.0
63,3.0,0.0,11.0,14.0,0.0,4.0,1.0,3.0,14.76,16.665,0.87,19.0012,1.7320508075688772,0.0,3.3166247903554,3.7416573867739413,0.0,2.0,1.0,1.7320508075688772,0.9327379053088815,-0.30612244897959184,-0.32311129163281893,64.0
64,0.0,0.0,7.0,5.0,0.0,3.0,1.0,0.0,28.7,32.575,0.54,19.0012,0.0,0.0,2.6457513110645907,2.23606797749979,0.0,1.7320508075688772,1.0,0.0,0.7348469228349535,0.3877551020408163,0.32311129163281893,18.0
65,1.0,1.0,3.0,22.0,0.0,5.0,1.0,0.0,13.94,14.395,0.31,32.9975,1.0,1.0,1.7320508075688772,4.69041575982343,0.0,2.23606797749979,1.0,0.0,0.5567764362830022,-0.34693877551020413,-0.4153127538586515,107.0
66,3.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,12.3,15.909999999999998,0.75,6.0032,1.7320508075688772,0.0,3.4641016151377544,1.0,0.0,0.0,0.0,0.0,0.8660254037844386,-0.4285714285714286,-0.35377741673436236,74.0
67,2.0,1.0,4.0,21.0,0.0,2.0,1.0,0.0,22.14,25.76,0.45,0.0,1.4142135623730951,1.0,2.0,4.58257569495584,0.0,1.4142135623730951,1.0,0.0,0.6708203932499369,0.061224489795918435,0.04630381803411865,243.0
68,2.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,25.42,30.305,0.25,22.0028,1.4142135623730951,1.0,2.0,4.242640687119285,0.0,0.0,0.0,0.0,0.5,0.22448979591836737,0.230909829406986,310.0
69,3.0,0.0,10.0,3.0,0.0,6.0,0.0,3.0,12.3,13.635,0.81,27.9993,1.7320508075688772,0.0,3.1622776601683795,1.7320508075688772,0.0,2.449489742783178,0.0,1.7320508075688772,0.9,-0.4285714285714286,-0.44618196588139725,8.0
70,3.0,0.0,11.0,7.0,0.0,3.0,1.0,0.0,10.66,13.635,0.81,7.0015,1.7320508075688772,0.0,3.3166247903554,2.6457513110645907,0.0,1.7320508075688772,1.0,0.0,0.9,-0.5102040816326531,-0.44618196588139725,285.0
71,0.0,0.0,7.0,17.0,0.0,5.0,1.0,0.0,33.62,34.85,0.21,12.998,0.0,0.0,2.6457513110645907,4.123105625617661,0.0,2.23606797749979,1.0,0.0,0.458257569495584,0.6326530612244896,0.4155158407798538,461.0
72,0.0,1.0,8.0,14.0,0.0,3.0,1.0,0.0,31.16,34.09,0.4,6.0032,0.0,1.0,2.8284271247461903,3.7416573867739413,0.0,1.7320508075688772,1.0,0.0,0.6324555320336759,0.510204081632653,0.3846466287571082,301.0
73,0.0,0.0,7.0,17.0,0.0,0.0,0.0,0.0,34.44,37.12,0.36,15.0013,0.0,0.0,2.6457513110645907,4.123105625617661,0.0,0.0,0.0,0.0,0.6,0.6734693877551019,0.5077173030056863,363.0
74,3.0,1.0,11.0,2.0,0.0,2.0,1.0,0.0,9.84,12.88,0.65,6.0032,1.7320508075688772,1.0,3.3166247903554,1.4142135623730951,0.0,1.4142135623730951,1.0,0.0,0.806225774829855,-0.5510204081632654,-0.4768480909829407,2.0
75,2.0,0.0,6.0,7.0,0.0,1.0,1.0,0.0,22.96,26.515,0.56,23.9994,1.4142135623730951,0.0,2.449489742783178,2.6457513110645907,0.0,1.0,1.0,0.0,0.7483314773547883,0.10204081632653073,0.07696994313566208,328.0
76,0.0,0.0,7.0,18.0,0.0,2.0,1.0,0.0,32.800000000000004,40.15,0.66,8.9981,0.0,0.0,2.6457513110645907,4.242640687119285,0.0,1.4142135623730951,1.0,0.0,0.812403840463596,0.5918367346938778,0.6307879772542646,530.0
77,3.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,9.84,14.395,0.44,0.0,1.7320508075688772,0.0,3.4641016151377544,3.1622776601683795,0.0,0.0,0.0,0.0,0.6633249580710799,-0.5510204081632654,-0.4153127538586515,194.0
78,0.0,1.0,8.0,9.0,0.0,4.0,1.0,0.0,28.7,32.575,0.58,0.0,0.0,1.0,2.8284271247461903,3.0,0.0,2.0,1.0,0.0,0.7615773105863908,0.3877551020408163,0.32311129163281893,396.0
79,0.0,1.0,8.0,2.0,0.0,1.0,1.0,0.0,25.42,28.03,0.88,8.9981,0.0,1.0,2.8284271247461903,1.4142135623730951,0.0,1.0,1.0,0.0,0.938083151964686,0.22448979591836737,0.13850528025995135,8.0
80,1.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,1.64,0.0,0.41,26.0027,1.0,0.0,1.0,1.0,0.0,2.449489742783178,0.0,1.4142135623730951,0.6403124237432849,-0.9591836734693878,-1.0,12.0
81,2.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,22.14,25.76,0.56,6.0032,1.4142135623730951,1.0,2.23606797749979,1.7320508075688772,0.0,0.0,0.0,0.0,0.7483314773547883,0.061224489795918435,0.04630381803411865,66.0
82,2.0,1.0,3.0,2.0,0.0,4.0,1.0,0.0,21.32,25.0,0.83,6.0032,1.4142135623730951,1.0,1.7320508075688772,1.4142135623730951,0.0,2.0,1.0,0.0,0.9110433579144299,0.020408163265306145,0.015434606011372809,6.0
83,0.0,1.0,8.0,13.0,0.0,3.0,1.0,2.0,31.98,35.605,0.49,12.998,0.0,1.0,2.8284271247461903,3.605551275463989,0.0,1.7320508075688772,1.0,1.4142135623730951,0.7,0.5510204081632653,0.446181965881397,294.0
84,1.0,0.0,12.0,12.0,0.0,3.0,1.0,3.0,18.86,22.725,0.88,26.0027,1.0,0.0,3.4641016151377544,3.4641016151377544,0.0,1.7320508075688772,1.0,1.7320508075688772,0.938083151964686,-0.10204081632653061,-0.07696994313566208,61.0
85,0.0,0.0,9.0,23.0,0.0,0.0,0.0,0.0,22.14,25.76,0.68,12.998,0.0,0.0,3.0,4.795831523312719,0.0,0.0,0.0,0.0,0.8246211251235321,0.061224489795918435,0.04630381803411865,54.0
86,0.0,1.0,9.0,11.0,0.0,3.0,1.0,0.0,27.06,31.06,0.5,12.998,0.0,1.0,3.0,3.3166247903554,0.0,1.7320508075688772,1.0,0.0,0.7071067811865476,0.30612244897959173,0.26157595450852944,232.0
87,2.0,1.0,5.0,12.0,0.0,2.0,1.0,0.0,26.24,30.305,0.73,12.998,1.4142135623730951,1.0,2.23606797749979,3.4641016151377544,0.0,1.4142135623730951,1.0,0.0,0.8544003745317531,0.26530612244897944,0.230909829406986,264.0
88,1.0,0.0,12.0,0.0,0.0,5.0,1.0,0.0,11.48,14.395,0.7,8.9981,1.0,0.0,3.4641016151377544,0.0,0.0,2.23606797749979,1.0,0.0,0.8366600265340756,-0.4693877551020408,-0.4153127538586515,30.0
89,1.0,0.0,2.0,21.0,0.0,1.0,1.0,2.0,15.58,19.695,0.87,26.0027,1.0,0.0,1.4142135623730951,4.58257569495584,0.0,1.0,1.0,1.4142135623730951,0.9327379053088815,-0.26530612244897966,-0.2000406173842405,80.0
90,3.0,1.0,10.0,15.0,0.0,4.0,1.0,2.0,24.6,30.305,0.6,12.998,1.7320508075688772,1.0,3.1622776601683795,3.872983346207417,0.0,2.0,1.0,1.4142135623730951,0.7745966692414834,0.18367346938775508,0.230909829406986,353.0
91,1.0,1.0,2.0,23.0,0.0,4.0,1.0,0.0,13.12,16.665,0.81,6.0032,1.0,1.0,1.4142135623730951,4.795831523312719,0.0,2.0,1.0,0.0,0.9,-0.3877551020408164,-0.32311129163281893,73.0
92,3.0,0.0,12.0,22.0,0.0,5.0,1.0,2.0,12.3,15.15,0.49,11.0014,1.7320508075688772,0.0,3.4641016151377544,4.69041575982343,0.0,2.23606797749979,1.0,1.4142135623730951,0.7,-0.4285714285714286,-0.3846466287571081,106.0
93,0.0,1.0,7.0,16.0,0.0,4.0,1.0,0.0,34.44,38.635000000000005,0.47,6.0032,0.0,1.0,2.6457513110645907,4.0,0.0,2.0,1.0,0.0,0.6855654600401044,0.6734693877551019,0.5692526401299758,358.0
94,1.0,1.0,12.0,19.0,0.0,6.0,0.0,0.0,9.84,10.605,0.48,23.9994,1.0,1.0,3.4641016151377544,4.358898943540674,0.0,2.449489742783178,0.0,0.0,0.6928203230275509,-0.5510204081632654,-0.5692526401299756,60.0
95,2.0,1.0,5.0,11.0,0.0,6.0,0.0,0.0,25.42,31.06,0.38,6.0032,1.4142135623730951,1.0,2.23606797749979,3.3166247903554,0.0,2.449489742783178,0.0,0.0,0.6164414002968976,0.22448979591836737,0.26157595450852944,586.0
96,2.0,0.0,6.0,18.0,0.0,3.0,1.0,0.0,36.9,40.91,0.37,15.0013,1.4142135623730951,0.0,2.449489742783178,4.242640687119285,0.0,1.7320508075688772,1.0,0.0,0.6082762530298219,0.7959183673469388,0.6616571892770102,459.0
97,3.0,1.0,11.0,9.0,0.0,2.0,1.0,3.0,13.12,15.15,0.81,22.0028,1.7320508075688772,1.0,3.3166247903554,3.0,0.0,1.4142135623730951,1.0,1.7320508075688772,0.9,-0.3877551020408164,-0.3846466287571081,110.0
98,2.0,1.0,5.0,17.0,0.0,1.0,1.0,2.0,27.06,31.06,0.69,16.997899999999998,1.4142135623730951,1.0,2.23606797749979,4.123105625617661,0.0,1.0,1.0,1.4142135623730951,0.8306623862918074,0.30612244897959173,0.26157595450852944,508.0
99,3.0,1.0,9.0,10.0,0.0,5.0,1.0,2.0,26.24,29.545,0.78,8.9981,1.7320508075688772,1.0,3.0,3.1622776601683795,0.0,2.23606797749979,1.0,1.4142135623730951,0.8831760866327847,0.26530612244897944,0.2000406173842404,245.0
100,0.0,0.0,6.0,7.0,0.0,3.0,1.0,0.0,28.7,33.335,0.79,0.0,0.0,0.0,2.449489742783178,2.6457513110645907,0.0,1.7320508075688772,1.0,0.0,0.8888194417315589,0.3877551020408163,0.35398050365556455,311.0
101,2.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,22.96,26.515,0.68,11.0014,1.4142135623730951,1.0,2.449489742783178,3.0,0.0,0.0,0.0,0.0,0.8246211251235321,0.10204081632653073,0.07696994313566208,274.0
102,2.0,0.0,4.0,3.0,0.0,5.0,1.0,3.0,13.94,16.665,0.76,11.0014,1.4142135623730951,0.0,2.0,1.7320508075688772,0.0,2.23606797749979,1.0,1.7320508075688772,0.8717797887081347,-0.34693877551020413,-0.32311129163281893,1.0
103,3.0,0.0,12.0,14.0,0.0,1.0,1.0,2.0,13.12,16.665,0.53,8.9981,1.7320508075688772,0.0,3.4641016151377544,3.7416573867739413,0.0,1.0,1.0,1.4142135623730951,0.7280109889280518,-0.3877551020408164,-0.32311129163281893,111.0
104,2.0,0.0,6.0,21.0,0.0,6.0,0.0,2.0,27.06,31.06,0.47,7.0015,1.4142135623730951,0.0,2.449489742783178,4.58257569495584,0.0,2.449489742783178,0.0,1.4142135623730951,0.6855654600401044,0.30612244897959173,0.26157595450852944,185.0
105,1.0,1.0,2.0,21.0,0.0,3.0,1.0,3.0,9.84,11.365,0.87,12.998,1.0,1.0,1.4142135623730951,4.58257569495584,0.0,1.7320508075688772,1.0,1.7320508075688772,0.9327379053088815,-0.5510204081632654,-0.5383834281072299,129.0
