,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,"2,21,19,25,3","2,23,19,25,3","2,24,19,25,3","2,26,19,25,3","2,27,19,25,3","2,28,19,25,3","2,29,19,25,3","2,30,19,25,3","2,31,19,25,3","2,32,19,25,3","2,34,19,25,3","2,35,19,25,3","2,36,19,25,3","2,37,19,25,3","2,38,19,25,3","2,39,19,25,3","2,40,19,25,3","2,28,6,3","2,31,6,3","2,33,20,2,28,6,3,3",41
27,2.0,18.0,3.0,4.0,1961.0,2.0,3.0,3.0,0.0,2.0,2.0,0.0,23.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0950373170495299,0.07982794181502388,0.06716673516920127,0.07127798778714742,0.09275083559311345,0.09515916911380547,0.0,0.10643725575336518,0.056477672167840984,0.0,0.09522190929396912,0.06149263091878331,0.05333459943658406,0.0,0.06754048420715088,0.0,0.12298526183756663,9.0,4.0,2.5555555555555554,1.0
28,3.0,24.0,3.0,4.0,7393.0,2.0,0.0,1.0,3.0,2.0,4.0,1.0,43.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.5374382087816225,0.30095256187581415,0.2532196191259077,0.26871910439081126,0.0,0.12236294521411714,0.46365631859517087,0.40127008250108553,0.46079034063145285,0.2298389603929615,0.3589880547732349,0.23182815929758543,0.22527142088437313,0.6161860310051676,0.5816097482764149,0.0,0.46365631859517087,1.0,16.0,43.0,1.0
29,0.0,12.0,3.0,6.0,1103.0,2.0,1.0,4.0,3.0,1.0,3.0,3.0,29.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.044900673035171514,0.05666872174270448,0.04009159639430067,0.01738979630447121,0.06865800709820383,0.0691752900595798,0.029933782023447677,0.04681515108526032,0.10287259839582166,0.053559289113333984,0.0345876450297899,0.06108948184724465,0.030643996221592487,0.03314894981561649,0.0,0.0,16.0,9.0,1.8125,1.0
30,1.0,6.0,1.0,4.0,666.0,3.0,1.0,3.0,0.0,2.0,4.0,3.0,39.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.016138412329165457,0.00903712548849327,0.02281134401972873,0.03631142774062227,0.010500094595446806,0.025167996829228746,0.0,0.03614850195397308,0.036648224334420956,0.06211527700055959,0.03233951636398951,0.02088428974600188,0.03342512581901055,0.055509251541923654,0.015632515632515633,0.03614850195397308,0.04176857949200376,9.0,16.0,4.333333333333333,1.0
31,3.0,24.0,3.0,9.0,5433.0,4.0,4.0,2.0,0.0,2.0,4.0,1.0,26.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.39495492875835997,0.22116532783326098,0.4186960542540074,0.39495492875835997,0.3426247083307057,0.18493163024483397,0.0,0.2948871037776813,0.3372109519080721,0.16890505502704717,0.2638147033116442,0.3407337723424271,0.1632323615990884,0.0,0.20670995670995673,0.2948871037776813,0.3407337723424271,4.0,16.0,6.5,1.0
32,0.0,6.0,2.0,3.0,1050.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,35.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.028495440729483283,0.026972872996300863,0.03816516429194533,0.06621681276407895,0.06483866899670311,0.0658513640639699,0.056990881458966566,0.011207263441622928,0.03264316358888267,0.10197144799456152,0.03292568203198495,0.05773430823283639,0.0,0.031024531024531028,0.056990881458966566,0.0658513640639699,16.0,1.0,2.1875,1.0
33,0.0,21.0,1.0,3.0,2745.0,3.0,1.0,3.0,3.0,2.0,2.0,0.0,32.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.03724761181068172,0.07051479654747225,0.1496619656876999,0.04327741691366589,0.1375322031455492,0.17215428033866415,0.1489904472427269,0.08119354991251715,0.0,0.1332912498786054,0.08607714016933207,0.16503655873136455,0.07626271045174196,0.09896584896584897,0.1489904472427269,0.17215428033866415,9.0,4.0,3.5555555555555554,1.0
34,0.0,18.0,3.0,0.0,2622.0,0.0,0.0,4.0,3.0,2.0,4.0,0.0,34.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.10673577941815024,0.0,0.0,0.0,0.17812167834687517,0.16444026340545626,0.14231437255753365,0.15997541022367237,0.0,0.1273186364960668,0.08222013170272813,0.07425695565473366,0.07284547424570761,0.09403559403559404,0.0,0.16444026340545626,16.0,16.0,2.125,1.0
35,3.0,10.0,3.0,3.0,2210.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,25.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.1606571677813318,0.0899641771602258,0.05677147554459515,0.08032858389066588,0.0,0.0688021330642982,0.13860144245845094,0.11995223621363439,0.06432748538011696,0.20611826151837342,0.0,0.1386014424584509,0.06121609217231666,0.18419736622770463,0.07752124418791086,0.0,0.1386014424584509,4.0,4.0,6.25,0.0
36,3.0,9.0,3.0,0.0,1449.0,2.0,1.0,3.0,0.0,2.0,2.0,0.0,27.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.10533585344576912,0.058985562310030396,0.0,0.052667926722884555,0.02284480040360724,0.0674869836236871,0.0,0.07864741641337386,0.04033669078356268,0.0,0.07036029911624746,0.04543744120413923,0.08299306808470232,0.040256709451575265,0.047017797017797014,0.0,0.09087488240827846,9.0,4.0,3.0,1.0
37,3.0,30.0,1.0,9.0,7596.0,4.0,3.0,1.0,3.0,2.0,4.0,0.0,63.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.5521954056411748,0.10307207989578811,0.5853884093711468,0.5521954056411748,0.3592735069685313,0.12602014160376168,0.4763875823142051,0.41228831958315243,0.4735896344635173,0.0,0.36884529474604255,0.2381937911571025,0.4721299021935239,0.2110351725287548,0.29341029341029345,0.0,0.476387582314205,1.0,16.0,63.0,1.0
38,3.0,12.0,1.0,3.0,1402.0,1.0,1.0,3.0,0.0,2.0,4.0,0.0,37.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.10191916254725211,0.019024099001302648,0.03601520756267982,0.025479790636813025,0.022103802736961595,0.06494676347127389,0.0,0.07609639600521059,0.08305354581422109,0.0,0.06807808099446441,0.08792724992160551,0.03564080650777071,0.038950936267155636,0.0451338784672118,0.07609639600521059,0.08792724992160551,9.0,16.0,4.111111111111111,1.0
39,1.0,12.0,3.0,3.0,1282.0,2.0,0.0,2.0,0.0,2.0,4.0,0.0,20.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.031065232141126296,0.0521873643074251,0.03293259350595972,0.04659784821168944,0.0,0.03536490893040517,0.0,0.06958315240990014,0.07548746079034063,0.0,0.06225114110906089,0.0804013797428661,0.031842496755610426,0.035617047285658725,0.04032387365720699,0.0,0.0804013797428661,4.0,16.0,5.0,0.0
40,1.0,48.0,3.0,9.0,4788.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,26.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.11602209944751381,0.19490881458966566,0.3689889025893958,0.17403314917127072,0.07548716655105,0.33421009962707404,0.30028222013170275,0.25987841945288753,0.22107154679150706,0.14885282596530497,0.23249490142760026,0.15014111006585135,0.14281644668122687,0.13302217036172695,0.3727753727753728,0.0,0.3002822201317027,16.0,9.0,1.625,1.0
41,3.0,18.0,1.0,3.0,3780.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,35.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.2747891829020064,0.05129179331306991,0.09710234278668312,0.1373945914510032,0.11919026297534212,0.1934710937359252,0.07902163687676388,0.20516717325227965,0.11382229157800161,0.0,0.18354860639021073,0.11853245531514581,0.23055740195612953,0.0,0.14045214045214047,0.20516717325227965,0.23706491063029161,9.0,4.0,3.888888888888889,1.0
42,2.0,6.0,3.0,3.0,2116.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10254919065619851,0.0861376465479809,0.05435676120016441,0.07691189299214887,0.0,0.06541517286108058,0.13270617748510505,0.11485019539730787,0.06136410207909712,0.19735124044021637,0.10274837331261533,0.06635308874255252,0.05824074953312443,0.05878757570706229,0.07375340708674041,0.11485019539730787,0.13270617748510505,4.0,4.0,10.25,1.0
43,0.0,48.0,4.0,5.0,18424.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,32.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.7888066858473763,0.6696714161093341,0.0,0.3210946367124867,0.0,1.0,0.5754795794517741,0.5727787104395946,0.0,0.5777359673878959,0.5744310448517077,0.0,0.7274330607663941,1.0,0.0,1.0,4.0,32.0,0.0
44,1.0,6.0,3.0,3.0,428.0,2.0,3.0,2.0,0.0,2.0,1.0,1.0,49.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.010371231947271494,0.017422926617455495,0.010994656802301685,0.01555684792090724,0.020243425616446997,0.004594015169257932,0.0,0.02323056882327399,0.0014028782648445011,0.013305975253373126,0.0,0.013421135152085293,0.004811192352736367,0.011890870700672334,0.0060926727593394285,0.02323056882327399,0.026842270304170586,4.0,1.0,12.25,1.0
45,0.0,9.0,3.0,6.0,458.0,2.0,0.0,4.0,3.0,2.0,3.0,3.0,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.018644159791576204,0.02353062063296342,0.016647281186391392,0.0,0.022177383032770642,0.02872373784885544,0.024858879722101608,0.016314370832742234,0.04271591121059504,0.022239487229290086,0.01436186892442772,0.005760769790776438,0.012724342946046564,0.00729517396184063,0.0,0.02872373784885544,16.0,9.0,1.5,1.0
46,3.0,10.0,3.0,4.0,1418.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,35.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.10308229136376854,0.057723621363439,0.04856829702699,0.0,0.0,0.0658115192678401,0.08893069927877077,0.07696482848458533,0.039359404801311455,0.13225144562581606,0.06885500631251822,0.08893069927877077,0.03614724780805875,0.11818636439406568,0.04577521244187911,0.0,0.0,9.0,4.0,3.888888888888889,1.0
47,3.0,24.0,3.0,6.0,999.0,4.0,3.0,4.0,3.0,2.0,2.0,0.0,25.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.07262285548124454,0.040667064698219714,0.05132552404438964,0.07262285548124454,0.04725042567951063,0.061163456861296775,0.06265286923800564,0.05422275293095962,0.026150281363786824,0.0,0.04850927454598427,0.03132643461900282,0.05450574494350015,0.027754625770961827,0.028980278980278985,0.0,0.06265286923800564,16.0,4.0,1.5625,1.0
48,0.0,60.0,3.0,2.0,6288.0,2.0,0.0,4.0,3.0,2.0,4.0,2.0,42.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.2559704732957013,0.10768598438142211,0.22855481244547832,0.0,0.4423045741978489,0.39435559736594544,0.34129396439426835,0.39111930770322034,0.39097183361313187,0.3053316499951442,0.0,0.19029531858323048,0.17469578263043842,0.24098124098124102,0.0,0.3943555973659454,16.0,16.0,2.625,0.0
49,3.0,18.0,3.0,6.0,1453.0,2.0,2.0,3.0,0.0,2.0,1.0,3.0,26.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.10562663564989823,0.05914839339991316,0.07465063707357172,0.052813317824949114,0.04581572806962225,0.06770317257282865,0.0,0.07886452453321754,0.01755962232625589,0.13551576198470433,0.0705545304457609,0.04556287237378488,0.03725508815243884,0.040367839084291826,0.04717813051146384,0.0,0.09112574474756976,9.0,1.0,2.888888888888889,1.0
50,3.0,12.0,2.0,7.0,1555.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,55.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.11304158185519046,0.04220039079461572,0.09320626113166187,0.08478118639139284,0.07354795989153055,0.10123047543553065,0.09752273439949827,0.08440078158923144,0.09270030421966867,0.09668594167754771,0.07550742934835389,0.0,0.08970341531351883,0.043201644718564206,0.11359628026294694,0.0,0.09752273439949827,16.0,16.0,3.4375,0.0
51,2.0,15.0,3.0,2.0,1905.0,2.0,3.0,4.0,3.0,2.0,4.0,0.0,40.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.09232334981099156,0.07754830655666523,0.032624332100287715,0.06924251235824368,0.0901021630825503,0.12645251950204478,0.11947318908748823,0.10339774207555363,0.11476805220598667,0.0,0.09250267068078082,0.11947318908748823,0.05156205488557592,0.0,0.0652958152958153,0.10339774207555363,0.11947318908748823,16.0,16.0,2.5,1.0
52,0.0,12.0,1.0,3.0,3617.0,2.0,3.0,1.0,3.0,2.0,4.0,0.0,28.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0490800043421624,0.0929151253596383,0.13146990404187264,0.17107586554833829,0.05433548921757615,0.2268422703041706,0.1963200173686496,0.22271086521334782,0.0,0.17563367971253763,0.22684227030417056,0.33472604690912544,0.10048897038395288,0.13391855058521726,0.1963200173686496,0.22684227030417056,1.0,16.0,28.0,1.0
53,3.0,18.0,1.0,6.0,2238.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,25.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.16269264321023555,0.030367998263135042,0.11498150431565968,0.08134632160511776,0.0,0.06981101482695876,0.0,0.12147199305254017,0.02993332387572705,0.0,0.10867242886277556,0.07017873941674506,0.13294084132561013,0.062177029504917485,0.07864357864357864,0.0,0.14035747883349012,4.0,1.0,6.25,1.0
54,1.0,36.0,3.0,6.0,2302.0,2.0,0.0,4.0,1.0,2.0,4.0,0.0,31.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.055781719492100416,0.09370929222752931,0.11826962597616113,0.08367257923815062,0.0,0.15506152377177654,0.04812375875405038,0.12494572297003909,0.13979918349332449,0.0,0.11178013013499077,0.14437127626215113,0.06412812964897288,0.06395510362838251,0.08120891454224788,0.0,0.14437127626215113,16.0,16.0,1.9375,0.0
55,3.0,36.0,3.0,6.0,2299.0,1.0,3.0,4.0,3.0,2.0,4.0,0.0,39.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1671270718232044,0.09358716891011724,0.11811549527332511,0.0417817679558011,0.10873746610329824,0.154845334822635,0.14418312950768267,0.12478289188015632,0.13961003136772748,0.0,0.11163445663785569,0.07209156475384132,0.06403317190516887,0.06387175640384508,0.08108866442199776,0.0,0.14418312950768264,16.0,16.0,2.4375,1.0
