checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
3,15.0,3,9,1300.0,4,3,4.0,3,2,4.0,2,45.0,0,0,1.0,1,2.0,0,1,1
3,24.0,3,3,2835.0,1,3,3.0,3,2,4.0,1,53.0,1,1,1.0,1,1.0,0,1,1
3,24.0,3,4,3757.0,2,3,4.0,0,0,4.0,2,62.0,1,0,1.0,1,1.0,1,1,1
0,21.0,2,4,2353.0,2,0,1.0,1,2,4.0,1,47.0,1,1,2.0,1,1.0,0,1,1
3,24.0,1,9,2197.0,4,1,4.0,3,2,4.0,0,43.0,1,1,2.0,1,2.0,1,1,1
3,6.0,1,4,362.0,0,0,4.0,0,2,4.0,0,52.0,1,1,2.0,3,1.0,0,1,1
3,48.0,3,0,4844.0,2,4,3.0,3,2,2.0,0,33.0,0,2,1.0,0,1.0,1,1,0
0,12.0,1,4,1995.0,0,2,4.0,3,2,1.0,0,27.0,1,1,1.0,1,1.0,0,1,1
1,24.0,3,4,1207.0,2,2,4.0,0,2,4.0,1,24.0,1,2,1.0,1,1.0,0,1,0
0,18.0,1,4,884.0,2,3,4.0,3,2,4.0,0,36.0,0,1,1.0,1,2.0,1,1,0
3,36.0,2,6,4463.0,2,0,4.0,3,2,2.0,0,26.0,1,1,2.0,0,1.0,1,1,0
3,18.0,3,3,2515.0,2,0,3.0,3,2,4.0,3,43.0,1,1,1.0,1,1.0,1,1,1
1,9.0,1,4,2799.0,2,0,2.0,3,2,2.0,3,36.0,1,2,2.0,1,2.0,0,1,1
3,10.0,3,9,2901.0,4,2,1.0,0,2,4.0,3,31.0,1,2,1.0,1,1.0,0,1,1
0,12.0,3,6,766.0,1,0,4.0,3,2,3.0,3,66.0,1,1,1.0,3,1.0,0,1,0
3,11.0,3,0,2142.0,3,3,1.0,1,2,2.0,3,28.0,1,1,1.0,1,1.0,1,1,1
3,28.0,1,6,2743.0,2,3,4.0,3,2,2.0,0,29.0,1,1,2.0,1,1.0,0,1,1
2,12.0,0,0,609.0,2,2,4.0,0,2,1.0,3,26.0,1,1,1.0,2,1.0,0,1,0
0,15.0,3,7,1308.0,2,3,4.0,3,2,4.0,0,38.0,1,1,2.0,3,1.0,0,1,1
0,15.0,3,6,802.0,2,3,4.0,3,2,3.0,0,37.0,1,1,1.0,1,2.0,0,1,0
3,7.0,1,6,730.0,4,3,4.0,3,2,2.0,1,46.0,1,2,2.0,3,1.0,1,1,1
0,24.0,3,5,11328.0,2,0,2.0,3,0,3.0,0,29.0,0,1,2.0,0,1.0,1,1,0
1,12.0,3,4,1168.0,2,0,4.0,2,2,3.0,3,27.0,1,1,1.0,3,1.0,0,1,1
1,10.0,1,3,2132.0,4,2,2.0,0,0,3.0,3,27.0,1,2,2.0,1,1.0,0,0,1
0,18.0,1,3,6361.0,2,3,2.0,3,2,1.0,2,41.0,1,1,1.0,1,1.0,1,1,1
3,48.0,1,4,10127.0,1,0,2.0,3,2,2.0,2,44.0,0,0,1.0,1,1.0,0,1,0
3,15.0,1,3,3343.0,2,0,4.0,3,2,2.0,2,28.0,1,0,1.0,1,1.0,1,1,1
1,30.0,4,3,4583.0,2,0,2.0,1,1,2.0,3,32.0,1,1,2.0,1,1.0,0,1,1
3,24.0,2,3,4151.0,0,0,2.0,3,2,3.0,1,35.0,1,1,2.0,1,1.0,0,1,1
0,21.0,3,3,3976.0,4,1,2.0,3,2,3.0,0,35.0,1,1,1.0,1,1.0,1,1,1
1,30.0,1,9,10623.0,2,3,3.0,3,2,4.0,2,38.0,1,0,3.0,0,2.0,1,1,1
1,24.0,0,0,3161.0,2,0,4.0,3,2,2.0,1,31.0,1,2,1.0,1,1.0,1,1,0
1,24.0,3,6,2439.0,2,2,4.0,0,2,4.0,3,35.0,1,1,1.0,1,1.0,1,1,0
3,6.0,3,3,2978.0,1,0,1.0,3,2,2.0,0,32.0,1,1,1.0,1,1.0,1,1,1
3,24.0,2,4,2032.0,2,3,4.0,3,2,4.0,2,60.0,1,0,2.0,1,1.0,1,1,1
3,10.0,3,3,2210.0,2,0,2.0,3,2,2.0,3,25.0,0,2,1.0,3,1.0,0,1,0
0,12.0,1,4,3124.0,2,2,1.0,3,2,3.0,3,49.0,0,1,2.0,3,2.0,0,1,1
3,30.0,1,6,2831.0,2,0,4.0,0,2,2.0,0,33.0,1,1,1.0,1,1.0,1,1,1
3,12.0,3,4,1386.0,1,0,2.0,0,2,2.0,1,26.0,1,1,1.0,1,1.0,0,1,0
1,24.0,3,9,2812.0,4,3,2.0,0,2,4.0,3,26.0,1,2,1.0,1,1.0,0,1,1
0,24.0,2,0,4712.0,4,0,4.0,3,2,2.0,1,37.0,0,1,2.0,0,1.0,1,1,1
3,36.0,3,6,2299.0,1,3,4.0,3,2,4.0,0,39.0,1,1,1.0,1,1.0,0,1,1
0,18.0,3,2,1239.0,4,0,4.0,3,2,4.0,2,61.0,1,0,1.0,1,1.0,0,1,1
3,30.0,0,9,7485.0,4,4,4.0,0,2,1.0,3,53.0,0,1,1.0,0,1.0,1,1,0
1,12.0,3,4,2579.0,2,2,4.0,3,2,1.0,3,33.0,1,1,1.0,3,2.0,0,1,0
0,9.0,3,4,3195.0,4,0,1.0,0,2,2.0,3,33.0,1,1,1.0,3,1.0,0,1,1
1,36.0,1,3,2348.0,2,0,3.0,2,2,2.0,1,46.0,1,1,2.0,1,1.0,1,1,1
2,15.0,1,6,1271.0,4,0,3.0,3,2,4.0,2,39.0,1,0,2.0,1,1.0,1,1,0
0,12.0,3,3,2762.0,4,3,1.0,0,2,2.0,1,25.0,0,1,1.0,1,1.0,1,1,0
3,18.0,1,3,1817.0,2,0,4.0,0,2,2.0,2,28.0,1,1,2.0,1,1.0,0,1,1
1,12.0,3,3,1858.0,2,2,4.0,0,2,1.0,0,22.0,1,2,1.0,1,1.0,0,1,1
3,24.0,0,0,1559.0,2,1,4.0,3,2,4.0,0,50.0,0,1,1.0,1,1.0,1,1,1
1,24.0,0,5,1358.0,4,3,4.0,3,2,3.0,0,40.0,2,1,1.0,0,1.0,1,1,0
0,30.0,1,4,2181.0,4,3,4.0,3,2,4.0,3,36.0,1,1,2.0,1,1.0,0,1,1
0,6.0,1,8,932.0,4,1,1.0,0,2,3.0,1,39.0,1,1,2.0,3,1.0,0,1,1
0,12.0,3,4,1318.0,3,3,4.0,3,2,4.0,3,54.0,1,1,1.0,1,1.0,1,1,1
3,36.0,3,2,9055.0,4,0,2.0,3,2,4.0,2,35.0,1,0,1.0,3,2.0,1,1,1
0,24.0,3,6,3092.0,0,2,3.0,2,2,2.0,0,22.0,1,2,1.0,1,1.0,1,1,0
1,36.0,3,3,2712.0,2,3,2.0,3,2,2.0,1,41.0,0,1,1.0,1,2.0,0,1,0
1,42.0,3,6,7174.0,4,1,4.0,0,2,3.0,0,30.0,1,1,1.0,0,1.0,1,1,0
0,12.0,3,0,1037.0,0,1,3.0,3,2,4.0,3,39.0,1,1,1.0,3,1.0,0,1,1
3,18.0,3,6,1453.0,2,2,3.0,0,2,1.0,3,26.0,1,1,1.0,1,1.0,0,1,1
1,21.0,3,6,3357.0,3,2,4.0,0,2,2.0,0,29.0,0,1,1.0,1,1.0,0,1,1
3,30.0,1,9,7596.0,4,3,1.0,3,2,4.0,0,63.0,1,1,2.0,1,1.0,0,1,1
1,16.0,1,4,2625.0,2,3,2.0,3,1,4.0,1,43.0,0,2,1.0,1,1.0,1,1,0
3,36.0,2,9,8947.0,4,1,3.0,3,2,2.0,0,31.0,2,1,1.0,0,2.0,1,1,1
0,9.0,3,6,1670.0,2,2,4.0,0,2,2.0,0,22.0,1,1,1.0,1,1.0,1,1,0
0,30.0,1,3,8386.0,2,1,2.0,3,2,2.0,1,49.0,1,1,1.0,1,1.0,0,1,0
1,48.0,4,9,4605.0,2,3,3.0,3,2,4.0,2,24.0,1,0,2.0,1,2.0,0,1,0
0,48.0,2,5,7582.0,0,4,2.0,3,2,4.0,2,31.0,1,0,1.0,0,1.0,1,1,1
1,8.0,1,5,1164.0,2,3,3.0,3,2,4.0,2,51.0,0,0,2.0,0,2.0,1,1,1
1,48.0,1,9,6143.0,2,3,4.0,0,2,4.0,2,58.0,2,0,2.0,3,1.0,0,1,0
3,48.0,3,6,10222.0,4,1,4.0,3,2,3.0,0,37.0,2,1,1.0,1,1.0,1,1,1
0,21.0,3,0,2767.0,0,3,4.0,1,2,2.0,0,61.0,0,2,2.0,3,1.0,0,1,0
0,18.0,3,3,3001.0,2,1,2.0,0,2,4.0,3,40.0,1,2,1.0,1,1.0,0,1,1
1,18.0,3,4,1216.0,2,2,4.0,0,2,3.0,0,23.0,1,2,1.0,1,1.0,1,1,0
1,6.0,3,4,662.0,2,2,3.0,3,2,4.0,3,41.0,1,1,1.0,3,2.0,1,1,1
3,12.0,1,6,1291.0,2,0,4.0,0,2,2.0,1,35.0,1,1,2.0,1,1.0,0,1,1
1,24.0,3,4,1371.0,4,0,4.0,0,2,4.0,3,25.0,1,2,1.0,1,1.0,0,1,0
3,24.0,3,6,2284.0,2,1,4.0,3,2,2.0,0,28.0,1,1,1.0,1,1.0,1,1,1
1,18.0,2,2,8471.0,4,0,1.0,0,2,2.0,0,23.0,1,2,2.0,1,1.0,1,1,1
3,15.0,3,4,5324.0,1,3,1.0,0,2,4.0,2,35.0,1,0,1.0,1,1.0,0,1,1
0,18.0,3,0,4439.0,2,3,1.0,3,0,1.0,3,33.0,0,1,1.0,0,1.0,1,1,1
3,15.0,1,6,1471.0,2,0,4.0,3,2,4.0,2,35.0,1,0,2.0,1,1.0,1,1,1
0,9.0,0,4,1437.0,0,1,2.0,3,2,3.0,2,29.0,1,1,1.0,1,1.0,0,1,0
3,21.0,1,3,2288.0,2,2,4.0,0,2,4.0,1,23.0,1,1,1.0,1,1.0,1,1,1
2,10.0,3,3,1275.0,2,2,4.0,0,2,2.0,1,23.0,1,1,1.0,1,1.0,0,1,1
3,24.0,3,4,7393.0,2,0,1.0,3,2,4.0,1,43.0,1,1,1.0,3,2.0,0,1,1
1,12.0,3,4,1372.0,2,1,2.0,1,2,3.0,0,36.0,1,1,1.0,1,1.0,0,1,0
1,9.0,1,6,1138.0,2,0,4.0,3,2,4.0,3,25.0,1,1,2.0,3,1.0,0,1,1
3,18.0,3,6,1126.0,4,2,4.0,0,2,2.0,3,21.0,1,2,1.0,1,1.0,1,1,1
1,12.0,1,4,3499.0,2,0,3.0,0,0,2.0,3,29.0,1,1,2.0,1,1.0,0,1,0
1,24.0,0,3,2828.0,1,0,4.0,3,2,4.0,3,22.0,2,1,1.0,1,1.0,1,1,1
3,15.0,1,6,1459.0,2,0,4.0,0,2,2.0,0,43.0,1,1,1.0,3,1.0,0,1,1
3,10.0,3,4,1364.0,2,0,2.0,0,2,4.0,0,64.0,1,1,1.0,1,1.0,1,1,1
0,9.0,3,4,1549.0,4,2,4.0,3,2,2.0,3,35.0,1,1,1.0,2,1.0,0,1,1
3,24.0,1,6,2611.0,2,3,4.0,2,0,3.0,3,46.0,1,1,2.0,1,1.0,0,1,1
3,24.0,1,3,5150.0,2,3,4.0,3,2,4.0,0,33.0,1,1,1.0,1,1.0,1,1,1
3,12.0,3,6,707.0,2,0,4.0,3,2,2.0,3,30.0,0,1,2.0,1,1.0,0,1,1
0,9.0,1,6,1154.0,2,3,2.0,3,2,4.0,3,37.0,1,1,3.0,3,1.0,0,1,1
2,12.0,0,6,409.0,3,0,3.0,0,2,3.0,3,42.0,1,2,2.0,1,1.0,0,1,1
3,24.0,1,0,4526.0,2,0,3.0,3,2,2.0,3,74.0,1,1,1.0,0,1.0,1,1,1
2,6.0,2,6,683.0,2,2,2.0,0,2,1.0,1,29.0,0,1,1.0,1,1.0,0,1,1
1,24.0,3,3,4169.0,2,0,4.0,3,2,4.0,1,28.0,1,1,1.0,1,1.0,0,1,1
1,12.0,0,6,2149.0,2,0,4.0,1,2,1.0,2,29.0,1,0,1.0,1,1.0,0,1,0
0,12.0,1,3,3617.0,2,3,1.0,3,2,4.0,0,28.0,1,2,3.0,1,1.0,1,1,1
0,15.0,0,4,6850.0,0,4,1.0,3,2,2.0,1,34.0,1,1,1.0,0,2.0,1,1,0
3,10.0,3,4,1287.0,4,3,4.0,3,0,2.0,1,45.0,1,1,1.0,3,1.0,0,0,1
1,18.0,3,6,3190.0,2,0,2.0,0,2,2.0,3,24.0,1,1,1.0,1,1.0,0,1,0
3,11.0,1,4,7228.0,2,0,1.0,3,2,4.0,1,39.0,1,1,2.0,3,1.0,0,1,1
3,15.0,1,6,1829.0,2,3,4.0,3,2,4.0,0,46.0,1,1,2.0,1,1.0,1,1,1
3,18.0,2,0,2169.0,2,0,4.0,2,2,2.0,0,28.0,1,1,1.0,1,1.0,1,1,0
3,12.0,1,4,1163.0,1,0,4.0,3,2,4.0,3,44.0,1,1,1.0,1,1.0,1,1,1
1,6.0,3,4,14896.0,2,3,1.0,3,2,4.0,2,68.0,0,1,1.0,0,1.0,1,1,0
3,60.0,2,6,15653.0,2,1,2.0,3,2,4.0,0,21.0,1,1,2.0,1,1.0,1,1,1
0,24.0,3,9,4113.0,1,2,3.0,0,2,4.0,0,28.0,1,2,1.0,1,1.0,0,1,0
3,9.0,3,3,2301.0,0,2,2.0,0,2,4.0,1,22.0,1,2,1.0,1,1.0,0,1,1
1,21.0,3,3,3599.0,2,1,1.0,0,2,4.0,0,26.0,1,2,1.0,3,1.0,0,1,1
0,36.0,3,7,2384.0,2,2,4.0,3,2,1.0,2,33.0,1,2,1.0,3,1.0,0,1,0
3,6.0,3,3,1766.0,2,0,1.0,2,2,2.0,1,21.0,1,2,1.0,1,1.0,0,1,1
3,18.0,1,6,2404.0,2,0,2.0,0,2,2.0,0,26.0,1,1,2.0,1,1.0,0,1,1
3,12.0,1,4,682.0,0,1,4.0,0,2,3.0,0,51.0,1,1,2.0,1,1.0,1,1,1
0,36.0,3,6,2323.0,2,1,4.0,3,2,4.0,0,24.0,1,2,1.0,1,1.0,0,1,1
0,45.0,3,6,3031.0,0,0,4.0,3,1,4.0,1,21.0,1,2,1.0,1,1.0,0,1,0
3,24.0,3,9,2679.0,2,2,4.0,0,2,1.0,2,29.0,1,1,1.0,0,1.0,1,1,1
0,24.0,1,4,3878.0,0,2,4.0,1,2,2.0,0,37.0,1,1,1.0,1,1.0,1,1,1
1,24.0,0,9,3632.0,2,0,1.0,0,1,4.0,0,22.0,0,2,1.0,1,1.0,0,0,1
3,12.0,1,0,1264.0,4,3,4.0,3,2,4.0,2,57.0,1,2,1.0,3,1.0,0,1,1
1,30.0,3,3,6350.0,4,3,4.0,3,2,4.0,1,31.0,1,1,1.0,1,1.0,0,1,0
3,24.0,1,3,3777.0,3,0,4.0,3,2,4.0,3,50.0,1,1,1.0,1,1.0,1,1,1
1,36.0,3,4,9271.0,2,1,2.0,3,2,1.0,0,24.0,1,1,1.0,1,1.0,1,1,0
3,24.0,1,6,1516.0,3,0,4.0,0,2,1.0,3,43.0,1,1,2.0,3,1.0,0,1,1
2,36.0,3,6,3913.0,2,0,2.0,3,2,2.0,3,23.0,1,1,1.0,1,1.0,1,1,1
1,18.0,3,2,750.0,2,4,4.0,0,2,1.0,3,27.0,1,1,1.0,2,1.0,0,1,0
3,6.0,0,6,1750.0,1,3,2.0,3,2,4.0,1,45.0,0,1,1.0,3,2.0,0,1,1
1,24.0,3,4,1381.0,4,0,4.0,0,2,2.0,1,35.0,1,1,1.0,1,1.0,0,1,0
3,12.0,3,4,3527.0,4,2,2.0,3,2,3.0,1,45.0,1,1,1.0,0,2.0,1,1,1
3,36.0,3,4,3079.0,4,0,4.0,3,2,4.0,3,36.0,1,1,1.0,1,1.0,0,1,1
1,33.0,1,3,4281.0,1,0,1.0,0,2,4.0,0,23.0,1,1,2.0,1,1.0,0,1,0
3,24.0,3,4,1469.0,0,3,4.0,2,2,4.0,3,41.0,1,2,1.0,3,1.0,0,1,1
3,18.0,3,3,1533.0,2,2,4.0,2,0,1.0,1,43.0,1,1,1.0,3,2.0,0,1,0
3,36.0,1,0,6304.0,4,3,4.0,3,2,4.0,3,36.0,1,1,2.0,1,1.0,0,1,1
0,42.0,1,0,5954.0,2,1,2.0,0,2,1.0,3,41.0,0,1,2.0,3,1.0,0,1,1
1,24.0,3,6,2384.0,2,3,4.0,3,2,4.0,3,64.0,0,2,1.0,3,1.0,0,1,1
3,18.0,3,6,1505.0,2,0,4.0,3,2,2.0,2,32.0,1,0,1.0,0,1.0,1,1,1
0,15.0,1,0,2326.0,1,0,2.0,3,2,4.0,0,27.0,0,1,1.0,1,1.0,0,1,1
0,12.0,3,6,1567.0,2,0,1.0,0,2,1.0,0,22.0,1,1,1.0,1,1.0,1,1,1
0,48.0,3,5,5381.0,4,4,3.0,3,2,4.0,2,40.0,0,0,1.0,2,1.0,1,1,1
3,6.0,4,6,426.0,2,3,4.0,2,2,4.0,0,39.0,1,1,1.0,3,1.0,0,1,1
2,15.0,1,9,2360.0,1,0,2.0,3,2,2.0,0,36.0,1,1,1.0,1,1.0,1,1,1
2,12.0,3,3,1474.0,2,2,4.0,0,2,1.0,1,33.0,0,1,1.0,0,1.0,1,1,1
1,12.0,1,4,2171.0,2,0,4.0,3,2,4.0,1,38.0,0,1,2.0,3,1.0,0,0,1
1,12.0,3,4,759.0,2,1,4.0,3,2,2.0,3,26.0,1,1,1.0,1,1.0,0,1,0
3,24.0,3,6,1311.0,0,1,4.0,2,2,3.0,1,26.0,1,1,1.0,1,1.0,1,1,1
3,12.0,3,3,763.0,2,0,4.0,0,2,1.0,3,26.0,1,1,1.0,1,1.0,1,1,1
0,18.0,3,6,866.0,2,0,4.0,2,1,2.0,3,25.0,1,1,1.0,3,1.0,0,1,1
3,12.0,3,6,1493.0,2,2,4.0,0,2,3.0,0,34.0,1,1,1.0,1,2.0,0,1,1
0,15.0,0,4,1264.0,0,0,2.0,2,2,2.0,1,25.0,1,2,1.0,1,1.0,0,1,0
3,12.0,1,0,2292.0,2,4,4.0,3,2,2.0,0,42.0,2,1,2.0,0,1.0,1,1,0
1,18.0,0,3,1553.0,2,0,4.0,3,2,3.0,0,44.0,0,1,1.0,1,1.0,0,1,0
1,48.0,3,6,6758.0,2,0,3.0,0,2,2.0,0,31.0,1,1,1.0,1,1.0,1,1,0
1,12.0,3,4,1893.0,2,0,4.0,0,1,4.0,1,29.0,1,1,1.0,1,1.0,1,1,1
2,15.0,3,0,2687.0,2,1,2.0,3,2,4.0,1,26.0,1,2,1.0,1,1.0,1,1,1
0,12.0,3,4,7472.0,4,4,1.0,0,2,2.0,3,24.0,1,2,1.0,2,1.0,0,1,1
1,47.0,3,4,10722.0,2,2,1.0,0,2,1.0,3,35.0,1,1,1.0,3,1.0,1,1,1
3,24.0,3,8,937.0,2,2,4.0,2,2,3.0,0,27.0,1,1,2.0,3,1.0,0,1,1
0,6.0,3,6,484.0,2,1,3.0,2,1,3.0,3,28.0,0,1,1.0,3,1.0,0,1,1
1,30.0,3,3,2406.0,2,1,4.0,0,2,4.0,3,23.0,1,2,1.0,1,1.0,0,1,0
3,18.0,3,6,4594.0,2,2,3.0,3,2,2.0,0,32.0,1,1,1.0,1,1.0,1,1,1
3,30.0,2,0,4272.0,0,0,2.0,3,2,2.0,1,26.0,1,1,2.0,3,1.0,0,1,1
1,6.0,3,2,448.0,2,2,4.0,0,2,4.0,1,23.0,1,1,1.0,1,1.0,0,1,0
1,12.0,1,4,2121.0,2,0,4.0,3,2,2.0,1,30.0,1,1,2.0,1,1.0,0,1,1
3,24.0,1,6,2578.0,3,3,2.0,3,2,2.0,0,34.0,1,1,1.0,1,1.0,0,1,1
0,10.0,3,3,1521.0,2,0,4.0,1,2,2.0,0,31.0,1,1,1.0,3,1.0,0,1,1
1,24.0,1,4,1199.0,2,3,4.0,3,2,4.0,0,60.0,1,1,2.0,3,1.0,0,1,0
0,30.0,3,6,1715.0,4,0,4.0,0,2,1.0,0,26.0,1,1,1.0,1,1.0,0,1,1
1,12.0,3,6,1107.0,2,0,2.0,3,2,2.0,3,20.0,1,2,1.0,0,2.0,1,1,1
0,24.0,3,4,3512.0,0,1,2.0,3,2,3.0,0,38.0,0,1,2.0,1,1.0,1,1,1
0,15.0,3,7,2631.0,0,0,3.0,0,2,2.0,3,25.0,1,1,1.0,3,1.0,0,1,1
0,12.0,3,6,6468.0,4,4,2.0,3,2,1.0,2,52.0,1,1,1.0,0,1.0,1,1,0
