,21,22,23,24,25,26,27,28,29,30,31,"2,21,5,3","2,22,5,3","2,23,5,3","2,24,5,3","2,25,5,3","2,28,5,3","2,29,5,3","2,30,5,3","2,31,5,3",32
24,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,2.6457513110645907,0.3872983346207417,0.5291502622129182,3.8340579025361627,0.22583179581272428,0.9989594586368358,1.7204650534085253,0.6244997998398398,3.0,7.0
25,7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,2.7202941017470885,0.7810249675906654,0.1,1.4142135623730951,0.2720294101747089,0.9987392051982339,1.865475810617763,0.806225774829855,3.1304951684997055,5.0
26,6.4,0.26,0.21,7.1,0.04,35.0,162.0,0.9956,3.39,0.58,9.9,2.5298221281347035,0.5099019513592785,0.458257569495584,2.6645825188948455,0.2,0.9977975746613138,1.841195263952197,0.7615773105863908,3.146426544510455,6.0
27,6.8,0.17,0.17,5.1,0.049,26.0,82.0,0.993,3.0,0.38,9.8,2.6076809620810595,0.41231056256176607,0.41231056256176607,2.258317958127243,0.22135943621178655,0.9964938534682489,1.7320508075688772,0.6164414002968976,3.1304951684997055,6.0
28,6.9,0.37,0.23,9.5,0.057,54.0,166.0,0.99568,3.23,0.42,10.0,2.6267851073127395,0.6082762530298219,0.47958315233127197,3.082207001484488,0.23874672772626646,0.9978376621475058,1.797220075561143,0.648074069840786,3.1622776601683795,5.0
29,8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61,9.4,2.8809720581775866,0.7348469228349535,0.4898979485566356,1.8439088914585775,0.27568097504180444,0.9987992791347018,1.8083141320025125,0.7810249675906654,3.0659419433511785,5.0
30,7.5,0.26,0.26,18.35,0.084,33.0,139.0,1.0011,3.17,0.39,8.8,2.7386127875258306,0.5099019513592785,0.5099019513592785,4.283689998120779,0.28982753492378877,1.0005498488331304,1.7804493814764855,0.6244997998398398,2.9664793948382653,5.0
31,7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.99589,3.37,0.51,10.4,2.756809750418044,0.7348469228349535,0.1414213562373095,1.3038404810405297,0.29154759474226505,0.9979428841371635,1.835755975068582,0.714142842854285,3.22490309931942,6.0
32,7.5,0.21,0.32,4.8,0.056,39.0,113.0,0.99393,3.11,0.52,10.2,2.7386127875258306,0.458257569495584,0.565685424949238,2.1908902300206643,0.23664319132398465,0.9969603803562105,1.7635192088548397,0.7211102550927979,3.1937438845342623,7.0
33,7.3,0.25,0.39,6.4,0.034,8.0,84.0,0.9942,3.18,0.46,11.5,2.701851217221259,0.5,0.6244997998398398,2.5298221281347035,0.18439088914585774,0.9970957827611147,1.783255450012701,0.6782329983125268,3.391164991562634,5.0
34,6.0,0.26,0.29,3.1,0.041,37.0,144.0,0.98944,3.22,0.39,12.8,2.449489742783178,0.5099019513592785,0.5385164807134504,1.760681686165901,0.2024845673131659,0.9947059867116513,1.794435844492636,0.6244997998398398,3.5777087639996634,7.0
35,6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,2.5298221281347035,0.4898979485566356,0.7,2.4083189157584592,0.23021728866442676,0.9970957827611147,1.7349351572897471,0.9899494936611666,3.24037034920393,6.0
36,11.4,0.625,0.66,6.2,0.088,6.0,24.0,0.9988,3.11,0.99,13.3,3.3763886032268267,0.7905694150420949,0.812403840463596,2.4899799195977463,0.2966479394838265,0.999399819891919,1.7635192088548397,0.99498743710662,3.646916505762094,6.0
37,8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.9938,3.05,0.37,10.1,2.8809720581775866,0.4472135954999579,0.7,1.3038404810405297,0.2,0.9968951800465282,1.746424919657298,0.6082762530298219,3.1780497164141406,5.0
38,8.8,0.37,0.48,2.1,0.097,39.0,145.0,0.9975,3.04,1.03,9.3,2.9664793948382653,0.6082762530298219,0.6928203230275509,1.449137674618944,0.31144823004794875,0.998749217771909,1.7435595774162693,1.014889156509222,3.0495901363953815,5.0
39,6.9,0.32,0.17,7.6,0.042,69.0,219.0,0.9959,3.13,0.4,8.9,2.6267851073127395,0.565685424949238,0.41231056256176607,2.756809750418044,0.20493901531919198,0.9979478944313676,1.7691806012954132,0.6324555320336759,2.9832867780352594,5.0
40,6.1,0.31,0.58,5.0,0.039,36.0,114.0,0.9909,3.3,0.6,12.3,2.4698178070456938,0.5567764362830022,0.7615773105863908,2.23606797749979,0.19748417658131498,0.9954396013822235,1.816590212458495,0.7745966692414834,3.5071355833500366,8.0
41,10.0,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5,3.1622776601683795,0.7615773105863908,0.469041575982343,1.378404875209022,0.282842712474619,0.9986991538997116,1.7691806012954132,0.7416198487095663,3.082207001484488,5.0
42,6.0,0.16,0.36,1.6,0.042,13.0,61.0,0.99143,3.22,0.54,10.8,2.449489742783178,0.4,0.6,1.2649110640673518,0.20493901531919198,0.9957057798365941,1.794435844492636,0.7348469228349535,3.286335345030997,6.0
43,6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43,12.7,2.4698178070456938,0.5477225575051661,0.5477225575051661,1.449137674618944,0.17606816861659008,0.9947361459201128,1.841195263952197,0.6557438524302001,3.5637059362410923,7.0
44,6.2,0.355,0.35,2.0,0.046,31.0,95.0,0.98822,3.06,0.46,13.6,2.4899799195977463,0.5958187643906492,0.5916079783099616,1.4142135623730951,0.21447610589527216,0.9940925510232937,1.7492855684535902,0.6782329983125268,3.687817782917155,6.0
45,12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,3.5071355833500366,0.6244997998398398,0.7937253933193772,1.51657508881031,0.30166206257996714,1.000199980003999,1.7776388834631178,0.7,3.082207001484488,5.0
46,4.9,0.47,0.17,1.9,0.035,60.0,148.0,0.98964,3.27,0.35,11.5,2.2135943621178655,0.6855654600401044,0.41231056256176607,1.378404875209022,0.18708286933869708,0.9948065138508091,1.8083141320025125,0.5916079783099616,3.391164991562634,6.0
47,6.2,0.19,0.38,5.1,0.019,22.0,82.0,0.98961,3.05,0.36,12.5,2.4899799195977463,0.43588989435406733,0.6164414002968976,2.258317958127243,0.13784048752090222,0.9947914354275473,1.746424919657298,0.6,3.5355339059327378,6.0
48,8.7,0.24,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,10.6,2.949576240750525,0.4898979485566356,0.5916079783099616,0.7745966692414834,0.20493901531919198,0.9962931295557548,1.7549928774784245,0.6164414002968976,3.255764119219941,5.0
49,6.0,0.28,0.27,2.3,0.051,23.0,147.0,0.994,3.23,0.67,10.3,2.449489742783178,0.5291502622129182,0.5196152422706632,1.51657508881031,0.22583179581272428,0.9969954864491614,1.797220075561143,0.8185352771872451,3.2093613071762426,6.0
50,5.3,0.3,0.2,1.1,0.077,48.0,166.0,0.9944,3.3,0.54,8.7,2.3021728866442674,0.5477225575051661,0.4472135954999579,1.0488088481701516,0.27748873851023215,0.9971960689854328,1.816590212458495,0.7348469228349535,2.949576240750525,4.0
51,6.2,0.22,0.49,6.0,0.029,31.0,128.0,0.9928,3.41,0.36,11.3,2.4899799195977463,0.469041575982343,0.7,2.449489742783178,0.17029386365926402,0.996393496566492,1.8466185312619388,0.6,3.361547262794322,8.0
52,5.8,0.27,0.4,1.2,0.076,47.0,130.0,0.99185,3.13,0.45,10.3,2.4083189157584592,0.5196152422706632,0.6324555320336759,1.0954451150103321,0.27568097504180444,0.9959166631802081,1.7691806012954132,0.6708203932499369,3.2093613071762426,6.0
53,9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.99577,3.23,0.57,13.2,3.0495901363953815,0.6164414002968976,0.6928203230275509,1.9493588689617927,0.363318042491699,0.9978827586445214,1.797220075561143,0.7549834435270749,3.63318042491699,6.0
54,7.5,0.31,0.51,14.8,0.039,62.0,204.0,0.9982,3.06,0.6,9.5,2.7386127875258306,0.5567764362830022,0.714142842854285,3.847076812334269,0.19748417658131498,0.9990995946350895,1.7492855684535902,0.7745966692414834,3.082207001484488,5.0
55,7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,2.8106938645110393,0.6082762530298219,0.47958315233127197,1.3416407864998738,0.27748873851023215,0.9981482855768475,1.8110770276274832,0.8185352771872451,3.0495901363953815,5.0
56,6.8,0.17,0.32,1.4,0.04,35.0,106.0,0.99026,3.16,0.66,12.0,2.6076809620810595,0.41231056256176607,0.565685424949238,1.1832159566199232,0.2,0.9951180834453769,1.7776388834631178,0.812403840463596,3.4641016151377544,5.0
57,6.0,0.28,0.27,15.5,0.036,31.0,134.0,0.99408,3.19,0.44,13.0,2.449489742783178,0.5291502622129182,0.5196152422706632,3.9370039370059056,0.18973665961010275,0.9970356061846537,1.786057109949175,0.6633249580710799,3.605551275463989,7.0
58,6.0,0.29,0.41,10.8,0.048,55.0,149.0,0.9937,3.09,0.59,10.9666666666667,2.449489742783178,0.5385164807134504,0.6403124237432849,3.286335345030997,0.21908902300206645,0.9968450230602548,1.7578395831246945,0.7681145747868608,3.3115957885386162,7.0
59,6.3,1.02,0.0,2.0,0.083,17.0,24.0,0.99437,3.59,0.55,11.2,2.5099800796022267,1.0099504938362078,0.0,1.4142135623730951,0.28809720581775866,0.9971810266947522,1.8947295321496416,0.7416198487095663,3.3466401061363023,4.0
60,8.1,0.26,0.37,1.9,0.072,48.0,159.0,0.9949,3.37,0.7,10.9,2.8460498941515415,0.5099019513592785,0.6082762530298219,1.378404875209022,0.2683281572999748,0.9974467404327912,1.835755975068582,0.8366600265340756,3.3015148038438356,6.0
61,7.7,0.27,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,9.9,2.7748873851023217,0.5196152422706632,0.8246211251235321,1.8708286933869707,0.5983310120660636,0.9985990186255943,1.8027756377319946,1.0392304845413265,3.146426544510455,7.0
62,8.0,0.42,0.32,2.5,0.08,26.0,122.0,0.99801,3.22,1.07,9.7,2.8284271247461903,0.648074069840786,0.565685424949238,1.5811388300841898,0.282842712474619,0.9990045044943491,1.794435844492636,1.03440804327886,3.1144823004794873,5.0
63,7.1,0.37,0.32,1.4,0.037,27.0,126.0,0.9918,3.19,0.62,12.0,2.6645825188948455,0.6082762530298219,0.565685424949238,1.1832159566199232,0.19235384061671346,0.9958915603618699,1.786057109949175,0.7874007874011811,3.4641016151377544,5.0
64,8.6,0.38,0.36,3.0,0.081,30.0,119.0,0.997,3.2,0.56,9.4,2.932575659723036,0.6164414002968976,0.6,1.7320508075688772,0.28460498941515416,0.9984988733093293,1.7888543819998317,0.7483314773547883,3.0659419433511785,5.0
65,5.0,0.17,0.56,1.5,0.026,24.0,115.0,0.9906,3.48,0.39,10.8,2.23606797749979,0.41231056256176607,0.7483314773547883,1.224744871391589,0.161245154965971,0.995288902781499,1.865475810617763,0.6244997998398398,3.286335345030997,7.0
66,6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.9938,3.19,0.37,10.5,2.569046515733026,0.4898979485566356,0.5916079783099616,2.7748873851023217,0.17606816861659008,0.9968951800465282,1.786057109949175,0.6082762530298219,3.24037034920393,5.0
67,6.9,0.22,0.43,6.4,0.042,34.0,115.0,0.99293,3.05,0.51,10.8,2.6267851073127395,0.469041575982343,0.6557438524302001,2.5298221281347035,0.20493901531919198,0.9964587297023394,1.746424919657298,0.714142842854285,3.286335345030997,6.0
68,7.4,0.16,0.32,1.4,0.065,23.0,140.0,0.99134,3.06,0.47,11.4,2.7202941017470885,0.4,0.565685424949238,1.1832159566199232,0.25495097567963926,0.9956605847375902,1.7492855684535902,0.6855654600401044,3.3763886032268267,6.0
69,6.2,0.15,0.27,1.4,0.041,51.0,117.0,0.9909,3.28,0.38,11.2,2.4899799195977463,0.3872983346207417,0.5196152422706632,1.1832159566199232,0.2024845673131659,0.9954396013822235,1.8110770276274832,0.6164414002968976,3.3466401061363023,6.0
70,8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.99007,2.89,0.44,12.7,2.8284271247461903,0.4242640687119285,0.6082762530298219,0.9486832980505138,0.22135943621178655,0.9950226128083723,1.7,0.6633249580710799,3.5637059362410923,6.0
71,6.4,0.26,0.25,10.7,0.046,66.0,179.0,0.99606,3.17,0.55,9.9,2.5298221281347035,0.5099019513592785,0.5,3.271085446759225,0.21447610589527216,0.9980280557178741,1.7804493814764855,0.7416198487095663,3.146426544510455,6.0
72,6.6,0.29,0.29,1.8,0.036,38.0,102.0,0.98819,3.08,0.42,13.7,2.569046515733026,0.5385164807134504,0.5385164807134504,1.3416407864998738,0.18973665961010275,0.9940774617704599,1.7549928774784245,0.648074069840786,3.7013511046643495,7.0
73,8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,2.949576240750525,0.8306623862918074,0.5567764362830022,1.7320508075688772,0.29325756597230357,1.0000999950004998,1.865475810617763,0.8602325267042626,3.40587727318528,6.0
74,5.7,0.14,0.3,5.4,0.045,26.0,105.0,0.99469,3.32,0.45,9.3,2.3874672772626644,0.37416573867739417,0.5477225575051661,2.32379000772445,0.21213203435596426,0.997341466098748,1.8220867158288598,0.6708203932499369,3.0495901363953815,5.0
75,6.9,0.39,0.22,4.3,0.03,10.0,102.0,0.993,3.0,0.87,11.6,2.6267851073127395,0.6244997998398398,0.469041575982343,2.073644135332772,0.17320508075688773,0.9964938534682489,1.7320508075688772,0.9327379053088815,3.40587727318528,4.0
76,6.5,0.41,0.22,4.8,0.052,49.0,142.0,0.9946,3.14,0.62,9.2,2.5495097567963922,0.6403124237432849,0.469041575982343,2.1908902300206643,0.22803508501982758,0.9972963451251589,1.772004514666935,0.7874007874011811,3.03315017762062,5.0
77,6.5,0.35,0.36,0.8,0.034,32.0,111.0,0.98942,3.11,0.5,12.1,2.5495097567963922,0.5916079783099616,0.6,0.8944271909999159,0.18439088914585774,0.994695933438958,1.7635192088548397,0.7071067811865476,3.478505426185217,8.0
78,7.0,0.2,0.37,2.0,0.03,26.0,136.0,0.9932,3.28,0.61,10.2,2.6457513110645907,0.4472135954999579,0.6082762530298219,1.4142135623730951,0.17320508075688773,0.9965942002640794,1.8110770276274832,0.7810249675906654,3.1937438845342623,6.0
79,7.9,0.22,0.24,4.6,0.044,39.0,159.0,0.9927,2.99,0.28,11.5,2.8106938645110393,0.469041575982343,0.4898979485566356,2.1447610589527217,0.20976176963403032,0.996343314324937,1.7291616465790582,0.5291502622129182,3.391164991562634,6.0
80,8.5,0.23,0.4,9.9,0.036,24.0,88.0,0.9951,3.02,0.42,10.5,2.9154759474226504,0.47958315233127197,0.6324555320336759,3.146426544510455,0.18973665961010275,0.9975469913743412,1.7378147196982767,0.648074069840786,3.24037034920393,6.0
81,6.5,0.3,0.27,4.0,0.038,37.0,97.0,0.99026,3.2,0.6,12.6,2.5495097567963922,0.5477225575051661,0.5196152422706632,2.0,0.19493588689617927,0.9951180834453769,1.7888543819998317,0.7745966692414834,3.5496478698597698,8.0
82,7.5,0.65,0.18,7.0,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,2.7386127875258306,0.806225774829855,0.4242640687119285,2.6457513110645907,0.2966479394838265,0.9995749096490968,1.8384776310850235,0.8774964387392122,3.0659419433511785,5.0
83,7.1,0.47,0.0,2.2,0.067,7.0,14.0,0.99517,3.4,0.58,10.9,2.6645825188948455,0.6855654600401044,0.0,1.4832396974191326,0.2588435821108957,0.9975820768237569,1.8439088914585775,0.7615773105863908,3.3015148038438356,4.0
84,10.6,0.31,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.86,10.7,3.255764119219941,0.5567764362830022,0.7,1.5811388300841898,0.2588435821108957,0.9993497886125758,1.8055470085267789,0.9273618495495703,3.271085446759225,6.0
85,5.0,0.27,0.4,1.2,0.076,42.0,124.0,0.99204,3.32,0.47,10.1,2.23606797749979,0.5196152422706632,0.6324555320336759,1.0954451150103321,0.27568097504180444,0.9960120481199011,1.8220867158288598,0.6855654600401044,3.1780497164141406,6.0
86,7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,2.6457513110645907,0.7615773105863908,0.5291502622129182,2.1908902300206643,0.29154759474226505,0.9981633132909664,1.8220867158288598,0.8366600265340756,3.3166247903554,6.0
87,7.4,0.965,0.0,2.2,0.088,16.0,32.0,0.99756,3.58,0.67,10.2,2.7202941017470885,0.982344135219425,0.0,1.4832396974191326,0.2966479394838265,0.9987792548906891,1.8920887928424501,0.8185352771872451,3.1937438845342623,5.0
88,6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,2.4899799195977463,0.812403840463596,0.6928203230275509,1.0954451150103321,0.17029386365926402,0.9945853407325085,1.8248287590894658,0.6244997998398398,3.5777087639996634,8.0
89,6.9,0.44,0.0,1.4,0.07,32.0,38.0,0.99438,3.32,0.58,11.4,2.6267851073127395,0.6633249580710799,0.0,1.1832159566199232,0.2645751311064591,0.9971860408168578,1.8220867158288598,0.7615773105863908,3.3763886032268267,6.0
90,6.1,0.46,0.32,6.2,0.053,10.0,94.0,0.99537,3.35,0.47,10.1,2.4698178070456938,0.6782329983125268,0.565685424949238,2.4899799195977463,0.23021728866442676,0.9976823141661879,1.8303005217723127,0.6855654600401044,3.1780497164141406,5.0
91,6.5,0.28,0.29,2.7,0.038,26.0,107.0,0.9912,3.32,0.41,11.6,2.5495097567963922,0.5291502622129182,0.5385164807134504,1.6431676725154984,0.19493588689617927,0.9955902771722914,1.8220867158288598,0.6403124237432849,3.40587727318528,7.0
92,5.4,0.265,0.28,7.8,0.052,27.0,91.0,0.99432,3.19,0.38,10.4,2.32379000772445,0.51478150704935,0.5291502622129182,2.792848008753788,0.22803508501982758,0.997155955706027,1.786057109949175,0.6164414002968976,3.22490309931942,6.0
93,7.6,0.18,0.28,7.1,0.041,29.0,110.0,0.99652,3.2,0.42,9.2,2.756809750418044,0.4242640687119285,0.5291502622129182,2.6645825188948455,0.2024845673131659,0.998258483560245,1.7888543819998317,0.648074069840786,3.03315017762062,6.0
94,6.9,0.19,0.33,1.6,0.043,63.0,149.0,0.9925,3.44,0.52,10.8,2.6267851073127395,0.43588989435406733,0.5744562646538028,1.2649110640673518,0.2073644135332772,0.9962429422585638,1.8547236990991407,0.7211102550927979,3.286335345030997,5.0
95,7.2,0.4,0.62,10.8,0.041,70.0,189.0,0.9976,3.08,0.49,8.6,2.6832815729997477,0.6324555320336759,0.7874007874011811,3.286335345030997,0.2024845673131659,0.9987992791347018,1.7549928774784245,0.7,2.932575659723036,4.0
96,7.5,0.29,0.31,8.95,0.055,20.0,151.0,0.9968,3.08,0.54,9.3,2.7386127875258306,0.5385164807134504,0.5567764362830022,2.9916550603303182,0.2345207879911715,0.9983987179478948,1.7549928774784245,0.7348469228349535,3.0495901363953815,5.0
97,6.2,0.6,0.08,2.0,0.09,32.0,44.0,0.9949,3.45,0.58,10.5,2.4899799195977463,0.7745966692414834,0.282842712474619,1.4142135623730951,0.3,0.9974467404327912,1.857417562100671,0.7615773105863908,3.24037034920393,5.0
98,5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4,11.5,2.258317958127243,0.5916079783099616,0.5099019513592785,2.6076809620810595,0.18439088914585774,0.9959317245675027,1.8384776310850235,0.6324555320336759,3.391164991562634,6.0
99,6.7,0.27,0.25,8.0,0.053,54.0,202.0,0.9961,3.22,0.43,9.3,2.588435821108957,0.5196152422706632,0.5,2.8284271247461903,0.23021728866442676,0.9980480950335009,1.794435844492636,0.6557438524302001,3.0495901363953815,5.0
100,7.0,0.17,0.31,4.8,0.034,34.0,132.0,0.9944,3.36,0.48,9.6,2.6457513110645907,0.41231056256176607,0.5567764362830022,2.1908902300206643,0.18439088914585774,0.9971960689854328,1.833030277982336,0.6928203230275509,3.0983866769659336,7.0
101,9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,3.0983866769659336,0.8774964387392122,0.34641016151377546,1.70293863659264,0.2863564212655271,0.9993247720335967,1.816590212458495,0.8,3.22490309931942,6.0
102,6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.99804,3.14,0.51,9.2,2.4899799195977463,0.5,0.6633249580710799,3.9749213828703582,0.23874672772626646,0.9990195193288267,1.772004514666935,0.714142842854285,3.03315017762062,5.0
103,7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,2.6832815729997477,0.7874007874011811,0.2449489742783178,1.5811388300841898,0.2792848008753788,0.9987291925241797,1.8734993995195195,0.7280109889280518,3.1144823004794873,5.0
104,6.1,0.28,0.3,7.75,0.031,33.0,139.0,0.99296,3.22,0.46,11.0,2.4698178070456938,0.5291502622129182,0.5477225575051661,2.7838821814150108,0.17606816861659008,0.9964737828964694,1.794435844492636,0.6782329983125268,3.3166247903554,6.0
105,7.0,0.24,0.35,1.0,0.032,42.0,104.0,0.98988,3.16,0.37,11.7,2.6457513110645907,0.4898979485566356,0.5916079783099616,1.0,0.17888543819998318,0.9949271330102522,1.7776388834631178,0.6082762530298219,3.420526275297414,7.0
106,5.9,0.28,0.39,1.4,0.031,47.0,147.0,0.98836,3.08,0.64,12.9,2.4289915602982237,0.5291502622129182,0.6244997998398398,1.1832159566199232,0.17606816861659008,0.9941629645083345,1.7549928774784245,0.8,3.591656999213594,7.0
