,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,"2,37,14,3","2,38,14,3","2,37,16,3","2,38,16,3","2,24,14,3","2,27,14,3","2,30,14,3","2,31,14,3","2,33,14,3","2,37,9,3","2,38,9,3","2,30,13,3","2,32,14,3","2,37,11,3","2,38,11,3",39
10,102.0,54.0,101.0,190.0,58.0,10.0,222.0,30.0,25.0,171.0,224.0,728.0,203.0,71.0,13.0,6.0,189.0,198.0,5.241747015059643,5.288267030694535,0.3949778726094515,0.5290272762175283,5.247024072160486,5.402677381872279,5.141663556502659,5.4116460518550396,5.313205979041787,1.0,1.0,1.0,6.590301048196686,-0.13333333333333286,0.13333333333333286,1.0
11,89.0,47.0,81.0,147.0,64.0,11.0,156.0,44.0,20.0,163.0,170.0,352.0,188.0,76.0,6.0,13.0,184.0,193.0,5.214935757608986,5.262690188904886,0.23638861533598376,0.3635239406614532,4.990432586778736,5.049856007249537,5.093750200806762,5.135798437050261,5.236441962829949,1.0,1.0,1.0,5.863631175598097,-0.4666666666666668,-0.1999999999999993,3.0
12,92.0,52.0,93.0,204.0,67.0,9.0,189.0,35.0,22.0,161.0,214.0,536.0,240.0,72.0,2.0,5.0,188.0,195.0,5.236441962829949,5.272999558563747,0.3625779625779628,0.42871031900675205,5.318119993844216,5.241747015059643,5.081404364984463,5.365976015021851,5.480638923341991,1.0,1.0,1.0,6.284134161070802,-0.1999999999999993,-0.06666666666666643,1.0
13,110.0,56.0,109.0,199.0,57.0,5.0,251.0,27.0,27.0,169.0,272.0,928.0,268.0,82.0,11.0,10.0,183.0,183.0,5.2094861528414205,5.2094861528414205,0.20568473331631232,0.05737156449270975,5.293304824724492,5.5254529391317835,5.1298987149230735,5.605802066295997,5.5909869805108565,1.0,1.0,1.0,6.833031732786201,-0.5333333333333332,-0.8666666666666671,0.0
14,94.0,49.0,87.0,159.0,64.0,10.0,157.0,43.0,20.0,158.0,179.0,363.0,203.0,75.0,4.0,0.0,183.0,194.0,5.2094861528414205,5.267858159063328,0.20568473331631232,0.3959491251923246,5.0689042022202315,5.056245805348308,5.062595033026967,5.187385805840755,5.313205979041787,1.0,1.0,1.0,5.8944028342648505,-0.5333333333333332,-0.13333333333333286,3.0
15,108.0,52.0,109.0,182.0,55.0,12.0,216.0,31.0,24.0,171.0,229.0,687.0,214.0,72.0,10.0,28.0,189.0,201.0,5.241747015059643,5.303304908059076,0.3949778726094515,0.6324306692184896,5.204006687076795,5.375278407684164,5.141663556502659,5.433722003554239,5.365976015021851,1.0,1.0,1.0,6.532334292222349,-0.13333333333333286,0.3333333333333339,2.0
16,92.0,46.0,83.0,154.0,56.0,6.0,160.0,41.0,20.0,148.0,185.0,382.0,184.0,71.0,10.0,5.0,186.0,191.0,5.225746673713201,5.25227342804663,0.2988048777522463,0.29967467142391135,5.036952602413629,5.075173815233827,4.997212273764115,5.220355825078324,5.214935757608986,1.0,1.0,1.0,5.945420608606575,-0.33333333333333215,-0.3333333333333339,2.0
17,94.0,46.0,77.0,169.0,60.0,8.0,158.0,42.0,20.0,148.0,181.0,373.0,181.0,67.0,12.0,2.0,193.0,199.0,5.262690188904886,5.293304824724492,0.5280425162004112,0.5631498272323399,5.1298987149230735,5.062595033026967,4.997212273764115,5.198497031265825,5.198497031265825,1.0,1.0,1.0,5.921578419643815,0.13333333333333464,0.1999999999999993,2.0
18,95.0,51.0,96.0,196.0,63.0,9.0,190.0,35.0,22.0,161.0,208.0,543.0,235.0,68.0,13.0,0.0,191.0,198.0,5.25227342804663,5.288267030694535,0.4608135463398624,0.5290272762175283,5.278114659230517,5.247024072160486,5.081404364984463,5.337538079701318,5.459585514144159,1.0,1.0,1.0,6.297109319933935,0.0,0.13333333333333286,1.0
19,111.0,50.0,103.0,199.0,60.0,11.0,211.0,31.0,24.0,156.0,223.0,663.0,188.0,68.0,9.0,9.0,190.0,200.0,5.247024072160486,5.298317366548036,0.4277224593014066,0.5976170475637883,5.293304824724492,5.351858133476067,5.049856007249537,5.407171771460119,5.236441962829949,1.0,1.0,1.0,6.4967749901858625,-0.06666666666666643,0.2666666666666675,2.0
20,101.0,56.0,100.0,204.0,62.0,12.0,227.0,30.0,25.0,178.0,231.0,757.0,204.0,73.0,0.0,11.0,186.0,197.0,5.225746673713201,5.2832037287379885,0.2988048777522463,0.49524766251273733,5.318119993844216,5.424950017481402,5.181783550292085,5.442417710521793,5.318119993844216,1.0,1.0,1.0,6.6293632534374485,-0.33333333333333215,0.06666666666666643,1.0
21,89.0,44.0,82.0,136.0,54.0,6.0,149.0,45.0,19.0,144.0,170.0,332.0,168.0,68.0,10.0,14.0,188.0,193.0,5.236441962829949,5.262690188904886,0.3625779625779628,0.3635239406614532,4.9126548857360515,5.003946305945459,4.969813299576001,5.135798437050261,5.123963979403259,1.0,1.0,1.0,5.805134968916488,-0.1999999999999993,-0.1999999999999993,1.0
22,86.0,43.0,70.0,126.0,56.0,6.0,148.0,46.0,19.0,145.0,166.0,317.0,171.0,86.0,6.0,9.0,179.0,182.0,5.187385805840755,5.204006687076795,0.08618831381989289,0.028528169644274737,4.836281906951478,4.997212273764115,4.976733742420574,5.111987788356543,5.141663556502659,1.0,1.0,1.0,5.75890177387728,-0.7999999999999989,-0.9333333333333336,0.0
23,108.0,51.0,100.0,206.0,63.0,10.0,196.0,34.0,23.0,159.0,214.0,576.0,201.0,65.0,7.0,16.0,194.0,205.0,5.267858159063328,5.323009979138408,0.5621840463945726,0.775183809202151,5.327876168789581,5.278114659230517,5.0689042022202315,5.365976015021851,5.303304908059076,1.0,1.0,1.0,6.356107660695891,0.20000000000000107,0.5999999999999996,2.0
24,93.0,45.0,73.0,164.0,59.0,7.0,159.0,42.0,20.0,146.0,182.0,379.0,188.0,65.0,11.0,15.0,195.0,201.0,5.272999558563747,5.303304908059076,0.5966793716793719,0.6324306692184896,5.099866427824198,5.0689042022202315,4.983606621708336,5.204006687076795,5.236441962829949,1.0,1.0,1.0,5.937536205082426,0.2666666666666675,0.3333333333333339,1.0
25,94.0,39.0,89.0,194.0,62.0,9.0,172.0,38.0,21.0,135.0,191.0,444.0,121.0,63.0,4.0,23.0,201.0,209.0,5.303304908059076,5.342334251964811,0.8111831467094628,0.9236179308871624,5.267858159063328,5.147494476813453,4.90527477843843,5.25227342804663,4.795790545596741,1.0,1.0,1.0,6.095824562432225,0.6666666666666679,0.8666666666666671,1.0
26,96.0,45.0,101.0,201.0,66.0,9.0,192.0,34.0,22.0,143.0,218.0,552.0,195.0,73.0,3.0,19.0,189.0,197.0,5.241747015059643,5.2832037287379885,0.3949778726094515,0.49524766251273733,5.303304908059076,5.2574953720277815,4.962844630259907,5.384495062789089,5.272999558563747,1.0,1.0,1.0,6.313548046277095,-0.13333333333333286,0.06666666666666643,2.0
27,84.0,38.0,83.0,141.0,54.0,7.0,149.0,45.0,19.0,132.0,177.0,327.0,149.0,74.0,6.0,29.0,185.0,191.0,5.220355825078324,5.25227342804663,0.2674280555859505,0.29967467142391135,4.948759890378168,5.003946305945459,4.882801922586371,5.176149732573829,5.003946305945459,1.0,1.0,1.0,5.7899601708972535,-0.3999999999999986,-0.3333333333333339,2.0
28,82.0,37.0,66.0,126.0,54.0,7.0,132.0,52.0,18.0,127.0,148.0,252.0,142.0,72.0,17.0,7.0,183.0,187.0,5.2094861528414205,5.231108616854587,0.20568473331631232,0.17593203606037777,4.836281906951478,4.882801922586371,4.844187086458591,4.997212273764115,4.955827057601261,1.0,1.0,1.0,5.529429087511423,-0.5333333333333332,-0.5999999999999996,2.0
29,79.0,43.0,72.0,141.0,62.0,8.0,153.0,44.0,19.0,144.0,175.0,344.0,174.0,78.0,0.0,8.0,182.0,188.0,5.204006687076795,5.236441962829949,0.17531458584090176,0.20637753702885808,4.948759890378168,5.030437921392435,4.969813299576001,5.164785973923514,5.159055299214529,1.0,1.0,1.0,5.840641657373398,-0.5999999999999996,-0.5333333333333332,0.0
30,105.0,51.0,105.0,197.0,60.0,11.0,191.0,35.0,22.0,162.0,207.0,545.0,194.0,64.0,18.0,4.0,196.0,205.0,5.278114659230517,5.323009979138408,0.6315303157408423,0.775183809202151,5.2832037287379885,5.25227342804663,5.087596335232384,5.332718793265369,5.267858159063328,1.0,1.0,1.0,6.300785794663244,0.3333333333333339,0.5999999999999996,2.0
31,90.0,39.0,57.0,114.0,48.0,7.0,135.0,51.0,18.0,139.0,155.0,261.0,151.0,85.0,12.0,8.0,183.0,182.0,5.2094861528414205,5.204006687076795,0.20568473331631232,0.028528169644274737,4.736198448394496,4.90527477843843,4.9344739331306915,5.043425116919247,5.017279836814924,1.0,1.0,1.0,5.564520407322693,-0.5333333333333332,-0.9333333333333336,3.0
32,99.0,57.0,109.0,220.0,66.0,11.0,221.0,30.0,25.0,176.0,234.0,725.0,236.0,70.0,10.0,25.0,188.0,200.0,5.236441962829949,5.298317366548036,0.3625779625779628,0.5976170475637883,5.393627546352361,5.3981627015177525,5.170483995038151,5.455321115357701,5.46383180502561,1.0,1.0,1.0,6.586171654854675,-0.1999999999999993,0.2666666666666675,1.0
33,101.0,49.0,103.0,212.0,67.0,10.0,201.0,33.0,23.0,156.0,215.0,601.0,174.0,69.0,4.0,11.0,189.0,196.0,5.241747015059643,5.278114659230517,0.3949778726094515,0.46180925411135054,5.356586274672012,5.303304908059076,5.049856007249537,5.3706380281276624,5.159055299214529,1.0,1.0,1.0,6.398594934535208,-0.13333333333333286,0.0,1.0
34,94.0,45.0,85.0,163.0,68.0,10.0,157.0,44.0,20.0,156.0,170.0,357.0,176.0,73.0,17.0,11.0,187.0,195.0,5.231108616854587,5.272999558563747,0.33052090552090574,0.42871031900675205,5.093750200806762,5.056245805348308,5.049856007249537,5.135798437050261,5.170483995038151,1.0,1.0,1.0,5.877735781779639,-0.2666666666666657,-0.06666666666666643,3.0
35,102.0,43.0,96.0,197.0,63.0,10.0,185.0,36.0,22.0,142.0,202.0,513.0,139.0,65.0,8.0,12.0,195.0,204.0,5.272999558563747,5.318119993844216,0.5966793716793719,0.738967262188275,5.2832037287379885,5.220355825078324,4.955827057601261,5.308267697401204,4.9344739331306915,1.0,1.0,1.0,6.240275845170769,0.2666666666666675,0.5333333333333332,1.0
36,89.0,43.0,77.0,147.0,54.0,8.0,144.0,46.0,19.0,146.0,163.0,308.0,174.0,64.0,13.0,5.0,194.0,201.0,5.267858159063328,5.303304908059076,0.5621840463945726,0.6324306692184896,4.990432586778736,4.969813299576001,4.983606621708336,5.093750200806762,5.159055299214529,1.0,1.0,1.0,5.730099782973574,0.20000000000000107,0.3333333333333339,2.0
37,91.0,43.0,88.0,157.0,61.0,9.0,149.0,45.0,19.0,157.0,165.0,326.0,140.0,64.0,1.0,26.0,197.0,207.0,5.2832037287379885,5.332718793265369,0.6667387022650184,0.8486838193055231,5.056245805348308,5.003946305945459,5.056245805348308,5.10594547390058,4.941642422609304,1.0,1.0,1.0,5.786897381366708,0.40000000000000036,0.7333333333333325,3.0
38,83.0,37.0,62.0,113.0,53.0,6.0,122.0,55.0,17.0,129.0,143.0,218.0,135.0,79.0,0.0,7.0,181.0,185.0,5.198497031265825,5.220355825078324,0.14527634922371768,0.11601095782852555,4.727387818712341,4.804021044733257,4.859812404361672,4.962844630259907,4.90527477843843,1.0,1.0,1.0,5.384495062789089,-0.6666666666666661,-0.7333333333333325,3.0
39,91.0,52.0,98.0,196.0,62.0,9.0,193.0,34.0,22.0,161.0,216.0,562.0,244.0,69.0,3.0,1.0,190.0,199.0,5.247024072160486,5.293304824724492,0.4277224593014066,0.5631498272323399,5.278114659230517,5.262690188904886,5.081404364984463,5.375278407684164,5.497168225293201,1.0,1.0,1.0,6.331501849893691,-0.06666666666666643,0.1999999999999993,1.0
40,98.0,58.0,101.0,208.0,65.0,12.0,226.0,30.0,25.0,182.0,225.0,748.0,216.0,71.0,6.0,1.0,185.0,196.0,5.220355825078324,5.278114659230517,0.2674280555859505,0.46180925411135054,5.337538079701318,5.420534999272285,5.204006687076795,5.41610040220442,5.375278407684164,1.0,1.0,1.0,6.617402977974477,-0.3999999999999986,0.0,1.0
41,82.0,43.0,73.0,154.0,65.0,7.0,151.0,44.0,19.0,143.0,178.0,341.0,160.0,76.0,5.0,11.0,185.0,189.0,5.220355825078324,5.241747015059643,0.2674280555859505,0.23714865524119633,5.036952602413629,5.017279836814924,4.962844630259907,5.181783550292085,5.075173815233827,1.0,1.0,1.0,5.831882477283517,-0.3999999999999986,-0.4666666666666668,0.0
42,99.0,41.0,77.0,197.0,69.0,6.0,177.0,36.0,21.0,139.0,202.0,485.0,151.0,72.0,4.0,10.0,198.0,199.0,5.288267030694535,5.293304824724492,0.702306354937934,0.5631498272323399,5.2832037287379885,5.176149732573829,4.9344739331306915,5.308267697401204,5.017279836814924,1.0,1.0,1.0,6.184148890937483,0.4666666666666668,0.1999999999999993,0.0
43,89.0,42.0,75.0,140.0,55.0,6.0,145.0,46.0,19.0,139.0,170.0,312.0,166.0,71.0,15.0,26.0,191.0,198.0,5.25227342804663,5.288267030694535,0.4608135463398624,0.5290272762175283,4.941642422609304,4.976733742420574,4.9344739331306915,5.135798437050261,5.111987788356543,1.0,1.0,1.0,5.7430031878094825,0.0,0.13333333333333286,1.0
44,103.0,55.0,103.0,211.0,65.0,11.0,212.0,31.0,24.0,165.0,229.0,673.0,249.0,72.0,5.0,16.0,188.0,196.0,5.236441962829949,5.278114659230517,0.3625779625779628,0.46180925411135054,5.351858133476067,5.356586274672012,5.10594547390058,5.433722003554239,5.517452896464707,1.0,1.0,1.0,6.511745329644728,-0.1999999999999993,0.0,1.0
45,99.0,55.0,101.0,219.0,68.0,10.0,224.0,30.0,25.0,178.0,228.0,737.0,213.0,74.0,11.0,20.0,187.0,196.0,5.231108616854587,5.278114659230517,0.33052090552090574,0.46180925411135054,5.389071729816501,5.4116460518550396,5.181783550292085,5.42934562895444,5.361292165709425,1.0,1.0,1.0,6.602587892189336,-0.2666666666666657,0.0,1.0
46,89.0,41.0,75.0,162.0,66.0,5.0,153.0,43.0,19.0,136.0,175.0,352.0,154.0,72.0,2.0,0.0,188.0,195.0,5.236441962829949,5.272999558563747,0.3625779625779628,0.42871031900675205,5.087596335232384,5.030437921392435,4.9126548857360515,5.164785973923514,5.036952602413629,1.0,1.0,1.0,5.863631175598097,-0.1999999999999993,-0.06666666666666643,0.0
47,115.0,51.0,100.0,201.0,60.0,12.0,196.0,34.0,23.0,162.0,207.0,573.0,184.0,62.0,22.0,1.0,198.0,208.0,5.288267030694535,5.337538079701318,0.702306354937934,0.8859707464082514,5.303304908059076,5.278114659230517,5.087596335232384,5.332718793265369,5.214935757608986,1.0,1.0,1.0,6.350885716714739,0.4666666666666668,0.8000000000000007,2.0
48,96.0,39.0,64.0,111.0,48.0,8.0,134.0,52.0,18.0,141.0,160.0,258.0,139.0,80.0,7.0,20.0,183.0,184.0,5.2094861528414205,5.214935757608986,0.20568473331631232,0.08653191655192116,4.709530201312334,4.897839799950911,4.948759890378168,5.075173815233827,4.9344739331306915,1.0,1.0,1.0,5.552959584921617,-0.5333333333333332,-0.8000000000000007,3.0
49,99.0,54.0,100.0,199.0,62.0,9.0,200.0,33.0,23.0,166.0,222.0,600.0,241.0,70.0,2.0,7.0,189.0,198.0,5.241747015059643,5.288267030694535,0.3949778726094515,0.5290272762175283,5.293304824724492,5.298317366548036,5.111987788356543,5.402677381872279,5.484796933490655,1.0,1.0,1.0,6.396929655216146,-0.13333333333333286,0.13333333333333286,1.0
50,97.0,44.0,96.0,195.0,63.0,9.0,185.0,36.0,22.0,144.0,202.0,512.0,165.0,66.0,4.0,8.0,191.0,199.0,5.25227342804663,5.293304824724492,0.4608135463398624,0.5631498272323399,5.272999558563747,5.220355825078324,4.969813299576001,5.308267697401204,5.10594547390058,1.0,1.0,1.0,6.238324625039508,0.0,0.1999999999999993,2.0
51,110.0,51.0,104.0,191.0,57.0,12.0,213.0,31.0,24.0,162.0,226.0,674.0,190.0,68.0,18.0,2.0,191.0,199.0,5.25227342804663,5.293304824724492,0.4608135463398624,0.5631498272323399,5.25227342804663,5.361292165709425,5.087596335232384,5.420534999272285,5.247024072160486,1.0,1.0,1.0,6.513230110912307,0.0,0.1999999999999993,2.0
52,97.0,45.0,91.0,161.0,63.0,10.0,151.0,45.0,19.0,148.0,166.0,334.0,171.0,65.0,18.0,20.0,197.0,205.0,5.2832037287379885,5.323009979138408,0.6667387022650184,0.775183809202151,5.081404364984463,5.017279836814924,4.997212273764115,5.111987788356543,5.141663556502659,1.0,1.0,1.0,5.8111409929767,0.40000000000000036,0.5999999999999996,3.0
53,112.0,50.0,110.0,186.0,56.0,11.0,214.0,31.0,24.0,159.0,232.0,676.0,203.0,71.0,18.0,27.0,191.0,202.0,5.25227342804663,5.308267697401204,0.4608135463398624,0.6675924242030604,5.225746673713201,5.365976015021851,5.0689042022202315,5.44673737166631,5.313205979041787,1.0,1.0,1.0,6.516193076042963,0.0,0.40000000000000036,2.0
54,100.0,47.0,88.0,190.0,60.0,10.0,171.0,38.0,21.0,155.0,186.0,440.0,169.0,59.0,15.0,18.0,201.0,210.0,5.303304908059076,5.3471075307174685,0.8111831467094628,0.9616271047488734,5.247024072160486,5.141663556502659,5.043425116919247,5.225746673713201,5.1298987149230735,1.0,1.0,1.0,6.0867747269123065,0.6666666666666679,0.9333333333333336,2.0
55,92.0,39.0,91.0,191.0,62.0,8.0,176.0,37.0,21.0,137.0,196.0,466.0,151.0,67.0,3.0,23.0,192.0,200.0,5.2574953720277815,5.298317366548036,0.49425295741085207,0.5976170475637883,5.25227342804663,5.170483995038151,4.919980925828125,5.278114659230517,5.017279836814924,1.0,1.0,1.0,6.144185634125646,0.0666666666666682,0.2666666666666675,1.0
56,89.0,42.0,70.0,148.0,62.0,7.0,147.0,45.0,19.0,143.0,176.0,323.0,153.0,76.0,2.0,6.0,186.0,189.0,5.225746673713201,5.241747015059643,0.2988048777522463,0.23714865524119633,4.997212273764115,4.990432586778736,4.962844630259907,5.170483995038151,5.030437921392435,1.0,1.0,1.0,5.777652323222656,-0.33333333333333215,-0.4666666666666668,0.0
57,94.0,36.0,68.0,127.0,54.0,7.0,127.0,52.0,18.0,132.0,155.0,242.0,116.0,66.0,1.0,2.0,195.0,196.0,5.272999558563747,5.278114659230517,0.5966793716793719,0.46180925411135054,4.844187086458591,4.844187086458591,4.882801922586371,5.043425116919247,4.7535901911063645,1.0,1.0,1.0,5.488937726156686,0.2666666666666675,0.0,3.0
58,83.0,36.0,54.0,119.0,57.0,6.0,128.0,53.0,18.0,125.0,143.0,238.0,139.0,82.0,6.0,3.0,179.0,183.0,5.187385805840755,5.2094861528414205,0.08618831381989289,0.05737156449270975,4.77912349311153,4.852030263919617,4.828313737302301,4.962844630259907,4.9344739331306915,1.0,1.0,1.0,5.472270673671474,-0.7999999999999989,-0.8666666666666671,2.0
59,82.0,44.0,72.0,150.0,64.0,7.0,154.0,44.0,19.0,144.0,181.0,350.0,177.0,80.0,0.0,16.0,183.0,187.0,5.2094861528414205,5.231108616854587,0.20568473331631232,0.17593203606037777,5.0106352940962555,5.036952602413629,4.969813299576001,5.198497031265825,5.176149732573829,1.0,1.0,1.0,5.857933154483459,-0.5333333333333332,-0.5999999999999996,0.0
60,89.0,40.0,60.0,131.0,56.0,6.0,118.0,56.0,17.0,137.0,143.0,209.0,153.0,65.0,10.0,8.0,193.0,199.0,5.262690188904886,5.293304824724492,0.5280425162004112,0.5631498272323399,4.875197323201151,4.770684624465664,4.919980925828125,4.962844630259907,5.030437921392435,1.0,1.0,1.0,5.342334251964811,0.13333333333333464,0.1999999999999993,3.0
61,101.0,55.0,107.0,200.0,61.0,11.0,225.0,30.0,25.0,178.0,228.0,730.0,204.0,74.0,8.0,35.0,187.0,201.0,5.231108616854587,5.303304908059076,0.33052090552090574,0.6324306692184896,5.298317366548036,5.41610040220442,5.181783550292085,5.42934562895444,5.318119993844216,1.0,1.0,1.0,6.593044534142437,-0.2666666666666657,0.3333333333333339,1.0
62,78.0,38.0,63.0,115.0,51.0,6.0,142.0,47.0,19.0,130.0,162.0,299.0,146.0,77.0,2.0,4.0,181.0,185.0,5.198497031265825,5.220355825078324,0.14527634922371768,0.11601095782852555,4.74493212836325,4.955827057601261,4.867534450455582,5.087596335232384,4.983606621708336,1.0,1.0,1.0,5.700443573390686,-0.6666666666666661,-0.7333333333333325,2.0
63,98.0,50.0,90.0,192.0,63.0,9.0,177.0,37.0,21.0,155.0,195.0,472.0,197.0,65.0,10.0,1.0,193.0,201.0,5.262690188904886,5.303304908059076,0.5280425162004112,0.6324306692184896,5.2574953720277815,5.176149732573829,5.043425116919247,5.272999558563747,5.2832037287379885,1.0,1.0,1.0,6.156978985585555,0.13333333333333464,0.3333333333333339,2.0
64,90.0,42.0,63.0,144.0,59.0,7.0,131.0,50.0,18.0,142.0,154.0,259.0,162.0,65.0,15.0,3.0,197.0,204.0,5.2832037287379885,5.318119993844216,0.6667387022650184,0.738967262188275,4.969813299576001,4.875197323201151,4.955827057601261,5.036952602413629,5.087596335232384,1.0,1.0,1.0,5.556828061699537,0.40000000000000036,0.5333333333333332,3.0
65,73.0,37.0,53.0,111.0,54.0,6.0,126.0,55.0,18.0,128.0,135.0,227.0,147.0,82.0,1.0,15.0,176.0,184.0,5.170483995038151,5.214935757608986,0.0,0.08653191655192116,4.709530201312334,4.836281906951478,4.852030263919617,4.90527477843843,4.990432586778736,1.0,1.0,1.0,5.424950017481402,-1.0,-0.8000000000000007,1.0
66,81.0,45.0,68.0,169.0,73.0,6.0,151.0,44.0,19.0,146.0,173.0,336.0,186.0,75.0,7.0,0.0,183.0,189.0,5.2094861528414205,5.241747015059643,0.20568473331631232,0.23714865524119633,5.1298987149230735,5.017279836814924,4.983606621708336,5.153291594497778,5.225746673713201,1.0,1.0,1.0,5.817111159963204,-0.5333333333333332,-0.4666666666666668,0.0
67,107.0,54.0,98.0,203.0,65.0,11.0,218.0,31.0,25.0,167.0,229.0,696.0,216.0,72.0,1.0,28.0,187.0,199.0,5.231108616854587,5.293304824724492,0.33052090552090574,0.5631498272323399,5.313205979041787,5.384495062789089,5.1179938124167546,5.433722003554239,5.375278407684164,1.0,1.0,1.0,6.545349660334419,-0.2666666666666657,0.1999999999999993,2.0
68,83.0,44.0,68.0,144.0,61.0,8.0,147.0,45.0,19.0,143.0,170.0,325.0,180.0,74.0,1.0,1.0,185.0,191.0,5.220355825078324,5.25227342804663,0.2674280555859505,0.29967467142391135,4.969813299576001,4.990432586778736,4.962844630259907,5.135798437050261,5.19295685089021,1.0,1.0,1.0,5.783825182329737,-0.3999999999999986,-0.3333333333333339,0.0
69,83.0,37.0,49.0,112.0,55.0,5.0,122.0,55.0,17.0,128.0,144.0,219.0,146.0,85.0,8.0,16.0,180.0,184.0,5.19295685089021,5.214935757608986,0.11556819977872612,0.08653191655192116,4.718498871295094,4.804021044733257,4.852030263919617,4.969813299576001,4.983606621708336,1.0,1.0,1.0,5.389071729816501,-0.7333333333333325,-0.8000000000000007,3.0
70,91.0,43.0,72.0,142.0,56.0,7.0,149.0,45.0,19.0,140.0,168.0,327.0,165.0,72.0,13.0,23.0,186.0,191.0,5.225746673713201,5.25227342804663,0.2988048777522463,0.29967467142391135,4.955827057601261,5.003946305945459,4.941642422609304,5.123963979403259,5.10594547390058,1.0,1.0,1.0,5.7899601708972535,-0.33333333333333215,-0.3333333333333339,2.0
