,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,"2,21,15,3","2,22,15,3","2,23,15,3","2,24,15,3","2,41,15,3","2,30,19,26,3","2,2,21,15,3,15,3","2,2,22,15,3,15,3","2,2,23,15,3,15,3","2,2,24,15,3,15,3","2,2,41,15,3,15,3","2,2,2,21,15,3,15,3,15,3","2,2,2,22,15,3,15,3,15,3","2,2,2,23,15,3,15,3,15,3","2,2,2,24,15,3,15,3,15,3","2,2,2,41,15,3,15,3,15,3",42
10,5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,3.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,0.2,1.0,1.0,1.0,1.0,1.6068380701171756e-06,5.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.0
11,7.0,2.0,1.0,2.0,9.0,25.27,0.17,6.0,4.21,151.6,0.01,8.42,5.0,0.0,0.0,0.0,6.0,1.0,7.0,2.0,3.0,0.14285714285714285,0.5,1.0,0.5,0.3333333333333333,7.97115861110157e-06,7.0,2.0,1.0,2.0,3.0,0.14285714285714285,0.5,1.0,0.5,0.3333333333333333,0.0
12,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.997506681574486e-07,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
13,74.0,6.0,5.0,6.0,155.0,781.88,0.05,18.79,41.61,14691.13,0.26,816.17,54.0,7.0,7.0,4.0,14.0,19.0,104.0,51.0,11.0,0.013513513513513514,0.16666666666666666,0.2,0.16666666666666666,0.09090909090909091,0.023900793173161964,74.0,6.0,5.0,6.0,11.0,0.013513513513513514,0.16666666666666666,0.2,0.16666666666666666,0.09090909090909091,0.0
14,50.0,5.0,4.0,4.0,122.0,625.77,0.06,16.5,37.93,10325.25,0.21,573.62,43.0,2.0,3.0,0.0,15.0,20.0,78.0,44.0,9.0,0.02,0.2,0.25,0.25,0.1111111111111111,0.01344411820517664,50.0,5.0,4.0,4.0,9.0,0.02,0.2,0.25,0.25,0.1111111111111111,1.0
15,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.2057940135137396e-07,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
16,74.0,5.0,3.0,4.0,131.0,727.65,0.07,14.45,50.35,10515.73,0.24,584.21,46.0,9.0,11.0,3.0,16.0,31.0,75.0,56.0,9.0,0.013513513513513514,0.2,0.3333333333333333,0.25,0.1111111111111111,0.015921316216188745,74.0,5.0,3.0,4.0,9.0,0.013513513513513514,0.2,0.3333333333333333,0.25,0.1111111111111111,1.0
17,17.0,2.0,1.0,2.0,24.0,91.38,0.17,6.0,15.23,548.26,0.03,30.46,12.0,0.0,3.0,0.0,8.0,6.0,15.0,9.0,3.0,0.058823529411764705,0.5,1.0,0.5,0.3333333333333333,0.00010424487744778511,17.0,2.0,1.0,2.0,3.0,0.058823529411764705,0.5,1.0,0.5,0.3333333333333333,0.0
18,33.0,4.0,3.0,4.0,88.0,440.0,0.1,9.92,44.35,4365.26,0.15,242.51,27.0,1.0,3.0,0.0,13.0,19.0,59.0,29.0,7.0,0.030303030303030304,0.25,0.3333333333333333,0.25,0.14285714285714285,0.003996499841037844,33.0,4.0,3.0,4.0,7.0,0.030303030303030304,0.25,0.3333333333333333,0.25,0.14285714285714285,0.0
19,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0
20,2.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,0.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,1.0,0.5,1.0,1.0,1.0,1.0,2.996260022361729e-06,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
21,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.997506681574486e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22,2.0,1.0,1.0,1.0,18.0,68.53,0.29,3.5,19.58,239.86,0.02,13.33,0.0,0.0,0.0,0.0,7.0,7.0,11.0,7.0,1.0,0.5,1.0,1.0,1.0,1.0,3.420232022352867e-05,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
23,23.0,3.0,1.0,3.0,63.0,276.72,0.1,10.45,26.47,2892.94,0.09,160.72,18.0,3.0,0.0,0.0,10.0,11.0,40.0,23.0,5.0,0.043478260869565216,0.3333333333333333,1.0,0.3333333333333333,0.2,0.0016657007568103475,23.0,3.0,1.0,3.0,5.0,0.043478260869565216,0.3333333333333333,1.0,0.3333333333333333,0.2,0.0
24,35.0,6.0,3.0,5.0,125.0,630.55,0.05,21.37,29.51,13473.84,0.21,748.55,32.0,0.0,1.0,0.0,14.0,19.0,67.0,58.0,11.0,0.02857142857142857,0.16666666666666666,0.3333333333333333,0.2,0.09090909090909091,0.01767778808922694,35.0,6.0,3.0,5.0,11.0,0.02857142857142857,0.16666666666666666,0.3333333333333333,0.2,0.09090909090909091,0.0
25,38.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.02631578947368421,0.3333333333333333,1.0,0.3333333333333333,0.2,0.0,38.0,3.0,1.0,3.0,5.0,0.02631578947368421,0.3333333333333333,1.0,0.3333333333333333,0.2,0.0
26,6.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,4.2057940135137396e-07,6.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,0.0
27,35.0,4.0,1.0,4.0,78.0,362.22,0.07,14.31,25.32,5182.54,0.12,287.92,31.0,0.0,2.0,0.0,12.0,13.0,47.0,31.0,7.0,0.02857142857142857,0.25,1.0,0.25,0.14285714285714285,0.00390599872008942,35.0,4.0,1.0,4.0,7.0,0.02857142857142857,0.25,1.0,0.25,0.14285714285714285,1.0
28,30.0,2.0,1.0,2.0,82.0,348.33,0.09,11.7,29.77,4075.46,0.12,226.41,24.0,2.0,2.0,0.0,9.0,10.0,56.0,26.0,3.0,0.03333333333333333,0.5,1.0,0.5,0.3333333333333333,0.0029538233711895066,30.0,2.0,1.0,2.0,3.0,0.03333333333333333,0.5,1.0,0.5,0.3333333333333333,0.0
29,14.0,1.0,1.0,1.0,29.0,118.54,0.18,5.63,21.07,666.77,0.04,37.04,7.0,2.0,2.0,0.0,9.0,8.0,19.0,10.0,1.0,0.07142857142857142,1.0,1.0,1.0,1.0,0.00016445912751552417,14.0,1.0,1.0,1.0,1.0,0.07142857142857142,1.0,1.0,1.0,1.0,1.0
30,2.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,5.609335841113671e-07,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
31,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0
32,6.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,1.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,5.227277315748398e-06,6.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,0.0
33,25.0,1.0,1.0,1.0,65.0,309.07,0.15,6.5,47.55,2008.94,0.1,111.61,13.0,1.0,2.0,0.0,9.0,18.0,39.0,26.0,1.0,0.04,1.0,1.0,1.0,1.0,0.001291935481766371,25.0,1.0,1.0,1.0,1.0,0.04,1.0,1.0,1.0,1.0,1.0
34,28.0,4.0,1.0,1.0,60.0,278.63,0.08,12.46,22.36,3472.18,0.09,192.9,22.0,0.0,1.0,0.0,12.0,13.0,33.0,27.0,7.0,0.03571428571428571,0.25,1.0,1.0,0.14285714285714285,0.0020130154761762616,28.0,4.0,1.0,1.0,7.0,0.03571428571428571,0.25,1.0,1.0,0.14285714285714285,0.0
35,13.0,1.0,1.0,1.0,10.0,31.7,0.42,2.4,13.21,76.08,0.01,4.23,7.0,0.0,1.0,0.0,4.0,5.0,4.0,6.0,1.0,0.07692307692307693,1.0,1.0,1.0,1.0,5.018186223118463e-06,13.0,1.0,1.0,1.0,1.0,0.07692307692307693,1.0,1.0,1.0,1.0,0.0
36,22.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2.0,17.0,1.0,0.0,4.0,2.0,4.0,2.0,1.0,0.045454545454545456,1.0,1.0,1.0,1.0,1.0010841813963053e-06,22.0,1.0,1.0,1.0,1.0,0.045454545454545456,1.0,1.0,1.0,1.0,0.0
37,15.0,2.0,1.0,1.0,26.0,104.0,0.13,7.5,13.87,780.0,0.03,43.33,12.0,0.0,1.0,0.0,10.0,6.0,17.0,9.0,3.0,0.06666666666666667,0.5,1.0,1.0,0.3333333333333333,0.00016878931459304405,15.0,2.0,1.0,1.0,3.0,0.06666666666666667,0.5,1.0,1.0,0.3333333333333333,0.0
38,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.2057940135137396e-07,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
39,42.0,5.0,3.0,4.0,87.0,438.86,0.07,14.58,30.09,6400.08,0.15,355.56,26.0,0.0,7.0,0.0,15.0,18.0,52.0,35.0,9.0,0.023809523809523808,0.2,0.3333333333333333,0.25,0.1111111111111111,0.005844244933987049,42.0,5.0,3.0,4.0,9.0,0.023809523809523808,0.2,0.3333333333333333,0.25,0.1111111111111111,0.0
40,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.997506681574486e-07,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
41,6.0,1.0,1.0,1.0,12.0,41.51,0.29,3.5,11.86,145.3,0.01,8.07,4.0,0.0,0.0,0.0,7.0,4.0,8.0,4.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.2549758116425415e-05,6.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,0.0
42,5.0,3.0,3.0,1.0,24.0,100.08,0.1,10.4,9.62,1040.81,0.03,57.82,3.0,0.0,0.0,0.0,13.0,5.0,16.0,8.0,5.0,0.2,0.3333333333333333,0.3333333333333333,1.0,0.2,0.00021673834887426458,5.0,3.0,3.0,1.0,5.0,0.2,0.3333333333333333,0.3333333333333333,1.0,0.2,0.0
43,6.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.997506681574486e-07,6.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,0.0
44,2.0,2.0,1.0,2.0,7.0,18.09,0.2,5.0,3.62,90.47,0.01,5.03,0.0,0.0,0.0,0.0,5.0,1.0,5.0,2.0,3.0,0.5,0.5,1.0,0.5,0.3333333333333333,3.405337530552262e-06,2.0,2.0,1.0,2.0,3.0,0.5,0.5,1.0,0.5,0.3333333333333333,0.0
45,33.0,1.0,1.0,1.0,65.0,325.0,0.17,5.83,55.71,1895.83,0.11,105.32,24.0,1.0,1.0,0.0,8.0,24.0,30.0,35.0,1.0,0.030303030303030304,1.0,1.0,1.0,1.0,0.0012820346405646263,33.0,1.0,1.0,1.0,1.0,0.030303030303030304,1.0,1.0,1.0,1.0,1.0
46,41.0,6.0,3.0,6.0,109.0,572.02,0.05,18.45,31.0,10553.84,0.19,586.32,35.0,0.0,2.0,0.0,18.0,20.0,68.0,41.0,11.0,0.024390243902439025,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.09090909090909091,0.01256141972023298,41.0,6.0,3.0,6.0,11.0,0.024390243902439025,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.09090909090909091,1.0
47,16.0,2.0,1.0,2.0,25.0,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12.0,0.0,2.0,0.0,8.0,5.0,17.0,8.0,3.0,0.0625,0.5,1.0,0.5,0.3333333333333333,0.0001139669024756163,16.0,2.0,1.0,2.0,3.0,0.0625,0.5,1.0,0.5,0.3333333333333333,0.0
48,9.0,1.0,1.0,1.0,31.0,107.24,0.29,3.43,31.28,367.69,0.04,20.43,7.0,0.0,0.0,0.0,4.0,7.0,19.0,12.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,8.204566351319654e-05,9.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,1.0
49,12.0,2.0,1.0,2.0,32.0,130.8,0.16,6.22,21.02,813.86,0.04,45.21,6.0,0.0,0.0,0.0,8.0,9.0,18.0,14.0,3.0,0.08333333333333333,0.5,1.0,0.5,0.3333333333333333,0.00022150036984677128,12.0,2.0,1.0,2.0,3.0,0.08333333333333333,0.5,1.0,0.5,0.3333333333333333,0.0
50,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0
51,2.0,1.0,1.0,1.0,6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,0.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.2511938656587607e-06,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
52,19.0,2.0,1.0,2.0,41.0,174.17,0.15,6.75,25.8,1175.61,0.06,65.31,14.0,0.0,2.0,1.0,9.0,10.0,26.0,15.0,3.0,0.05263157894736842,0.5,1.0,0.5,0.3333333333333333,0.0004260431932376805,19.0,2.0,1.0,2.0,3.0,0.05263157894736842,0.5,1.0,0.5,0.3333333333333333,0.0
53,17.0,1.0,1.0,1.0,22.0,88.0,0.33,3.0,29.33,264.0,0.03,14.67,11.0,0.0,1.0,0.0,6.0,10.0,12.0,10.0,1.0,0.058823529411764705,1.0,1.0,1.0,1.0,4.833966169410256e-05,17.0,1.0,1.0,1.0,1.0,0.058823529411764705,1.0,1.0,1.0,1.0,0.0
54,26.0,2.0,1.0,2.0,68.0,319.63,0.14,7.15,44.72,2284.41,0.11,126.91,21.0,0.0,3.0,0.0,9.0,17.0,41.0,27.0,3.0,0.038461538461538464,0.5,1.0,0.5,0.3333333333333333,0.0015192827086849521,26.0,2.0,1.0,2.0,3.0,0.038461538461538464,0.5,1.0,0.5,0.3333333333333333,1.0
55,27.0,2.0,1.0,2.0,74.0,351.86,0.13,7.75,45.4,2726.93,0.12,151.5,15.0,0.0,5.0,0.0,9.0,18.0,43.0,31.0,3.0,0.037037037037037035,0.5,1.0,0.5,0.3333333333333333,0.0019964612985209533,27.0,2.0,1.0,2.0,3.0,0.037037037037037035,0.5,1.0,0.5,0.3333333333333333,0.0
56,36.0,9.0,9.0,2.0,165.0,906.16,0.09,11.38,79.66,10307.52,0.3,572.64,29.0,1.0,1.0,0.0,13.0,32.0,109.0,56.0,17.0,0.027777777777777776,0.1111111111111111,0.1111111111111111,0.5,0.058823529411764705,0.019434621248177533,36.0,9.0,9.0,2.0,17.0,0.027777777777777776,0.1111111111111111,0.1111111111111111,0.5,0.058823529411764705,0.0
57,23.0,1.0,1.0,1.0,69.0,331.71,0.18,5.6,59.23,1857.56,0.11,103.2,13.0,0.0,0.0,0.0,8.0,20.0,41.0,28.0,1.0,0.043478260869565216,1.0,1.0,1.0,1.0,0.001282089733463493,23.0,1.0,1.0,1.0,1.0,0.043478260869565216,1.0,1.0,1.0,1.0,1.0
58,61.0,5.0,1.0,2.0,148.0,817.49,0.06,16.0,51.09,13079.79,0.27,726.66,39.0,10.0,7.0,0.0,16.0,30.0,88.0,60.0,9.0,0.01639344262295082,0.2,1.0,0.5,0.1111111111111111,0.022248473962259454,61.0,5.0,1.0,2.0,9.0,0.01639344262295082,0.2,1.0,0.5,0.1111111111111111,1.0
59,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.997506681574486e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
60,12.0,1.0,1.0,1.0,36.0,140.65,0.19,5.25,26.79,738.4,0.05,41.02,9.0,0.0,0.0,0.0,7.0,8.0,24.0,12.0,1.0,0.08333333333333333,1.0,1.0,1.0,1.0,0.0002160968479388881,12.0,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,1.0,1.0,1.0,1.0
61,6.0,1.0,1.0,1.0,9.0,25.27,0.67,1.5,16.84,37.9,0.01,2.11,2.0,1.0,0.0,1.0,3.0,4.0,5.0,4.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.9927896527753925e-06,6.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,0.0
62,9.0,1.0,1.0,1.0,22.0,81.41,0.21,4.67,17.44,379.91,0.03,21.11,5.0,0.0,1.0,0.0,7.0,6.0,14.0,8.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,6.43539913209862e-05,9.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.0
63,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
64,4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,5.609335841113671e-07,4.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0
65,15.0,3.0,1.0,2.0,23.0,95.91,0.18,5.63,17.05,539.48,0.03,29.97,12.0,0.0,1.0,0.0,10.0,8.0,14.0,9.0,5.0,0.06666666666666667,0.3333333333333333,1.0,0.5,0.2,0.00010766046406027638,15.0,3.0,1.0,2.0,5.0,0.06666666666666667,0.3333333333333333,1.0,0.5,0.2,0.0
66,38.0,4.0,3.0,4.0,80.0,384.59,0.07,14.5,26.52,5576.53,0.13,309.81,29.0,1.0,6.0,0.0,14.0,14.0,51.0,29.0,7.0,0.02631578947368421,0.25,0.3333333333333333,0.25,0.14285714285714285,0.004462508313585279,38.0,4.0,3.0,4.0,7.0,0.02631578947368421,0.25,0.3333333333333333,0.25,0.14285714285714285,0.0
67,9.0,2.0,1.0,2.0,16.0,59.21,0.21,4.8,12.33,284.19,0.02,15.79,7.0,0.0,0.0,0.0,8.0,5.0,10.0,6.0,3.0,0.1111111111111111,0.5,1.0,0.5,0.3333333333333333,3.501231771392524e-05,9.0,2.0,1.0,2.0,3.0,0.1111111111111111,0.5,1.0,0.5,0.3333333333333333,0.0
68,17.0,2.0,1.0,2.0,25.0,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12.0,0.0,3.0,0.0,8.0,5.0,17.0,8.0,3.0,0.058823529411764705,0.5,1.0,0.5,0.3333333333333333,0.0001139669024756163,17.0,2.0,1.0,2.0,3.0,0.058823529411764705,0.5,1.0,0.5,0.3333333333333333,0.0
69,5.0,1.0,1.0,1.0,11.0,30.88,0.38,2.67,11.58,82.35,0.01,4.57,3.0,0.0,0.0,0.0,4.0,3.0,7.0,4.0,1.0,0.2,1.0,1.0,1.0,1.0,5.291245386489695e-06,5.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.0
70,9.0,1.0,1.0,1.0,11.0,34.87,0.32,3.12,11.16,108.97,0.01,6.05,4.0,2.0,0.0,0.0,5.0,4.0,6.0,5.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,7.906347634155373e-06,9.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.0
71,9.0,1.0,1.0,1.0,27.0,102.8,0.17,6.0,17.13,616.79,0.03,34.27,6.0,0.0,0.0,0.0,8.0,6.0,18.0,9.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.00013193117981457502,9.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.0
72,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.997506681574486e-07,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
73,17.0,1.0,1.0,1.0,62.0,291.43,0.18,5.56,52.46,1619.04,0.1,89.95,12.0,0.0,0.0,0.0,8.0,18.0,37.0,25.0,1.0,0.058823529411764705,1.0,1.0,1.0,1.0,0.0009817679322342771,17.0,1.0,1.0,1.0,1.0,0.058823529411764705,1.0,1.0,1.0,1.0,0.0
74,47.0,4.0,1.0,4.0,92.0,442.28,0.08,12.38,35.74,5473.17,0.15,304.07,38.0,2.0,5.0,0.0,12.0,16.0,59.0,33.0,7.0,0.02127659574468085,0.25,1.0,0.25,0.14285714285714285,0.005036783067752238,47.0,4.0,1.0,4.0,7.0,0.02127659574468085,0.25,1.0,0.25,0.14285714285714285,1.0
75,11.0,1.0,1.0,1.0,6.0,15.51,2.0,0.5,31.02,7.75,0.01,0.43,7.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,1.0,0.09090909090909091,1.0,1.0,1.0,1.0,2.5010968426245536e-07,11.0,1.0,1.0,1.0,1.0,0.09090909090909091,1.0,1.0,1.0,1.0,0.0
76,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.997506681574486e-07,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
