season,year,month,hour,holiday,weekday,workingday,weather,temp,feel_temp,humidity,windspeed,target
0,0.0,7.0,8.0,1,1.0,0,0,28.7,33.335,0.74,7.0015,86.0
2,0.0,5.0,21.0,0,2.0,1,0,31.16,36.365,0.66,7.0015,210.0
2,1.0,5.0,12.0,0,6.0,0,0,30.34,34.85,0.66,15.0013,529.0
0,1.0,7.0,3.0,0,2.0,1,0,27.880000000000003,31.82,0.79,0.0,3.0
0,1.0,7.0,10.0,0,6.0,0,2,29.52,34.09,0.7,6.0032,401.0
2,0.0,4.0,12.0,0,1.0,1,2,22.96,26.515,0.49,6.0032,184.0
1,0.0,1.0,22.0,0,6.0,0,2,12.3,15.909999999999998,0.42,7.0015,26.0
2,0.0,4.0,4.0,0,2.0,1,0,22.96,26.515,0.83,16.997899999999998,6.0
1,0.0,1.0,14.0,0,4.0,1,0,11.48,13.635,0.36,11.0014,70.0
1,1.0,2.0,18.0,0,2.0,1,0,17.22,21.21,0.38,12.998,518.0
0,0.0,6.0,15.0,0,0.0,0,0,30.34,32.575,0.4,0.0,403.0
1,1.0,1.0,18.0,0,5.0,1,0,10.66,11.365,0.38,19.9995,301.0
3,0.0,9.0,2.0,0,3.0,1,0,24.6,27.275,0.88,16.997899999999998,9.0
3,1.0,12.0,6.0,0,2.0,1,0,14.76,17.424999999999997,0.93,11.0014,118.0
3,0.0,9.0,13.0,0,0.0,0,2,27.880000000000003,31.82,0.74,0.0,369.0
2,1.0,5.0,9.0,0,0.0,0,0,27.06,30.305,0.83,15.0013,270.0
0,1.0,7.0,16.0,0,6.0,0,0,41.0,43.18,0.19,11.0014,294.0
0,1.0,8.0,12.0,0,6.0,0,0,31.16,33.335,0.37,12.998,654.0
0,0.0,7.0,17.0,0,6.0,0,0,38.54,43.94,0.38,8.9981,197.0
0,0.0,7.0,22.0,0,0.0,0,0,30.34,34.85,0.7,19.9995,96.0
0,0.0,9.0,18.0,0,3.0,1,3,26.24,28.79,0.89,0.0,237.0
1,1.0,1.0,10.0,0,2.0,1,3,12.3,14.395,0.87,16.997899999999998,62.0
2,1.0,6.0,4.0,0,5.0,1,2,25.42,29.545,0.73,6.0032,6.0
3,0.0,11.0,5.0,0,5.0,1,0,9.02,11.365,0.44,8.9981,22.0
0,0.0,8.0,7.0,0,1.0,1,0,29.52,34.09,0.62,19.9995,267.0
2,1.0,4.0,17.0,0,6.0,0,2,25.42,31.06,0.33,16.997899999999998,560.0
2,0.0,6.0,7.0,0,5.0,1,0,22.14,25.76,0.45,16.997899999999998,277.0
0,0.0,6.0,18.0,0,3.0,1,2,32.800000000000004,38.635000000000005,0.59,16.997899999999998,513.0
3,0.0,11.0,4.0,0,6.0,0,0,8.200000000000001,10.605,0.8,8.9981,7.0
1,1.0,3.0,16.0,0,0.0,0,0,14.76,15.909999999999998,0.29,32.9975,299.0
2,0.0,3.0,19.0,0,1.0,1,0,12.3,15.15,0.22,8.9981,173.0
0,1.0,6.0,6.0,0,3.0,1,0,23.78,27.275,0.46,19.0012,200.0
0,1.0,8.0,12.0,0,5.0,1,0,33.62,12.12,0.41,15.0013,365.0
2,0.0,3.0,14.0,0,1.0,1,2,22.14,25.76,0.64,15.0013,101.0
2,1.0,5.0,1.0,0,5.0,1,0,24.6,28.79,0.78,7.0015,48.0
1,0.0,3.0,17.0,0,4.0,1,2,18.04,21.97,0.0,26.0027,111.0
3,0.0,11.0,4.0,0,1.0,1,0,13.12,17.424999999999997,0.93,0.0,6.0
2,1.0,4.0,22.0,0,6.0,0,2,14.76,17.424999999999997,0.71,8.9981,83.0
0,0.0,7.0,7.0,0,1.0,1,2,30.34,35.605,0.79,0.0,277.0
2,0.0,5.0,16.0,1,1.0,0,0,36.08,39.395,0.37,19.0012,309.0
2,0.0,5.0,2.0,0,2.0,1,0,18.04,21.97,0.58,8.9981,5.0
3,1.0,11.0,7.0,0,5.0,1,0,10.66,13.635,0.65,8.9981,341.0
3,1.0,12.0,4.0,0,3.0,1,0,9.84,12.12,0.75,8.9981,7.0
1,1.0,2.0,14.0,0,1.0,1,0,18.86,22.725,0.36,19.0012,158.0
0,0.0,9.0,19.0,0,4.0,1,0,18.86,22.725,0.67,31.0009,232.0
2,0.0,5.0,15.0,0,5.0,1,0,24.6,31.06,0.38,26.0027,260.0
1,1.0,1.0,14.0,0,3.0,1,2,5.74,6.0600000000000005,0.46,16.997899999999998,75.0
2,0.0,4.0,8.0,0,2.0,1,3,15.58,19.695,0.87,39.0007,157.0
2,0.0,4.0,5.0,0,0.0,0,0,20.5,24.24,0.94,6.0032,12.0
3,1.0,11.0,13.0,1,1.0,0,0,24.6,30.305,0.6,15.0013,420.0
3,0.0,11.0,14.0,0,6.0,0,0,20.5,24.24,0.36,19.9995,435.0
2,1.0,5.0,11.0,0,4.0,1,0,27.06,31.06,0.65,8.9981,221.0
3,0.0,10.0,13.0,0,3.0,1,0,26.24,31.06,0.41,15.0013,219.0
2,0.0,5.0,2.0,0,5.0,1,2,20.5,24.24,0.88,8.9981,11.0
3,0.0,9.0,18.0,0,5.0,1,0,24.6,25.0,1.0,0.0,234.0
2,1.0,5.0,6.0,0,6.0,0,0,18.04,21.97,0.72,6.0032,50.0
0,0.0,7.0,22.0,0,3.0,1,0,27.880000000000003,31.82,0.83,12.998,184.0
0,0.0,7.0,5.0,0,1.0,1,0,27.06,31.06,0.74,8.9981,26.0
2,0.0,4.0,10.0,0,2.0,1,0,27.06,31.06,0.69,23.9994,120.0
2,1.0,5.0,17.0,0,4.0,1,0,30.34,34.09,0.55,19.0012,798.0
0,1.0,9.0,5.0,0,5.0,1,0,20.5,24.24,0.82,0.0,49.0
1,0.0,3.0,19.0,0,4.0,1,0,18.04,21.97,0.58,12.998,207.0
3,0.0,11.0,5.0,0,5.0,1,2,15.58,19.695,0.87,0.0,23.0
3,0.0,10.0,3.0,0,0.0,0,0,13.94,18.18,0.87,0.0,46.0
1,1.0,3.0,14.0,0,4.0,1,0,23.78,27.275,0.35,15.0013,211.0
3,0.0,10.0,17.0,0,2.0,1,2,24.6,28.79,0.78,16.997899999999998,604.0
2,1.0,4.0,21.0,0,1.0,1,2,21.32,25.0,0.59,12.998,221.0
3,0.0,11.0,23.0,0,0.0,0,0,13.94,17.424999999999997,0.87,6.0032,50.0
3,1.0,11.0,2.0,0,1.0,1,2,14.76,16.665,0.66,16.997899999999998,5.0
2,0.0,4.0,19.0,0,2.0,1,0,14.76,16.665,0.43,19.9995,160.0
0,0.0,7.0,11.0,1,1.0,0,2,31.16,34.85,0.55,6.0032,349.0
0,1.0,8.0,23.0,0,3.0,1,0,29.52,34.09,0.7,8.9981,136.0
0,1.0,6.0,14.0,0,4.0,1,0,36.08,39.395,0.37,11.0014,176.0
0,0.0,8.0,0.0,0,3.0,1,0,27.06,31.06,0.69,6.0032,24.0
2,0.0,4.0,2.0,0,2.0,1,2,22.14,25.76,0.73,22.0028,5.0
0,1.0,8.0,2.0,0,1.0,1,0,26.24,30.305,0.69,7.0015,9.0
0,1.0,7.0,3.0,0,1.0,1,2,27.06,29.545,0.94,6.0032,2.0
1,0.0,2.0,1.0,0,5.0,1,2,13.12,17.424999999999997,1.0,0.0,10.0
0,0.0,7.0,4.0,0,0.0,0,3,27.880000000000003,31.82,0.65,6.0032,5.0
0,0.0,9.0,4.0,0,5.0,1,3,25.42,27.275,0.94,11.0014,3.0
2,1.0,5.0,14.0,0,1.0,1,2,25.42,29.545,0.73,16.997899999999998,171.0
0,1.0,9.0,8.0,0,1.0,1,0,22.14,25.76,0.77,6.0032,683.0
0,1.0,7.0,6.0,0,6.0,0,0,30.34,35.605,0.74,7.0015,31.0
0,0.0,9.0,16.0,0,2.0,1,2,24.6,28.03,0.83,11.0014,264.0
0,0.0,8.0,15.0,0,3.0,1,0,32.800000000000004,36.365,0.43,8.9981,159.0
0,0.0,7.0,9.0,0,6.0,0,0,30.34,33.335,0.51,6.0032,179.0
3,1.0,9.0,8.0,0,2.0,1,0,19.68,23.485,0.67,12.998,805.0
1,1.0,12.0,11.0,0,0.0,0,0,9.84,11.365,0.52,12.998,152.0
3,0.0,12.0,14.0,0,3.0,1,3,18.04,21.97,1.0,12.998,25.0
1,0.0,2.0,22.0,0,3.0,1,3,6.5600000000000005,8.334999999999999,0.8,11.0014,46.0
3,0.0,10.0,20.0,0,5.0,1,3,13.94,15.909999999999998,0.61,15.0013,143.0
0,0.0,9.0,14.0,0,0.0,0,0,31.98,37.88,0.66,22.0028,361.0
2,0.0,5.0,18.0,0,0.0,0,2,18.86,22.725,0.82,6.0032,159.0
1,0.0,2.0,10.0,0,0.0,0,0,12.3,15.15,0.81,11.0014,103.0
2,1.0,6.0,10.0,0,6.0,0,0,26.24,31.06,0.47,12.998,435.0
1,0.0,2.0,19.0,0,4.0,1,0,8.200000000000001,12.88,0.4,0.0,96.0
2,0.0,4.0,23.0,0,6.0,0,2,18.04,21.97,0.77,19.0012,35.0
3,1.0,11.0,17.0,0,0.0,0,0,11.48,13.635,0.41,11.0014,181.0
3,0.0,10.0,8.0,0,3.0,1,0,21.32,25.0,0.63,0.0,467.0
1,1.0,3.0,4.0,0,2.0,1,2,18.86,22.725,0.82,12.998,1.0
1,0.0,2.0,7.0,0,6.0,0,0,15.58,19.695,0.17,35.0008,22.0
3,0.0,10.0,7.0,0,2.0,1,0,17.22,21.21,0.82,19.0012,309.0
3,1.0,10.0,23.0,0,2.0,1,0,22.14,25.76,0.73,7.0015,111.0
1,1.0,3.0,17.0,0,2.0,1,0,14.76,16.665,0.34,19.0012,446.0
1,0.0,1.0,8.0,0,6.0,0,0,9.84,14.395,0.75,0.0,8.0
1,1.0,12.0,4.0,0,3.0,1,0,9.02,9.85,0.69,23.9994,2.0
0,0.0,7.0,1.0,0,0.0,0,2,28.7,32.575,0.61,11.0014,78.0
0,0.0,7.0,16.0,0,4.0,1,0,35.26,38.635000000000005,0.39,15.0013,265.0
3,1.0,11.0,10.0,0,0.0,0,0,13.94,15.15,0.66,19.9995,329.0
2,1.0,5.0,20.0,0,1.0,1,0,22.14,25.76,0.52,19.0012,323.0
2,1.0,6.0,15.0,0,1.0,1,0,32.800000000000004,35.605,0.41,23.9994,259.0
3,0.0,12.0,14.0,0,5.0,1,2,13.94,15.909999999999998,0.42,15.0013,128.0
0,0.0,7.0,0.0,0,0.0,0,0,31.16,34.85,0.55,6.0032,113.0
0,0.0,6.0,19.0,0,0.0,0,2,29.52,33.335,0.48,8.9981,317.0
2,0.0,5.0,19.0,0,2.0,1,0,27.880000000000003,31.82,0.57,23.9994,365.0
2,0.0,4.0,20.0,1,5.0,0,2,16.400000000000002,20.455,0.76,22.0028,118.0
3,1.0,11.0,18.0,1,4.0,0,0,16.400000000000002,20.455,0.43,0.0,70.0
0,1.0,8.0,3.0,0,4.0,1,0,25.42,28.79,0.83,6.0032,9.0
0,0.0,7.0,19.0,0,6.0,0,0,30.34,34.09,0.48,12.998,406.0
3,1.0,11.0,23.0,0,2.0,1,2,10.66,12.12,0.81,16.997899999999998,67.0
0,1.0,7.0,8.0,0,2.0,1,0,30.34,34.85,0.7,12.998,743.0
0,0.0,8.0,23.0,0,4.0,1,0,27.06,31.06,0.5,11.0014,127.0
0,1.0,7.0,0.0,0,1.0,1,3,29.52,34.85,0.79,7.0015,43.0
2,1.0,5.0,18.0,0,3.0,1,3,26.24,30.305,0.69,7.0015,327.0
2,1.0,5.0,1.0,0,6.0,0,0,26.24,28.79,0.83,8.9981,82.0
3,0.0,10.0,12.0,0,1.0,1,0,22.96,26.515,0.4,6.0032,205.0
1,1.0,1.0,18.0,0,3.0,1,0,13.12,16.665,0.66,8.9981,439.0
3,1.0,9.0,14.0,0,2.0,1,0,27.06,31.06,0.39,22.0028,293.0
3,1.0,10.0,0.0,0,1.0,1,3,18.04,21.97,0.88,23.9994,22.0
3,1.0,11.0,19.0,0,0.0,0,0,14.76,16.665,0.43,16.997899999999998,227.0
0,1.0,9.0,0.0,0,6.0,0,0,30.34,34.09,0.62,7.0015,168.0
1,0.0,3.0,13.0,0,0.0,0,0,18.86,22.725,0.38,26.0027,221.0
0,0.0,6.0,21.0,0,6.0,0,0,27.880000000000003,31.82,0.51,11.0014,202.0
2,1.0,3.0,4.0,0,5.0,1,2,20.5,24.24,0.94,7.0015,3.0
2,1.0,3.0,8.0,0,6.0,0,2,20.5,24.24,0.94,12.998,154.0
2,0.0,4.0,2.0,0,0.0,0,2,15.58,19.695,0.87,6.0032,36.0
1,1.0,2.0,13.0,0,3.0,1,2,14.76,16.665,0.93,23.9994,76.0
0,1.0,8.0,8.0,0,4.0,1,0,29.52,34.85,0.74,7.0015,698.0
3,1.0,10.0,6.0,0,4.0,1,0,14.76,17.424999999999997,0.5,11.0014,159.0
3,0.0,10.0,19.0,0,2.0,1,0,21.32,25.0,0.68,15.0013,345.0
3,1.0,10.0,21.0,0,0.0,0,0,17.22,21.21,0.54,11.0014,166.0
1,0.0,12.0,14.0,0,5.0,1,2,16.400000000000002,20.455,0.47,6.0032,245.0
2,1.0,5.0,18.0,0,6.0,0,2,31.16,34.85,0.52,12.998,415.0
2,1.0,4.0,12.0,0,1.0,1,0,18.04,21.97,0.44,30.0026,281.0
1,1.0,3.0,19.0,0,1.0,1,0,25.42,30.305,0.61,15.0013,549.0
2,0.0,5.0,12.0,0,6.0,0,3,21.32,25.0,1.0,6.0032,279.0
1,0.0,2.0,4.0,0,3.0,1,3,9.02,10.605,0.93,19.0012,1.0
3,1.0,12.0,12.0,0,6.0,0,2,16.400000000000002,20.455,0.87,15.0013,486.0
1,1.0,1.0,10.0,0,2.0,1,0,6.5600000000000005,6.0600000000000005,0.47,31.0009,60.0
3,0.0,11.0,6.0,0,4.0,1,2,14.76,17.424999999999997,1.0,8.9981,114.0
2,1.0,3.0,17.0,0,4.0,1,0,21.32,25.0,0.38,26.0027,703.0
3,0.0,10.0,23.0,0,4.0,1,0,17.22,21.21,0.58,16.997899999999998,90.0
0,0.0,7.0,5.0,0,0.0,0,0,27.06,31.06,0.74,0.0,17.0
2,1.0,4.0,19.0,0,5.0,1,0,19.68,23.485,0.23,19.9995,412.0
2,1.0,4.0,7.0,0,1.0,1,3,12.3,14.395,0.81,16.997899999999998,207.0
2,1.0,6.0,11.0,0,3.0,1,0,34.44,39.395,0.49,12.998,188.0
2,0.0,5.0,15.0,0,5.0,1,0,31.98,35.605,0.49,19.0012,356.0
1,0.0,1.0,13.0,0,3.0,1,0,16.400000000000002,20.455,0.62,19.0012,78.0
0,1.0,8.0,1.0,0,5.0,1,0,27.880000000000003,31.82,0.83,11.0014,32.0
1,1.0,3.0,20.0,0,5.0,1,0,15.58,19.695,0.32,23.9994,159.0
1,1.0,3.0,0.0,0,2.0,1,2,22.96,26.515,0.78,6.0032,29.0
0,0.0,6.0,16.0,0,3.0,1,0,33.62,35.605,0.3,27.9993,328.0
2,0.0,6.0,20.0,0,4.0,1,0,28.7,31.82,0.24,12.998,337.0
2,0.0,4.0,6.0,0,3.0,1,0,17.22,21.21,0.94,11.0014,64.0
2,0.0,4.0,11.0,0,4.0,1,2,25.42,28.79,0.83,19.0012,84.0
3,1.0,11.0,10.0,0,1.0,1,2,14.76,16.665,0.66,16.997899999999998,139.0
1,1.0,2.0,4.0,0,0.0,0,0,9.84,11.365,0.41,12.998,6.0
2,0.0,6.0,3.0,0,1.0,1,3,26.24,28.79,0.89,0.0,1.0
1,1.0,1.0,7.0,0,3.0,1,0,13.12,14.395,0.42,23.9994,263.0
2,0.0,6.0,22.0,0,4.0,1,0,26.24,31.06,0.33,16.997899999999998,155.0
1,0.0,1.0,9.0,0,4.0,1,2,7.38,12.12,0.51,0.0,122.0
0,0.0,9.0,21.0,0,4.0,1,2,27.06,31.06,0.57,12.998,177.0
1,1.0,3.0,0.0,0,6.0,0,2,18.04,21.97,0.94,6.0032,100.0
3,1.0,12.0,0.0,0,1.0,1,3,14.76,18.18,1.0,6.0032,20.0
0,0.0,9.0,0.0,0,1.0,1,0,22.96,26.515,0.88,6.0032,16.0
1,0.0,12.0,23.0,0,0.0,0,0,10.66,13.635,0.65,8.9981,16.0
1,0.0,1.0,12.0,0,0.0,0,0,7.38,6.819999999999999,0.37,30.0026,83.0
2,0.0,5.0,2.0,0,2.0,1,3,22.96,26.515,0.88,0.0,8.0
0,1.0,8.0,23.0,0,5.0,1,0,30.34,35.605,0.79,8.9981,196.0
3,0.0,11.0,17.0,0,0.0,0,0,22.14,25.76,0.56,12.998,204.0
0,1.0,8.0,21.0,0,5.0,1,2,28.7,32.575,0.61,11.0014,306.0
2,1.0,4.0,8.0,0,1.0,1,0,18.04,21.97,0.3,12.998,617.0
1,1.0,2.0,16.0,0,1.0,1,0,14.76,17.424999999999997,0.23,12.998,211.0
3,1.0,11.0,3.0,0,6.0,0,0,10.66,12.88,0.65,12.998,21.0
1,0.0,1.0,11.0,0,3.0,1,0,8.200000000000001,9.09,0.51,26.0027,35.0
1,0.0,3.0,7.0,0,6.0,0,2,12.3,13.635,1.0,19.9995,15.0
1,0.0,12.0,4.0,0,4.0,1,0,15.58,19.695,0.82,8.9981,3.0
3,1.0,9.0,23.0,0,5.0,1,2,22.96,26.515,0.56,12.998,190.0
2,1.0,5.0,14.0,0,5.0,1,0,27.06,31.06,0.34,8.9981,350.0
3,1.0,9.0,22.0,0,4.0,1,3,25.42,28.79,0.83,19.9995,47.0
2,1.0,5.0,5.0,0,3.0,1,0,22.14,25.76,0.9,8.9981,33.0
2,0.0,3.0,4.0,0,4.0,1,3,9.84,11.365,0.93,16.997899999999998,2.0
0,1.0,7.0,22.0,0,0.0,0,0,29.52,34.85,0.74,7.0015,130.0
1,0.0,2.0,2.0,0,0.0,0,2,8.200000000000001,11.365,0.75,6.0032,20.0
0,0.0,6.0,22.0,0,1.0,1,0,27.880000000000003,31.82,0.69,0.0,145.0
3,0.0,12.0,13.0,0,6.0,0,2,11.48,13.635,0.48,16.997899999999998,236.0
3,1.0,11.0,5.0,0,3.0,1,2,11.48,12.88,0.52,22.0028,27.0
2,1.0,5.0,3.0,0,0.0,0,2,22.14,25.76,0.83,12.998,28.0
1,0.0,3.0,15.0,0,5.0,1,2,13.94,15.909999999999998,0.53,16.997899999999998,85.0
1,1.0,2.0,19.0,0,5.0,1,0,15.58,19.695,0.37,15.0013,282.0
3,0.0,11.0,11.0,0,6.0,0,0,15.58,19.695,0.54,19.0012,315.0
0,1.0,8.0,21.0,0,2.0,1,0,30.34,34.09,0.62,15.0013,308.0
3,0.0,9.0,14.0,0,2.0,1,2,27.880000000000003,31.82,0.79,7.0015,152.0
2,1.0,4.0,4.0,0,1.0,1,0,18.04,21.97,0.24,12.998,5.0
3,0.0,11.0,17.0,0,3.0,1,0,18.86,22.725,0.63,7.0015,485.0
2,0.0,5.0,4.0,0,0.0,0,0,20.5,24.24,1.0,0.0,12.0
1,1.0,2.0,17.0,0,1.0,1,0,16.400000000000002,20.455,0.43,16.997899999999998,430.0
2,0.0,5.0,19.0,0,0.0,0,2,18.86,22.725,0.84,7.0015,178.0
0,1.0,7.0,2.0,0,2.0,1,0,29.52,33.335,0.58,0.0,10.0
1,0.0,1.0,2.0,0,4.0,1,0,5.74,6.0600000000000005,0.5,23.9994,2.0
