,22,23,28,29,30,31,35,"2,35,10,3","2,34,12,3","2,23,16,3","2,26,16,3","2,28,16,3","2,29,16,3","2,30,16,3","2,31,16,3","2,33,16,3","2,2,35,10,3,16,3","2,2,34,12,3,16,3","2,2,22,11,3,16,3","2,35,6,3","2,35,18,26,3","2,35,5,3","2,2,2,22,11,3,16,3,16,3","2,2,28,16,3,16,3","2,2,29,16,3,16,3","2,2,30,16,3,16,3","2,2,31,16,3,16,3","2,2,34,16,3,16,3","2,2,35,18,26,3,16,3","2,2,35,6,3,16,3","2,34,16,3","2,2,35,5,3,9,3",36
10,16.92,0.335,0.29,0.0,0.0,0.0,0.0,-0.17578690689443874,0.6307506053268765,2.0584221808236943e-06,0.05689576695493855,3.048624999999999e-06,0.0,0.0,0.0,0.125,0.0,0.2509418110274034,0.14009548210249162,0.0,7.999440039197257e-05,0.0,0.002749618177566398,2.8334269484119115e-17,0.0,0.0,0.0,1.0030860137874346e-06,5.118924950510441e-13,0.0,0.010010276149083603,0.0,0.0
11,44.33,0.5,5.0,1.0,0.0,0.0,0.0,-0.17578690689443874,0.8268765133171914,6.84400069431311e-06,0.0004551661356395084,0.015625,1.0,0.0,0.0,0.0,0.0,0.5653559524603289,0.5000000011234219,0.0,0.00011999160058795885,0.0,0.12500000084256643,3.814697265625e-06,1.0,0.0,0.0,6.893154598867259e-05,1.727637170797274e-12,0.0,0.04100209110664644,0.0,1.0
12,27.67,13.75,5.75,1.0,0.0,0.0,500.0,-0.08299805717787342,0.9709443099273608,0.14233382693954297,0.1561219845243514,0.023763671875,1.0,0.0,0.0,0.0,7.82494363285913e-07,0.9153410993828278,0.41941467448768155,2.5e-05,0.0050596458247922655,22.360679774997898,0.07377867722184883,1.341963307159394e-05,1.0,0.0,0.0,0.0030187619338393505,1.295270134230897e-07,1.5625000000000003e-14,0.1445249923261223,1.0,1.0
13,22.75,11.0,2.5,1.0,1.0,7.0,809.0,-0.02565454805303607,0.34503631961259085,0.072874919393046,0.33181611288120166,0.001953125,1.0,1.0,0.028191008465521493,0.0,8.718264839673738e-07,0.041076595190997045,0.32457155933869886,6.544810000000001e-05,0.008129430939834212,28.442925306655784,0.03419254175917028,7.450580596923828e-09,1.0,1.0,2.240432355535176e-05,1.9591523706785832e-09,5.372549655594004e-07,2.8034391222956675e-13,0.0012512845186354504,1.0,1.0
14,30.75,1.585,0.585,0.0,0.0,0.0,0.0,-0.17578690689443874,0.0,0.00021801573108935315,0.4551661356395084,2.5025203124999993e-05,0.0,0.0,0.0,0.125,0.0,0.0,0.4564268558155019,0.0,2.9997900146989706e-05,0.0,0.09508534140798598,1.567230351519718e-14,0.0,0.0,0.0,0.0,2.6994330793707386e-14,0.0,0.0,0.0,0.0
15,23.58,1.79,0.54,0.0,0.0,0.0,1.0,-0.1756013291950056,0.45520581113801456,0.0003140213127849685,0.02913063268092854,1.9683000000000005e-05,0.0,0.0,0.0,0.0,2.7668401134306185e-09,0.09432425698023668,0.3440795057212931,1e-10,9.99930004899657e-05,1.0,0.040735815691044217,7.625597484987004e-15,0.0,0.0,0.0,3.11830355165557e-08,9.997900293965701e-13,1e-30,0.0031475511501086553,0.7615941559557649,0.0
16,21.42,0.75,0.75,0.0,0.0,0.0,2.0,-0.17541575149557248,0.450363196125908,2.3098502343306748e-05,0.7865270823850705,5.2734375e-05,0.0,0.0,0.0,0.0,5.52783833975949e-09,0.09134581977482378,0.29002799272229773,4e-10,2.9997900146989706e-05,1.4142135623730951,0.02439606324558313,1.466497778892517e-13,0.0,0.0,0.0,2.383601197194891e-08,2.6994330793707386e-14,6.4e-29,0.002877914351756939,0.8883855615856605,0.0
17,28.25,5.125,4.75,1.0,1.0,2.0,7.0,-0.17448786299840682,0.9334140435835352,0.007370240185199279,1.0,0.013396484375,1.0,1.0,0.0006575162324319882,0.0,1.9245417247181434e-08,0.8132479780643616,0.42756040759333397,4.9e-09,6.999510034297599e-05,2.6457513110645907,0.07816142115084983,2.4042106999382374e-06,1.0,1.0,2.842624120401455e-10,0.0007967312057558328,3.4292798008302363e-13,1.17649e-25,0.09270516741666324,0.9899820520778675,1.0
18,65.42,11.0,20.0,1.0,1.0,7.0,0.0,-0.17578690689443874,0.21791767554479421,0.072874919393046,0.012289485662266727,1.0,1.0,1.0,0.028191008465521493,0.0,0.0,0.010348499269579077,0.6656004060489604,0.0,9.99930004899657e-05,0.0,0.29487688808385354,1.0,1.0,1.0,2.240432355535176e-05,2.3652243500844754e-15,9.997900293965701e-13,0.0,1.3323677554430275e-05,0.0,1.0
19,55.75,7.08,6.75,1.0,1.0,3.0,50.0,-0.1665080219227822,0.34503631961259085,0.01943120819308952,0.05689576695493855,0.038443359375,1.0,1.0,0.0022191172844579603,0.0,1.3130670005960663e-07,0.041076595190997045,0.5264190233714788,2.5e-07,0.0005799594028418012,7.0710678118654755,0.14587965427071867,5.6815128661595284e-05,1.0,1.0,1.0928002062863645e-08,1.9591523706785832e-09,1.950710322156237e-10,1.5624999999999995e-20,0.0012512845186354504,0.9999985572927353,0.0
20,39.92,5.0,0.21,0.0,0.0,0.0,0.0,-0.17578690689443874,0.9854721549636805,0.00684400069431311,0.0004551661356395084,1.1576249999999998e-06,0.0,0.0,0.0,0.0,0.0,0.9570465735132335,0.4985351025699895,0.0,0.00011999160058795885,0.0,0.12390454267065355,1.5513282159785146e-18,0.0,0.0,0.0,0.009022614860856912,1.727637170797274e-12,0.0,0.20818246178797303,0.0,0.0
21,25.0,0.875,1.04,1.0,0.0,0.0,5860.0,0.9116984117837067,0.5181598062953996,3.667956622108433e-05,1.0,0.00014060800000000002,1.0,0.0,0.0,0.0,0.0001228791242658584,0.13912051128343444,0.3740031785805334,0.0034339600000000002,0.058595898287119905,76.55063683601855,0.05231495783272808,2.779905883635713e-12,1.0,0.0,0.0,1.3463192575912615e-07,0.00020118780360371352,4.0493535437763143e-08,0.005125261388330805,1.0,1.0
22,32.67,5.5,5.5,1.0,1.0,12.0,1000.0,0.009790792538691877,0.9249394673123487,0.00910936492413075,0.33181611288120166,0.020796875,1.0,1.0,0.14202350620530946,0.0,8.746960022836181e-07,0.7912977553253355,0.4724588994790191,0.0001,0.010039297249192558,31.622776601683793,0.10546105267488472,8.994856609344481e-06,1.0,1.0,0.0028647101727673273,0.000613775688072366,1.0118355636573026e-06,1.0000000000000002e-12,0.0849838810529337,1.0,1.0
23,22.92,3.165,0.165,0.0,0.0,0.0,1058.0,0.020554299105813453,0.5181598062953996,0.0017358858977308952,0.02913063268092854,5.615156250000001e-07,0.0,0.0,0.0,0.0,8.759429735108428e-07,0.13912051128343444,0.3286924623405877,0.00011193640000000001,0.010669253152279342,32.526911934581186,0.03551151776941553,1.770457626417275e-19,0.0,0.0,0.0,1.3463192575912615e-07,1.2145126974797766e-06,1.402535963649301e-12,0.005125261388330805,1.0,0.0
24,37.5,0.835,0.04,0.0,0.0,0.0,5.0,-0.17485901839727308,0.40556900726392253,3.1875680005737614e-05,0.012289485662266727,8e-09,0.0,0.0,0.0,0.0,1.3775843433937537e-08,0.06671051281328041,0.494504942654392,2.5e-09,0.00014998950073494857,2.23606797749979,0.1209238345467842,5.120000000000001e-25,0.0,0.0,0.0,1.010879590880157e-08,3.374291349213426e-12,1.5625000000000002e-26,0.002162219648202058,0.9774122355837788,0.0
25,39.58,5.0,0.0,0.0,1.0,2.0,1.0,-0.1756013291950056,0.2106537530266344,0.00684400069431311,0.09831588529813381,0.0,0.0,1.0,0.0006575162324319882,0.0,2.7668401134306185e-09,0.009347761062435705,0.49816588894921915,1e-10,7.999440039197257e-05,1.0,0.12362945648705191,0.0,0.0,1.0,2.842624120401455e-10,2.323317193728365e-16,5.118924950510441e-13,1e-30,6.147560840055967e-06,0.7615941559557649,0.0
26,27.67,1.5,2.0,1.0,0.0,0.0,0.0,-0.17578690689443874,0.8813559322033899,0.00018478801874645398,0.0,0.001,1.0,0.0,0.0,0.125,0.0,0.6846269579655175,0.41941467448768155,0.0,0.00012999090063695542,0.0,0.07377867722184883,1e-09,1.0,0.0,0.0,0.00024249265139893904,2.196538694584265e-12,0.0,0.0623590553118209,0.0,0.0
27,34.92,2.5,0.0,1.0,0.0,0.0,200.0,-0.1386713670078126,0.7094430992736078,0.0008555000867891387,0.1561219845243514,0.0,1.0,0.0,0.0,0.0,4.4522311197754433e-07,0.3570694594535934,0.48555951835534067,4e-06,0.002059855810093294,14.142135623730951,0.11447941879401768,0.0,1.0,0.0,0.0,4.984818184704152e-06,8.739980475619414e-09,6.399999999999998e-17,0.01708243489436516,0.9999999999989593,1.0
28,46.67,0.46,0.415,1.0,1.0,11.0,6.0,-0.17467344069783994,0.9479418886198547,5.329341212653288e-06,0.23304506144742831,8.934171874999997e-06,1.0,1.0,0.10939426317087203,0.0,1.651353584966049e-08,0.8518147268144536,0.5002366430626433,3.6e-09,0.00010999230053896227,2.449489742783178,0.1251775663101431,7.131204806043252e-16,1.0,1.0,0.0013091326134924838,0.0012109948672432511,1.3307205291268353e-12,4.6656e-26,0.1065894204354422,0.9852019349430062,1.0
29,28.58,1.665,2.415,1.0,0.0,0.0,0.0,-0.17578690689443874,0.9479418886198547,0.0002527218228662316,0.33181611288120166,0.0017606029218750002,1.0,0.0,0.0,0.0,0.0,0.8518147268144536,0.4319400757656727,0.0,3.9997200195986284e-05,0.0,0.0805880227526879,5.45738075197725e-09,1.0,0.0,0.0,0.0012109948672432511,6.398656188138051e-14,0.0,0.1065894204354422,0.0,0.0
30,17.67,4.46,0.25,0.0,0.0,0.0,0.0,-0.17578690689443874,0.29176755447941893,0.0048574082718484315,0.02913063268092854,1.953125e-06,0.0,0.0,0.0,0.125,0.0,0.024837677613926235,0.16887874488356847,0.0,8.999370044096913e-05,0.0,0.0048164269503972595,7.450580596923829e-18,0.0,0.0,0.0,2.6295297999829326e-10,7.288469314300997e-13,0.0,0.0006406576735413506,0.0,0.0
31,18.25,10.0,1.0,0.0,1.0,1.0,1.0,-0.1756013291950056,0.40556900726392253,0.05475200555450488,0.1561219845243514,0.000125,0.0,1.0,8.218952905399852e-05,0.0,2.7668401134306185e-09,0.06671051281328041,0.19005413565884277,1e-10,6.999510034297599e-05,1.0,0.006864864562492974,1.953125e-12,0.0,1.0,5.552000235159091e-13,1.010879590880157e-08,3.4292798008302363e-13,1e-30,0.002162219648202058,0.7615941559557649,0.0
32,16.92,0.5,0.165,0.0,1.0,6.0,35.0,-0.16929168741427916,0.7203389830508475,6.84400069431311e-06,0.0004551661356395084,5.615156250000001e-07,0.0,1.0,0.017752938275663682,0.0,9.340388853458637e-08,0.3737754346841694,0.14009548210249162,1.225e-07,0.0004699671023028388,5.916079783099616,0.002749618177566398,1.770457626417275e-19,0.0,1.0,5.595137056186186e-06,5.175703505306404e-06,1.0380120022204012e-10,1.8382656249999994e-21,0.017297757185616464,0.9999854659974841,0.0
33,40.83,10.0,1.75,1.0,0.0,0.0,837.0,-0.02045837246890841,0.22518159806295399,0.05475200555450488,0.33181611288120166,0.000669921875,1.0,0.0,0.0,0.0,8.731663061563189e-07,0.011418227471852968,0.4992729049256599,7.00569e-05,0.008409411341206116,28.930952282978865,0.12445547131072428,3.006578013300896e-10,1.0,0.0,0.0,2.842170943040401e-14,5.946984255883557e-07,3.438371100823201e-13,3.0517578124999997e-05,1.0,1.0
34,48.08,3.75,1.0,0.0,0.0,0.0,2.0,-0.17541575149557248,0.34503631961259085,0.0028873127929133434,0.0004551661356395084,0.000125,0.0,0.0,0.0,0.0,5.52783833975949e-09,0.041076595190997045,0.5009556096705912,4e-10,0.00013999020068595198,1.4142135623730951,0.12571807791036022,1.953125e-12,0.0,0.0,0.0,1.9591523706785832e-09,2.743423840664189e-12,6.4e-29,0.0012512845186354504,0.8883855615856605,0.0
35,42.17,5.04,12.75,1.0,0.0,0.0,0.0,-0.17578690689443874,0.31476997578692495,0.007009574263238289,0.33181611288120166,0.259083984375,1.0,0.0,0.0,0.0,0.0,0.03118745253122802,0.49983274831995256,0.0,3.9997200195986284e-05,0.0,0.1248746031949726,0.017390885748643066,1.0,0.0,0.0,9.250360542256891e-10,6.398656188138051e-14,0.0,0.0009743602392472015,0.0,1.0
36,17.08,0.25,0.335,0.0,1.0,4.0,8.0,-0.17430228529897368,0.5181598062953996,8.555000867891388e-07,0.33181611288120166,4.699421875000001e-06,0.0,1.0,0.005260129859455905,0.0,2.197149380028117e-08,0.13912051128343444,0.14637046373501406,6.4e-09,0.00011999160058795885,2.8284271247461903,0.003135886578370358,1.037846923686789e-16,0.0,1.0,1.455423549645545e-07,1.3463192575912615e-07,1.727637170797274e-12,2.62144e-25,0.005125261388330805,0.9930373454058692,0.0
37,19.42,6.5,1.46,1.0,1.0,7.0,2954.0,0.3724096172310291,0.29176755447941893,0.015036269525405902,0.1561219845243514,0.00038901699999999997,1.0,1.0,0.028191008465521493,0.0,9.18998425571927e-06,0.024837677613926235,0.229983525852892,0.0008726116,0.02959792814502985,54.35071296680477,0.012164385740113779,5.887158670826789e-11,1.0,1.0,2.240432355535176e-05,2.6295297999829326e-10,2.5928890551820533e-05,6.644509793187008e-10,0.0006406576735413506,1.0,1.0
38,41.17,4.04,7.0,1.0,1.0,8.0,0.0,-0.17578690689443874,0.8268765133171914,0.0036103069487879633,0.23304506144742831,0.042875,1.0,1.0,0.04208103887564724,0.0,0.0,0.5653559524603289,0.49946687789739264,0.0,4.999650024498285e-05,0.0,0.12460058460028539,7.881563867187501e-05,1.0,1.0,7.45176857418519e-05,6.893154598867259e-05,1.2497375367457126e-13,0.0,0.04100209110664644,0.0,1.0
39,21.92,0.5,0.125,0.0,0.0,0.0,0.0,-0.17578690689443874,0.87409200968523,6.84400069431311e-06,0.02913063268092854,2.44140625e-07,0.0,0.0,0.0,0.0,0.0,0.6678384981690041,0.30350076747886123,0.0,8.999370044096913e-05,0.0,0.02795627995815051,1.4551915228366853e-20,0.0,0.0,0.0,0.00019897142987294132,7.288469314300997e-13,0.0,0.05837993050145557,0.0,0.0
40,57.42,8.5,7.0,1.0,1.0,3.0,0.0,-0.17578690689443874,0.0,0.03362457541116031,0.012289485662266727,0.042875,1.0,1.0,0.0022191172844579603,0.0,0.0,0.0,0.5397335239755838,0.0,9.99930004899657e-05,0.0,0.15723100179026236,7.881563867187501e-05,1.0,1.0,1.0928002062863645e-08,0.0,9.997900293965701e-13,0.0,0.0,0.0,1.0
41,20.08,0.25,0.125,0.0,0.0,0.0,0.0,-0.17578690689443874,0.6307506053268765,8.555000867891388e-07,0.33181611288120166,2.44140625e-07,0.0,0.0,0.0,0.0,0.0,0.2509418110274034,0.25091517231046406,0.0,3.9997200195986284e-05,0.0,0.015797223729974136,1.4551915228366853e-20,0.0,0.0,0.0,1.0030860137874346e-06,6.398656188138051e-14,0.0,0.010010276149083603,0.0,0.0
42,17.58,9.0,1.375,1.0,0.0,0.0,0.0,-0.17578690689443874,0.0,0.03991421204923406,0.0036413290851160674,0.000324951171875,1.0,0.0,0.0,0.0,0.0,0.0,0.16550889729799356,0.0,0.00010999230053896227,0.0,0.004533817511953697,3.431265491235535e-11,1.0,0.0,0.0,0.0,1.3307205291268353e-12,0.0,0.0,0.0,1.0
43,41.42,5.0,5.0,1.0,1.0,6.0,0.0,-0.17578690689443874,0.9661016949152543,0.00684400069431311,0.33181611288120166,0.015625,1.0,1.0,0.017752938275663682,0.0,0.0,0.901713417632767,0.4995850377437301,0.0,3.9997200195986284e-05,0.0,0.12468903652685488,3.814697265625e-06,1.0,1.0,5.595137056186186e-06,0.0021925471194779297,6.398656188138051e-14,0.0,0.12991211257828836,0.0,1.0
44,32.42,3.0,0.165,0.0,0.0,0.0,0.0,-0.17578690689443874,0.40556900726392253,0.0014783041499716318,0.4551661356395084,5.615156250000001e-07,0.0,0.0,0.0,0.0,0.0,0.06671051281328041,0.47064277083171785,0.0,2.9997900146989706e-05,0.0,0.10424954704336535,1.770457626417275e-19,0.0,0.0,0.0,1.010879590880157e-08,2.6994330793707386e-14,0.0,0.002162219648202058,0.0,0.0
45,23.17,0.0,0.0,0.0,0.0,0.0,0.0,-0.17578690689443874,0.0,0.0,0.02913063268092854,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33463459922255495,0.0,8.999370044096913e-05,0.0,0.037472487829783005,0.0,0.0,0.0,0.0,0.0,7.288469314300997e-13,0.0,0.0,0.0,1.0
46,27.75,0.585,0.25,1.0,1.0,2.0,500.0,-0.08299805717787342,0.7457627118644068,1.09614404840209e-05,0.23304506144742831,1.953125e-06,1.0,1.0,0.0006575162324319882,0.0,7.82494363285913e-07,0.41476489806650146,0.4205727691045437,2.5e-05,0.0050496465247432685,22.360679774997898,0.07439152295923308,7.450580596923829e-18,1.0,1.0,2.842624120401455e-10,1.0637225004273917e-05,1.287605833846645e-07,1.5625000000000003e-14,0.021992576699536675,1.0,1.0
47,27.83,4.0,5.75,1.0,1.0,2.0,0.0,-0.17578690689443874,0.26876513317191286,0.0035041283554883124,0.0004551661356395084,0.023763671875,1.0,1.0,0.0006575162324319882,0.0,0.0,0.019414167907481072,0.42171971488261417,0.0,0.00011999160058795885,0.0,0.075001804550087,1.341963307159394e-05,1.0,1.0,2.842624120401455e-10,1.4710234112574214e-10,1.727637170797274e-12,0.0,0.0005278856562993306,0.0,0.0
48,35.0,3.375,8.29,0.0,0.0,0.0,0.0,-0.17578690689443874,0.0,0.0021048510260338275,0.02913063268092854,0.07121534862499998,0.0,0.0,0.0,0.0,0.0,0.0,0.48592624299981674,0.0,8.999370044096913e-05,0.0,0.11473900060601151,0.00036117760512412536,0.0,0.0,0.0,0.0,7.288469314300997e-13,0.0,0.0,0.0,0.0
49,40.33,7.54,8.0,1.0,1.0,14.0,2300.0,0.25104180180176167,0.0,0.023470052957127972,0.33181611288120166,0.064,1.0,1.0,0.22552806772417194,0.0,3.4217309458199462e-06,0.0,0.4989099448679221,0.0005290000000000001,0.023038387312888098,47.958315233127195,0.12418423968600253,0.000262144,1.0,1.0,0.0114710136603401,0.0,1.2228022399539972e-05,1.4803588900000004e-10,0.0,1.0,1.0
50,28.0,3.0,0.75,0.0,0.0,0.0,67.0,-0.163353201032419,0.8038740920096852,0.0014783041499716318,0.1561219845243514,5.2734375e-05,0.0,0.0,0.0,0.0,1.7275763014788465e-07,0.5194743354166087,0.42412020321958765,4.489e-07,0.0007299489035767497,8.18535277187245,0.07628987134264197,1.466497778892517e-13,0.0,0.0,0.0,3.856199611206655e-05,3.889353178657657e-10,9.0458382169e-20,0.03378468200315716,0.9999998446458427,0.0
51,57.58,2.0,6.5,0.0,1.0,1.0,10.0,-0.17393112990010742,0.0,0.00043801604443603905,0.09831588529813381,0.034328125,0.0,1.0,8.218952905399852e-05,0.0,2.740625706833521e-08,0.0,0.5412038548882039,1e-08,0.0001699881008329417,3.1622776601683795,0.15851948181278622,4.045295476150513e-05,0.0,1.0,5.552000235159091e-13,0.0,4.911968414425351e-12,1.0000000000000001e-24,0.0,0.9964228836762624,0.0
52,19.17,8.585,0.75,1.0,1.0,7.0,0.0,-0.17578690689443874,0.3220338983050848,0.034643433670693884,0.23304506144742831,5.2734375e-05,1.0,1.0,0.028191008465521493,0.0,0.0,0.03339679324565804,0.22175856059265653,0.0,4.999650024498285e-05,0.0,0.010905389509800849,1.466497778892517e-13,1.0,1.0,2.240432355535176e-05,1.356779619695042e-09,1.2497375367457126e-13,0.0,0.0011070564598794537,0.0,1.0
53,51.33,10.0,0.0,1.0,1.0,11.0,1249.0,0.0559996396975414,0.0,0.05475200555450488,0.0004551661356395084,0.0,1.0,1.0,0.10939426317087203,0.0,9.028183111363443e-07,0.0,0.5061246444732387,0.0001560001,0.012609117361784676,35.34119409414458,0.1296499800030064,0.0,1.0,1.0,0.0013091326134924838,0.0,2.0047215600023055e-06,3.79642330080468e-12,0.0,1.0,1.0
54,37.33,2.665,0.165,0.0,0.0,0.0,501.0,-0.0828124794784403,0.0,0.0010363147319605002,0.23304506144742831,5.615156250000001e-07,0.0,0.0,0.0,0.0,7.831104388996874e-07,0.0,0.4940817865450655,2.51001e-05,0.0050596458247922655,22.38302928559939,0.12061367049763763,1.770457626417275e-19,0.0,0.0,0.0,0.0,1.295270134230897e-07,1.5813440003753003e-14,0.0,1.0,0.0
55,42.83,1.25,13.875,0.0,1.0,1.0,112.0,-0.1550022045579281,0.864406779661017,0.00010693751084864234,0.0,0.333894287109375,0.0,1.0,8.218952905399852e-05,0.0,2.749800504119071e-07,0.6458839511342446,0.4999453712235461,1.2544e-06,0.0012499125061245714,10.583005244258363,0.12495903289395137,0.03722433647470463,0.0,1.0,5.552000235159091e-13,0.00016253697970105083,1.9527149011651772e-09,1.973822685184e-18,0.05457378326294641,0.9999999987154576,0.0
56,24.75,0.54,1.0,0.0,0.0,0.0,1.0,-0.1756013291950056,0.40556900726392253,8.621469802634557e-06,0.0,0.000125,0.0,0.0,0.0,0.0,2.7668401134306185e-09,0.06671051281328041,0.36904062784276725,1e-10,0.00013999020068595198,1.0,0.05026000661040227,1.953125e-12,0.0,0.0,0.0,1.010879590880157e-08,2.743423840664189e-12,1e-30,0.002162219648202058,0.7615941559557649,0.0
57,20.17,5.625,1.71,1.0,0.0,0.0,0.0,-0.17578690689443874,0.40556900726392253,0.009744680676082534,0.1561219845243514,0.0006250263749999999,1.0,0.0,0.0,0.125,0.0,0.06671051281328041,0.2536827560562429,0.0,5.999580029397941e-05,0.0,0.016325738727759616,2.441715345074694e-10,1.0,0.0,0.0,1.010879590880157e-08,2.159546463496591e-13,0.0,0.002162219648202058,0.0,1.0
58,58.67,4.46,3.04,1.0,1.0,6.0,560.0,-0.07186339521188559,0.23486682808716708,0.0048574082718484315,0.33181611288120166,0.003511808,1.0,1.0,0.017752938275663682,0.0,8.14793821965488e-07,0.012955824243984284,0.552196281458786,3.136e-05,0.005639605227634066,23.664319132398465,0.1683760950441525,4.331040964944803e-08,1.0,1.0,5.595137056186186e-06,9.846555071616068e-13,1.7936847398368537e-07,3.084097945599999e-14,9.948587822314875e-05,1.0,1.0
59,74.83,19.0,0.04,0.0,1.0,2.0,351.0,-0.11064913439340988,0.0,0.375544006098349,0.09831588529813381,8e-09,0.0,1.0,0.0006575162324319882,0.0,6.564394071611633e-07,0.0,1.0,1.2320100000000001e-05,0.0035797494175407725,18.734993995195193,1.0,5.120000000000001e-25,0.0,1.0,2.842624120401455e-10,0.0,4.587307797927438e-08,1.8700047030896013e-15,0.0,0.9999999999999999,0.0
